"id","year","importerId","importerLabel","importerType","exporterId","exporterLabel","exporterType","value","reportedBy","partial","valueToSplit","newReporters","newPartners","originalReportedTradeFlowIds","status","notes"
"439->713",1979,"713","Republic of China (Taiwan) (Formosa)","GPH","439","Burkina Faso (Upper Volta)","GPH",731603.773584906,"439",NA,NA,NA,NA,NA,"ok",NA
"620->390",1979,"390","Denmark","GPH","620","Libya","GPH",3113207.54716981,"620",NA,NA,NA,NA,NA,"ok",NA
"750->1163",1979,"1163","Falkland Is.","GPH","750","India","GPH",23584.9056603774,"750",NA,NA,NA,NA,NA,"ok",NA
"625->380",1979,"380","Sweden","GPH","625","Sudan (Anglo-Egyptian Sudan) (Mahdist State)","GPH",725471.698113207,"625",NA,NA,NA,NA,NA,"ok",NA
"625->310",1979,"310","Hungary","GPH","625","Sudan (Anglo-Egyptian Sudan) (Mahdist State)","GPH",1920754.71698113,"625",NA,NA,NA,NA,NA,"ok",NA
"625->140",1979,"140","Brazil","GPH","625","Sudan (Anglo-Egyptian Sudan) (Mahdist State)","GPH",8018.8679245283,"625",NA,NA,NA,NA,NA,"ok",NA
"625->360",1979,"360","Romania","GPH","625","Sudan (Anglo-Egyptian Sudan) (Mahdist State)","GPH",10133018.8679245,"625",NA,NA,NA,NA,NA,"ok",NA
"57->750",1979,"750","India","GPH","57","St. Vincent and the Grenadines","GPH",2830.18867924528,"57",NA,NA,NA,NA,NA,"ok",NA
"375->1163",1979,"1163","Falkland Is.","GPH","375","Finland","GPH",4716.98113207547,"375",NA,NA,NA,NA,NA,"ok",NA
"31->310",1979,"310","Hungary","GPH","31","Bahamas","GPH",9433.96226415094,"31",NA,NA,NA,NA,NA,"ok",NA
"721->666",1979,"666","Israel","GPH","721","Macao","GPH",54716.9811320755,"721",NA,NA,NA,NA,NA,"ok",NA
"721->290",1979,"290","Poland","GPH","721","Macao","GPH",504716.981132075,"721",NA,NA,NA,NA,NA,"ok",NA
"10->310",1979,"310","Hungary","GPH","10","Greenland","GPH",61792.4528301887,"10",NA,NA,NA,NA,NA,"ok",NA
"52->350",1979,"350","Greece","GPH","52","Trinidad and Tobago","GPH",839622.641509434,"52",NA,NA,NA,NA,NA,"ok",NA
"290->68",1979,"68","Netherlands Antilles","GPH","290","Poland","GPH",6433962.26415094,"290",NA,NA,NA,NA,NA,"ok",NA
"780->615",1979,"615","Algeria (Regency of Algiers)","GPH","780","Sri Lanka (Ceylon)","GPH",21698.1132075472,"780",NA,NA,NA,NA,NA,"ok",NA
"780->520",1979,"520","Somalia","GPH","780","Sri Lanka (Ceylon)","GPH",506603.773584906,"780",NA,NA,NA,NA,NA,"ok",NA
"692->551",1979,"551","Zambia (Northern Rhodesia)","GPH","692","Bahrain","GPH",22301886.7924528,"692",NA,NA,NA,NA,NA,"ok",NA
"692->553",1979,"553","Malawi (Nyasaland) (British Central Africa Protectorate)","GPH","692","Bahrain","GPH",2424528.30188679,"692",NA,NA,NA,NA,NA,"ok",NA
"780->990",1979,"990","Samoa (Western Samoa) (German Samoa)","GPH","780","Sri Lanka (Ceylon)","GPH",6603.77358490566,"780",NA,NA,NA,NA,NA,"ok",NA
"615->395",1979,"395","Iceland","GPH","615","Algeria (Regency of Algiers)","GPH",9433.96226415094,"615",NA,NA,NA,NA,NA,"ok",NA
"390->970",1979,"970","Nauru","GPH","390","Denmark","GPH",9433.96226415094,"390",NA,NA,NA,NA,NA,"ok",NA
"615->52",1979,"52","Trinidad and Tobago","GPH","615","Algeria (Regency of Algiers)","GPH",5985849.05660377,"615",NA,NA,NA,NA,NA,"ok",NA
"900->404",1979,"404","Guinea-Bissau (Portuguese Guinea)","GPH","900","Australia","GPH",4716.98113207547,"900",NA,NA,NA,NA,NA,"ok",NA
"55->290",1979,"290","Poland","GPH","55","Grenada","GPH",187735.849056604,"55",NA,NA,NA,NA,NA,"ok",NA
"990->200",1979,"200","United Kingdom","GPH","990","Samoa (Western Samoa) (German Samoa)","GPH",91509.4339622641,"990",NA,NA,NA,NA,NA,"ok",NA
"395->101",1979,"101","Venezuela","GPH","395","Iceland","GPH",25471.6981132075,"395",NA,NA,NA,NA,NA,"ok",NA
"395->471",1979,"471","Cameroun (French Cameroon)","GPH","395","Iceland","GPH",16509.4339622641,"395",NA,NA,NA,NA,NA,"ok",NA
"516->900",1979,"900","Australia","GPH","516","Burundi","GPH",471.698113207547,"516",NA,NA,NA,NA,NA,"ok",NA
"615->31",1979,"31","Bahamas","GPH","615","Algeria (Regency of Algiers)","GPH",15212264.1509434,"615",NA,NA,NA,NA,NA,"ok",NA
"338->481",1979,"481","Gabon","GPH","338","Malta","GPH",4716.98113207547,"338",NA,NA,NA,NA,NA,"ok",NA
"452->315",1979,"315","Czechoslovakia","GPH","452","Ghana (Gold Coast)","GPH",471.698113207547,"452",NA,NA,NA,NA,NA,"ok",NA
"230->265",1979,"265","German Democratic Republic","GPH","230","Spain","GPH",12367924.5283019,"230",NA,NA,NA,NA,NA,"ok",NA
"820->678",1979,"678","Yemen Arab Republic (North Yemen) (Kingdom of Yemen)","GPH","820","Malaysia (British Malaya)","GPH",8476415.09433962,"820",NA,NA,NA,NA,NA,"ok",NA
"800->68",1979,"68","Netherlands Antilles","GPH","800","Thailand (Siam)","GPH",122641.509433962,"800",NA,NA,NA,NA,NA,"ok",NA
"380->490",1979,"490","Democratic Republic of the Congo (Zaire) (Kinshasa) (Belgian Congo) (Congo Free State)","GPH","380","Sweden","GPH",5424528.30188679,"380",NA,NA,NA,NA,NA,"ok",NA
"390->678",1979,"678","Yemen Arab Republic (North Yemen) (Kingdom of Yemen)","GPH","390","Denmark","GPH",4740566.03773585,"390",NA,NA,NA,NA,NA,"ok",NA
"230->365",1979,"365","Russia (USSR)","GPH","230","Spain","GPH",125825471.698113,"230",NA,NA,NA,NA,NA,"ok",NA
"615->482",1979,"482","Central African Republic (Ubangi Shari)","GPH","615","Algeria (Regency of Algiers)","GPH",9433.96226415094,"615",NA,NA,NA,NA,NA,"ok",NA
"615->315",1979,"315","Czechoslovakia","GPH","615","Algeria (Regency of Algiers)","GPH",2141509.43396226,"615",NA,NA,NA,NA,NA,"ok",NA
"950->625",1979,"625","Sudan (Anglo-Egyptian Sudan) (Mahdist State)","GPH","950","Fiji","GPH",16509.4339622641,"950",NA,NA,NA,NA,NA,"ok",NA
"452->51",1979,"51","Jamaica","GPH","452","Ghana (Gold Coast)","GPH",471.698113207547,"452",NA,NA,NA,NA,NA,"ok",NA
"380->678",1979,"678","Yemen Arab Republic (North Yemen) (Kingdom of Yemen)","GPH","380","Sweden","GPH",7311320.75471698,"380",NA,NA,NA,NA,NA,"ok",NA
"800->345",1979,"345","Yugoslavia (Kingdom of Serbs, Croats and Slovenes)","GPH","800","Thailand (Siam)","GPH",3070754.71698113,"800",NA,NA,NA,NA,NA,"ok",NA
"390->581",1979,"581","Comoros","GPH","390","Denmark","GPH",4716.98113207547,"390",NA,NA,NA,NA,NA,"ok",NA
"670->680",1979,"680","Yemen People's Republic (South Yemen)","GPH","670","Saudi Arabia (Emirate of Nejd) (Emirate of Diriyah)","GPH",15377358.490566,"670",NA,NA,NA,NA,NA,"ok",NA
"230->680",1979,"680","Yemen People's Republic (South Yemen)","GPH","230","Spain","GPH",1117924.52830189,"230",NA,NA,NA,NA,NA,"ok",NA
"230->315",1979,"315","Czechoslovakia","GPH","230","Spain","GPH",20268867.9245283,"230",NA,NA,NA,NA,NA,"ok",NA
"670->678",1979,"678","Yemen Arab Republic (North Yemen) (Kingdom of Yemen)","GPH","670","Saudi Arabia (Emirate of Nejd) (Emirate of Diriyah)","GPH",65377358.490566,"670",NA,NA,NA,NA,NA,"ok",NA
"950->30",1979,"30","Bermuda","GPH","950","Fiji","GPH",471.698113207547,"950",NA,NA,NA,NA,NA,"ok",NA
"820->731",1979,"731","North Korea (Democratic People's Republic of Korea)","GPH","820","Malaysia (British Malaya)","GPH",2070754.71698113,"820",NA,NA,NA,NA,NA,"ok",NA
"380->680",1979,"680","Yemen People's Republic (South Yemen)","GPH","380","Sweden","GPH",2264150.94339623,"380",NA,NA,NA,NA,NA,"ok",NA
"380->315",1979,"315","Czechoslovakia","GPH","380","Sweden","GPH",45377358.490566,"380",NA,NA,NA,NA,NA,"ok",NA
"615->265",1979,"265","German Democratic Republic","GPH","615","Algeria (Regency of Algiers)","GPH",3594339.62264151,"615",NA,NA,NA,NA,NA,"ok",NA
"900->265",1979,"265","German Democratic Republic","GPH","900","Australia","GPH",6330188.67924528,"900",NA,NA,NA,NA,NA,"ok",NA
"800->680",1979,"680","Yemen People's Republic (South Yemen)","GPH","800","Thailand (Siam)","GPH",4122641.50943396,"800",NA,NA,NA,NA,NA,"ok",NA
"452->68",1979,"68","Netherlands Antilles","GPH","452","Ghana (Gold Coast)","GPH",1886.79245283019,"452",NA,NA,NA,NA,NA,"ok",NA
"51->540",1979,"540","Angola","GPH","51","Jamaica","GPH",1886.79245283019,"51",NA,NA,NA,NA,NA,"ok",NA
"51->315",1979,"315","Czechoslovakia","GPH","51","Jamaica","GPH",943.396226415094,"51",NA,NA,NA,NA,NA,"ok",NA
"51->680",1979,"680","Yemen People's Republic (South Yemen)","GPH","51","Jamaica","GPH",943.396226415094,"51",NA,NA,NA,NA,NA,"ok",NA
