"id","year","importerId","importerLabel","importerType","exporterId","exporterLabel","exporterType","value","reportedBy","partial","valueToSplit","newReporters","newPartners","originalReportedTradeFlowIds","status","notes"
"625->900",1951,"900","Australia","GPH","625","Sudan (Anglo-Egyptian Sudan) (Mahdist State)","GPH",142857.142857143,"625",NA,NA,NA,NA,NA,"ok",NA
"625->501",1951,"501","Kenya (British East Africa Protectorate)","GPH","625","Sudan (Anglo-Egyptian Sudan) (Mahdist State)","GPH",71428.5714285714,"625",NA,NA,NA,NA,NA,"ok",NA
"625->380",1951,"380","Sweden","GPH","625","Sudan (Anglo-Egyptian Sudan) (Mahdist State)","GPH",357142.857142857,"625",NA,NA,NA,NA,NA,"ok",NA
"625->560",1951,"560","South Africa","GPH","625","Sudan (Anglo-Egyptian Sudan) (Mahdist State)","GPH",5e+05,"625",NA,NA,NA,NA,NA,"ok",NA
"52->490",1951,"490","Democratic Republic of the Congo (Zaire) (Kinshasa) (Belgian Congo) (Congo Free State)","GPH","52","Trinidad and Tobago","GPH",464285.714285714,"52",NA,NA,NA,NA,NA,"ok",NA
"52->350",1951,"350","Greece","GPH","52","Trinidad and Tobago","GPH",35714.2857142857,"52",NA,NA,NA,NA,NA,"ok",NA
"52->560",1951,"560","South Africa","GPH","52","Trinidad and Tobago","GPH",5e+05,"52",NA,NA,NA,NA,NA,"ok",NA
"615->960",1951,"960","French Polynesia","GPH","615","Algeria (Regency of Algiers)","GPH",214285.714285714,"615",NA,NA,NA,NA,NA,"ok",NA
"380->490",1951,"490","Democratic Republic of the Congo (Zaire) (Kinshasa) (Belgian Congo) (Congo Free State)","GPH","380","Sweden","GPH",321428.571428571,"380",NA,NA,NA,NA,NA,"ok",NA
"615->315",1951,"315","Czechoslovakia","GPH","615","Algeria (Regency of Algiers)","GPH",285714.285714286,"615",NA,NA,NA,NA,NA,"ok",NA
"230->315",1951,"315","Czechoslovakia","GPH","230","Spain","GPH",35714.2857142857,"230",NA,NA,NA,NA,NA,"ok",NA
"380->315",1951,"315","Czechoslovakia","GPH","380","Sweden","GPH",9250000,"380",NA,NA,NA,NA,NA,"ok",NA
"452->68",1951,"68","Netherlands Antilles","GPH","452","Ghana (Gold Coast)","GPH",35714.2857142857,"452",NA,NA,NA,NA,NA,"ok",NA
"380->365",1951,"365","Russia (USSR)","GPH","380","Sweden","GPH",11928571.4285714,"380",NA,NA,NA,NA,NA,"ok",NA
"390->490",1951,"490","Democratic Republic of the Congo (Zaire) (Kinshasa) (Belgian Congo) (Congo Free State)","GPH","390","Denmark","GPH",178571.428571429,"390",NA,NA,NA,NA,NA,"ok",NA
"615->365",1951,"365","Russia (USSR)","GPH","615","Algeria (Regency of Algiers)","GPH",214285.714285714,"615",NA,NA,NA,NA,NA,"ok",NA
"900->365",1951,"365","Russia (USSR)","GPH","900","Australia","GPH",4678571.42857143,"900",NA,NA,NA,NA,NA,"ok",NA
"452->365",1951,"365","Russia (USSR)","GPH","452","Ghana (Gold Coast)","GPH",3392857.14285714,"452",NA,NA,NA,NA,NA,"ok",NA
"390->365",1951,"365","Russia (USSR)","GPH","390","Denmark","GPH",71428.5714285714,"390",NA,NA,NA,NA,NA,"ok",NA
"390->345",1951,"345","Yugoslavia (Kingdom of Serbs, Croats and Slovenes)","GPH","390","Denmark","GPH",1035714.28571429,"390",NA,NA,NA,NA,NA,"ok",NA
"230->490",1951,"490","Democratic Republic of the Congo (Zaire) (Kinshasa) (Belgian Congo) (Congo Free State)","GPH","230","Spain","GPH",35714.2857142857,"230",NA,NA,NA,NA,NA,"ok",NA
"900->315",1951,"315","Czechoslovakia","GPH","900","Australia","GPH",2607142.85714286,"900",NA,NA,NA,NA,NA,"ok",NA
"20->315",1951,"315","Czechoslovakia","GPH","20","Canada (Province of Canada)","GPH",3392857.14285714,"20",NA,NA,NA,NA,NA,"ok",NA
"900->345",1951,"345","Yugoslavia (Kingdom of Serbs, Croats and Slovenes)","GPH","900","Australia","GPH",2500000,"900",NA,NA,NA,NA,NA,"ok",NA
"770->315",1951,"315","Czechoslovakia","GPH","770","Pakistan","GPH",2285714.28571429,"770",NA,NA,NA,NA,NA,"ok",NA
"20->680",1951,"680","Yemen People's Republic (South Yemen)","GPH","20","Canada (Province of Canada)","GPH",142857.142857143,"20",NA,NA,NA,NA,NA,"ok",NA
"2->345",1951,"345","Yugoslavia (Kingdom of Serbs, Croats and Slovenes)","GPH","2","United States of America","GPH",43214285.7142857,"2",NA,NA,NA,NA,NA,"ok",NA
"200->345",1951,"345","Yugoslavia (Kingdom of Serbs, Croats and Slovenes)","GPH","200","United Kingdom","GPH",12107142.8571429,"200",NA,NA,NA,NA,NA,"ok",NA
"325->315",1951,"315","Czechoslovakia","GPH","325","Italy","GPH",4678571.42857143,"325",NA,NA,NA,NA,NA,"ok",NA
"325->345",1951,"345","Yugoslavia (Kingdom of Serbs, Croats and Slovenes)","GPH","325","Italy","GPH",10750000,"325",NA,NA,NA,NA,NA,"ok",NA
