"target","source","key","proximity","observedTradeValues","coMembershipScore","bridgeNessEdgeScore","ambiguityScore","maxObservedTradeValue","sourceCited","sourceReporting","sourceLabel","sourceGphStatus","sourceBlockLouvain","sourceBlockIntraMax","sourceBlockAn","sourceMeanAmbiguityScore","targetCited","targetReporting","targetLabel","targetGphStatus","targetBlockLouvain","targetBlockIntraMax","targetBlockAn","targetMeanAmbiguityScore","export","import"
"100","2","100-2",1.5623119961343,"0.0012937981788270882|0.0017761823170601",0.8,0.2,0.64,0.0017761823170601,NA,NA,"United States of America",NA,5,3,"NAM",0.0397014925373134,NA,NA,"Colombia (New Granada) (Gran Colombia)",NA,5,3,"AS",0.448,5442524.81294861,7471734.37953347
"100","20","100-20",0.682849910838608,"0.000043926127566698076|0.000191744758008208",0.2,0.8,0.64,0.000191744758008208,NA,NA,"Canada (Province of Canada)",NA,9,3,"NAM",0.0434375,NA,NA,"Colombia (New Granada) (Gran Colombia)",NA,5,3,"AS",0.448,184780.78198814,806598.448112338
"100","40","100-40",0.191906574603709,"0.00002808899761947166|0.000002568070859713499",0.8,0.2,0.64,2.80889976194717e-05,NA,NA,"Cuba",NA,5,3,"LA",0.128,NA,NA,"Colombia (New Granada) (Gran Colombia)",NA,5,3,"AS",0.448,118159.902384018,10802.9131622923
"100","52","100-52",1.17119252037303,"0.000011555034966308896|6.038093508370073e-8",0.2,0.8,0.64,1.15550349663089e-05,NA,NA,"Trinidad and Tobago",NA,9,1,"AS",0.11,NA,NA,"Colombia (New Granada) (Gran Colombia)",NA,5,3,"AS",0.448,48607.7083333333,254
"100","68","100-68",4.01385070864411,"0.00036102370567481733",1,0,0,0.000361023705674817,NA,NA,"Netherlands Antilles",NA,5,5,"AS",0.336666666666667,NA,NA,"Colombia (New Granada) (Gran Colombia)",NA,5,3,"AS",0.448,NA,1518691.63858241
"100","94","100-94",0.990359638404094,"0.000003557036828430407|1.2554163348448198e-7",0.8,0.2,0.64,3.55703682843041e-06,NA,NA,"Costa Rica",NA,5,7,"AF",0.0691666666666667,NA,NA,"Colombia (New Granada) (Gran Colombia)",NA,5,3,"AS",0.448,14963.1229322451,528.106675738882
"100","96","100-96",2.14410271875061,"0.0000022636210464717674",0.8,0.2,0.64,2.26362104647177e-06,NA,NA,"Panama Canal Zone",NA,5,1,"AS",0.08,NA,NA,"Colombia (New Granada) (Gran Colombia)",NA,5,3,"AS",0.448,NA,9522.20671983323
"101","2","101-2",1.44034494471512,"0.0011429952656381026",1,0,0,0.0011429952656381,NA,NA,"United States of America",NA,5,3,"NAM",0.0397014925373134,NA,NA,"Venezuela",NA,5,3,"AS",0,4808153.38599232,NA
"1029","2","1029-2",0.794309993388349,"0.000009511816077530313",0,1,0,9.51181607753031e-06,NA,NA,"United States of America",NA,5,3,"NAM",0.0397014925373134,NA,NA,"St. Pierre and Miquelon",NA,9,3,"AS",0,40012.6510187961,NA
"1029","20","1029-20",2.43411056016479,"0.000017311355344339607",1,0,0,1.73113553443396e-05,NA,NA,"Canada (Province of Canada)",NA,9,3,"NAM",0.0434375,NA,NA,"St. Pierre and Miquelon",NA,9,3,"AS",0,72822.3942104734,NA
"1029","220","1029-220",1.78450950967044,"0.000009938114152085496",0,1,0,9.9381141520855e-06,NA,NA,"France",NA,1,5,"WE",0.162083333333333,NA,NA,"St. Pierre and Miquelon",NA,9,3,"AS",0,41805.9275022907,NA
"1029","53","1029-53",0.0996778114153243,"1.3312332144437958e-8",1,0,0,1.3312332144438e-08,NA,NA,"Barbados",NA,9,1,"AS",0.0135714285714286,NA,NA,"St. Pierre and Miquelon",NA,9,3,"AS",0,56,NA
"1032","2","1032-2",1.3532892232961,"0.0000013928027506118213",0,1,0,1.39280275061182e-06,NA,NA,"United States of America",NA,5,3,"NAM",0.0397014925373134,NA,NA,"Turks and Caicos Is.",NA,9,1,"AS",0,NA,5859
"1032","20","1032-20",2.89803752565903,"0.0000016980355090664345",1,0,0,1.69803550906643e-06,NA,NA,"Canada (Province of Canada)",NA,9,3,"NAM",0.0434375,NA,NA,"Turks and Caicos Is.",NA,9,1,"AS",0,NA,7143
"1032","51","1032-51",6.47938665529803,"1.2504083407097082e-7",1,0,0,1.25040834070971e-07,NA,NA,"Jamaica",NA,9,1,"AS",0,NA,NA,"Turks and Caicos Is.",NA,9,1,"AS",0,526,NA
"1032","53","1032-53",7.19577079464947,"9.413720587852556e-8",1,0,0,9.41372058785256e-08,NA,NA,"Barbados",NA,9,1,"AS",0.0135714285714286,NA,NA,"Turks and Caicos Is.",NA,9,1,"AS",0,396,NA
"1033","140","1033-140",2.99621282310656,"2.7501653472864105e-7",1,0,0,2.75016534728641e-07,NA,NA,"Brazil",NA,5,3,"AS",0,NA,NA,"Cayman Is.",NA,5,1,"AS",0,1156.89165337109,NA
"1033","200","1033-200",1.62843183003893,"6.418445855354016e-7",0,1,0,6.41844585535402e-07,NA,NA,"United Kingdom",NA,4,3,"AS",0.0866666666666667,NA,NA,"Cayman Is.",NA,5,1,"AS",0,NA,2700
"1033","41","1033-41",5.79725279499598,"1.3311762773816193e-7",1,0,0,1.33117627738162e-07,NA,NA,"Haiti",NA,5,1,"AS",0.0457142857142857,NA,NA,"Cayman Is.",NA,5,1,"AS",0,559.976048708466,NA
"1033","51","1033-51",5.83779365418365,"2.690992854911387e-7",0,1,0,2.69099285491139e-07,NA,NA,"Jamaica",NA,9,1,"AS",0,NA,NA,"Cayman Is.",NA,5,1,"AS",0,1132,NA
