key,source,target,proximity,observedTradeValues,coMembershipScore,bridgeNessEdgeScore,ambiguityScore,maxObservedTradeValue,sourceCited,sourceReporting,sourceLabel,sourceGphStatus,sourceBlockLouvain,sourceBlockIntraMax,sourceBlockAn,sourceMeanAmbiguityScore,targetCited,targetReporting,targetLabel,targetGphStatus,targetBlockLouvain,targetBlockIntraMax,targetBlockAn,targetMeanAmbiguityScore
10-200,10,200,1.8113270463550035,0.0004178511155596955,1,0,0,0.0004178511155596955,,,Greenland,,0,1,WE,0,,,United Kingdom,,0,1,WE,0.13454545454545455
10-390,10,390,1.230455871609386,0.000016273365559377536,0,1,0,0.000016273365559377536,,,Greenland,,0,1,WE,0,,,Denmark,,1,1,WE,0.08333333333333333
100-155,100,155,1.005403641238191,0.000020551987907882155,1,0,0,0.000020551987907882155,,,Colombia (New Granada) (Gran Colombia),,3,1,AS,0.15,,,Chile,,3,1,AS,0.29222222222222227
100-2,2,100,0.4215683107373609,0.00037165818644060007,0,1,0,0.00037165818644060007,,,United States of America,,8,5,NAM,0.014545454545454544,,,Colombia (New Granada) (Gran Colombia),,3,1,AS,0.15
100-200,100,200,0.9881066083453044,0.0008931540212660832,0.25,0.75,0.75,0.0008931540212660832,,,Colombia (New Granada) (Gran Colombia),,3,1,AS,0.15,,,United Kingdom,,0,1,WE,0.13454545454545455
100-220,100,220,1.0409993494863456,0.000570982638238761,0,1,0,0.000570982638238761,,,Colombia (New Granada) (Gran Colombia),,3,1,AS,0.15,,,France,,2,2,AF,0.014509803921568632
100-230,100,230,0.452516141563716,0.00006702087694812816,0,1,0,0.00006702087694812816,,,Colombia (New Granada) (Gran Colombia),,3,1,AS,0.15,,,Spain,,1,3,WE,0.07826086956521738
101-1055,101,1055,0.49208236235794656,6.295229215992598e-7,1,0,0,6.295229215992598e-7,,,Venezuela,,8,1,AS,0,,,Windward Is.,,8,5,LA,0
101-2,2,101,1.0467587902306195,0.0005513437831772631,1,0,0,0.0005513437831772631,,,United States of America,,8,5,NAM,0.014545454545454544,,,Venezuela,,8,1,AS,0
101-200,101,200,0.7946967226635522,0.0005843748476520556,0,1,0,0.0005843748476520556,,,Venezuela,,8,1,AS,0,,,United Kingdom,,0,1,WE,0.13454545454545455
101-230,101,230,0.18256749921176432,0.000040619530898079945,0,1,0,0.000040619530898079945,,,Venezuela,,8,1,AS,0,,,Spain,,1,3,WE,0.07826086956521738
101-255,101,255,0.314489842422724,0.0002166938056883304,0,1,0,0.0002166938056883304,,,Venezuela,,8,1,AS,0,,,Germany (Zollverein),,3,4,WE,0.32
101-52,52,101,4.023607088870476,0.0001380118020351413,1,0,0,0.0001380118020351413,,,Trinidad and Tobago,,8,5,LA,0,,,Venezuela,,8,1,AS,0
1029-20,20,1029,2.1721211568894,0.00002803791686487624,0.05,0.95,0.19,0.00002803791686487624,,,Canada (Province of Canada),,8,4,WE,0.08299999999999999,,,St. Pierre and Miquelon,,2,3,WE,0.19000000000000006
1029-21,21,1029,0.19163615003094908,2.3288709238354118e-7,0.05,0.95,0.19,2.3288709238354118e-7,,,Newfoundland and Labrador (Newfoundland),,8,4,WE,0.44181818181818183,,,St. Pierre and Miquelon,,2,3,WE,0.19000000000000006
1029-220,220,1029,2.5775829161508486,0.00015860628839965582|0.00022381743690021622,0.95,0.050000000000000044,0.19000000000000017,0.00022381743690021622,,,France,,2,2,AF,0.014509803921568632,,,St. Pierre and Miquelon,,2,3,WE,0.19000000000000006
1032-200,200,1032,1.421146713351179,1.8194304092464156e-8,1,0,0,1.8194304092464156e-8,,,United Kingdom,,0,1,WE,0.13454545454545455,,,Turks and Caicos Is.,,0,1,LA,0
1055-1063,1055,1063,8.380254468785562,1.8194304092464156e-8,1,0,0,1.8194304092464156e-8,,,Windward Is.,,8,5,LA,0,,,Leeward Is.,,8,5,LA,0
1055-2,2,1055,0.9042816497196526,0.0000445687673049002,1,0,0,0.0000445687673049002,,,United States of America,,8,5,NAM,0.014545454545454544,,,Windward Is.,,8,5,LA,0
1055-200,200,1055,0.9173030244381729,0.000138575097689844,0,1,0,0.000138575097689844,,,United Kingdom,,0,1,WE,0.13454545454545455,,,Windward Is.,,8,5,LA,0
1055-220,220,1055,0.7728373713386714,0.000037732075599115866,0,1,0,0.000037732075599115866,,,France,,2,2,AF,0.014509803921568632,,,Windward Is.,,8,5,LA,0
1055-51,51,1055,1.5090075846193816,7.277721636985662e-10,1,0,0,7.277721636985662e-10,,,Jamaica,,8,5,LA,0,,,Windward Is.,,8,5,LA,0
1055-52,52,1055,8.380254468785562,0.0000018092415989546357,1,0,0,0.0000018092415989546357,,,Trinidad and Tobago,,8,5,LA,0,,,Windward Is.,,8,5,LA,0
1055-53,53,1055,8.333320663175439,0.0000019358739554381863,1,0,0,0.0000019358739554381863,,,Barbados,,8,5,LA,0.07999999999999999,,,Windward Is.,,8,5,LA,0
1055-65,65,1055,1.6641494027158044,5.271239786050182e-7,1,0,0,5.271239786050182e-7,,,Guadeloupe,,8,5,LA,0,,,Windward Is.,,8,5,LA,0
1055-66,66,1055,2.991914933364356,0.0000026976344787433287,1,0,0,0.0000026976344787433287,,,Martinique,,8,5,LA,0,,,Windward Is.,,8,5,LA,0
11-385,11,385,2.0640416724408914,0.0000013462299233964463,1,0,0,0.0000013462299233964463,,,Faeroe Is.,,1,4,WE,0,,,Norway,,1,1,AS,0.09249999999999999
11-390,11,390,4.470559179097746,0.00003030212897263403,1,0,0,0.00003030212897263403,,,Faeroe Is.,,1,4,WE,0,,,Denmark,,1,1,WE,0.08333333333333333
110-115,110,115,0.9580459950271552,0.0000019089463853813394,0,1,0,0.0000019089463853813394,,,Guyana (British Guiana),,8,1,AS,0,,,Surinam (Dutch Guiana),,5,1,AS,0
110-120,110,120,1.432286960472049,0.0000016957091414176594,0,1,0,0.0000016957091414176594,,,Guyana (British Guiana),,8,1,AS,0,,,French Guiana,,2,1,AS,0
110-2,2,110,1.6161092662926078,0.00047781299189898405|0.00025058701352167405,1,0,0,0.00047781299189898405,,,United States of America,,8,5,NAM,0.014545454545454544,,,Guyana (British Guiana),,8,1,AS,0
110-20,20,110,1.5531722338017206,0.00005068532118071341|0.00003072799629568086,1,0,0,0.00005068532118071341,,,Canada (Province of Canada),,8,4,WE,0.08299999999999999,,,Guyana (British Guiana),,8,1,AS,0
