"target","source","key","proximity","observedTradeValues","coMembershipScore","bridgeNessEdgeScore","ambiguityScore","maxObservedTradeValue","sourceCited","sourceReporting","sourceLabel","sourceGphStatus","sourceBlockLouvain","sourceBlockIntraMax","sourceBlockAn","sourceMeanAmbiguityScore","targetCited","targetReporting","targetLabel","targetGphStatus","targetBlockLouvain","targetBlockIntraMax","targetBlockAn","targetMeanAmbiguityScore","export","import"
"100","2","100-2",1.07602463030829,"0.0017008424565936214|0.001218261733251026",0.9,0.1,0.36,0.00170084245659362,NA,NA,"United States of America",NA,3,1,"AS",0.0695454545454545,NA,NA,"Colombia (New Granada) (Gran Colombia)",NA,0,1,"LA",0.3075,133472803.34728,95602510.460251
"100","52","100-52",1.33630306811711,"0.0000015995383604328736|0.000017328332238022786",0.9,0.1,0.36,1.73283322380228e-05,NA,NA,"Trinidad and Tobago",NA,3,1,"LA",0.188888888888889,NA,NA,"Colombia (New Granada) (Gran Colombia)",NA,0,1,"LA",0.3075,125523.012552301,1359832.63598326
"100","68","100-68",0.403281266199902,"0.00001844800909032579",0.9,0.1,0.36,1.84480090903258e-05,NA,NA,"Netherlands Antilles",NA,3,1,"LA",0.0514285714285714,NA,NA,"Colombia (New Granada) (Gran Colombia)",NA,0,1,"LA",0.3075,NA,1447698.74476987
"100","70","100-70",0.63423276847762,"0.00003359030556909046|0.0000072512405672957115",0.9,0.1,0.36,3.35903055690905e-05,NA,NA,"Mexico",NA,3,1,"LA",0.137142857142857,NA,NA,"Colombia (New Granada) (Gran Colombia)",NA,0,1,"LA",0.3075,2635983.26359833,569037.656903766
"100","91","100-91",0.268385652026484,"0.000003092440830170223|1.8661280871716837e-7",0.9,0.1,0.36,3.09244083017022e-06,NA,NA,"Honduras",NA,3,1,"LA",0.03,NA,NA,"Colombia (New Granada) (Gran Colombia)",NA,0,1,"LA",0.3075,14644.3514644351,242677.824267782
"100","92","100-92",0.178776480592488,"0.00000346566644760457",0.9,0.1,0.36,3.46566644760457e-06,NA,NA,"El Salvador",NA,3,1,"LA",0.0225,NA,NA,"Colombia (New Granada) (Gran Colombia)",NA,0,1,"LA",0.3075,NA,271966.527196653
"100","93","100-93",0.834660701240326,"0.000005864973988253886|5.331794534776253e-7",0.9,0.1,0.36,5.86497398825389e-06,NA,NA,"Nicaragua",NA,3,1,"LA",0.02,NA,NA,"Colombia (New Granada) (Gran Colombia)",NA,0,1,"LA",0.3075,41841.0041841004,460251.046025105
"100","94","100-94",1.02215079831589,"0.000007944373856816619",0.9,0.1,0.36,7.94437385681662e-06,NA,NA,"Costa Rica",NA,3,1,"LA",0.167142857142857,NA,NA,"Colombia (New Granada) (Gran Colombia)",NA,0,1,"LA",0.3075,NA,623430.962343096
"100","95","100-95",1.2442287821596,"0.000024792844586709597",0.9,0.1,0.36,2.47928445867096e-05,NA,NA,"Panama",NA,3,1,"LA",0.15,NA,NA,"Colombia (New Granada) (Gran Colombia)",NA,0,1,"LA",0.3075,NA,1945606.69456067
"101","100","100-101",0.513517422130243,"0.000027725331580836508|0.00003348366967839493",0.9,0.1,0.36,3.34836696783949e-05,NA,NA,"Colombia (New Granada) (Gran Colombia)",NA,0,1,"LA",0.3075,NA,NA,"Venezuela",NA,3,1,"LA",0.115714285714286,2627615.06276151,2175732.21757322
"101","2","101-2",1.03059484748078,"0.0034923254202784506|0.005069470243665267",1,0,0,0.00506947024366527,NA,NA,"United States of America",NA,3,1,"AS",0.0695454545454545,NA,NA,"Venezuela",NA,3,1,"LA",0.115714285714286,274058577.405858,397824267.782427
"101","20","101-20",0.775532230908521,"0.0018362700377769444|0.0005081200191641772",1,0,0,0.00183627003777694,NA,NA,"Canada (Province of Canada)",NA,3,1,"AF",0.0364285714285714,NA,NA,"Venezuela",NA,3,1,"LA",0.115714285714286,39874476.9874477,144100418.410042
"101","31","101-31",0.264666022776277,"0.000023459895953015544|5.331794534776254e-8",1,0,0,2.34598959530155e-05,NA,NA,"Bahamas",NA,3,1,"LA",0.115384615384615,NA,NA,"Venezuela",NA,3,1,"LA",0.115714285714286,4184.10041841004,1841004.18410042
"101","42","101-42",0.285917070014194,"0.000019194460325194456|6.931332895209127e-7",1,0,0,1.91944603251945e-05,NA,NA,"Dominican Republic (Santo Domingo)",NA,3,1,"LA",0.171,NA,NA,"Venezuela",NA,3,1,"LA",0.115714285714286,54393.3054393305,1506276.15062761
"101","51","101-51",1.04925637042742,"0.00007411194403338998|5.331794534776253e-7",1,0,0,7.411194403339e-05,NA,NA,"Jamaica",NA,3,1,"LA",0.155625,NA,NA,"Venezuela",NA,3,1,"LA",0.115714285714286,41841.0041841004,5815899.58158996
"101","52","101-52",3.01487074006556,"0.000005331794534776253|0.00047506289304856473",1,0,0,0.000475062893048565,NA,NA,"Trinidad and Tobago",NA,3,1,"LA",0.188888888888889,NA,NA,"Venezuela",NA,3,1,"LA",0.115714285714286,418410.041841004,37280334.7280335
"101","53","101-53",1.31970567206532,"0.000017061742511283976",1,0,0,1.7061742511284e-05,NA,NA,"Barbados",NA,3,1,"LA",0.157692307692308,NA,NA,"Venezuela",NA,3,1,"LA",0.115714285714286,NA,1338912.13389121
"101","68","101-68",3.8550886674087,"0.0029788736065794936",1,0,0,0.00297887360657949,NA,NA,"Netherlands Antilles",NA,3,1,"LA",0.0514285714285714,NA,NA,"Venezuela",NA,3,1,"LA",0.115714285714286,NA,233765690.376569
"101","70","101-70",0.4357543277205,"0.000027192152127358887|0.000059182919336016484",1,0,0,5.91829193360165e-05,NA,NA,"Mexico",NA,3,1,"LA",0.137142857142857,NA,NA,"Venezuela",NA,3,1,"LA",0.115714285714286,4644351.46443515,2133891.21338912
"101","90","101-90",1.26969893724646,"0.00000319907672086576|0.00006558107277774792",1,0,0,6.55810727777479e-05,NA,NA,"Guatemala",NA,3,1,"LA",0.0471428571428571,NA,NA,"Venezuela",NA,3,1,"LA",0.115714285714286,251046.025104603,5146443.51464435
"101","92","101-92",1.21773241977423,"0.000050118868626896814",1,0,0,5.01188686268968e-05,NA,NA,"El Salvador",NA,3,1,"LA",0.0225,NA,NA,"Venezuela",NA,3,1,"LA",0.115714285714286,NA,3933054.39330544
"101","93","101-93",0.654376363965342,"0.000005864973988253886|0.000025059434313448407",1,0,0,2.50594343134484e-05,NA,NA,"Nicaragua",NA,3,1,"LA",0.02,NA,NA,"Venezuela",NA,3,1,"LA",0.115714285714286,460251.046025105,1966527.19665272
"101","94","101-94",0.765790363083519,"0.000031457587755179854|5.331794534776253e-7",1,0,0,3.14575877551799e-05,NA,NA,"Costa Rica",NA,3,1,"LA",0.167142857142857,NA,NA,"Venezuela",NA,3,1,"LA",0.115714285714286,41841.0041841004,2468619.24686192
"101","95","101-95",1.34058430714071,"0.00013969301681113777",1,0,0,0.000139693016811138,NA,NA,"Panama",NA,3,1,"LA",0.15,NA,NA,"Venezuela",NA,3,1,"LA",0.115714285714286,NA,10962343.0962343
"110","2","110-2",0.535785539857422,"0.00012263127429985393|0.00014929024697373495",1,0,0,0.000149290246973735,NA,NA,"United States of America",NA,3,1,"AS",0.0695454545454545,NA,NA,"Guyana (British Guiana)",NA,3,1,"LA",0.132857142857143,9623430.9623431,11715481.1715481
"110","20","110-20",1.29675152054372,"0.00004691979190603109|0.00011463358249768951",1,0,0,0.00011463358249769,NA,NA,"Canada (Province of Canada)",NA,3,1,"AF",0.0364285714285714,NA,NA,"Guyana (British Guiana)",NA,3,1,"LA",0.132857142857143,3682008.36820084,8995815.89958159
"110","51","110-51",2.73936000914793,"0.000008530871255642013|0.000013862665790418254",1,0,0,1.38626657904183e-05,NA,NA,"Jamaica",NA,3,1,"LA",0.155625,NA,NA,"Guyana (British Guiana)",NA,3,1,"LA",0.132857142857143,669456.066945607,1087866.10878661
"110","52","110-52",4.08136066082453,"0.00004532025354559823|0.00006184881660340459",1,0,0,6.18488166034046e-05,NA,NA,"Trinidad and Tobago",NA,3,1,"LA",0.188888888888889,NA,NA,"Guyana (British Guiana)",NA,3,1,"LA",0.132857142857143,4853556.48535565,3556485.35564854
"110","53","110-53",3.98215324037697,"0.000009064050709119634|0.0000026658972673881267",1,0,0,9.06405070911963e-06,NA,NA,"Barbados",NA,3,1,"LA",0.157692307692308,NA,NA,"Guyana (British Guiana)",NA,3,1,"LA",0.132857142857143,209205.020920502,711297.071129707
"110","80","110-80",1.14932544785373,"1.2263127429985392e-7",1,0,0,1.22631274299854e-07,NA,NA,"Belize (British Honduras)",NA,3,1,"LA",0.0364285714285714,NA,NA,"Guyana (British Guiana)",NA,3,1,"LA",0.132857142857143,9623.4309623431,NA
