"target","source","key","proximity","observedTradeValues","coMembershipScore","bridgeNessEdgeScore","ambiguityScore","maxObservedTradeValue","sourceCited","sourceReporting","sourceLabel","sourceGphStatus","sourceBlockLouvain","sourceBlockIntraMax","sourceBlockAn","sourceMeanAmbiguityScore","targetCited","targetReporting","targetLabel","targetGphStatus","targetBlockLouvain","targetBlockIntraMax","targetBlockAn","targetMeanAmbiguityScore","export","import"
"100","2","100-2",1.94252672586263,"0.0003022261188511687|0.0007654605415934798",0.8,0.2,0.64,0.00076546054159348,NA,NA,"United States of America",NA,2,1,"AS",0.511228070175439,NA,NA,"Colombia (New Granada) (Gran Colombia)",NA,2,1,"AS",0.304615384615385,993970.322262414,2517469.58237422
"100","40","100-40",0.177911216438712,"0.000011001847067446884",0.8,0.2,0.64,1.10018470674469e-05,NA,NA,"Cuba",NA,2,1,"LA",0.216153846153846,NA,NA,"Colombia (New Granada) (Gran Colombia)",NA,2,1,"AS",0.304615384615385,36183.2045379809,NA
"100","95","100-95",0.293335568756761,"0.0000026871420759669876",0.8,0.2,0.64,2.68714207596699e-06,NA,NA,"Panama",NA,2,1,"AS",0.30375,NA,NA,"Colombia (New Granada) (Gran Colombia)",NA,2,1,"AS",0.304615384615385,NA,8837.55343636962
"101","100","100-101",1.26119403799104,"0.000006178552024438513",0.15,0.85,0.51,6.17855202443851e-06,NA,NA,"Colombia (New Granada) (Gran Colombia)",NA,2,1,"AS",0.304615384615385,NA,NA,"Venezuela",NA,8,1,"AS",0.395384615384615,NA,20320.2071686945
"101","2","101-2",1.25309860369543,"0.0004586993330607016|0.00023365825200704292",0.25,0.75,0.75,0.000458699333060702,NA,NA,"United States of America",NA,2,1,"AS",0.511228070175439,NA,NA,"Venezuela",NA,8,1,"AS",0.395384615384615,768462.265702072,1508584.12117724
"101","40","101-40",0.0734943063560347,"3.1827010681162487e-7|0.000009940663415809428",0,1,0,9.94066341580943e-06,NA,NA,"Cuba",NA,2,1,"LA",0.216153846153846,NA,NA,"Venezuela",NA,8,1,"AS",0.395384615384615,1046.7362709635,32693.1519237093
"101","52","101-52",3.54490645551488,"6.31531580767011e-7|0.00005062958120180058",0.65,0.35,0.91,5.06295812018006e-05,NA,NA,"Trinidad and Tobago",NA,8,1,"AS",0.155714285714286,NA,NA,"Venezuela",NA,8,1,"AS",0.395384615384615,2077,166512.084840513
"101","6","101-6",0.448031311441304,"3.031596195100244e-7",0.05,0.95,0.19,3.03159619510024e-07,NA,NA,"Puerto Rico",NA,2,1,"LA",0.214166666666667,NA,NA,"Venezuela",NA,8,1,"AS",0.395384615384615,NA,997.040447221309
"101","68","101-68",3.66922674789943,"0.000045345626768058786",0.3,0.7,0.84,4.53456267680588e-05,NA,NA,"Netherlands Antilles",NA,4,1,"LA",0.28,NA,NA,"Venezuela",NA,8,1,"AS",0.395384615384615,NA,149134.057053601
"1029","20","1029-20",1.76725923433374,"0.000008917641564005273|0.000005448526185073277",0.7,0.3,0.84,8.91764156400527e-06,NA,NA,"Canada (Province of Canada)",NA,8,1,"AS",0.115,NA,NA,"St. Pierre and Miquelon",NA,8,5,"WE",0.63,29328.6069810532,17919.2762975573
"1029","200","1029-200",0.680280059360946,"0.0000232730181624881",0,1,0,2.32730181624881e-05,NA,NA,"United Kingdom",NA,0,3,"AF",0.0486170212765958,NA,NA,"St. Pierre and Miquelon",NA,8,5,"WE",0.63,76541,NA
"1029","21","1029-21",1.48559542476137,"2.900727626633262e-7|2.9646373004903566e-7",0.7,0.3,0.84,2.96463730049036e-07,NA,NA,"Newfoundland and Labrador (Newfoundland)",NA,8,1,"AS",0.109375,NA,NA,"St. Pierre and Miquelon",NA,8,5,"WE",0.63,954,975.018805178352
