"target","source","key","proximity","observedTradeValues","coMembershipScore","bridgeNessEdgeScore","ambiguityScore","maxObservedTradeValue","sourceCited","sourceReporting","sourceLabel","sourceGphStatus","sourceBlockLouvain","sourceBlockIntraMax","sourceBlockAn","sourceMeanAmbiguityScore","targetCited","targetReporting","targetLabel","targetGphStatus","targetBlockLouvain","targetBlockIntraMax","targetBlockAn","targetMeanAmbiguityScore","export","import"
"100","2","100-2",1.47690218438827,"0.0026390986177256054|0.003982189181863888",1,0,0,0.00398218918186389,NA,NA,"United States of America",NA,3,1,"AS",0.0906896551724138,NA,NA,"Colombia (New Granada) (Gran Colombia)",NA,3,6,"LA",0.165,75800711.7437722,114377224.199288
"100","41","100-41",1.06890501131271,"0.000003717040306655787",0.9,0.1,0.36,3.71704030665579e-06,NA,NA,"Haiti",NA,3,10,"LA",0.288,NA,NA,"Colombia (New Granada) (Gran Colombia)",NA,3,6,"LA",0.165,106761.565836299,NA
"100","52","100-52",1.63807144096358,"0.0000024780268711038564|0.00007681883300421961",1,0,0,7.68188330042196e-05,NA,NA,"Trinidad and Tobago",NA,3,6,"LA",0.0921428571428571,NA,NA,"Colombia (New Granada) (Gran Colombia)",NA,3,6,"LA",0.165,71174.3772241993,2206405.69395018
"100","94","100-94",0.100105751265628,"0.000006195067177759633|0.000003717040306655787",1,0,0,6.19506717775963e-06,NA,NA,"Costa Rica",NA,3,6,"LA",0.086,NA,NA,"Colombia (New Granada) (Gran Colombia)",NA,3,6,"LA",0.165,106761.565836299,177935.943060498
"101","2","101-2",1.00695516048065,"0.009391721841483604|0.012245169783559714",1,0,0,0.0122451697835597,NA,NA,"United States of America",NA,3,1,"AS",0.0906896551724138,NA,NA,"Venezuela",NA,3,6,"LA",0.0921428571428571,269750889.679715,351708185.053381
"101","30","101-30",0.164289028645439,"0.000023541255275486625",1,0,0,2.35412552754866e-05,NA,NA,"Bermuda",NA,3,6,"LA",0.0992307692307692,NA,NA,"Venezuela",NA,3,6,"LA",0.0921428571428571,NA,676156.583629893
"101","40","101-40",1.07530270341875,"0.0007025206179579433",1,0,0,0.000702520617957943,NA,NA,"Cuba",NA,3,1,"AS",0.0271428571428571,NA,NA,"Venezuela",NA,3,6,"LA",0.0921428571428571,NA,20177935.9430605
"101","42","101-42",0.315188112309941,"0.000012390134355519265|0.000034692376195453985",1,0,0,3.4692376195454e-05,NA,NA,"Dominican Republic (Santo Domingo)",NA,3,6,"LA",0.165,NA,NA,"Venezuela",NA,3,6,"LA",0.0921428571428571,996441.28113879,355871.886120996
"101","52","101-52",2.28691286809564,"0.000014868161226623148|0.0007508421419444689",1,0,0,0.000750842141944469,NA,NA,"Trinidad and Tobago",NA,3,6,"LA",0.0921428571428571,NA,NA,"Venezuela",NA,3,6,"LA",0.0921428571428571,427046.263345196,21565836.2989324
"101","68","101-68",3.30282226124843,"0.007084678824485933",1,0,0,0.00708467882448593,NA,NA,"Netherlands Antilles",NA,3,6,"LA",0.22,NA,NA,"Venezuela",NA,3,6,"LA",0.0921428571428571,NA,203487544.483986
"101","91","101-91",0.884559209961061,"0.000033453362759902046|0.000013629147791071207",1,0,0,3.3453362759902e-05,NA,NA,"Honduras",NA,3,6,"LA",0.0316666666666667,NA,NA,"Venezuela",NA,3,6,"LA",0.0921428571428571,960854.09252669,391459.074733096
"110","20","110-20",1.49989988192618,"0.0000582336314709405|0.00020567623030162002",1,0,0,0.00020567623030162,NA,NA,"Canada (Province of Canada)",NA,3,4,"AF",0,NA,NA,"Guyana (British Guiana)",NA,3,6,"LA",0.101111111111111,1672597.86476868,5907473.30960854
"110","30","110-30",0.922584550749802,"0.0000012390134355519265",1,0,0,1.23901343555193e-06,NA,NA,"Bermuda",NA,3,6,"LA",0.0992307692307692,NA,NA,"Guyana (British Guiana)",NA,3,6,"LA",0.101111111111111,NA,35587.1886120996
"110","51","110-51",3.19665326958036,"0.0000024780268711038564|0.000029736322453246258",1,0,0,2.97363224532463e-05,NA,NA,"Jamaica",NA,3,6,"LA",0,NA,NA,"Guyana (British Guiana)",NA,3,6,"LA",0.101111111111111,71174.3772241993,854092.526690391
"110","52","110-52",3.6499861262906,"0.00005079955085762921|0.00006318968521314827",1,0,0,6.31896852131483e-05,NA,NA,"Trinidad and Tobago",NA,3,6,"LA",0.0921428571428571,NA,NA,"Guyana (British Guiana)",NA,3,6,"LA",0.101111111111111,1814946.61921708,1459074.73309609
"110","53","110-53",4.25119839279428,"0.000017346188097726993|0.0000024780268711038564",1,0,0,1.7346188097727e-05,NA,NA,"Barbados",NA,3,1,"AS",0.0846153846153846,NA,NA,"Guyana (British Guiana)",NA,3,6,"LA",0.101111111111111,71174.3772241993,498220.640569395
"115","101","101-115",0.231790617873552,"0.00000991210748441542",1,0,0,9.91210748441542e-06,NA,NA,"Venezuela",NA,3,6,"LA",0.0921428571428571,NA,NA,"Surinam (Dutch Guiana)",NA,3,1,"AS",0.11375,NA,284697.508896797
"115","110","110-115",2.52188220331613,"0.000003717040306655787|0.000003717040306655787",1,0,0,3.71704030665579e-06,NA,NA,"Guyana (British Guiana)",NA,3,6,"LA",0.101111111111111,NA,NA,"Surinam (Dutch Guiana)",NA,3,1,"AS",0.11375,106761.565836299,106761.565836299
"115","2","115-2",1.60879886253234,"0.00018585201533278934|0.00038781120532775394",1,0,0,0.000387811205327754,NA,NA,"United States of America",NA,3,1,"AS",0.0906896551724138,NA,NA,"Surinam (Dutch Guiana)",NA,3,1,"AS",0.11375,5338078.29181495,11138790.0355872
"115","31","115-31",0.894335056927158,"0.0000012390134355519265",1,0,0,1.23901343555193e-06,NA,NA,"Bahamas",NA,3,6,"LA",0,NA,NA,"Surinam (Dutch Guiana)",NA,3,1,"AS",0.11375,NA,35587.1886120996
"115","42","115-42",2.02933350823167,"0.000004956053742207727",1,0,0,4.95605374220773e-06,NA,NA,"Dominican Republic (Santo Domingo)",NA,3,6,"LA",0.165,NA,NA,"Surinam (Dutch Guiana)",NA,3,1,"AS",0.11375,142348.754448399,NA
"115","53","115-53",2.00127576970175,"0.0000012390134355519265",1,0,0,1.23901343555193e-06,NA,NA,"Barbados",NA,3,1,"AS",0.0846153846153846,NA,NA,"Surinam (Dutch Guiana)",NA,3,1,"AS",0.11375,NA,35587.1886120996
"115","68","115-68",0.129611457279599,"0.000004956053742207727",1,0,0,4.95605374220773e-06,NA,NA,"Netherlands Antilles",NA,3,6,"LA",0.22,NA,NA,"Surinam (Dutch Guiana)",NA,3,1,"AS",0.11375,NA,142348.754448399
"1163","200","1163-200",1.26123280420651,"0.00002230224183993472",0,1,0,2.23022418399347e-05,NA,NA,"United Kingdom",NA,3,1,"AS",0.0766666666666667,NA,NA,"Falkland Is.",NA,2,8,"WE",0,640569.395017794,NA
"1163","325","1163-325",0.290832989745914,"0.0000024780268711038564",1,0,0,2.47802687110386e-06,NA,NA,"Italy",NA,2,1,"AF",0.115961538461539,NA,NA,"Falkland Is.",NA,2,8,"WE",0,71174.3772241993,NA
"1163","385","1163-385",1.54456259124226,"0.0000024780268711038564",1,0,0,2.47802687110386e-06,NA,NA,"Norway",NA,2,4,"AF",0.0895833333333334,NA,NA,"Falkland Is.",NA,2,8,"WE",0,71174.3772241993,NA
"1163","395","1163-395",5.3331961486064,"0.000008673094048863515",1,0,0,8.67309404886351e-06,NA,NA,"Iceland",NA,2,10,"WE",0.04,NA,NA,"Falkland Is.",NA,2,8,"WE",0,249110.320284698,NA
"1163","900","1163-900",2.5662607834663,"0.000016107174662175053",0,1,0,1.61071746621751e-05,NA,NA,"Australia",NA,1,1,"WE",0.0306451612903226,NA,NA,"Falkland Is.",NA,2,8,"WE",0,462633.451957295,NA
"130","101","101-130",0.322768686216696,"0.00004832152398652533",1,0,0,4.83215239865253e-05,NA,NA,"Venezuela",NA,3,6,"LA",0.0921428571428571,NA,NA,"Ecuador",NA,3,6,"LA",0.0316666666666667,1387900.35587189,NA
"130","2","130-2",0.906824579249469,"0.0006318968521314826",1,0,0,0.000631896852131483,NA,NA,"United States of America",NA,3,1,"AS",0.0906896551724138,NA,NA,"Ecuador",NA,3,6,"LA",0.0316666666666667,18149466.1921708,NA
"130","53","130-53",1.94487084729077,"0.0000024780268711038564",1,0,0,2.47802687110386e-06,NA,NA,"Barbados",NA,3,1,"AS",0.0846153846153846,NA,NA,"Ecuador",NA,3,6,"LA",0.0316666666666667,71174.3772241993,NA
"135","100","100-135",0.134422102521752,"0.000017346188097726993|0.000014868161226623148",1,0,0,1.7346188097727e-05,NA,NA,"Colombia (New Granada) (Gran Colombia)",NA,3,6,"LA",0.165,NA,NA,"Peru",NA,3,6,"LA",0.1375,427046.263345196,498220.640569395
"135","130","130-135",2.11747485415889,"0.000034692376195453985",1,0,0,3.4692376195454e-05,NA,NA,"Ecuador",NA,3,6,"LA",0.0316666666666667,NA,NA,"Peru",NA,3,6,"LA",0.1375,NA,996441.28113879
"135","2","135-2",0.87490078027299,"0.0016231076005730246|0.0012191892205830955",1,0,0,0.00162310760057302,NA,NA,"United States of America",NA,3,1,"AS",0.0906896551724138,NA,NA,"Peru",NA,3,6,"LA",0.1375,46619217.0818505,35017793.594306
"135","93","135-93",1.48321788487456,"0.000012390134355519265|0.0000012390134355519265",1,0,0,1.23901343555193e-05,NA,NA,"Nicaragua",NA,3,6,"LA",0.0921428571428571,NA,NA,"Peru",NA,3,6,"LA",0.1375,355871.886120996,35587.1886120996
"135","94","135-94",0.744576987679363,"0.000006195067177759633",1,0,0,6.19506717775963e-06,NA,NA,"Costa Rica",NA,3,6,"LA",0.086,NA,NA,"Peru",NA,3,6,"LA",0.1375,177935.943060498,NA
"135","95","135-95",0.290477742421114,"0.000012390134355519265",1,0,0,1.23901343555193e-05,NA,NA,"Panama",NA,3,6,"LA",0.0172727272727273,NA,NA,"Peru",NA,3,6,"LA",0.1375,NA,355871.886120996
"140","101","101-140",0.95983727495964,"0.000014868161226623148|0.001054400433654691",0.05,0.95,0.19,0.00105440043365469,NA,NA,"Venezuela",NA,3,6,"LA",0.0921428571428571,NA,NA,"Brazil",NA,2,2,"AF",0.2388,30284697.5088968,427046.263345196
"140","2","140-2",1.08105392645218,"0.007337437565338515|0.005389708444650872",0.05,0.95,0.19,0.00733743756533852,NA,NA,"United States of America",NA,3,1,"AS",0.0906896551724138,NA,NA,"Brazil",NA,2,2,"AF",0.2388,154804270.462633,210747330.960854
"140","52","140-52",1.09394206509036,"0.00004212645680876562|0.00010283811515081001",0.05,0.95,0.19,0.00010283811515081,NA,NA,"Trinidad and Tobago",NA,3,6,"LA",0.0921428571428571,NA,NA,"Brazil",NA,2,2,"AF",0.2388,2953736.65480427,1209964.41281139
"140","68","140-68",0.522369914118646,"0.00023541255275486627",0.05,0.95,0.19,0.000235412552754866,NA,NA,"Netherlands Antilles",NA,3,6,"LA",0.22,NA,NA,"Brazil",NA,2,2,"AF",0.2388,NA,6761565.83629893
"145","135","135-145",2.85015080352994,"0.00003964842993766174|0.000006195067177759633",1,0,0,3.96484299376617e-05,NA,NA,"Peru",NA,3,6,"LA",0.1375,NA,NA,"Bolivia",NA,3,6,"LA",0.129,1138790.03558719,177935.943060498
"145","140","140-145",0.331773066679958,"0.000003717040306655787|0.000018585201533278932",0.05,0.95,0.19,1.85852015332789e-05,NA,NA,"Brazil",NA,2,2,"AF",0.2388,NA,NA,"Bolivia",NA,3,6,"LA",0.129,106761.565836299,533807.829181495
"145","2","145-2",0.779446142388505,"0.0002973632245324626|0.0003345336275990204",1,0,0,0.00033453362759902,NA,NA,"United States of America",NA,3,1,"AS",0.0906896551724138,NA,NA,"Bolivia",NA,3,6,"LA",0.129,8540925.26690391,9608540.9252669
"145","53","145-53",3.79677837253266,"0.000008673094048863515",1,0,0,8.67309404886351e-06,NA,NA,"Barbados",NA,3,1,"AS",0.0846153846153846,NA,NA,"Bolivia",NA,3,6,"LA",0.129,249110.320284698,NA
"150","140","140-150",0.523646062393997,"0.00000991210748441542|4.2126456808765627e-7",0.7,0.3,0.84,9.91210748441542e-06,NA,NA,"Brazil",NA,2,2,"AF",0.2388,NA,NA,"Paraguay",NA,2,5,"LA",0.692,284697.508896797,12099.6441281139
"150","2","150-2",0.889767602330215,"0.0000991210748441542|0.00012745731211522682",0.35,0.65,0.91,0.000127457312115227,NA,NA,"United States of America",NA,3,1,"AS",0.0906896551724138,NA,NA,"Paraguay",NA,2,5,"LA",0.692,2846975.08896797,3660854.09252669
"155","130","130-155",0.524154676041561,"0.000012390134355519265",1,0,0,1.23901343555193e-05,NA,NA,"Ecuador",NA,3,6,"LA",0.0316666666666667,NA,NA,"Chile",NA,3,1,"AS",0.199166666666667,NA,355871.886120996
"155","135","135-155",3.21457417349208,"0.000037170403066557864|0.00036798699035892285",1,0,0,0.000367986990358923,NA,NA,"Peru",NA,3,6,"LA",0.1375,NA,NA,"Chile",NA,3,1,"AS",0.199166666666667,10569395.0177936,1067615.65836299
"155","140","140-155",0.603644163055304,"0.00010159910171525808|0.00012142331668408876",0.05,0.95,0.19,0.000121423316684089,NA,NA,"Brazil",NA,2,2,"AF",0.2388,NA,NA,"Chile",NA,3,1,"AS",0.199166666666667,3487544.48398576,2918149.46619217
"155","145","145-155",1.65392748385026,"0.00002106322840438278|0.0000012390134355519265",1,0,0,2.10632284043828e-05,NA,NA,"Bolivia",NA,3,6,"LA",0.129,NA,NA,"Chile",NA,3,1,"AS",0.199166666666667,35587.1886120996,604982.206405694
"155","2","155-2",0.900951612623001,"0.00239749099779298|0.0017717892128392575",1,0,0,0.00239749099779298,NA,NA,"United States of America",NA,3,1,"AS",0.0906896551724138,NA,NA,"Chile",NA,3,1,"AS",0.199166666666667,50889679.7153025,68861209.9644128
"155","95","155-95",0.559686104420047,"0.000028497309017694353",1,0,0,2.84973090176944e-05,NA,NA,"Panama",NA,3,6,"LA",0.0172727272727273,NA,NA,"Chile",NA,3,1,"AS",0.199166666666667,NA,818505.338078292
"160","101","101-160",1.17347044044979,"0.0010680295814457623|0.00006938475239090797",0.35,0.65,0.91,0.00106802958144576,NA,NA,"Venezuela",NA,3,6,"LA",0.0921428571428571,NA,NA,"Argentina (La Plata)",NA,2,5,"LA",0.759,30676156.5836299,1992882.56227758
"160","135","135-160",1.14544865967083,"0.00012390134355519267|0.00010407712858636196",0.35,0.65,0.91,0.000123901343555193,NA,NA,"Peru",NA,3,6,"LA",0.1375,NA,NA,"Argentina (La Plata)",NA,2,5,"LA",0.759,3558718.86120996,2989323.84341637
"160","140","140-160",1.87928531617858,"0.0005315367638517755|0.0011002439307701128",0.7,0.3,0.84,0.00110024393077011,NA,NA,"Brazil",NA,2,2,"AF",0.2388,NA,NA,"Argentina (La Plata)",NA,2,5,"LA",0.759,15266903.9145907,31601423.4875445
"160","145","145-160",2.10553193718584,"0.00006566771208425215|0.00005699461803538856",0.35,0.65,0.91,6.56677120842522e-05,NA,NA,"Bolivia",NA,3,6,"LA",0.129,NA,NA,"Argentina (La Plata)",NA,2,5,"LA",0.759,1637010.67615658,1886120.99644128
"160","150","150-160",3.12801179276563,"0.00010407712858636196|0.00007978007511518878",1,0,0,0.000104077128586362,NA,NA,"Paraguay",NA,2,5,"LA",0.692,NA,NA,"Argentina (La Plata)",NA,2,5,"LA",0.759,2291459.0747331,2989323.84341637
"160","155","155-160",1.79712009672467,"0.0002973632245324626|0.00031099237232353394",0.35,0.65,0.91,0.000310992372323534,NA,NA,"Chile",NA,3,1,"AS",0.199166666666667,NA,NA,"Argentina (La Plata)",NA,2,5,"LA",0.759,8540925.26690391,8932384.34163701
"160","2","160-2",0.19806721735933,"0.0013480466178804973|0.0029364618422580715",0.35,0.65,0.91,0.00293646184225807,NA,NA,"United States of America",NA,3,1,"AS",0.0906896551724138,NA,NA,"Argentina (La Plata)",NA,2,5,"LA",0.759,84341637.0106762,38718861.2099644
"165","101","101-165",1.25995453459347,"0.00017965694815502963|0.0000024780268711038564",0,1,0,0.00017965694815503,NA,NA,"Venezuela",NA,3,6,"LA",0.0921428571428571,NA,NA,"Uruguay",NA,2,5,"LA",0.0889655172413793,5160142.34875445,71174.3772241993
"165","135","135-165",0.668273378670408,"0.000007434080613311574|0.000008673094048863515",0,1,0,8.67309404886351e-06,NA,NA,"Peru",NA,3,6,"LA",0.1375,NA,NA,"Uruguay",NA,2,5,"LA",0.0889655172413793,249110.320284698,213523.131672598
"165","140","140-165",2.25422627648235,"0.0002601928214659051|0.000017346188097726993",0.95,0.05,0.19,0.000260192821465905,NA,NA,"Brazil",NA,2,2,"AF",0.2388,NA,NA,"Uruguay",NA,2,5,"LA",0.0889655172413793,7473309.60854093,498220.640569395
"165","145","145-165",0.450953955642185,"0.0000012390134355519265|0.0000012390134355519265",0,1,0,1.23901343555193e-06,NA,NA,"Bolivia",NA,3,6,"LA",0.129,NA,NA,"Uruguay",NA,2,5,"LA",0.0889655172413793,35587.1886120996,35587.1886120996
"165","150","150-165",2.91589606531517,"0.000010605955008324508|0.0000012390134355519265",0.65,0.35,0.91,1.06059550083245e-05,NA,NA,"Paraguay",NA,2,5,"LA",0.692,NA,NA,"Uruguay",NA,2,5,"LA",0.0889655172413793,304626.334519573,35587.1886120996
"165","160","160-165",1.27098308314635,"0.00007557981956866768|0.000004956053742207727",0.65,0.35,0.91,7.55798195686677e-05,NA,NA,"Argentina (La Plata)",NA,2,5,"LA",0.759,NA,NA,"Uruguay",NA,2,5,"LA",0.0889655172413793,2170818.50533808,142348.754448399
"165","2","165-2",0.182531637067102,"0.0001437255585240237|0.0004460448367986951",0,1,0,0.000446044836798695,NA,NA,"United States of America",NA,3,1,"AS",0.0906896551724138,NA,NA,"Uruguay",NA,2,5,"LA",0.0889655172413793,12811387.9003559,4128113.87900356
"165","92","165-92",0.0423784251196265,"0.0000012390134355519265",0,1,0,1.23901343555193e-06,NA,NA,"El Salvador",NA,3,6,"LA",0.0422222222222222,NA,NA,"Uruguay",NA,2,5,"LA",0.0889655172413793,NA,35587.1886120996
"165","93","165-93",0.584752406620544,"0.0000012390134355519265",0,1,0,1.23901343555193e-06,NA,NA,"Nicaragua",NA,3,6,"LA",0.0921428571428571,NA,NA,"Uruguay",NA,2,5,"LA",0.0889655172413793,NA,35587.1886120996
"165","94","165-94",0.0523660237479747,"0.0000012390134355519265",0,1,0,1.23901343555193e-06,NA,NA,"Costa Rica",NA,3,6,"LA",0.086,NA,NA,"Uruguay",NA,2,5,"LA",0.0889655172413793,NA,35587.1886120996
"20","2","2-20",1.37086651563512,"0.041658109730126784|0.04741704417857217",1,0,0,0.0474170441785722,NA,NA,"United States of America",NA,3,1,"AS",0.0906896551724138,NA,NA,"Canada (Province of Canada)",NA,3,4,"AF",0,1361921708.18505,1196512455.51601
"200","11","11-200",0.190272046868912,"0.000018585201533278932",0,1,0,1.85852015332789e-05,NA,NA,"Faeroe Is.",NA,2,8,"WE",0,NA,NA,"United Kingdom",NA,3,1,"AS",0.0766666666666667,NA,533807.829181495
"200","110","110-200",1.46933847815618,"0.0003345336275990204|0.0003085143454524301",1,0,0,0.00033453362759902,NA,NA,"Guyana (British Guiana)",NA,3,6,"LA",0.101111111111111,NA,NA,"United Kingdom",NA,3,1,"AS",0.0766666666666667,8861209.96441281,9608540.9252669
"200","135","135-200",0.0874121569528149,"0.0002168273512215875|0.00037913811127889035",1,0,0,0.00037913811127889,NA,NA,"Peru",NA,3,6,"LA",0.1375,NA,NA,"United Kingdom",NA,3,1,"AS",0.0766666666666667,10889679.7153025,6227758.00711744
"200","145","145-200",1.51452952722857,"0.0000309753358887982|0.0004373717427498315",1,0,0,0.000437371742749832,NA,NA,"Bolivia",NA,3,6,"LA",0.129,NA,NA,"United Kingdom",NA,3,1,"AS",0.0766666666666667,12562277.5800712,889679.715302491
"200","150","150-200",0.123869326766873,"0.000029736322453246258|0.000037145622797846895",0.35,0.65,0.91,3.71456227978469e-05,NA,NA,"Paraguay",NA,2,5,"LA",0.692,NA,NA,"United Kingdom",NA,3,1,"AS",0.0766666666666667,1066903.91459075,854092.526690391
"200","155","155-200",0.414851894268021,"0.0009243040229217371|0.00022797847214155463",1,0,0,0.000924304022921737,NA,NA,"Chile",NA,3,1,"AS",0.199166666666667,NA,NA,"United Kingdom",NA,3,1,"AS",0.0766666666666667,26548042.7046263,6548042.70462633
"200","160","160-200",0.876397162562852,"0.0014013241956092309|0.0029104425601114807",0.35,0.65,0.91,0.00291044256011148,NA,NA,"Argentina (La Plata)",NA,2,5,"LA",0.759,NA,NA,"United Kingdom",NA,3,1,"AS",0.0766666666666667,83594306.0498221,40249110.3202847
"200","20","20-200",0.440904557925166,"0.010303635730049845|0.007424168505827151",1,0,0,0.0103036357300498,NA,NA,"Canada (Province of Canada)",NA,3,4,"AF",0,NA,NA,"United Kingdom",NA,3,1,"AS",0.0766666666666667,295943060.498221,213238434.163701
"200","30","200-30",0.903186588198257,"0.00019700313625275643|0.000037170403066557864",1,0,0,0.000197003136252756,NA,NA,"Bermuda",NA,3,6,"LA",0.0992307692307692,NA,NA,"United Kingdom",NA,3,1,"AS",0.0766666666666667,1067615.65836299,5658362.98932384
"200","31","200-31",1.38304492475634,"0.0004832152398652533|0.000003717040306655787",1,0,0,0.000483215239865253,NA,NA,"Bahamas",NA,3,6,"LA",0,NA,NA,"United Kingdom",NA,3,1,"AS",0.0766666666666667,106761.565836299,13879003.5587189
"200","42","200-42",0.407291556998836,"0.000055755604599836623|0.00023541255275486627",1,0,0,0.000235412552754866,NA,NA,"Dominican Republic (Santo Domingo)",NA,3,6,"LA",0.165,NA,NA,"United Kingdom",NA,3,1,"AS",0.0766666666666667,6761565.83629893,1601423.48754448
"200","51","200-51",1.36001675249977,"0.0007681883300421961|0.0005464049250783988",1,0,0,0.000768188330042196,NA,NA,"Jamaica",NA,3,6,"LA",0,NA,NA,"United Kingdom",NA,3,1,"AS",0.0766666666666667,15693950.1779359,22064056.9395018
"200","52","200-52",1.42206985686673,"0.0009676694931660551|0.001029620164943652",1,0,0,0.00102962016494365,NA,NA,"Trinidad and Tobago",NA,3,6,"LA",0.0921428571428571,NA,NA,"United Kingdom",NA,3,1,"AS",0.0766666666666667,29572953.7366548,27793594.3060498
"200","53","200-53",1.90545419298139,"0.00018089596159058158|0.0001982421496883084",1,0,0,0.000198242149688308,NA,NA,"Barbados",NA,3,1,"AS",0.0846153846153846,NA,NA,"United Kingdom",NA,3,1,"AS",0.0766666666666667,5693950.17793594,5195729.53736655
"200","80","200-80",1.04871634546659,"0.000053277577728732745",1,0,0,5.32775777287327e-05,NA,NA,"Belize (British Honduras)",NA,3,1,"AS",0.183333333333333,NA,NA,"United Kingdom",NA,3,1,"AS",0.0766666666666667,NA,1530249.11032028
"205","200","200-205",2.08278271876643,"0.003997057343090504|0.003311882913230302",1,0,0,0.0039970573430905,NA,NA,"United Kingdom",NA,3,1,"AS",0.0766666666666667,NA,NA,"Ireland",NA,3,1,"AS",0,114804270.462633,95124555.1601423
"205","42","205-42",1.67868377216899,"0.00005079955085762921",1,0,0,5.07995508576292e-05,NA,NA,"Dominican Republic (Santo Domingo)",NA,3,6,"LA",0.165,NA,NA,"Ireland",NA,3,1,"AS",0,1459074.73309609,NA
"205","53","205-53",1.24976317455183,"0.000004956053742207727",1,0,0,4.95605374220773e-06,NA,NA,"Barbados",NA,3,1,"AS",0.0846153846153846,NA,NA,"Ireland",NA,3,1,"AS",0,NA,142348.754448399
"210","100","100-210",0.10782765073046,"0.00008053587331087544|0.00024656367367483374",0.65,0.35,0.91,0.000246563673674834,NA,NA,"Colombia (New Granada) (Gran Colombia)",NA,3,6,"LA",0.165,NA,NA,"Netherlands",NA,3,6,"AF",0.4134375,7081850.53380783,2313167.25978648
"210","110","110-210",0.269008755147608,"0.00003221434932435014|0.000003717040306655787",0.65,0.35,0.91,3.22143493243501e-05,NA,NA,"Guyana (British Guiana)",NA,3,6,"LA",0.101111111111111,NA,NA,"Netherlands",NA,3,6,"AF",0.4134375,106761.565836299,925266.903914591
"210","115","115-210",1.88168269510882,"0.00010159910171525808|0.00004088744337321368",0.65,0.35,0.91,0.000101599101715258,NA,NA,"Surinam (Dutch Guiana)",NA,3,1,"AS",0.11375,NA,NA,"Netherlands",NA,3,6,"AF",0.4134375,1174377.22419929,2918149.46619217
"210","135","135-210",0.885631059156761,"0.0001251403569907446|0.00032709954698570913",0.65,0.35,0.91,0.000327099546985709,NA,NA,"Peru",NA,3,6,"LA",0.1375,NA,NA,"Netherlands",NA,3,6,"AF",0.4134375,9395017.79359431,3594306.04982206
"210","140","140-210",0.165358872213896,"0.0007149107523134627|0.00043365470244317573",0.05,0.95,0.19,0.000714910752313463,NA,NA,"Brazil",NA,2,2,"AF",0.2388,NA,NA,"Netherlands",NA,3,6,"AF",0.4134375,20533807.8291815,12455516.0142349
"210","150","150-210",0.950104950890083,"0.000006195067177759633|0.00003295775738568127",0.2,0.8,0.64,3.29577573856813e-05,NA,NA,"Paraguay",NA,2,5,"LA",0.692,NA,NA,"Netherlands",NA,3,6,"AF",0.4134375,946619.21708185,177935.943060498
"210","155","155-210",0.752334354676009,"0.0005030394548340844|0.00006442869864870021",0.65,0.35,0.91,0.000503039454834084,NA,NA,"Chile",NA,3,1,"AS",0.199166666666667,NA,NA,"Netherlands",NA,3,6,"AF",0.4134375,14448398.5765125,1850533.80782918
"210","160","160-210",1.13547027687999,"0.00023169551244821044|0.0014645138808223796",0.2,0.8,0.64,0.00146451388082238,NA,NA,"Argentina (La Plata)",NA,2,5,"LA",0.759,NA,NA,"Netherlands",NA,3,6,"AF",0.4134375,42064056.9395018,6654804.27046263
"210","165","165-210",0.930097902522956,"0.000038409416502109804|0.0001177062763774333",0,1,0,0.000117706276377433,NA,NA,"Uruguay",NA,2,5,"LA",0.0889655172413793,NA,NA,"Netherlands",NA,3,6,"AF",0.4134375,3380782.91814947,1103202.84697509
"210","200","200-210",0.253201571594968,"0.004299376621365199|0.004794981995585975",0.65,0.35,0.91,0.00479498199558598,NA,NA,"United Kingdom",NA,3,1,"AS",0.0766666666666667,NA,NA,"Netherlands",NA,3,6,"AF",0.4134375,123487544.483986,137722419.928826
"210","30","210-30",1.21276309739923,"0.000016107174662175053|0.00001982421496883084",0.65,0.35,0.91,1.98242149688308e-05,NA,NA,"Bermuda",NA,3,6,"LA",0.0992307692307692,NA,NA,"Netherlands",NA,3,6,"AF",0.4134375,569395.017793594,462633.451957295
