key,source,target,proximity,observedTradeValues,coMembershipScore,bridgeNessEdgeScore,ambiguityScore,maxObservedTradeValue,sourceCited,sourceReporting,sourceLabel,sourceGphStatus,sourceBlockLouvain,sourceBlockIntraMax,sourceBlockAn,sourceMeanAmbiguityScore,targetCited,targetReporting,targetLabel,targetGphStatus,targetBlockLouvain,targetBlockIntraMax,targetBlockAn,targetMeanAmbiguityScore
200-901,200,901,1.4804769557454645,0.01116441313057765|0.004393944085255752,0,1,0,0.01116441313057765,,,United Kingdom,,1,1,WE,0,,,New South Wales,,0,3,AS,0
230-615,230,615,0.13699867068274682,0.000009454115419958118|0.0002902156390717657,0,1,0,0.0002902156390717657,,,Spain,,2,2,WE,0.11333333333333334,,,Algeria (Regency of Algiers),,3,2,WE,0.21599999999999997
140-230,140,230,0.09399745023558957,0.00017067978222775566|0.0005300580141809677,0,1,0,0.0005300580141809677,,,Brazil,,5,4,WE,0,,,Spain,,2,2,WE,0.11333333333333334
230-327,230,327,1.544852517617398,0.00009634874816905315|0.000049799484507489896,0,1,0,0.00009634874816905315,,,Spain,,2,2,WE,0.11333333333333334,,,Papal States,,3,2,WE,0.10285714285714284
220-230,220,230,0.8669122775938517,0.004632449012849874|0.006653258287347218,0,1,0,0.006653258287347218,,,France,,3,2,WE,0.08399999999999999,,,Spain,,2,2,WE,0.11333333333333334
230-231,230,231,3.7203554329796384,0.001494202515124987,1,0,0,0.001494202515124987,,,Spain,,2,2,WE,0.11333333333333334,,,Gibraltar,,2,3,WE,0
200-230,200,230,0.01114263137879549,0.004225092427272697|0.009430040867526688,0,1,0,0.009430040867526688,,,United Kingdom,,1,1,WE,0,,,Spain,,2,2,WE,0.11333333333333334
230-40,40,230,2.5193433346781,0.003800591199178724|0.005013829835401814,1,0,0,0.005013829835401814,,,Cuba,,2,2,WE,0.0875,,,Spain,,2,2,WE,0.11333333333333334
230-840,230,840,2.043796241058293,0.0006732721387230694,1,0,0,0.0006732721387230694,,,Spain,,2,2,WE,0.11333333333333334,,,Philippines,,2,3,AS,0
230-6,6,230,0.8225262278533323,0.00016355249538070962,1,0,0,0.00016355249538070962,,,Puerto Rico,,2,2,WE,0.038,,,Spain,,2,2,WE,0.11333333333333334
230-90,90,230,3.368263131568021,0.0000670196120025422|0.00001506978379414547,0.85,0.15000000000000002,0.51,0.0000670196120025422,,,Guatemala,,2,2,LA,0.1275,,,Spain,,2,2,WE,0.11333333333333334
2-230,2,230,0.10088837144698895,0.0029814929147349697|0.0011404663970758786,0,1,0,0.0029814929147349697,,,United States of America,,1,4,NAM,0,,,Spain,,2,2,WE,0.11333333333333334
101-230,101,230,2.18928919255562,0.000723679045473058|0.00010402169426972145,0,1,0,0.000723679045473058,,,Venezuela,,5,3,WE,0.051000000000000004,,,Spain,,2,2,WE,0.11333333333333334
130-230,130,230,3.412792002621926,0.0003240388993533066,0.15,0.85,0.51,0.0003240388993533066,,,Ecuador,,4,4,LA,0.255,,,Spain,,2,2,WE,0.11333333333333334
135-230,135,230,0.07572236583160377,0.00023095678985272754,0.15,0.85,0.51,0.00023095678985272754,,,Peru,,4,4,LA,0.17,,,Spain,,2,2,WE,0.11333333333333334
160-230,160,230,1.2406155228199254,0.00028168393174900187,0.15,0.85,0.51,0.00028168393174900187,,,Argentina (La Plata),,4,2,LA,0.145,,,Spain,,2,2,WE,0.11333333333333334
230-380,230,380,1.181290544672339,0.0006426953931128915|0.00011001612728607678,0,1,0,0.0006426953931128915,,,Spain,,2,2,WE,0.11333333333333334,,,Sweden,,5,3,WE,0
230-511,230,511,3.846588354907299,0.00002328979485644628,1,0,0,0.00002328979485644628,,,Spain,,2,2,WE,0.11333333333333334,,,Zanzibar,,2,,AF,0
380-385,380,385,2.4094764829976323,0.0008801290182886142|0.0007171986899581068,1,0,0,0.0008801290182886142,,,Sweden,,5,3,WE,0,,,Norway,,5,3,WE,0.046363636363636364
239-380,239,380,0.02914122619680346,0.00025430315136563383|0.00004063907384076493,0,1,0,0.00025430315136563383,,,Prussia,,6,3,WE,0.17250000000000001,,,Sweden,,5,3,WE,0
380-390,380,390,2.3598194817077713,0.0005734372348819915,1,0,0,0.0005734372348819915,,,Sweden,,5,3,WE,0,,,Denmark,,5,2,WE,0.07285714285714286
200-380,200,380,0.6367605515263804,0.0020222011967821734|0.006434498327456349,0,1,0,0.006434498327456349,,,United Kingdom,,1,1,WE,0,,,Sweden,,5,3,WE,0
235-380,235,380,0.042822508600741556,0.00010062983071206628,1,0,0,0.00010062983071206628,,,Portugal,,5,2,WE,0,,,Sweden,,5,3,WE,0
140-380,140,380,1.7141586789617864,0.001106928137832729|0.00011003919399374977,1,0,0,0.001106928137832729,,,Brazil,,5,4,WE,0,,,Sweden,,5,3,WE,0
200-561,200,561,1.261916787017919,0.0028706262410945734|0.0017726376388984598,0,1,0,0.0028706262410945734,,,United Kingdom,,1,1,WE,0,,,Cape Colony (Cape of Good Hope),,7,2,WE,0
