key,source,target,proximity,observedTradeValues,coMembershipScore,bridgeNessEdgeScore,ambiguityScore,sourceCommunityId,maxObservedTradeValue,sourceCited,sourceReporting,sourceLabel,sourceGphStatus,sourceCommunity,sourceMeanAmbiguityScore,targetCited,targetReporting,targetLabel,targetGphStatus,targetCommunity,targetMeanAmbiguityScore
2-40,40,2,21.931292327437152,6878847.449965068,0.9,0.09999999999999998,0.35999999999999993,1,6878847.449965068,1,,Cuba,Colony of,1,0.3422222222222222,1,1,United States of America,Sovereign,1,0.25903225806451613
2-5,5,2,21.280067884809895,40534.253893888956,0.95,0.050000000000000044,0.19000000000000017,1,40534.253893888956,1,,Virgin Islands (Danish West Indies),Colony of,1,0.32857142857142857,1,1,United States of America,Sovereign,1,0.25903225806451613
2-390,390,2,16.642267864125923,6680.844943081412,0,1,0,bridge,6680.844943081412,1,,Denmark,Sovereign,3,0.2083333333333333,1,1,United States of America,Sovereign,1,0.25903225806451613
2-850,850,2,18.835502523883225,140933.09497390376,0,1,0,bridge,140933.09497390376,1,,Indonesia (Dutch East Indies),Colony of,0,0.09250000000000001,1,1,United States of America,Sovereign,1,0.25903225806451613
115-2,115,2,21.889568445829067,111414.74540747133,0.25,0.75,0.75,bridge,111414.74540747133,1,1,Surinam (Dutch Guiana),Colony of,3,0.616,1,1,United States of America,Sovereign,1,0.25903225806451613
2-68,68,2,22.413774455283264,93387.16968725598,0.7,0.30000000000000004,0.8400000000000001,1,93387.16968725598,1,,Netherlands Antilles,Colony of,1,0.8019999999999999,1,1,United States of America,Sovereign,1,0.25903225806451613
2-651,651,2,15.338211346471494,18366.621460567952,0,1,0,bridge,18366.621460567952,1,,Egypt Arab Republic (Egypt),Sovereign,2,0.22923076923076924,1,1,United States of America,Sovereign,1,0.25903225806451613
2-200,200,2,21.07040729643532,28685788.640940286|17923678,0.2,0.8,0.6400000000000001,bridge,28685788.640940286,1,1,United Kingdom,Sovereign,0,0.40980582524271847,1,1,United States of America,Sovereign,1,0.25903225806451613
120-2,120,2,20.047316294886347,2752.229482595652,0.15,0.85,0.51,bridge,2752.229482595652,1,,French Guiana,Colony of,2,0.51,1,1,United States of America,Sovereign,1,0.25903225806451613
1029-2,1029,2,17.665449399111598,4942.464965273497,0,1,0,bridge,4942.464965273497,1,,St. Pierre and Miquelon,Colony of,2,0.17,1,1,United States of America,Sovereign,1,0.25903225806451613
2-231,231,2,18.293166627224178,12990.999876710639,0,1,0,bridge,12990.999876710639,1,,Gibraltar,Colony of,4,0.3971428571428572,1,1,United States of America,Sovereign,1,0.25903225806451613
2-350,350,2,17.52820739475218,10809.39464924177,0,1,0,bridge,10809.39464924177,1,1,Greece,Sovereign,2,0.16399999999999998,1,1,United States of America,Sovereign,1,0.25903225806451613
2-248,248,2,20.779341710778827,1333127.0291373855|980926.9578313254,0.5,0.5,1,bridge,1333127.0291373855,1,1,Hamburg,Sovereign (unrecognized),3,0.43533333333333335,1,1,United States of America,Sovereign,1,0.25903225806451613
2-41,41,2,21.19106006241148,397582.5011301525,0.85,0.15000000000000002,0.51,3,397582.5011301525,1,,Haiti,Sovereign,3,0.42714285714285716,1,1,United States of America,Sovereign,1,0.25903225806451613
2-210,210,2,19.184050473206792,272189.4135536103|412137.8785315514,0,1,0,bridge,412137.8785315514,1,1,Netherlands,Sovereign,3,0.3244186046511628,1,1,United States of America,Sovereign,1,0.25903225806451613
2-740,740,2,19.569200615117488,55600.830148358196,0.25,0.75,0.75,bridge,55600.830148358196,1,,Japan,Sovereign,0,0.835,1,1,United States of America,Sovereign,1,0.25903225806451613
2-338,338,2,18.789723919234945,435.00595898573954|12849,0,1,0,bridge,12849,1,1,Malta,Colony of,2,0.255625,1,1,United States of America,Sovereign,1,0.25903225806451613
2-70,70,2,21.72553451730563,1620102.5356511732,0.55,0.44999999999999996,0.99,1,1620102.5356511732,1,,Mexico,Sovereign,1,0.7177777777777777,1,1,United States of America,Sovereign,1,0.25903225806451613
100-2,100,2,21.882293181638474,1070727.2017424896,0.2,0.8,0.6400000000000001,bridge,1070727.2017424896,1,,Colombia (New Granada) (Gran Colombia),Sovereign,4,0.6085714285714285,1,1,United States of America,Sovereign,1,0.25903225806451613
135-2,135,2,18.185488836344863,54116.220770147534,0.05,0.95,0.19,bridge,54116.220770147534,1,,Peru,Sovereign,4,0.6854545454545454,1,1,United States of America,Sovereign,1,0.25903225806451613
2-840,840,2,21.30948150474094,366832.696338306|24032.504834678126,0,1,0,bridge,366832.696338306,1,1,Philippines,Colony of,0,0.06818181818181818,1,1,United States of America,Sovereign,1,0.25903225806451613
2-6,6,2,22.278192966461116,739003.6164878971|431061.11617221846,0.8,0.19999999999999996,0.6399999999999999,1,739003.6164878971,1,1,Puerto Rico,Colony of,1,0.5281818181818182,1,1,United States of America,Sovereign,1,0.25903225806451613
2-235,235,2,18.22350597510584,32557.843258126824|9941.77526042698,0.05,0.95,0.19,bridge,32557.843258126824,1,,Portugal,Sovereign,3,0.7050000000000001,1,1,United States of America,Sovereign,1,0.25903225806451613
2-239,239,2,10.461169844912277,83.63128262030986,0,1,0,bridge,83.63128262030986,1,,Prussia,Sovereign,3,0.12222222222222223,1,1,United States of America,Sovereign,1,0.25903225806451613
2-42,42,2,22.133450577653356,20103.768544774586,0.9,0.09999999999999998,0.35999999999999993,1,20103.768544774586,1,,Dominican Republic (Santo Domingo),Colony of,1,0.43,1,1,United States of America,Sovereign,1,0.25903225806451613
2-4,4,2,22.870516875551466,286289.6067069412,1,0,0,1,286289.6067069412,1,,Hawaii (Sandwich Is.),Sovereign (limited),1,0,1,1,United States of America,Sovereign,1,0.25903225806451613
165-2,165,2,20.528601075320438,300429.0469732462,0,1,0,bridge,300429.0469732462,1,,Uruguay,Sovereign,4,0.51,1,1,United States of America,Sovereign,1,0.25903225806451613
101-2,101,2,21.509252508960476,613452.1020835902,0.35,0.65,0.9099999999999999,bridge,613452.1020835902,1,,Venezuela,Sovereign,3,0.6628571428571429,1,1,United States of America,Sovereign,1,0.25903225806451613
200-350,200,350,20.61436794651518,561070.5985915493|740535,0,1,0,bridge,740535,1,1,United Kingdom,Sovereign,0,0.40980582524271847,1,1,Greece,Sovereign,2,0.16399999999999998
350-640,640,350,24.143101990173164,398867.39436619723|445311.324117717,1,0,0,2,445311.324117717,1,,Turkey (Ottoman Empire),Sovereign,2,0.24666666666666665,1,1,Greece,Sovereign,2,0.16399999999999998
220-350,220,350,21.049423539515402,354916.6901408451|138630.3323167109,0.1,0.9,0.36000000000000004,bridge,354916.6901408451,1,1,France,Sovereign,2,0.4425862068965518,1,1,Greece,Sovereign,2,0.16399999999999998
300-350,300,350,23.569510010109717,325386.6901408451|347566.0474511823,1,0,0,2,347566.0474511823,1,,Austria-Hungary (Austrian Empire),Sovereign,2,0.2766666666666666,1,1,Greece,Sovereign,2,0.16399999999999998
350-365,365,350,21.19703010702999,59370.28169014085|150622.21012520415,0.9,0.09999999999999998,0.35999999999999993,3,150622.21012520415,1,1,Russia (USSR),Sovereign,3,0.2988000000000001,1,1,Greece,Sovereign,2,0.16399999999999998
325-350,325,350,21.578942875977408,86596.161971831|365261.82492406014,0.9,0.09999999999999998,0.35999999999999993,2,365261.82492406014,1,1,Italy,Sovereign,2,0.4878571428571428,1,1,Greece,Sovereign,2,0.16399999999999998
3349-350,3349,350,24.595027313513512,47942.781690140844,1,0,0,2,47942.781690140844,1,,Ionian Is.,Protectorate of,2,0.145,1,1,Greece,Sovereign,2,0.16399999999999998
350-651,651,350,19.690254078586776,44005.140845070426,1,0,0,2,44005.140845070426,1,,Egypt Arab Republic (Egypt),Sovereign,2,0.22923076923076924,1,1,Greece,Sovereign,2,0.16399999999999998
211-350,211,350,18.829068241060742,7297.781690140845|17013,0.85,0.15000000000000002,0.51,3,17013,1,1,Belgium,Sovereign,3,0.3678048780487804,1,1,Greece,Sovereign,2,0.16399999999999998
210-350,210,350,18.120473366789202,2246.760563380282|9901.53950262223,0.9,0.09999999999999998,0.35999999999999993,3,9901.53950262223,1,1,Netherlands,Sovereign,3,0.3244186046511628,1,1,Greece,Sovereign,2,0.16399999999999998
200-451,200,451,21.58770193499747,140135|54860,0,1,0,bridge,140135,1,1,United Kingdom,Sovereign,0,0.40980582524271847,1,1,Sierra Leone,Colony of,5,0.37666666666666665
220-451,220,451,19.10839613205402,4808,0.6,0.4,0.96,2,4808,1,1,France,Sovereign,2,0.4425862068965518,1,1,Sierra Leone,Colony of,5,0.37666666666666665
300-451,300,451,17.884488184265972,200,0,1,0,bridge,200,1,,Austria-Hungary (Austrian Empire),Sovereign,2,0.2766666666666666,1,1,Sierra Leone,Colony of,5,0.37666666666666665
420-451,420,451,24.84073959626785,890,1,0,0,5,890,1,1,Gambia,Colony of,5,0.42374999999999996,1,1,Sierra Leone,Colony of,5,0.37666666666666665
450-451,450,451,28.709362380051566,51,1,0,0,5,51,1,,Liberia,Sovereign (unrecognized),5,0,1,1,Sierra Leone,Colony of,5,0.37666666666666665
2-451,2,451,21.8315984768024,33450,0.15,0.85,0.51,bridge,33450,1,1,United States of America,Sovereign,1,0.25903225806451613,1,1,Sierra Leone,Colony of,5,0.37666666666666665
200-901,200,901,20.948693026704802,3818433.873331485|2809915,0.75,0.25,0.75,0,3818433.873331485,1,1,United Kingdom,Sovereign,0,0.40980582524271847,1,1,New South Wales,Colony of,0,0.05
901-904,904,901,23.632849336795193,1923000.7525646612,1,0,0,0,1923000.7525646612,1,1,Victoria,Colony of,0,0.1875,1,1,New South Wales,Colony of,0,0.05
901-905,905,901,24.46900438489071,1001980.4333188102,1,0,0,0,1001980.4333188102,1,1,Queensland,Colony of,0,0.25,1,1,New South Wales,Colony of,0,0.05
901-920,920,901,23.82506466670367,708282.1721392641,1,0,0,0,708282.1721392641,1,1,New Zealand,Colony of,0,0.25,1,1,New South Wales,Colony of,0,0.05
901-903,903,901,23.670636001051868,607517.7248782034,1,0,0,0,607517.7248782034,1,,South Australia,Colony of,0,0.1875,1,1,New South Wales,Colony of,0,0.05
590-901,590,901,22.14011598535232,165445.3994534004,1,0,0,0,165445.3994534004,1,1,Mauritius,Colony of,0,0.28,1,1,New South Wales,Colony of,0,0.05
901-906,906,901,22.937842611339317,89000.6733473284,1,0,0,0,89000.6733473284,1,1,Tasmania,Colony of,0,0.1875,1,1,New South Wales,Colony of,0,0.05
780-901,780,901,21.60637597072389,214916.62375727808,1,0,0,0,214916.62375727808,1,1,Sri Lanka (Ceylon),Colony of,0,0.19,1,1,New South Wales,Colony of,0,0.05
2-901,2,901,20.098595576146025,305224.3830950212,0,1,0,bridge,305224.3830950212,1,1,United States of America,Sovereign,1,0.25903225806451613,1,1,New South Wales,Colony of,0,0.05
710-901,710,901,19.888802197572918,160613.14215550362,1,0,0,0,160613.14215550362,1,,People's Republic of China (China),Sovereign,0,0.07230769230769231,1,1,New South Wales,Colony of,0,0.05
720-901,720,901,18.57447809451426,6852.299283083139,1,0,0,0,6852.299283083139,1,,Hong Kong,Colony of,0,0.15,1,1,New South Wales,Colony of,0,0.05
220-901,220,901,17.781186258577794,65829.60351724958,0,1,0,bridge,65829.60351724958,1,1,France,Sovereign,2,0.4425862068965518,1,1,New South Wales,Colony of,0,0.05
200-6,200,6,20.58702424834785,424763.3382184022|459774.62731219997,0.15,0.85,0.51,bridge,459774.62731219997,1,1,United Kingdom,Sovereign,0,0.40980582524271847,1,1,Puerto Rico,Colony of,1,0.5281818181818182
230-6,230,6,23.523725682481967,506674.06028439023|69550.09090909091,0.15,0.85,0.51,bridge,506674.06028439023,1,1,Spain,Sovereign,4,0.6065000000000003,1,1,Puerto Rico,Colony of,1,0.5281818181818182
220-6,220,6,19.638133898523872,35528.973739454195|81757,0.1,0.9,0.36000000000000004,bridge,81757,1,1,France,Sovereign,2,0.4425862068965518,1,1,Puerto Rico,Colony of,1,0.5281818181818182
325-6,325,6,19.84985659845191,17229.769873648354,0.1,0.9,0.36000000000000004,bridge,17229.769873648354,1,1,Italy,Sovereign,2,0.4878571428571428,1,1,Puerto Rico,Colony of,1,0.5281818181818182
200-590,200,590,21.04863902029944,816572.2660118034|1589769,0.75,0.25,0.75,0,1589769,1,1,United Kingdom,Sovereign,0,0.40980582524271847,1,1,Mauritius,Colony of,0,0.28
561-590,561,590,23.22062105582262,67453.5588386739|128240,1,0,0,0,128240,1,1,Cape Colony (Cape of Good Hope),Colony of,0,0.178,1,1,Mauritius,Colony of,0,0.28
590-780,780,590,21.126661583117784,2336.9113161959835|31343,1,0,0,0,31343,1,1,Sri Lanka (Ceylon),Colony of,0,0.19,1,1,Mauritius,Colony of,0,0.28
590-750,750,590,21.80408139417565,770586.6043490316|360329.5829169433,1,0,0,0,770586.6043490316,1,1,India,Colony of,0,0.07891891891891892,1,1,Mauritius,Colony of,0,0.28
2-590,2,590,18.270572853480097,12120.251911118152,0,1,0,bridge,12120.251911118152,1,1,United States of America,Sovereign,1,0.25903225806451613,1,1,Mauritius,Colony of,0,0.28
160-590,160,590,19.77240234347325,10298.25325781281,0.2,0.8,0.6400000000000001,bridge,10298.25325781281,1,,Argentina (La Plata),Sovereign,3,0.6241666666666669,1,1,Mauritius,Colony of,0,0.28
220-590,220,590,20.984242675697413,400205.9650651563,0,1,0,bridge,400205.9650651563,1,1,France,Sovereign,2,0.4425862068965518,1,1,Mauritius,Colony of,0,0.28
585-590,585,590,22.039370778776814,19368.637857963324,0.85,0.15000000000000002,0.51,0,19368.637857963324,1,,Reunion (Bourbon I.),Colony of,0,0.51,1,1,Mauritius,Colony of,0,0.28
590-850,850,590,19.05137025592796,6495.8212856973105,1,0,0,0,6495.8212856973105,1,,Indonesia (Dutch East Indies),Colony of,0,0.09250000000000001,1,1,Mauritius,Colony of,0,0.28
580-590,580,590,26.14530842855973,71968.94680556106,1,0,0,0,71968.94680556106,1,,Madagascar (Malagasy Republic),Sovereign (unrecognized),0,0,1,1,Mauritius,Colony of,0,0.28
590-630,630,590,19.649542059516158,1307.0859904147028,0.25,0.75,0.75,bridge,1307.0859904147028,1,,Iran (Persia),Sovereign,3,0.75,1,1,Mauritius,Colony of,0,0.28
135-590,135,590,21.916396726495314,83851.54671842199,0.3,0.7,0.84,bridge,83851.54671842199,1,,Peru,Sovereign,4,0.6854545454545454,1,1,Mauritius,Colony of,0,0.28
681-750,681,750,23.159515218454853,282094,1,0,0,0,282094,1,,Aden,Dependency of,0,0.25,1,1,India,Colony of,0,0.07891891891891892
211-750,211,750,17.269574700920266,200|95425,0,1,0,bridge,95425,1,1,Belgium,Sovereign,3,0.3678048780487804,1,1,India,Colony of,0,0.07891891891891892
561-750,561,750,19.752338192028343,12818|105458,1,0,0,0,105458,1,1,Cape Colony (Cape of Good Hope),Colony of,0,0.178,1,1,India,Colony of,0,0.07891891891891892
750-780,780,750,22.35385782762734,1669516|2821092,1,0,0,0,2821092,1,1,Sri Lanka (Ceylon),Colony of,0,0.19,1,1,India,Colony of,0,0.07891891891891892
710-750,710,750,21.45232234828829,3819961,1,0,0,0,3819961,1,,People's Republic of China (China),Sovereign,0,0.07230769230769231,1,1,India,Colony of,0,0.07891891891891892
390-750,390,750,13.432904897588175,202,0,1,0,bridge,202,1,,Denmark,Sovereign,3,0.2083333333333333,1,1,India,Colony of,0,0.07891891891891892
220-750,220,750,19.868194057511673,2442818|4412405.434309027,0,1,0,bridge,4412405.434309027,1,1,France,Sovereign,2,0.4425862068965518,1,1,India,Colony of,0,0.07891891891891892
210-750,210,750,14.64658643399525,4480,0,1,0,bridge,4480,1,1,Netherlands,Sovereign,3,0.3244186046511628,1,1,India,Colony of,0,0.07891891891891892
750-781,781,750,22.311186219856076,31333,1,0,0,0,31333,1,,Maldive Islands,Protectorate of,0,0,1,1,India,Colony of,0,0.07891891891891892
750-901,901,750,22.67615955643226,4516749|85792.37137085594,1,0,0,0,4516749,1,1,New South Wales,Colony of,0,0.05,1,1,India,Colony of,0,0.07891891891891892
750-920,920,750,16.769589209560795,3043,1,0,0,0,3043,1,1,New Zealand,Colony of,0,0.25,1,1,India,Colony of,0,0.07891891891891892
750-800,800,750,22.59469600524854,50744|6020.517289182873,1,0,0,0,50744,1,1,Thailand (Siam),Sovereign (unrecognized),0,0.125,1,1,India,Colony of,0,0.07891891891891892
230-750,230,750,14.90645793264161,2859,0,1,0,bridge,2859,1,1,Spain,Sovereign,4,0.6065000000000003,1,1,India,Colony of,0,0.07891891891891892
380-750,380,750,17.547810643850298,21660,0,1,0,bridge,21660,1,1,Sweden,Sovereign,3,0.35913043478260875,1,1,India,Colony of,0,0.07891891891891892
640-750,640,750,14.099930413997354,2091,0,1,0,bridge,2091,1,,Turkey (Ottoman Empire),Sovereign,2,0.24666666666666665,1,1,India,Colony of,0,0.07891891891891892
200-750,200,750,21.259771915177943,23213689|51801222,0.75,0.25,0.75,0,51801222,1,1,United Kingdom,Sovereign,0,0.40980582524271847,1,1,India,Colony of,0,0.07891891891891892
380-615,380,615,19.74304079764809,22603.47764090783,0.25,0.75,0.75,bridge,22603.47764090783,1,1,Sweden,Sovereign,3,0.35913043478260875,1,1,Algeria (Regency of Algiers),Colony of,2,0.542
211-615,211,615,12.997063806099803,105.5967045589575,0.15,0.85,0.51,bridge,105.5967045589575,1,1,Belgium,Sovereign,3,0.3678048780487804,1,1,Algeria (Regency of Algiers),Colony of,2,0.542
200-615,200,615,18.18497122203297,40085.95080603636|137467,0,1,0,bridge,137467,1,1,United Kingdom,Sovereign,0,0.40980582524271847,1,1,Algeria (Regency of Algiers),Colony of,2,0.542
235-615,235,615,12.076421392548166,6.0601259555590765,0.5,0.5,1,bridge,6.0601259555590765,1,,Portugal,Sovereign,3,0.7050000000000001,1,1,Algeria (Regency of Algiers),Colony of,2,0.542
300-615,300,615,18.951731377216383,17368.99433596071,0.25,0.75,0.75,bridge,17368.99433596071,1,,Austria-Hungary (Austrian Empire),Sovereign,2,0.2766666666666666,1,1,Algeria (Regency of Algiers),Colony of,2,0.542
230-615,230,615,21.160028852411198,172681.50671366896|47703.62626262626,0.6,0.4,0.96,4,172681.50671366896,1,1,Spain,Sovereign,4,0.6065000000000003,1,1,Algeria (Regency of Algiers),Colony of,2,0.542
325-615,325,615,20.82960088966507,36557.13550124767|264580.18067773874,0.35,0.65,0.9099999999999999,bridge,264580.18067773874,1,1,Italy,Sovereign,2,0.4878571428571428,1,1,Algeria (Regency of Algiers),Colony of,2,0.542
225-615,225,615,14.389035436551156,101.39818592307996,0.35,0.65,0.9099999999999999,bridge,101.39818592307996,1,,Switzerland,Sovereign,2,0.5850000000000001,1,1,Algeria (Regency of Algiers),Colony of,2,0.542
615-640,640,615,7.4572842185345944,0.3168693310096249,0.25,0.75,0.75,bridge,0.3168693310096249,1,,Turkey (Ottoman Empire),Sovereign,2,0.24666666666666665,1,1,Algeria (Regency of Algiers),Colony of,2,0.542
615-651,651,615,11.682066852821686,41.27223036400365,0.25,0.75,0.75,bridge,41.27223036400365,1,,Egypt Arab Republic (Egypt),Sovereign,2,0.22923076923076924,1,1,Algeria (Regency of Algiers),Colony of,2,0.542
615-710,710,615,9.825573978611603,3.9608666376203114,0,1,0,bridge,3.9608666376203114,1,,People's Republic of China (China),Sovereign,0,0.07230769230769231,1,1,Algeria (Regency of Algiers),Colony of,2,0.542
615-8151,8151,615,25.312480967371727,7.921733275240623,1,0,0,2,7.921733275240623,1,,Cochin China,Colony of,2,0,1,1,Algeria (Regency of Algiers),Colony of,2,0.542
615-66,66,615,13.65728977945434,5.98090862280667,0.35,0.65,0.9099999999999999,bridge,5.98090862280667,1,,Martinique,Colony of,2,0.866,1,1,Algeria (Regency of Algiers),Colony of,2,0.542
1029-615,1029,615,17.555027582456642,384.99623717669425,0.85,0.15000000000000002,0.51,2,384.99623717669425,1,,St. Pierre and Miquelon,Colony of,2,0.17,1,1,Algeria (Regency of Algiers),Colony of,2,0.542
220-615,615,220,22.6793183791827,3006297.777953816|5105557.095892581,0.85,0.15000000000000002,0.51,2,5105557.095892581,1,1,Algeria (Regency of Algiers),Colony of,2,0.542,1,1,France,Sovereign,2,0.4425862068965518
220-300,300,220,20.107458619838102,934764.5264783935|253812.33413870956,0.1,0.9,0.36000000000000004,bridge,934764.5264783935,1,,Austria-Hungary (Austrian Empire),Sovereign,2,0.2766666666666666,1,1,France,Sovereign,2,0.4425862068965518
140-220,140,220,21.19466137279588,2325028.7162831225|2187903.5132887075,0.3,0.7,0.84,bridge,2325028.7162831225,1,,Brazil,Sovereign,3,0.7147368421052631,1,1,France,Sovereign,2,0.4425862068965518
155-220,155,220,21.361148897249734,669386.4617578327|731424.9444032616,0.5,0.5,1,bridge,731424.9444032616,1,1,Chile,Sovereign,4,0.5394117647058823,1,1,France,Sovereign,2,0.4425862068965518
