"target","source","key","proximity","observedTradeValues","coMembershipScore","bridgeNessEdgeScore","ambiguityScore","sourceCommunityId","maxObservedTradeValue","sourceCited","sourceReporting","sourceLabel","sourceGphStatus","sourceCommunity","sourceMeanAmbiguityScore","targetCited","targetReporting","targetLabel","targetGphStatus","targetCommunity","targetMeanAmbiguityScore","export","import"
"10","390","10-390",4.19500777189075,"0.000013709238480322736",1,0,0,"3",1.37092384803227e-05,1,1,"Denmark","Sovereign",3,0.0709090909090909,1,NA,"Greenland","Colony of",3,0,62191.7999998775,NA
"10","395","10-395",0.678282314912051,"1.257574382415735e-8",1,0,0,"3",1.25757438241574e-08,1,1,"Iceland","Sovereign (unrecognized)",3,0,1,NA,"Greenland","Colony of",3,0,57.0497147514262,NA
"100","101","100-101",1.65955354659803,"0.000007118525508846223",0,1,0,"bridge",7.11852550884622e-06,1,1,"Venezuela","Sovereign",2,0.437333333333333,1,NA,"Colombia (New Granada) (Gran Colombia)","Sovereign",5,0.151666666666667,32293.1077007399,NA
"100","130","100-130",2.46806192247397,"0.000006106958683856439",1,0,0,"5",6.10695868385644e-06,1,1,"Ecuador","Sovereign",5,0.0126666666666667,1,NA,"Colombia (New Granada) (Gran Colombia)","Sovereign",5,0.151666666666667,27704.1466321456,NA
"100","2","100-2",1.08209179774671,"0.0007866019157038879",1,0,0,"5",0.000786601915703888,1,1,"United States of America","Sovereign",5,0.0557142857142857,1,NA,"Colombia (New Granada) (Gran Colombia)","Sovereign",5,0.151666666666667,3568410.38918341,NA
"100","200","100-200",0.406852895542477,"0.00030946933099728464",0,1,0,"bridge",0.000309469330997285,1,1,"United Kingdom","Sovereign",0,0.0710679611650486,1,NA,"Colombia (New Granada) (Gran Colombia)","Sovereign",5,0.151666666666667,1403904,NA
"100","220","100-220",0.237616526147056,"0.00014032492923494837",0,1,0,"bridge",0.000140324929234948,1,1,"France","Sovereign",2,0.103207547169811,1,NA,"Colombia (New Granada) (Gran Colombia)","Sovereign",5,0.151666666666667,636582.400000049,NA
"100","40","100-40",0.77344072385425,"0.00001018396719835762",0.35,0.65,0.91,"bridge",1.01839671983576e-05,1,1,"Cuba","Sovereign",5,0.39875,1,NA,"Colombia (New Granada) (Gran Colombia)","Sovereign",5,0.151666666666667,46199.4480666923,NA
"101","110","101-110",0.729689732369468,"7.09065350176792e-8|0.0000013580090000077487",0.45,0.55,0.99,"bridge",1.35800900000775e-06,1,1,"Guyana (British Guiana)","Colony of",9,0.2475,1,1,"Venezuela","Sovereign",2,0.437333333333333,321.666666666667,6160.59194299808
"101","220","101-220",0.390054544171908,"0.00006075042668098376|0.00009189748580049683",0.45,0.55,0.99,"bridge",9.18974858004968e-05,1,1,"France","Sovereign",2,0.103207547169811,1,1,"Venezuela","Sovereign",2,0.437333333333333,275593.600000021,416891.869347767
"101","230","101-230",2.08773317031591,"0.000012475930630004208|0.00011080181001966109",0.35,0.65,0.91,"bridge",0.000110801810019661,1,1,"Spain","Sovereign",2,0.228333333333333,1,1,"Venezuela","Sovereign",2,0.437333333333333,56596.913363732,502651.115031515
"101","52","101-52",3.54339133666263,"0.0000012941728510532474|0.00004709775749421296",0.45,0.55,0.99,"bridge",4.7097757494213e-05,1,1,"Trinidad and Tobago","Colony of",9,0.066,1,1,"Venezuela","Sovereign",2,0.437333333333333,5871,213658.425938613
"1029","20","1029-20",1.95364158697548,"0.000030316210612044846",0,1,0,"bridge",3.03162106120448e-05,1,1,"Canada (Province of Canada)","Sovereign",9,0.0825,1,1,"St. Pierre and Miquelon","Colony of",2,0,137529.134812605,NA
"1029","220","1029-220",2.7783509495716,"0.000030803033246695994|0.00006904141816985414",1,0,0,"2",6.90414181698541e-05,1,1,"France","Sovereign",2,0.103207547169811,1,1,"St. Pierre and Miquelon","Colony of",2,0,139737.600000011,313205.585904024
