key,source,target,proximity,observedTradeValues,coMembershipScore,bridgeNessEdgeScore,ambiguityScore,maxObservedTradeValue,sourceCited,sourceReporting,sourceLabel,sourceGphStatus,sourceBlockLouvain,sourceBlockIntramax,sourceBlockAN,sourceMeanAmbiguityScore,targetCited,targetReporting,targetLabel,targetGphStatus,targetBlockLouvain,targetBlockIntramax,targetBlockAN,targetMeanAmbiguityScore
461-630,630,461,3.1997233186888367,1.5103417787173764e-8|0.000001627798096490876,0,1,0,0.000001627798096490876,,,Iran (Persia),,0,,,0.005538461538461537,,,Togo (French Togoland),,1,,,0
231-651,231,651,1.211664880246275,2.1238413813122303e-7,0,1,0,2.1238413813122303e-7,,,Gibraltar,,0,,,0.4889189189189189,,,Egypt Arab Republic (Egypt),,3,,,0.032285714285714286
625-679,679,625,3.3877102786661806,0.000004067291700153949|0.0000025562552192189613,1,0,0,0.000004067291700153949,,,Yemen,,3,,,0.0441860465116279,,,Sudan (Anglo-Egyptian Sudan) (Mahdist State),,3,,,0.046530612244897955
625-900,625,900,1.3444997004898291,2.202581760629508e-9|0.000008007065811843867,0,1,0,0.000008007065811843867,,,Sudan (Anglo-Egyptian Sudan) (Mahdist State),,3,,,0.046530612244897955,,,Australia,,4,,,0.02620689655172416
501-625,625,501,4.350918051996187,1.2277090965237082e-7|0.000004599630257936758,0.05,0.95,0.19,0.000004599630257936758,,,Sudan (Anglo-Egyptian Sudan) (Mahdist State),,3,,,0.046530612244897955,,,Kenya (British East Africa Protectorate),,5,,,0.07980392156862744
522-625,625,522,2.707889557319201,7.108794259927195e-7,1,0,0,7.108794259927195e-7,,,Sudan (Anglo-Egyptian Sudan) (Mahdist State),,3,,,0.046530612244897955,,,Djibouti (Afar and Issas) (French Somaliland),,3,,,0.0532
625-830,625,830,1.0915236341454069,0.000017745439551176815|0.0000024282518988016035,0,1,0,0.000017745439551176815,,,Sudan (Anglo-Egyptian Sudan) (Mahdist State),,3,,,0.046530612244897955,,,Singapore,,4,,,0.055384615384615435
560-625,625,560,0.42723738409010936,3.600300238520266e-8|0.000001134475901897757,0.05,0.95,0.19,0.000001134475901897757,,,Sudan (Anglo-Egyptian Sudan) (Mahdist State),,3,,,0.046530612244897955,,,South Africa,,5,,,0.05492537313432835
360-625,625,360,0.6451107786163238,4.000333598355864e-9|6.691972929355097e-7,0,1,0,6.691972929355097e-7,,,Sudan (Anglo-Egyptian Sudan) (Mahdist State),,3,,,0.046530612244897955,,,Romania,,0,,,0.02321428571428571
350-59,350,59,2.069414031993984,3.5454435455707965e-8|1.2151293104518196e-11,0,1,0,3.5454435455707965e-8,,,Greece,,0,,,0.025569620253164553,,,Montserrat,,2,,,0.03692307692307692
231-705,231,705,0.6789335772007697,3.1177659939224434e-8,0.25,0.75,0.75,3.1177659939224434e-8,,,Gibraltar,,0,,,0.4889189189189189,,,Kazakhstan,,0,,,0.017045454545454544
371-815,815,371,0.24221431473698765,2.2224011592247203e-7,0,1,0,2.2224011592247203e-7,,,Vietnam,,3,,,0.08173076923076929,,,Armenia,,0,,,0
625-731,731,625,2.738043783698639,6.079682060653284e-7|1.1565472868531943e-8,0.05,0.95,0.19,6.079682060653284e-7,,,North Korea (Democratic People's Republic of Korea),,3,,,0.35573770491803275,,,Sudan (Anglo-Egyptian Sudan) (Mahdist State),,3,,,0.046530612244897955
705-760,760,705,0.1863551164419905,9.819523911935378e-9,0,1,0,9.819523911935378e-9,,,Bhutan,,3,,,0.26464285714285724,,,Kazakhstan,,0,,,0.017045454545454544
370-815,815,370,0.4435056634849309,2.6221275390239814e-7|0.000003743541600261568,0,1,0,0.000003743541600261568,,,Vietnam,,3,,,0.08173076923076929,,,Belarus (Byelorussia),,0,,,0.022926829268292682
130-731,130,731,0.25720113329246236,2.8539166527013685e-7|1.833054541903687e-8,0.75,0.25,0.75,2.8539166527013685e-7,,,Ecuador,,2,,,0.022058823529411766,,,North Korea (Democratic People's Republic of Korea),,3,,,0.35573770491803275
344-345,344,345,4.023230170377921,0.00001715010821028388,1,0,0,0.00001715010821028388,,,Croatia,,0,,,0.029999999999999995,,,"Yugoslavia (Kingdom of Serbs, Croats and Slovenes)",,0,,,0.04499999999999999
30-365,365,30,0.6027675280924234,0.00001813107362868356|7.938791533140037e-9,1,0,0,0.00001813107362868356,,,Russia (USSR),,0,,,0.02261538461538461,,,Bermuda,,0,,,0
365-482,365,482,0.4587540360738618,3.40840413987589e-7,0,1,0,3.40840413987589e-7,,,Russia (USSR),,0,,,0.02261538461538461,,,Central African Republic (Ubangi Shari),,1,,,0.012413793103448274
530-552,552,530,0.6552379405178399,9.724743825720137e-8,0.05,0.95,0.19,9.724743825720137e-8,,,Zimbabwe (Rhodesia) (Southern Rhodesia),,5,,,0.06943396226415093,,,Ethiopia (Abyssinia),,3,,,0.047499999999999994
541-694,694,541,1.8970905611853586,0.0000027380240144879036,0.05,0.95,0.19,0.0000027380240144879036,,,Qatar,,3,,,0.04222222222222222,,,Mozambique (Portuguese East Africa),,5,,,0.03958333333333333
553-692,692,553,0.8355706309405173,5.207916316248023e-8,0.05,0.95,0.19,5.207916316248023e-8,,,Bahrain,,3,,,0.07047619047619047,,,Malawi (Nyasaland) (British Central Africa Protectorate),,5,,,0.051509433962264144
58-92,58,92,1.4872863053276955,1.598790401683424e-8,1,0,0,1.598790401683424e-8,,,Antigua and Barbuda (Antigua),,2,,,0.0475,,,El Salvador,,2,,,0
395-615,615,395,2.063668227758836,0.000013813986517096545,0.05,0.95,0.19,0.000013813986517096545,,,Algeria (Regency of Algiers),,0,,,0.1946153846153847,,,Iceland,,6,,,0.13129032258064513
352-679,679,352,1.4754021858238815,1.1798745719051591e-8|1.239794836599635e-7,1,0,0,1.239794836599635e-7,,,Yemen,,3,,,0.0441860465116279,,,Cyprus,,3,,,0.041153846153846145
522-663,522,663,1.5247158105970908,8.844862296604569e-10|1.4256664520311547e-7,1,0,0,1.4256664520311547e-7,,,Djibouti (Afar and Issas) (French Somaliland),,3,,,0.0532,,,Jordan (Transjordan),,3,,,0.045
