key,source,target,proximity,observedTradeValues,coMembershipScore,bridgeNessEdgeScore,ambiguityScore,maxObservedTradeValue,sourceCited,sourceReporting,sourceLabel,sourceGphStatus,sourceBlockLouvain,sourceBlockIntramax,sourceBlockAN,sourceMeanAmbiguityScore,targetCited,targetReporting,targetLabel,targetGphStatus,targetBlockLouvain,targetBlockIntramax,targetBlockAN,targetMeanAmbiguityScore
220-66,220,66,2.272957436977477,0.0007709296164061622|0.0008810880146028379,0.6,0.4,0.96,0.0008810880146028379,,,France,,1,,,0.13918918918918924,,,Martinique,,4,,,0.96
220-65,220,65,2.272957436977477,0.0005750527740768644|0.000772797867556679,0,1,0,0.000772797867556679,,,France,,1,,,0.13918918918918924,,,Guadeloupe,,4,,,0
120-220,220,120,2.272957436977477,0.0003938202544465892|0.00009352330881259173,1,0,0,0.0003938202544465892,,,France,,1,,,0.13918918918918924,,,French Guiana,,1,,,0
220-585,220,585,2.272957436977477,0.0005281700808198473|0.00127979264690915,1,0,0,0.00127979264690915,,,France,,1,,,0.13918918918918924,,,Reunion (Bourbon I.),,1,,,0
1029-220,220,1029,2.272957436977477,0.00015005224225451|0.0012354921322084485,1,0,0,0.0012354921322084485,,,France,,1,,,0.13918918918918924,,,St. Pierre and Miquelon,,1,,,0
220-751,220,751,2.2729574369774777,0.000053932283384133716|0.00007383419116783557,0,1,0,0.00007383419116783557,,,France,,1,,,0.13918918918918924,,,French India,,5,,,0
300-325,300,325,2.4829267407633777,0.006690856705606389|0.002008928419404759,1,0,0,0.006690856705606389,,,Austria-Hungary (Austrian Empire),,1,,,0.019,,,Italy,,1,,,0.02375
220-325,220,325,1.4635935706740686,0.011852461819132385|0.015805439189328002,0.05,0.95,0.19,0.015805439189328002,,,France,,1,,,0.13918918918918924,,,Italy,,1,,,0.02375
325-350,350,325,1.4154395476041615,0.0005818784182855268|0.00008330534587408084,1,0,0,0.0005818784182855268,,,Greece,,1,,,0.019,,,Italy,,1,,,0.02375
210-325,210,325,0.19253313603650862,0.00122905828190097|0.00032276576315368985,0,1,0,0.00122905828190097,,,Netherlands,,6,,,0.034374999999999996,,,Italy,,1,,,0.02375
225-325,225,325,2.1913027968597305,0.0028654176165850945,1,0,0,0.0028654176165850945,,,Switzerland,,1,,,0.06333333333333334,,,Italy,,1,,,0.02375
325-640,640,325,1.1806618053595086,0.0022428362961289883|0.00019804003646213303,1,0,0,0.0022428362961289883,,,Turkey (Ottoman Empire),,1,,,0.042222222222222223,,,Italy,,1,,,0.02375
200-780,200,780,0.698971706191968,0.0016714225223105033|0.0039913190222552325,0,1,0,0.0039913190222552325,,,United Kingdom,,0,,,0.002794117647058826,,,Sri Lanka (Ceylon),,5,,,0
590-780,590,780,0.2704880093525358,0.000022287927697191922|0.000004308801305893873,0,1,0,0.000022287927697191922,,,Mauritius,,8,,,0,,,Sri Lanka (Ceylon),,5,,,0
750-780,750,780,2.8658500288976185,0.0032124261328160954|0.0017589192870073492,1,0,0,0.0032124261328160954,,,India,,5,,,0,,,Sri Lanka (Ceylon),,5,,,0
720-780,720,780,1.5094729226666816,0.000009491493367881132,0,1,0,0.000009491493367881132,,,Hong Kong,,8,,,0,,,Sri Lanka (Ceylon),,5,,,0
780-781,781,780,4.829189528130106,0.000055120721330870456,1,0,0,0.000055120721330870456,,,Maldive Islands,,5,,,0,,,Sri Lanka (Ceylon),,5,,,0
751-780,751,780,4.667940008337989,0.00018857101905883088,1,0,0,0.00018857101905883088,,,French India,,5,,,0,,,Sri Lanka (Ceylon),,5,,,0
200-561,200,561,1.1906421909066518,0.0022184211965672|0.003199200179942359,0,1,0,0.003199200179942359,,,United Kingdom,,0,,,0.002794117647058826,,,Cape Colony (Cape of Good Hope),,8,,,0
