key,source,target,proximity,observedTradeValues,coMembershipScore,bridgeNessEdgeScore,ambiguityScore,maxObservedTradeValue,sourceCited,sourceReporting,sourceLabel,sourceGphStatus,sourceBlockLouvain,sourceBlockIntraMax,sourceBlockAn,sourceMeanAmbiguityScore,targetCited,targetReporting,targetLabel,targetGphStatus,targetBlockLouvain,targetBlockIntraMax,targetBlockAn,targetMeanAmbiguityScore
10-11,10,11,5.293054459109704,8.03845407939799e-7|1.7668799748417262e-7,1,0,0,8.03845407939799e-7,,,Greenland,,0,1,NAM,0.07562500000000001,,,Faeroe Is.,,0,1,LA,0.1696551724137931
10-1163,10,1163,0.8578392200676187,1.834397527839397e-9,0.95,0.050000000000000044,0.19000000000000017,1.834397527839397e-9,,,Greenland,,0,1,NAM,0.07562500000000001,,,Falkland Is.,,0,1,LA,0.1745000000000001
10-230,10,230,1.5099789386201379,3.8792242032745386e-8|0.000003799377113667657,0.15,0.85,0.51,0.000003799377113667657,,,Greenland,,0,1,NAM,0.07562500000000001,,,Spain,,2,2,AS,0.3344736842105266
10-235,10,235,1.1212876335363096,6.120352234347745e-7|3.535505608862561e-8,0.15,0.85,0.51,6.120352234347745e-7,,,Greenland,,0,1,NAM,0.07562500000000001,,,Portugal,,2,3,AF,0.38571428571428573
10-328,10,328,0.14881631367486087,1.1036705787331259e-11,0,1,0,1.1036705787331259e-11,,,Greenland,,0,1,NAM,0.07562500000000001,,,Vatican City,,2,1,WE,0.074
10-359,10,359,0.10791478555609453,1.7382488195096917e-8,1,0,0,1.7382488195096917e-8,,,Greenland,,0,1,NAM,0.07562500000000001,,,Moldova (Bessarabia) (Moldavian Republic),,0,1,WE,0.09282051282051283
10-367,10,367,4.588765350906571,0.000004369615523735934|8.139226884460136e-9,1,0,0,0.000004369615523735934,,,Greenland,,0,1,NAM,0.07562500000000001,,,Latvia,,0,3,AS,0.07859999999999999
10-369,10,369,1.3727917371849463,2.4708475615755014e-9|4.24774102233834e-7,1,0,0,4.24774102233834e-7,,,Greenland,,0,1,NAM,0.07562500000000001,,,Ukraine,,0,3,AS,0.11123076923076924
10-370,10,370,1.058863763852057,1.7366151444882007e-7,1,0,0,1.7366151444882007e-7,,,Greenland,,0,1,NAM,0.07562500000000001,,,Belarus (Byelorussia),,0,1,EESU,0.033600000000000005
10-373,10,373,0.6321121174280789,5.4746426874485447e-8,1,0,0,5.4746426874485447e-8,,,Greenland,,0,1,NAM,0.07562500000000001,,,Azerbaijan,,0,1,EESU,0.12880952380952385
