key,source,target,proximity,observedTradeValues,coMembershipScore,bridgeNessEdgeScore,ambiguityScore,maxObservedTradeValue,sourceCited,sourceReporting,sourceLabel,sourceGphStatus,sourceBlockLouvain,sourceBlockIntramax,sourceBlockAN,sourceMeanAmbiguityScore,targetCited,targetReporting,targetLabel,targetGphStatus,targetBlockLouvain,targetBlockIntramax,targetBlockAN,targetMeanAmbiguityScore
1062-439,1062,439,3.721611488990312,7.129244147035443e-9,0,1,0,7.129244147035443e-9,,,Anguilla,,1,,,0,,,Burkina Faso (Upper Volta),,3,,,0.03806451612903226
235-439,439,235,0.41703244163518577,8.8719482718663e-10|9.803634276682992e-7,1,0,0,9.803634276682992e-7,,,Burkina Faso (Upper Volta),,3,,,0.03806451612903226,,,Portugal,,3,,,0.01803030303030303
531-840,840,531,1.6579574557115184,1.4129399099638995e-10|3.668943745690678e-7,0,1,0,3.668943745690678e-7,,,Philippines,,4,,,0,,,Eritrea,,0,,,0.1575
369-439,439,369,0.7265686692072139,1.8355779325339924e-8|9.265442061717136e-7,0,1,0,9.265442061717136e-7,,,Burkina Faso (Upper Volta),,3,,,0.03806451612903226,,,Ukraine,,2,,,0.05719512195121951
501-625,625,501,3.1337785800701807,0.0000012793261392671432|0.000003919401544543167,1,0,0,0.000003919401544543167,,,Sudan (Anglo-Egyptian Sudan) (Mahdist State),,0,,,0.0985,,,Kenya (British East Africa Protectorate),,0,,,0.009500000000000008
500-625,625,500,4.003025218359607,3.1221981980556066e-9|0.000004598912922898304,1,0,0,0.000004598912922898304,,,Sudan (Anglo-Egyptian Sudan) (Mahdist State),,0,,,0.0985,,,Uganda,,0,,,0.02372093023255815
522-625,625,522,2.4196534198508552,8.696627542755834e-7|3.336120116915651e-7,1,0,0,8.696627542755834e-7,,,Sudan (Anglo-Egyptian Sudan) (Mahdist State),,0,,,0.0985,,,Djibouti (Afar and Issas) (French Somaliland),,0,,,0.05718750000000001
368-40,40,368,1.0388274655230758,6.615765471574542e-7|0.0000011380381919921234,0,1,0,0.0000011380381919921234,,,Cuba,,1,,,0.017454545454545455,,,Lithuania,,2,,,0.06488888888888888
600-625,625,600,0.5320347538284498,2.6991377017582774e-9|0.0000012338476640073351,0,1,0,0.0000012338476640073351,,,Sudan (Anglo-Egyptian Sudan) (Mahdist State),,0,,,0.0985,,,Morocco,,3,,,0.00958904109589041
360-625,625,360,0.7711221807623837,0.0000011140344670258593|0.000004557140481056825,0,1,0,0.000004557140481056825,,,Sudan (Anglo-Egyptian Sudan) (Mahdist State),,0,,,0.0985,,,Romania,,2,,,0.10111111111111111
365-625,625,365,0.8931413179085017,1.7603071967988772e-9|0.000025695354305877067,0,1,0,0.000025695354305877067,,,Sudan (Anglo-Egyptian Sudan) (Mahdist State),,0,,,0.0985,,,Russia (USSR),,2,,,0.04507246376811594
130-731,130,731,0.16130349063727298,5.719648820745467e-9|1.3720239162505722e-7,0,1,0,1.3720239162505722e-7,,,Ecuador,,1,,,0,,,North Korea (Democratic People's Republic of Korea),,3,,,0
365-935,365,935,2.44608557501233,0.000007916712936047814,0,1,0,0.000007916712936047814,,,Russia (USSR),,2,,,0.04507246376811594,,,Vanuatu (New Hebrides),,4,,,0
