key,source,target,proximity,observedTradeValues,coMembershipScore,bridgeNessEdgeScore,ambiguityScore,maxObservedTradeValue,sourceCited,sourceReporting,sourceLabel,sourceGphStatus,sourceBlockLouvain,sourceBlockIntraMax,sourceBlockAn,sourceMeanAmbiguityScore,targetCited,targetReporting,targetLabel,targetGphStatus,targetBlockLouvain,targetBlockIntraMax,targetBlockAn,targetMeanAmbiguityScore
10-390,10,390,4.371155249561268,0.000011149773985569284,1,0,0,0.000011149773985569284,,,Greenland,,0,2,NAM,0,,,Denmark,,0,6,WE,0.2876
100-101,100,101,4.51535343524468,0.000013774625096431015|0.00020923715048608958,1,0,0,0.00020923715048608958,,,Colombia (New Granada) (Gran Colombia),,4,2,AS,0.25600000000000006,,,Venezuela,,4,2,AS,0.504375
100-130,100,130,2.509896848388158,0.000011227690514055951|0.0000017070378965263932,0.2,0.8,0.6400000000000001,0.000011227690514055951,,,Colombia (New Granada) (Gran Colombia),,4,2,AS,0.25600000000000006,,,Ecuador,,5,2,AS,0.10250000000000001
100-2,2,100,1.7822693634295035,0.000892740207631495|0.001865743138620254,0.2,0.8,0.6400000000000001,0.001865743138620254,,,United States of America,,5,2,AS,0.11913043478260871,,,Colombia (New Granada) (Gran Colombia),,4,2,AS,0.25600000000000006
100-200,100,200,0.6050018369668704,0.0005019636285836017|0.00018134757637552332,0,1,0,0.0005019636285836017,,,Colombia (New Granada) (Gran Colombia),,4,2,AS,0.25600000000000006,,,United Kingdom,,1,2,AF,0.28428571428571425
100-225,100,225,0.5399085466313882,0.00005010709010262,0,1,0,0.00005010709010262,,,Colombia (New Granada) (Gran Colombia),,4,2,AS,0.25600000000000006,,,Switzerland,,0,1,WE,0.13769230769230772
100-325,100,325,0.2428196582461838,0.000005067633286073901|0.00004763923683583705,0,1,0,0.00004763923683583705,,,Colombia (New Granada) (Gran Colombia),,4,2,AS,0.25600000000000006,,,Italy,,0,1,WE,0.12536585365853659
100-385,100,385,0.5174466827444322,2.5809314183093055e-7|0.000017232299867203304,0,1,0,0.000017232299867203304,,,Colombia (New Granada) (Gran Colombia),,4,2,AS,0.25600000000000006,,,Norway,,0,1,AF,0.19823529411764704
100-68,68,100,0.9208643285079028,0.000002784083940839592,1,0,0,0.000002784083940839592,,,Netherlands Antilles,,4,2,AS,0.43374999999999997,,,Colombia (New Granada) (Gran Colombia),,4,2,AS,0.25600000000000006
100-94,94,100,1.0863082810818678,0.000003340905186061537|2.2624218479451087e-7,0.2,0.8,0.6400000000000001,0.000003340905186061537,,,Costa Rica,,5,1,WE,0.053333333333333344,,,Colombia (New Granada) (Gran Colombia),,4,2,AS,0.25600000000000006
100-95,95,100,0.8971225133888493,0.000005504374704119135,0.2,0.8,0.6400000000000001,0.000005504374704119135,,,Panama,,5,2,LA,0.1366666666666667,,,Colombia (New Granada) (Gran Colombia),,4,2,AS,0.25600000000000006
101-110,101,110,0.43250183869628633,9.138410643744457e-7|3.6595523281736786e-8,0.3,0.7,0.84,9.138410643744457e-7,,,Venezuela,,4,2,AS,0.504375,,,Guyana (British Guiana),,8,2,AS,0.16444444444444445
101-115,101,115,0.4294299368020896,2.2124396278144328e-7,0.3,0.7,0.84,2.2124396278144328e-7,,,Venezuela,,4,2,AS,0.504375,,,Surinam (Dutch Guiana),,8,2,AS,0.16444444444444445
101-120,101,120,2.254720979010288,0.0000010866459062036638,0.6,0.4,0.96,0.0000010866459062036638,,,Venezuela,,4,2,AS,0.504375,,,French Guiana,,4,2,AS,0.4654545454545454
