"target","source","key","proximity","observedTradeValues","coMembershipScore","bridgeNessEdgeScore","ambiguityScore","sourceCommunityId","maxObservedTradeValue","sourceCited","sourceReporting","sourceLabel","sourceGphStatus","sourceCommunity","sourceMeanAmbiguityScore","targetCited","targetReporting","targetLabel","targetGphStatus","targetCommunity","targetMeanAmbiguityScore","export","import"
"10","390","10-390",4.83150158468959,"0.000029965168036179994",1,0,0,"0",2.996516803618e-05,1,1,"Denmark","Sovereign",0,0,1,NA,"Greenland","Colony of",0,0,33821.8069316713,NA
"100","2","100-2",1.06460091729042,"0.0009617914976921761",1,0,0,"6",0.000961791497692176,1,1,"United States of America","Sovereign",6,0.115882352941177,1,NA,"Colombia (New Granada) (Gran Colombia)","Sovereign",6,0,1085577.97187026,NA
"100","200","100-200",0.387354605655993,"0.0008323785040041992",0,1,0,"bridge",0.000832378504004199,1,1,"United Kingdom","Sovereign",1,0.109305555555556,1,NA,"Colombia (New Granada) (Gran Colombia)","Sovereign",6,0,939509,NA
"100","211","100-211",0.45940519984189,"0.00019643188780145627",0,1,0,"bridge",0.000196431887801456,1,1,"Belgium","Sovereign",3,0.152307692307692,1,NA,"Colombia (New Granada) (Gran Colombia)","Sovereign",6,0,221713.470000335,NA
"100","220","100-220",0.995651499641724,"0.0009343397123251496",0,1,0,"bridge",0.00093433971232515,1,1,"France","Sovereign",4,0,1,NA,"Colombia (New Granada) (Gran Colombia)","Sovereign",6,0,1054593.03017088,NA
"100","94","100-94",1.37348712709026,"0.000006549159374549779",1,0,0,"6",6.54915937454978e-06,1,1,"Costa Rica","Sovereign",6,0,1,NA,"Colombia (New Granada) (Gran Colombia)","Sovereign",6,0,7392.06279982556,NA
"101","2","101-2",1.46035056134099,"0.0004896310379605206",1,0,0,"6",0.000489631037960521,1,1,"United States of America","Sovereign",6,0.115882352941177,1,NA,"Venezuela","Sovereign",6,0,552648.54225612,NA
"101","200","101-200",0.72410695236011,"0.0003994722926086257",0,1,0,"bridge",0.000399472292608626,1,1,"United Kingdom","Sovereign",1,0.109305555555556,1,NA,"Venezuela","Sovereign",6,0,450886,NA
"101","70","101-70",0.0185321182151744,"0.00000411645821423489",1,0,0,"6",4.11645821423489e-06,1,1,"Mexico","Sovereign",6,0.0316666666666667,1,NA,"Venezuela","Sovereign",6,0,4646.26311442816,NA
"1029","2","1029-2",0.857382370832742,"0.00006797954609823206",0.05,0.95,0.19,"bridge",6.79795460982321e-05,1,1,"United States of America","Sovereign",6,0.115882352941177,1,1,"St. Pierre and Miquelon","Colony of",8,0.0475,76728.7899290606,NA
"1029","20","1029-20",2.50331949188255,"0.000044257843086782326",1,0,0,"8",4.42578430867823e-05,1,1,"Canada (Province of Canada)","Colony of",8,0.0135714285714286,1,1,"St. Pierre and Miquelon","Colony of",8,0.0475,49954.0073423256,NA
"1029","21","1029-21",1.90175789635208,"0.0000015832316525499",1,0,0,"8",1.5832316525499e-06,1,1,"Newfoundland and Labrador (Newfoundland)","Colony of",8,0.01,1,1,"St. Pierre and Miquelon","Colony of",8,0.0475,1787,NA
"1048","1055","1048-1055",3.24258350516627,"0.000010982506751543682|6.024608414851326e-8",1,0,0,"8",1.09825067515437e-05,NA,NA,"Windward Is.","Colony of",8,0.0135714285714286,1,1,"Trinidad","Colony of",8,0.0126666666666667,12396,68
"1048","1063","1048-1063",0.360005089100413,"6.458734609450907e-7|5.84741404970864e-8",1,0,0,"8",6.45873460945091e-07,NA,NA,"Leeward Is.","Colony of",8,0.0135714285714286,1,1,"Trinidad","Colony of",8,0.0126666666666667,729,66
"1063","1055","1055-1063",2.86407329069539,"2.1174726634550983e-7|7.619357701135501e-8",1,0,0,"8",2.1174726634551e-07,NA,NA,"Windward Is.","Colony of",8,0.0135714285714286,NA,NA,"Leeward Is.","Colony of",8,0.0135714285714286,239,86
"1063","31","1063-31",0.21108842795694,"4.429859128567151e-9",1,0,0,"8",4.42985912856715e-09,1,1,"Bahamas","Colony of",8,0.0135714285714286,NA,NA,"Leeward Is.","Colony of",8,0.0135714285714286,5,NA
"1063","51","1063-51",0.863838558738626,"8.505329526848931e-8",1,0,0,"8",8.50532952684893e-08,1,1,"Jamaica","Colony of",8,0.0135714285714286,NA,NA,"Leeward Is.","Colony of",8,0.0135714285714286,96,NA
"11","225","11-225",0.785590534820073,"8.957175157962781e-7",0,1,0,"bridge",8.95717515796278e-07,1,1,"Switzerland","Sovereign",5,0,1,NA,"Faeroe Is.","Colony of",0,0,1011,NA
"11","385","11-385",1.95255067173645,"6.237241653022549e-7",1,0,0,"0",6.23724165302255e-07,1,1,"Norway","Sovereign (limited)",0,0,1,NA,"Faeroe Is.","Colony of",0,0,704,NA
