key,source,target,proximity,observedTradeValues,coMembershipScore,bridgeNessEdgeScore,ambiguityScore,maxObservedTradeValue,sourceCited,sourceReporting,sourceLabel,sourceGphStatus,sourceBlockLouvain,sourceBlockIntramax,sourceBlockAN,sourceMeanAmbiguityScore,targetCited,targetReporting,targetLabel,targetGphStatus,targetBlockLouvain,targetBlockIntramax,targetBlockAN,targetMeanAmbiguityScore
200-590,590,200,1.1444940737380114,0.003443127320614654|0.0009019706948412952,1,0,0,0.003443127320614654,,,Mauritius,,0,,,0,,,United Kingdom,,0,,,0
590-750,590,750,2.005807266927666,6.21755644551425e-7|0.0012583993803417669,0,1,0,0.0012583993803417669,,,Mauritius,,0,,,0,,,India,,1,,,0
561-590,590,561,3.0647038119732897,0.00029533393116192686|0.0001161406106003498,1,0,0,0.00029533393116192686,,,Mauritius,,0,,,0,,,Cape Colony (Cape of Good Hope),,0,,,0
585-590,590,585,1.2946452295348445,0.00003621726629512051,0,1,0,0.00003621726629512051,,,Mauritius,,0,,,0,,,Reunion (Bourbon I.),,2,,,0
380-385,380,385,2.849424656027192,0.00017602226693100024|0.0013925445627127153,1,0,0,0.0013925445627127153,,,Sweden,,4,,,0.12999999999999998,,,Norway,,4,,,0
365-380,380,365,1.165953073889507,0.00011952532411270147|0.0012032282282935568,0,1,0,0.0012032282282935568,,,Sweden,,4,,,0.12999999999999998,,,Russia (USSR),,5,,,0
239-380,380,239,0.5438693742585615,0.00046569156334620845,1,0,0,0.00046569156334620845,,,Sweden,,4,,,0.12999999999999998,,,Prussia,,4,,,0
380-390,380,390,3.4250813931488575,0.0013066142671445864|0.001470100207290419,1,0,0,0.001470100207290419,,,Sweden,,4,,,0.12999999999999998,,,Denmark,,4,,,0.12133333333333332
200-380,380,200,0.3395730909401274,0.00327747582730894|0.0007254233012795855,0,1,0,0.00327747582730894,,,Sweden,,4,,,0.12999999999999998,,,United Kingdom,,0,,,0
220-380,380,220,0.3252272318240242,0.0009362817055494948|0.00017098280225164188,0,1,0,0.0009362817055494948,,,Sweden,,4,,,0.12999999999999998,,,France,,2,,,0.08687500000000001
230-380,380,230,0.003027198606152808,0.00017406283538816907|0.00007073520429742626,0,1,0,0.00017406283538816907,,,Sweden,,4,,,0.12999999999999998,,,Spain,,2,,,0.2685
235-380,380,235,1.503674524623594,0.0002534198128728315,0.35,0.65,0.9099999999999999,0.0002534198128728315,,,Sweden,,4,,,0.12999999999999998,,,Portugal,,4,,,0.6066666666666666
380-561,380,561,0.4014243327534599,0.00007053953554192218,0,1,0,0.00007053953554192218,,,Sweden,,4,,,0.12999999999999998,,,Cape Colony (Cape of Good Hope),,0,,,0
200-280,200,280,0.0960843367893342,0.00015059874753631374,0,1,0,0.00015059874753631374,,,United Kingdom,,0,,,0,,,Mecklenburg Schwerin,,4,,,0
200-240,200,240,0.4954852774151609,0.0014366117596653967,0,1,0,0.0014366117596653967,,,United Kingdom,,0,,,0,,,Hanover,,4,,,0
200-257,200,257,0.03752102866255984,0.00012454014962097964,0,1,0,0.00012454014962097964,,,United Kingdom,,0,,,0,,,Oldenburg,,4,,,0
200-210,200,210,0.5894199798878614,0.016139272457153884|0.013335288960609289,0,1,0,0.016139272457153884,,,United Kingdom,,0,,,0,,,Netherlands,,4,,,0.05055555555555555
200-235,200,235,0.913257107909383,0.004324301806229476,0,1,0,0.004324301806229476,,,United Kingdom,,0,,,0,,,Portugal,,4,,,0.6066666666666666
200-402,200,402,0.5505375008827786,0.000037544643560655415,0,1,0,0.000037544643560655415,,,United Kingdom,,0,,,0,,,Cape Verde,,3,,,0
200-840,200,840,0.6237297714771433,0.0004527779559119601,0,1,0,0.0004527779559119601,,,United Kingdom,,0,,,0,,,Philippines,,2,,,0.3
200-337,200,337,0.3103590557703674,0.002724250489024279|0.002564742033774628,0,1,0,0.002724250489024279,,,United Kingdom,,0,,,0,,,Tuscany,,6,,,0
200-327,200,327,0.15714513448657677,0.0007391555069622141,0,1,0,0.0007391555069622141,,,United Kingdom,,0,,,0,,,Papal States,,6,,,0
200-329,200,329,0.3673575877402493,0.0035917277052507014,0,1,0,0.0035917277052507014,,,United Kingdom,,0,,,0,,,Two Sicilies,,6,,,0
200-350,200,350,0.20249088274205107,0.0005989511398782646,0,1,0,0.0005989511398782646,,,United Kingdom,,0,,,0,,,Greece,,6,,,0
200-600,200,600,1.302709880230049,0.00043244863683304446,1,0,0,0.00043244863683304446,,,United Kingdom,,0,,,0,,,Morocco,,0,,,0
2-200,200,2,0.8031468027923376,0.06335740868435394|0.08653355562124787,0,1,0,0.08653355562124787,,,United Kingdom,,0,,,0,,,United States of America,,3,,,0.1311111111111111
200-41,200,41,0.166736697245704,0.0009872462391947302,0,1,0,0.0009872462391947302,,,United Kingdom,,0,,,0,,,Haiti,,3,,,0.09000000000000001
100-200,200,100,0.6534020133426036,0.0019717829496731284,0,1,0,0.0019717829496731284,,,United Kingdom,,0,,,0,,,Colombia (New Granada) (Gran Colombia),,3,,,0.11999999999999998
101-200,200,101,0.22437600284851023,0.0010749289445671677|0.00005038816550682545,0,1,0,0.0010749289445671677,,,United Kingdom,,0,,,0,,,Venezuela,,2,,,0.47454545454545455
140-200,200,140,0.7684609022819495,0.013604166706795654|0.003575094956170694,0,1,0,0.013604166706795654,,,United Kingdom,,0,,,0,,,Brazil,,3,,,0.12000000000000001
1161-200,200,1161,0.9938192967629619,0.0032887906142051245,0,1,0,0.0032887906142051245,,,United Kingdom,,0,,,0,,,Buenos Aires,,7,,,0
155-200,200,155,0.6469961133712794,0.004584577563979064,0,1,0,0.004584577563979064,,,United Kingdom,,0,,,0,,,Chile,,3,,,0.06545454545454545
135-200,200,135,0.5275560630897336,0.0040211251771379635,0,1,0,0.0040211251771379635,,,United Kingdom,,0,,,0,,,Peru,,3,,,0
200-8510,200,8510,1.3223831102764325,2.1205007345208578e-7,1,0,0,2.1205007345208578e-7,,,United Kingdom,,0,,,0,,,Lombok,,0,,,0
200-2003,200,2003,1.3223831102764325,0.002216524076115744,1,0,0,0.002216524076115744,,,United Kingdom,,0,,,0,,,Channel Is.,,0,,,0
200-231,200,231,1.1160860073393568,0.0020061861106641233,0,1,0,0.0020061861106641233,,,United Kingdom,,0,,,0,,,Gibraltar,,2,,,0
200-3349,200,3349,0.8539937644768261,0.000544426783028594,0,1,0,0.000544426783028594,,,United Kingdom,,0,,,0,,,Ionian Is.,,6,,,0
20-200,200,20,0.9509421216506924,0.007147744607390787|0.006633295421783179,0,1,0,0.007147744607390787,,,United Kingdom,,0,,,0,,,Canada (Province of Canada),,3,,,0
1023-200,200,1023,1.2361695499639136,0.0017106668453361572,1,0,0,0.0017106668453361572,,,United Kingdom,,0,,,0,,,New Brunswick,,0,,,0
1024-200,200,1024,1.2389877189523233,0.00019374308377738904,1,0,0,0.00019374308377738904,,,United Kingdom,,0,,,0,,,Prince Edward Is.,,0,,,0
200-21,200,21,1.249122242313412,0.0011769525178701055,1,0,0,0.0011769525178701055,,,United Kingdom,,0,,,0,,,Newfoundland and Labrador (Newfoundland),,0,,,0
200-80,200,80,0.9253141956787205,0.0004822411355621638,1,0,0,0.0004822411355621638,,,United Kingdom,,0,,,0,,,Belize (British Honduras),,0,,,0
1163-200,200,1163,1.139003868721676,0.000030598040228493565,1,0,0,0.000030598040228493565,,,United Kingdom,,0,,,0,,,Falkland Is.,,0,,,0
200-902,200,902,1.2860501239460311,0.00021851760069237442,1,0,0,0.00021851760069237442,,,United Kingdom,,0,,,0,,,Western Australia,,0,,,0
200-903,200,903,1.2464860209099282,0.0010859516215334642,1,0,0,0.0010859516215334642,,,United Kingdom,,0,,,0,,,South Australia,,0,,,0
200-901,200,901,1.2667749913387243,0.006409162420997536,1,0,0,0.006409162420997536,,,United Kingdom,,0,,,0,,,New South Wales,,0,,,0
200-904,200,904,1.2644671176861877,0.006342398062685825,1,0,0,0.006342398062685825,,,United Kingdom,,0,,,0,,,Victoria,,0,,,0
200-906,200,906,1.2626809874152018,0.0019389701642330242,1,0,0,0.0019389701642330242,,,United Kingdom,,0,,,0,,,Tasmania,,0,,,0
200-920,200,920,1.3208939766500298,0.0005849793961496994,1,0,0,0.0005849793961496994,,,United Kingdom,,0,,,0,,,New Zealand,,0,,,0
200-720,200,720,1.3223831102764327,0.00229860316195455,1,0,0,0.00229860316195455,,,United Kingdom,,0,,,0,,,Hong Kong,,0,,,0
200-681,200,681,0.033299360728702064,0.00008123088554499716,0,1,0,0.00008123088554499716,,,United Kingdom,,0,,,0,,,Aden,,1,,,0
200-420,200,420,1.1928545790085563,0.00019942131352205047|0.0001643388069253665,0,1,0,0.00019942131352205047,,,United Kingdom,,0,,,0,,,Gambia,,4,,,0
