key,source,target,proximity,observedTradeValues,coMembershipScore,bridgeNessEdgeScore,ambiguityScore,maxObservedTradeValue,sourceCited,sourceReporting,sourceLabel,sourceGphStatus,sourceBlockLouvain,sourceBlockIntramax,sourceBlockAN,sourceMeanAmbiguityScore,targetCited,targetReporting,targetLabel,targetGphStatus,targetBlockLouvain,targetBlockIntramax,targetBlockAN,targetMeanAmbiguityScore
380-385,385,380,2.2414097889168967,0.0006509608251600603|0.0005030759003400107,1,0,0,0.0006509608251600603,,,Norway,,0,,,0.168,,,Sweden,,0,,,0.168
365-380,365,380,0.3626334528818055,0.0006455317474980126|0.00029602895537629104,0,1,0,0.0006455317474980126,,,Russia (USSR),,3,,,0,,,Sweden,,0,,,0.168
380-390,390,380,3.0894714743937635,0.0017891933817226842,1,0,0,0.0017891933817226842,,,Denmark,,0,,,0.28,,,Sweden,,0,,,0.168
210-380,210,380,0.4530144522605046,0.0004770381602342785|0.00020928531102161366,0,1,0,0.0004770381602342785,,,Netherlands,,1,,,0.06461538461538462,,,Sweden,,0,,,0.168
211-380,211,380,0.2527290754685021,0.0002837053415432989|0.0006934325788739005,0,1,0,0.0006934325788739005,,,Belgium,,2,,,0.1636363636363636,,,Sweden,,0,,,0.168
200-380,200,380,0.64005067876371,0.0045649895049511505|0.006700203917439909,0.7,0.30000000000000004,0.8400000000000001,0.006700203917439909,,,United Kingdom,,0,,,0.154,,,Sweden,,0,,,0.168
220-380,220,380,0.0014229678355081538,0.00045003690672922617|0.0013521586230216883,0,1,0,0.0013521586230216883,,,France,,2,,,0.36777777777777776,,,Sweden,,0,,,0.168
235-380,235,380,0.4447103879881287,0.00005553994493210051|0.00011158459302352272,0,1,0,0.00011158459302352272,,,Portugal,,2,,,0.18666666666666668,,,Sweden,,0,,,0.168
230-380,230,380,0.7835172181237781,0.00008138811999565594|0.0004437746735158244,0,1,0,0.0004437746735158244,,,Spain,,2,,,0.3364705882352941,,,Sweden,,0,,,0.168
160-2,160,2,0.13054721281674317,0.0013637355526470783|0.0009319882158200031,0.1,0.9,0.36000000000000004,0.0013637355526470783,,,Argentina (La Plata),,2,,,0.19384615384615383,,,United States of America,,4,,,0.12
140-2,140,2,1.0631783876022745,0.006929894783479511,0.1,0.9,0.36000000000000004,0.006929894783479511,,,Brazil,,2,,,0.17142857142857143,,,United States of America,,4,,,0.12
110-2,110,2,1.0113858788797332,0.0005776896498798912|0.0003034002891512842,0,1,0,0.0005776896498798912,,,Guyana (British Guiana),,7,,,0.21,,,United States of America,,4,,,0.12
2-710,710,2,0.6146074819953108,0.004736381586434284|0.00006782560573284796,0,1,0,0.004736381586434284,,,People's Republic of China (China),,5,,,0,,,United States of America,,4,,,0.12
2-40,40,2,1.8215750608831085,0.013923371368329975,1,0,0,0.013923371368329975,,,Cuba,,4,,,0.31999999999999995,,,United States of America,,4,,,0.12
2-5,5,2,1.9194030653811787,0.00008361913599865922,0,1,0,0.00008361913599865922,,,Virgin Islands (Danish West Indies),,7,,,0.28,,,United States of America,,4,,,0.12
2-850,850,2,0.10004073464122308,0.0013581839845023876,0,1,0,0.0013581839845023876,,,Indonesia (Dutch East Indies),,1,,,0,,,United States of America,,4,,,0.12
2-200,200,2,0.6910460462183842,0.04008189497478975|0.061872017651214174,0,1,0,0.061872017651214174,,,United Kingdom,,0,,,0.154,,,United States of America,,4,,,0.12
2-255,255,2,0.16521411907879668,0.011052804635632895|0.0036084467565988677,0,1,0,0.011052804635632895,,,Germany (Zollverein),,1,,,0.26526315789473687,,,United States of America,,4,,,0.12
2-41,41,2,0.42531634121036543,0.00031299295118892537,0.5,0.5,1,0.00031299295118892537,,,Haiti,,2,,,0.5,,,United States of America,,4,,,0.12
2-740,740,2,1.3478995029895942,0.0016630754096704568|0.00018925627818478522,0,1,0,0.0016630754096704568,,,Japan,,5,,,0,,,United States of America,,4,,,0.12
2-450,450,2,2.180611477361923,0.000018751751833219654,1,0,0,0.000018751751833219654,,,Liberia,,4,,,0,,,United States of America,,4,,,0.12
2-70,70,2,1.9769959597946913,0.0029529448580434313|0.001104094427794268,1,0,0,0.0029529448580434313,,,Mexico,,4,,,0.336,,,United States of America,,4,,,0.12
2-21,21,2,1.0086180476463977,0.00008524206520797512|0.0003075304868542193,0,1,0,0.0003075304868542193,,,Newfoundland and Labrador (Newfoundland),,7,,,0.18666666666666668,,,United States of America,,4,,,0.12
2-6,6,2,1.5300439568767832,0.0014352644950786633,1,0,0,0.0014352644950786633,,,Puerto Rico,,4,,,0.2133333333333333,,,United States of America,,4,,,0.12
2-42,42,2,1.7150436090376993,0.00009326505080087228,1,0,0,0.00009326505080087228,,,Dominican Republic (Santo Domingo),,4,,,0.31999999999999995,,,United States of America,,4,,,0.12
2-4,4,2,2.1443786055293192,0.00023656844189880709,1,0,0,0.00023656844189880709,,,Hawaii (Sandwich Is.),,4,,,0,,,United States of America,,4,,,0.12
100-2,100,2,1.3149631516883953,0.0011522193505506802,1,0,0,0.0011522193505506802,,,Colombia (New Granada) (Gran Colombia),,4,,,0.25,,,United States of America,,4,,,0.12
