"target","source","key","proximity","observedTradeValues","coMembershipScore","bridgeNessEdgeScore","ambiguityScore","maxObservedTradeValue","sourceCited","sourceReporting","sourceLabel","sourceGphStatus","sourceBlockLouvain","sourceBlockIntraMax","sourceBlockAn","sourceMeanAmbiguityScore","targetCited","targetReporting","targetLabel","targetGphStatus","targetBlockLouvain","targetBlockIntraMax","targetBlockAn","targetMeanAmbiguityScore","export","import"
"100","2","100-2",0.633660146416832,"0.0002711086720040717",0.75,0.25,0.75,0.000271108672004072,NA,NA,"United States of America",NA,4,3,"AS",0.273076923076923,NA,NA,"Colombia (New Granada) (Gran Colombia)",NA,4,5,"AS",0.222,713275.81946961,NA
"100","40","100-40",0.464012916724054,"0.000014586115764985802",1,0,0,1.45861157649858e-05,NA,NA,"Cuba",NA,4,3,"LA",0.249,NA,NA,"Colombia (New Granada) (Gran Colombia)",NA,4,5,"AS",0.222,38375.4735628397,NA
"101","2","101-2",1.26550813368687,"0.0003967357343356988|0.00025186182653136877",0.75,0.25,0.75,0.000396735734335699,NA,NA,"United States of America",NA,4,3,"AS",0.273076923076923,NA,NA,"Venezuela",NA,4,5,"AS",0.185714285714286,662638.156811069,1043795.47850436
"101","40","101-40",2.73233777363694,"0.0001252029378847062|0.0000034159380574619075",1,0,0,0.000125202937884706,NA,NA,"Cuba",NA,4,3,"LA",0.249,NA,NA,"Venezuela",NA,4,5,"AS",0.185714285714286,8987.19321363861,329403.804974469
"1029","20","1029-20",1.90283939259005,"0.000011541638499013535",1,0,0,1.15416384990135e-05,NA,NA,"Canada (Province of Canada)",NA,7,3,"AS",0.09375,NA,NA,"St. Pierre and Miquelon",NA,7,3,"WE",0,30365.5784875898,NA
"1029","21","1029-21",1.99694933645142,"6.408309499945693e-7",1,0,0,6.40830949994569e-07,NA,NA,"Newfoundland and Labrador (Newfoundland)",NA,7,3,"AS",0.0394736842105263,NA,NA,"St. Pierre and Miquelon",NA,7,3,"WE",0,1686,NA
"1029","220","1029-220",2.72941279537329,"0.00008886234189110597|0.000069524886455694",0,1,0,8.8862341891106e-05,NA,NA,"France",NA,0,8,"AF",0.0944230769230769,NA,NA,"St. Pierre and Miquelon",NA,7,3,"WE",0,182917.130586925,233793.184348656
"1029","40","1029-40",1.10816352158971,"0.000002410384938253494",0,1,0,2.41038493825349e-06,NA,NA,"Cuba",NA,4,3,"LA",0.249,NA,NA,"St. Pierre and Miquelon",NA,7,3,"WE",0,6341.62411464339,NA
"1032","200","1032-200",1.51126293151419,"2.964698345170605e-7",0,1,0,2.9646983451706e-07,NA,NA,"United Kingdom",NA,2,4,"AF",0.136734693877551,NA,NA,"Turks and Caicos Is.",NA,7,3,"LA",0,NA,780
"1032","30","1032-30",10.40583234736,"7.981880160074706e-9",1,0,0,7.98188016007471e-09,NA,NA,"Bermuda",NA,7,5,"AS",0.0681818181818182,NA,NA,"Turks and Caicos Is.",NA,7,3,"LA",0,21,NA
"1033","80","1033-80",9.29314936404634,"3.3257834000311275e-9",1,0,0,3.32578340003113e-09,NA,NA,"Belize (British Honduras)",NA,4,3,"AS",0,NA,NA,"Cayman Is.",NA,4,3,"LA",0,8.75,NA
"1055","110","1055-110",2.35577683530757,"9.882327817235351e-8|0.0000012698791245147425",1,0,0,1.26987912451474e-06,NA,NA,"Guyana (British Guiana)",NA,7,5,"AS",0.0394736842105263,NA,NA,"Windward Is.",NA,7,5,"AS",0.075,3341,260
"1055","120","1055-120",0.216661926483259,"2.736644626311328e-8",1,0,0,2.73664462631133e-08,NA,NA,"French Guiana",NA,7,5,"AS",0,NA,NA,"Windward Is.",NA,7,5,"AS",0.075,NA,72
"1055","2","1055-2",1.07381850717776,"0.00001688585752340376|0.00007446105956567977",0.25,0.75,0.75,7.44610595656798e-05,NA,NA,"United States of America",NA,4,3,"AS",0.273076923076923,NA,NA,"Windward Is.",NA,7,5,"AS",0.075,195904,44426
"1055","20","1055-20",1.64619515365317,"0.000005839856125660811|0.00001819868676497033",1,0,0,1.81986867649703e-05,NA,NA,"Canada (Province of Canada)",NA,7,3,"AS",0.09375,NA,NA,"Windward Is.",NA,7,5,"AS",0.075,47880,15364.4224392526
"1055","200","1055-200",1.22297552058052,"0.00008267821514571096|0.00008887025370227178",0,1,0,8.88702537022718e-05,NA,NA,"United Kingdom",NA,2,4,"AF",0.136734693877551,NA,NA,"Windward Is.",NA,7,5,"AS",0.075,233814,217523
"1055","21","1055-21",2.50740058698437,"1.598571279953433e-7|0.000002176012567448938",1,0,0,2.17601256744894e-06,NA,NA,"Newfoundland and Labrador (Newfoundland)",NA,7,3,"AS",0.0394736842105263,NA,NA,"Windward Is.",NA,7,5,"AS",0.075,5725,420.57756074739
"1055","220","1055-220",1.05406038862092,"0.000024964660513993655|4.264604542668486e-7",0,1,0,2.49646605139937e-05,NA,NA,"France",NA,0,8,"AF",0.0944230769230769,NA,NA,"Windward Is.",NA,7,5,"AS",0.075,1122,65681
"1055","52","1055-52",2.80757577898513,"9.563052610832362e-7|1.4937518585282663e-7",1,0,0,9.56305261083236e-07,NA,NA,"Trinidad and Tobago",NA,7,5,"AS",0.0576923076923077,NA,NA,"Windward Is.",NA,7,5,"AS",0.075,393,2516
"1055","53","1055-53",3.40708371853165,"8.890294140197495e-7|0.0000013755440142528745",1,0,0,1.37554401425287e-06,NA,NA,"Barbados",NA,7,5,"AS",0.0625,NA,NA,"Windward Is.",NA,7,5,"AS",0.075,3619,2339
"1063","1055","1055-1063",2.69599112072985,"3.7324791986635054e-7|2.5846088137384764e-8",1,0,0,3.73247919866351e-07,NA,NA,"Windward Is.",NA,7,5,"AS",0.075,NA,NA,"Leeward Is.",NA,7,5,"AS",0.075,68,982
"1063","110","1063-110",2.35210650865978,"2.660626720024902e-8|2.6644276153392235e-7",1,0,0,2.66442761533922e-07,NA,NA,"Guyana (British Guiana)",NA,7,5,"AS",0.0394736842105263,NA,NA,"Leeward Is.",NA,7,5,"AS",0.075,701,70
"1063","2","1063-2",1.07114340558687,"0.000011905924482580004|0.000015638783770774944",0.25,0.75,0.75,1.56387837707749e-05,NA,NA,"United States of America",NA,4,3,"AS",0.273076923076923,NA,NA,"Leeward Is.",NA,7,5,"AS",0.075,41145,31324
"1063","20","1063-20",3.16757196651921,"0.00006019387288707392|0.000003822180328081488",1,0,0,6.01938728870739e-05,NA,NA,"Canada (Province of Canada)",NA,7,3,"AS",0.09375,NA,NA,"Leeward Is.",NA,7,5,"AS",0.075,10056,158367.615809546
"1063","200","1063-200",1.22029841260048,"0.00005227105263114066|0.00001866505662003755",0,1,0,5.22710526311407e-05,NA,NA,"United Kingdom",NA,2,4,"AF",0.136734693877551,NA,NA,"Leeward Is.",NA,7,5,"AS",0.075,49107,137523
"1063","21","1063-21",2.95155140828135,"0.000001928340219724658|4.568676167814189e-7",1,0,0,1.92834021972466e-06,NA,NA,"Newfoundland and Labrador (Newfoundland)",NA,7,3,"AS",0.0394736842105263,NA,NA,"Leeward Is.",NA,7,5,"AS",0.075,1202,5073.38419045354
"1063","30","1063-30",2.02946190841883,"1.9118503431036083e-7|1.9004476571606445e-9",1,0,0,1.91185034310361e-07,NA,NA,"Bermuda",NA,7,5,"AS",0.0681818181818182,NA,NA,"Leeward Is.",NA,7,5,"AS",0.075,5,503
"1063","390","1063-390",0.421548313300534,"0.000002149406300248689",0,1,0,2.14940630024869e-06,NA,NA,"Denmark",NA,3,9,"WE",0.147,NA,NA,"Leeward Is.",NA,7,5,"AS",0.075,NA,5655
