key,source,target,proximity,observedTradeValues,coMembershipScore,bridgeNessEdgeScore,ambiguityScore,maxObservedTradeValue,sourceCited,sourceReporting,sourceLabel,sourceGphStatus,sourceBlockLouvain,sourceBlockIntraMax,sourceBlockAn,sourceMeanAmbiguityScore,targetCited,targetReporting,targetLabel,targetGphStatus,targetBlockLouvain,targetBlockIntraMax,targetBlockAn,targetMeanAmbiguityScore
380-385,380,385,3.0677801895714287,0.0008266748420647365,1,0,0,0.0008266748420647365,,,Sweden,,1,3,LA,0.13909090909090913,,,Norway,,1,1,WE,0.25500000000000006
365-380,365,380,1.1277874256513682,0.00006710654600290214|0.0009046104039581327,0.15,0.85,0.51,0.0009046104039581327,,,Russia (USSR),,2,3,LA,0.16105263157894734,,,Sweden,,1,3,LA,0.13909090909090913
239-380,239,380,1.5009952599633316,0.00046342419087511404|0.0002129649331252426,0.2,0.8,0.6400000000000001,0.00046342419087511404,,,Prussia,,3,2,WE,0.43125,,,Sweden,,1,3,LA,0.13909090909090913
380-390,380,390,3.0144308041499164,0.0013586644168993374,1,0,0,0.0013586644168993374,,,Sweden,,1,3,LA,0.13909090909090913,,,Denmark,,1,3,LA,0.24571428571428577
235-380,235,380,1.1177676444785463,0.00034817599230491255|0.00009313196704891759,0.95,0.050000000000000044,0.19000000000000017,0.00034817599230491255,,,Portugal,,1,1,WE,0.2544444444444445,,,Sweden,,1,3,LA,0.13909090909090913
115-210,115,210,2.8109309115644088,0.0012504509299474254|0.00048363907385053773,1,0,0,0.0012504509299474254,,,Surinam (Dutch Guiana),,3,2,LA,0,,,Netherlands,,3,2,WE,0.07684210526315788
115-2,2,115,0.4164959935528132,0.00014904135194566967|0.0001428808949381909,0,1,0,0.00014904135194566967,,,United States of America,,0,3,NAM,0,,,Surinam (Dutch Guiana),,3,2,LA,0
200-452,200,452,1.2239063098591358,0.0009393562863144723,1,0,0,0.0009393562863144723,,,United Kingdom,,0,1,WE,0,,,Ghana (Gold Coast),,0,1,AF,0
200-30,30,200,0.5783709312555592,0.000022609759514495614,1,0,0,0.000022609759514495614,,,Bermuda,,0,3,LA,0,,,United Kingdom,,0,1,WE,0
2-30,2,30,1.417913843002099,0.00001901316307693796,1,0,0,0.00001901316307693796,,,United States of America,,0,3,NAM,0,,,Bermuda,,0,3,LA,0
