key,source,target,proximity,observedTradeValues,coMembershipScore,bridgeNessEdgeScore,ambiguityScore,maxObservedTradeValue,sourceCited,sourceReporting,sourceLabel,sourceGphStatus,sourceBlockLouvain,sourceBlockIntramax,sourceBlockAN,sourceMeanAmbiguityScore,targetCited,targetReporting,targetLabel,targetGphStatus,targetBlockLouvain,targetBlockIntramax,targetBlockAN,targetMeanAmbiguityScore
200-31,200,31,0.21405967173858165,0.0000221541148479845,0,1,0,0.0000221541148479845,,,United Kingdom,,0,,,0.19615384615384618,,,Bahamas,,1,,,0
31-80,80,31,5.011451525073536,8.384353984107419e-7|5.74466223546088e-8,1,0,0,8.384353984107419e-7,,,Belize (British Honduras),,1,,,0,,,Bahamas,,1,,,0
2-31,2,31,1.8952221651814503,0.00007744292276471363,1,0,0,0.00007744292276471363,,,United States of America,,1,,,0.022222222222222223,,,Bahamas,,1,,,0
100-31,100,31,0.2272770518782105,1.462749210293425e-7,1,0,0,1.462749210293425e-7,,,Colombia (New Granada) (Gran Colombia),,1,,,0,,,Bahamas,,1,,,0
31-41,41,31,1.592017965992107,0.0000010108530712836265,1,0,0,0.0000010108530712836265,,,Haiti,,1,,,0,,,Bahamas,,1,,,0
230-615,230,615,0.5378113021247272,0.00020293262393548215|0.0001568641366720026,0,1,0,0.00020293262393548215,,,Spain,,2,,,0.11454545454545455,,,Algeria (Regency of Algiers),,5,,,0
615-616,616,615,3.9758629057755432,0.00017315343272814943,1,0,0,0.00017315343272814943,,,Tunisia (Regency of Tunis),,5,,,0,,,Algeria (Regency of Algiers),,5,,,0
600-615,600,615,3.450903408186024,0.00020002915661675462,1,0,0,0.00020002915661675462,,,Morocco,,5,,,0,,,Algeria (Regency of Algiers),,5,,,0
300-325,300,325,1.2435750358890831,0.0039056862658928713|0.0001255045773214199,1,0,0,0.0039056862658928713,,,Austria-Hungary (Austrian Empire),,5,,,0,,,Italy,,5,,,0
220-325,220,325,0.4292041596116183,0.004102267648873349|0.003296030468543891,0,1,0,0.004102267648873349,,,France,,2,,,0.2202325581395349,,,Italy,,5,,,0
255-325,255,325,0.8112285244624171,0.0038308751078090855|0.004531856207708806,0,1,0,0.004531856207708806,,,Germany (Zollverein),,2,,,0.2447058823529412,,,Italy,,5,,,0
