key,source,target,proximity,observedTradeValues,coMembershipScore,bridgeNessEdgeScore,ambiguityScore,maxObservedTradeValue,sourceCited,sourceReporting,sourceLabel,sourceGphStatus,sourceBlockLouvain,sourceBlockIntraMax,sourceBlockAn,sourceMeanAmbiguityScore,targetCited,targetReporting,targetLabel,targetGphStatus,targetBlockLouvain,targetBlockIntraMax,targetBlockAn,targetMeanAmbiguityScore
100-155,100,155,1.2208609068697245,0.00008148576975705661,0,1,0,0.00008148576975705661,,,Colombia (New Granada) (Gran Colombia),,2,1,LA,0,,,Chile,,8,5,WE,0.03599999999999999
100-2,2,100,0.9064994678440311,0.0007207816930330351,1,0,0,0.0007207816930330351,,,United States of America,,2,2,NAM,0,,,Colombia (New Granada) (Gran Colombia),,2,1,LA,0
100-200,100,200,0.8235754320474163,0.001969281100228572,0,1,0,0.001969281100228572,,,Colombia (New Granada) (Gran Colombia),,2,1,LA,0,,,United Kingdom,,0,1,WE,0
100-246,100,246,1.8792995996473996,0.00005190142071775925,1,0,0,0.00005190142071775925,,,Colombia (New Granada) (Gran Colombia),,2,1,LA,0,,,Bremen,,2,2,LA,0
101-2,2,101,1.0185267963064168,0.0005701791166927778,1,0,0,0.0005701791166927778,,,United States of America,,2,2,NAM,0,,,Venezuela,,2,5,WE,0
101-200,101,200,0.5096199925390609,0.0010174505400495383,0,1,0,0.0010174505400495383,,,Venezuela,,2,5,WE,0,,,United Kingdom,,0,1,WE,0
101-220,101,220,0.06110863918770878,0.0003670667397138577,0,1,0,0.0003670667397138577,,,Venezuela,,2,5,WE,0,,,France,,3,3,WE,0.016744186046511626
101-230,101,230,0.8004634689028103,0.00014470084324455314,0,1,0,0.00014470084324455314,,,Venezuela,,2,5,WE,0,,,Spain,,3,1,AS,0.017142857142857144
1019-200,200,1019,1.2391385679972284,0.00008274600803503676,1,0,0,0.00008274600803503676,,,United Kingdom,,0,1,WE,0,,,Rupert's Land,,0,1,WE,0
1022-1063,1022,1063,1.971662617450302,0.000008889974240832473,1,0,0,0.000008889974240832473,,,Nova Scotia,,1,1,WE,0,,,Leeward Is.,,1,1,LA,0.03272727272727273
1022-200,200,1022,1.3058513738328466,0.00021828594756850443|0.001286911967742261,0,1,0,0.001286911967742261,,,United Kingdom,,0,1,WE,0,,,Nova Scotia,,1,1,WE,0
1022-30,30,1022,2.6189357746692243,0.000001263297832595981,1,0,0,0.000001263297832595981,,,Bermuda,,1,1,LA,0,,,Nova Scotia,,1,1,WE,0
1023-200,200,1023,1.3058513738328468,0.0015314697430671295|0.0007981086661794489,1,0,0,0.0015314697430671295,,,United Kingdom,,0,1,WE,0,,,New Brunswick,,0,1,AF,0
1024-200,200,1024,1.3058513738328466,0.00008494605312840674|0.0001800294754681922,1,0,0,0.0001800294754681922,,,United Kingdom,,0,1,WE,0,,,Prince Edward Is.,,0,1,WE,0
1029-2,2,1029,0.46626963305080316,0.00010072154624405575,0,1,0,0.00010072154624405575,,,United States of America,,2,2,NAM,0,,,St. Pierre and Miquelon,,3,4,WE,0
1029-220,220,1029,1.6393236501012851,0.0005458941257283013,1,0,0,0.0005458941257283013,,,France,,3,3,WE,0.016744186046511626,,,St. Pierre and Miquelon,,3,4,WE,0
1032-1063,1032,1063,3.2410258823717504,7.38910053027838e-8,1,0,0,7.38910053027838e-8,,,Turks and Caicos Is.,,1,1,LA,0,,,Leeward Is.,,1,1,LA,0.03272727272727273
1032-30,30,1032,9.52837701649819,0.000002955640212111352,1,0,0,0.000002955640212111352,,,Bermuda,,1,1,LA,0,,,Turks and Caicos Is.,,1,1,LA,0
1048-1063,1048,1063,1.3236001739967214,0.00000271489854967325,1,0,0,0.00000271489854967325,,,Trinidad,,1,1,LA,0,,,Leeward Is.,,1,1,LA,0.03272727272727273
1048-200,200,1048,1.3058513738328466,0.0010226181432591006|0.0007540386404683789,0,1,0,0.0010226181432591006,,,United Kingdom,,0,1,WE,0,,,Trinidad,,1,1,LA,0
1048-30,30,1048,2.309115908043445,5.410728452816749e-7,1,0,0,5.410728452816749e-7,,,Bermuda,,1,1,LA,0,,,Trinidad,,1,1,LA,0
1055-1063,1055,1063,2.0210423238415762,0.00001036857655055192|0.0000011822560848445408,1,0,0,0.00001036857655055192,,,Windward Is.,,1,1,LA,0,,,Leeward Is.,,1,1,LA,0.03272727272727273
1055-200,200,1055,1.3031259513280702,0.0029048675571450746|0.0014214436525904683,0,1,0,0.0029048675571450746,,,United Kingdom,,0,1,WE,0,,,Windward Is.,,1,1,LA,0
1055-30,30,1055,4.372230847931933,0.000008097024032695373,1,0,0,0.000008097024032695373,,,Bermuda,,1,1,LA,0,,,Windward Is.,,1,1,LA,0
1055-54,54,1055,1.750215355514738,0.000001036857655055192,1,0,0,0.000001036857655055192,,,Dominica,,1,1,LA,0,,,Windward Is.,,1,1,LA,0
1063-1064,1063,1064,4.963763793059799,0.000003882853149620478,1,0,0,0.000003882853149620478,,,Leeward Is.,,1,1,LA,0.03272727272727273,,,St. Barthelemy,,1,1,LA,0
1063-200,200,1063,1.2361418585075488,0.0008458875436405555|0.00039392725075403773,0,1,0,0.0008458875436405555,,,United Kingdom,,0,1,WE,0,,,Leeward Is.,,1,1,LA,0.03272727272727273
1063-5,5,1063,2.685869453913328,0.00003769913298696394,1,0,0,0.00003769913298696394,,,Virgin Islands (Danish West Indies),,1,1,LA,0,,,Leeward Is.,,1,1,LA,0.03272727272727273
1063-51,51,1063,1.5436880579399064,0.0000063045712588988115,1,0,0,0.0000063045712588988115,,,Jamaica,,1,1,LA,0,,,Leeward Is.,,1,1,LA,0.03272727272727273
1063-54,54,1063,4.171704250509217,0.000003825647210031226,1,0,0,0.000003825647210031226,,,Dominica,,1,1,LA,0,,,Leeward Is.,,1,1,LA,0.03272727272727273
1063-65,65,1063,1.544920865065901,0.000007616574642875133,0.1,0.9,0.36000000000000004,0.000007616574642875133,,,Guadeloupe,,3,4,WE,0.36,,,Leeward Is.,,1,1,LA,0.03272727272727273
1063-68,68,1063,2.862945265628501,0.00000710956193808777,1,0,0,0.00000710956193808777,,,Netherlands Antilles,,1,1,LA,0,,,Leeward Is.,,1,1,LA,0.03272727272727273
1064-2,2,1064,2.1802944187593667,0.00002454599436683167,0,1,0,0.00002454599436683167,,,United States of America,,2,2,NAM,0,,,St. Barthelemy,,1,1,LA,0
110-2,2,110,0.9640370786792105,0.0005052827910960583,0,1,0,0.0005052827910960583,,,United States of America,,2,2,NAM,0,,,Guyana (British Guiana),,1,1,LA,0
110-200,110,200,1.3058513738328468,0.003418677005050839|0.0014633517705012278,0,1,0,0.003418677005050839,,,Guyana (British Guiana),,1,1,LA,0,,,United Kingdom,,0,1,WE,0
110-30,30,110,3.7847139279104045,0.000006171090733190556,1,0,0,0.000006171090733190556,,,Bermuda,,1,1,LA,0,,,Guyana (British Guiana),,1,1,LA,0
115-2,2,115,1.3287940531149016,0.00018266332031939442,0,1,0,0.00018266332031939442,,,United States of America,,2,2,NAM,0,,,Surinam (Dutch Guiana),,4,1,LA,0
115-210,115,210,2.1264539611948075,0.00022721396314470685,1,0,0,0.00022721396314470685,,,Surinam (Dutch Guiana),,4,1,LA,0,,,Netherlands,,4,5,WE,0
1163-155,155,1163,1.7594643985265357,0.0000011655025381251677,1,0,0,0.0000011655025381251677,,,Chile,,8,5,WE,0.03599999999999999,,,Falkland Is.,,8,1,LA,0
1163-200,200,1163,1.3058513738328468,0.000038103922928074254|0.00002374046492953957,0,1,0,0.000038103922928074254,,,United Kingdom,,0,1,WE,0,,,Falkland Is.,,8,1,LA,0
120-2,2,120,0.25236227008928674,0.00006098197515016117,0,1,0,0.00006098197515016117,,,United States of America,,2,2,NAM,0,,,French Guiana,,3,4,WE,0
120-220,120,220,1.6734171767226362,0.000423538545823682,1,0,0,0.000423538545823682,,,French Guiana,,3,4,WE,0,,,France,,3,3,WE,0.016744186046511626
130-155,130,155,2.105113879712409,0.00004805157545356074,1,0,0,0.00004805157545356074,,,Ecuador,,8,1,WE,0,,,Chile,,8,5,WE,0.03599999999999999
130-200,130,200,0.5572373017620884,0.000367483805178906,0,1,0,0.000367483805178906,,,Ecuador,,8,1,WE,0,,,United Kingdom,,0,1,WE,0
130-220,130,220,0.8308361889734242,0.0002729470628641506,0,1,0,0.0002729470628641506,,,Ecuador,,8,1,WE,0,,,France,,3,3,WE,0.016744186046511626
130-230,130,230,0.4122852418816518,0.000033801219043254086,0,1,0,0.000033801219043254086,,,Ecuador,,8,1,WE,0,,,Spain,,3,1,AS,0.017142857142857144
135-155,135,155,3.144408963363859,0.0012414475317902502,1,0,0,0.0012414475317902502,,,Peru,,8,5,WE,0,,,Chile,,8,5,WE,0.03599999999999999
135-200,135,200,0.39249380002708084,0.0028480763606178448,0,1,0,0.0028480763606178448,,,Peru,,8,5,WE,0,,,United Kingdom,,0,1,WE,0
135-220,135,220,0.6978143948726261,0.002183576502913205,0,1,0,0.002183576502913205,,,Peru,,8,5,WE,0,,,France,,3,3,WE,0.016744186046511626
140-2,2,140,0.11171399682658348,0.002344937870581625,0,1,0,0.002344937870581625,,,United States of America,,2,2,NAM,0,,,Brazil,,5,1,WE,0
140-200,140,200,1.3058513738328468,0.0108504531662628|0.0018398514430580744,0,1,0,0.0108504531662628,,,Brazil,,5,1,WE,0,,,United Kingdom,,0,1,WE,0
140-220,140,220,0.5047758314324083,0.005826007996996869,0,1,0,0.005826007996996869,,,Brazil,,5,1,WE,0,,,France,,3,3,WE,0.016744186046511626
140-235,140,235,2.1987921715768106,0.001381999952636687,1,0,0,0.001381999952636687,,,Brazil,,5,1,WE,0,,,Portugal,,5,1,WE,0
145-155,145,155,4.6896219347319175,0.00021602885558820396,1,0,0,0.00021602885558820396,,,Bolivia,,8,1,WE,0,,,Chile,,8,5,WE,0.03599999999999999
150-155,150,155,4.821419473415024,0.0000039140208435370964,1,0,0,0.0000039140208435370964,,,Paraguay,,8,1,LA,0,,,Chile,,8,5,WE,0.03599999999999999
155-165,155,165,1.2513313011078566,0.0001007284905855265,0.9,0.09999999999999998,0.35999999999999993,0.0001007284905855265,,,Chile,,8,5,WE,0.03599999999999999,,,Uruguay,,8,1,AF,0.27
155-2,2,155,0.6249747586595731,0.0011286352631730463|0.000050818208089550054,0,1,0,0.0011286352631730463,,,United States of America,,2,2,NAM,0,,,Chile,,8,5,WE,0.03599999999999999
155-200,155,200,0.9458037182205907,0.005619755456917385|0.0032475120666381643,0,1,0,0.005619755456917385,,,Chile,,8,5,WE,0.03599999999999999,,,United Kingdom,,0,1,WE,0
155-220,155,220,0.4628446130859327,0.0016094464741299914|0.00044713060146855276,0,1,0,0.0016094464741299914,,,Chile,,8,5,WE,0.03599999999999999,,,France,,3,3,WE,0.016744186046511626
160-200,160,200,0.4182327694245852,0.0032977531830824247,0,1,0,0.0032977531830824247,,,Argentina (La Plata),,3,4,LA,0,,,United Kingdom,,0,1,WE,0
160-220,160,220,0.6831779997554557,0.0024282876627224432,1,0,0,0.0024282876627224432,,,Argentina (La Plata),,3,4,LA,0,,,France,,3,3,WE,0.016744186046511626
160-230,160,230,1.3333704587760395,0.0008755953274657522,1,0,0,0.0008755953274657522,,,Argentina (La Plata),,3,4,LA,0,,,Spain,,3,1,AS,0.017142857142857144
165-200,165,200,0.2910738733099268,0.0013863811787838893,0,1,0,0.0013863811787838893,,,Uruguay,,8,1,AF,0.27,,,United Kingdom,,0,1,WE,0
165-220,165,220,0.9321990509970857,0.0014870908942253723,0.1,0.9,0.36000000000000004,0.0014870908942253723,,,Uruguay,,8,1,AF,0.27,,,France,,3,3,WE,0.016744186046511626
165-230,165,230,0.8937684386133483,0.00026932434747353696,0.1,0.9,0.36000000000000004,0.00026932434747353696,,,Uruguay,,8,1,AF,0.27,,,Spain,,3,1,AS,0.017142857142857144
2-20,2,20,2.2731893805345984,0.008085987060357607|0.005754947869669949,1,0,0,0.008085987060357607,,,United States of America,,2,2,NAM,0,,,Canada (Province of Canada),,2,2,LA,0
2-200,2,200,0.6442369004797903,0.05034960017878628|0.02160597784293887,0,1,0,0.05034960017878628,,,United States of America,,2,2,NAM,0,,,United Kingdom,,0,1,WE,0
2-220,2,220,0.14150385470200175,0.007736637437045923|0.0111602284596217,0,1,0,0.0111602284596217,,,United States of America,,2,2,NAM,0,,,France,,3,3,WE,0.016744186046511626
2-246,2,246,3.015803322064086,0.00258260309454062|0.0033659730667809527,1,0,0,0.0033659730667809527,,,United States of America,,2,2,NAM,0,,,Bremen,,2,2,LA,0
2-3,2,3,2.327150127334444,0.000008269506123585,1,0,0,0.000008269506123585,,,United States of America,,2,2,NAM,0,,,Alaska,,2,2,NAM,0
2-30,2,30,2.388627395269263,0.00003686446090364046,0,1,0,0.00003686446090364046,,,United States of America,,2,2,NAM,0,,,Bermuda,,1,1,LA,0
