"target","source","key","proximity","observedTradeValues","coMembershipScore","bridgeNessEdgeScore","ambiguityScore","sourceCommunityId","maxObservedTradeValue","sourceCited","sourceReporting","sourceLabel","sourceGphStatus","sourceCommunity","sourceMeanAmbiguityScore","targetCited","targetReporting","targetLabel","targetGphStatus","targetCommunity","targetMeanAmbiguityScore","export","import"
"10","390","10-390",4.37115524956127,"0.000011149773985569284",1,0,0,"4",1.11497739855693e-05,1,1,"Denmark","Sovereign",4,0.2952,1,NA,"Greenland","Colony of",4,0,50208.0493259558,NA
"100","101","100-101",4.51535343524468,"0.000013774625096431015|0.00020923715048608958",1,0,0,"9",0.00020923715048609,1,1,"Venezuela","Sovereign",9,0.281875,1,1,"Colombia (New Granada) (Gran Colombia)","Sovereign",9,0.223,62027.8991469481,942206.468581761
"100","130","100-130",2.50989684838816,"0.000011227690514055951|0.0000017070378965263932",0.15,0.85,0.51,"bridge",1.1227690514056e-05,1,1,"Ecuador","Sovereign",5,0.06375,1,1,"Colombia (New Granada) (Gran Colombia)","Sovereign",9,0.223,50558.9117659146,7686.8861217277
"100","2","100-2",1.7822693634295,"0.000892740207631495|0.001865743138620254",0.15,0.85,0.51,"bridge",0.00186574313862025,1,1,"United States of America","Sovereign",5,0.0443478260869565,1,1,"Colombia (New Granada) (Gran Colombia)","Sovereign",9,0.223,4020058.56244606,8401544.61020014
"100","200","100-200",0.60500183696687,"0.0005019636285836017|0.00018134757637552332",0,1,0,"bridge",0.000501963628583602,1,1,"United Kingdom","Sovereign",1,0.0460204081632653,1,1,"Colombia (New Granada) (Gran Colombia)","Sovereign",9,0.223,2260370,816618.172851683
"100","225","100-225",0.539908546631388,"0.00005010709010262",0,1,0,"bridge",5.010709010262e-05,1,1,"Switzerland","Sovereign",0,0.134230769230769,1,1,"Colombia (New Granada) (Gran Colombia)","Sovereign",9,0.223,225634.999840224,NA
"100","94","100-94",1.08630828108187,"0.000003340905186061537|2.2624218479451087e-7",0.15,0.85,0.51,"bridge",3.34090518606154e-06,1,1,"Costa Rica","Sovereign",5,0.0425,1,1,"Colombia (New Granada) (Gran Colombia)","Sovereign",9,0.223,15044.280950647,1018.78107919287
"101","220","101-220",0.652872942761639,"0.00004469125619007839|0.00014849323820243662",0.8,0.2,0.64,"6",0.000148493238202437,1,1,"France","Sovereign",6,0.0729310344827586,1,1,"Venezuela","Sovereign",9,0.281875,201247.200000155,668673.269780022
"101","52","101-52",3.98448138510322,"8.720745583456709e-7|0.00004363229670764238",0.05,0.95,0.19,"bridge",4.36322967076424e-05,1,1,"Trinidad and Tobago","Colony of",9,0.0135714285714286,1,1,"Venezuela","Sovereign",9,0.281875,3927,196478.646844086
"1029","20","1029-20",1.7637681076214,"0.000021061307907652622",0,1,0,"bridge",2.10613079076526e-05,1,1,"Canada (Province of Canada)","Sovereign",9,0.0158333333333333,1,1,"St. Pierre and Miquelon","Colony of",2,0.038,94840.2351173377,NA
"1029","200","1029-200",1.03508947228969,"0.00004418688752772809",0.05,0.95,0.19,"bridge",4.41868875277281e-05,1,1,"United Kingdom","Sovereign",1,0.0460204081632653,1,1,"St. Pierre and Miquelon","Colony of",2,0.038,198976,NA
"1029","220","1029-220",2.5916620726205,"0.0000260698994442124|0.00006747547930767188",0,1,0,"bridge",6.74754793076719e-05,1,1,"France","Sovereign",6,0.0729310344827586,1,1,"St. Pierre and Miquelon","Colony of",2,0.038,117394.20000009,303845.817660234
"1029","31","1029-31",1.54256979264061,"2.2429215786328688e-8",0,1,0,"bridge",2.24292157863287e-08,1,1,"Bahamas","Colony of",9,0,1,1,"St. Pierre and Miquelon","Colony of",2,0.038,101,NA
"1032","53","1032-53",3.55017196934556,"1.1103572171449846e-9",1,0,0,"9",1.11035721714498e-09,1,1,"Barbados","Colony of",9,0.0475,1,1,"Turks and Caicos Is.","Dependency of",9,0,5,NA
"1033","51","1033-51",6.94629188719262,"7.756955518974863e-7",1,0,0,"9",7.75695551897486e-07,1,1,"Jamaica","Colony of",9,0,1,NA,"Cayman Is.","Dependency of",9,0,3493,NA
"1055","21","1055-21",2.78233045157399,"5.203133919541397e-7",1,0,0,"9",5.2031339195414e-07,1,1,"Newfoundland and Labrador (Newfoundland)","Colony of",9,0,1,NA,"Windward Is.","Colony of",9,0.0135714285714286,2343,NA
"1063","1055","1055-1063",3.42164881911976,"4.683486741917545e-7",1,0,0,"9",4.68348674191754e-07,1,NA,"Windward Is.","Colony of",9,0.0135714285714286,1,1,"Leeward Is.","Colony of",9,0,2109,NA
"1063","110","1063-110",3.08247994767479,"0.0000018329776940629405",1,0,0,"9",1.83297769406294e-06,1,1,"Guyana (British Guiana)","Colony of",9,0.0316666666666667,1,1,"Leeward Is.","Colony of",9,0,8254,NA
"1063","2","1063-2",0.811445950199236,"0.000054179658339146094",0,1,0,"bridge",5.41796583391461e-05,1,1,"United States of America","Sovereign",5,0.0443478260869565,1,1,"Leeward Is.","Colony of",9,0,243974,NA
"1063","20","1063-20",1.28673342348004,"0.000018441923019561047",1,0,0,"9",1.8441923019561e-05,1,1,"Canada (Province of Canada)","Sovereign",9,0.0158333333333333,1,1,"Leeward Is.","Colony of",9,0,83045,NA
"1063","200","1063-200",0.793611124864616,"0.00004896830777619782",0,1,0,"bridge",4.89683077761978e-05,1,1,"United Kingdom","Sovereign",1,0.0460204081632653,1,1,"Leeward Is.","Colony of",9,0,220507,NA
"1063","21","1063-21",2.81467551622689,"0.000002011523134579854",1,0,0,"9",2.01152313457985e-06,1,1,"Newfoundland and Labrador (Newfoundland)","Colony of",9,0,1,1,"Leeward Is.","Colony of",9,0,9058,NA
"1063","30","1063-30",2.40050431382921,"6.173586127326114e-8",1,0,0,"9",6.17358612732611e-08,1,1,"Bermuda","Colony of",9,0.0158333333333333,1,1,"Leeward Is.","Colony of",9,0,278,NA
"1063","52","1063-52",2.2081135701132,"9.982111382133411e-7",1,0,0,"9",9.98211138213341e-07,1,1,"Trinidad and Tobago","Colony of",9,0.0135714285714286,1,1,"Leeward Is.","Colony of",9,0,4495,NA
"1063","53","1063-53",4.08087962711585,"0.0000017750170473279723",1,0,0,"9",1.77501704732797e-06,1,1,"Barbados","Colony of",9,0.0475,1,1,"Leeward Is.","Colony of",9,0,7993,NA
"11","200","11-200",1.44027338888227,"0.00010354081049876981",0,1,0,"bridge",0.00010354081049877,1,1,"United Kingdom","Sovereign",1,0.0460204081632653,1,NA,"Faeroe Is.","Colony of",4,0,466250,NA
"11","385","11-385",1.66486742539112,"0.000004856766503746227",1,0,0,"4",4.85676650374623e-06,1,1,"Norway","Sovereign",4,0.247058823529412,1,NA,"Faeroe Is.","Colony of",4,0,21870.2883574451,NA
"11","390","11-390",2.79600536441215,"0.000029521673090451418",1,0,0,"4",2.95216730904514e-05,1,1,"Denmark","Sovereign",4,0.2952,1,NA,"Faeroe Is.","Colony of",4,0,132937.727762779,NA
"11","395","11-395",2.58072056094852,"8.883713174153054e-7",1,0,0,"4",8.88371317415305e-07,1,1,"Iceland","Sovereign (unrecognized)",4,0.2175,1,NA,"Faeroe Is.","Colony of",4,0,4000.38520801233,NA
"110","101","101-110",0.432501838696286,"9.138410643744457e-7|3.6595523281736786e-8",0.05,0.95,0.19,"bridge",9.13841064374446e-07,1,1,"Venezuela","Sovereign",9,0.281875,1,1,"Guyana (British Guiana)","Colony of",9,0.0316666666666667,4115.07688815752,164.791666666667
"110","1055","1055-110",3.05011978398045,"5.74054681263957e-7|4.741225317209084e-7",1,0,0,"9",5.74054681263957e-07,1,NA,"Windward Is.","Colony of",9,0.0135714285714286,1,1,"Guyana (British Guiana)","Colony of",9,0.0316666666666667,2585,2135
"110","220","110-220",0.307434399986433,"0.00006044784690137296",0,1,0,"bridge",6.0447846901373e-05,1,1,"France","Sovereign",6,0.0729310344827586,1,1,"Guyana (British Guiana)","Colony of",9,0.0316666666666667,272200,NA
"110","51","110-51",2.49315380883534,"3.224477358589035e-7|0.00000477098289062857",1,0,0,"9",4.77098289062857e-06,1,1,"Jamaica","Colony of",9,0,1,1,"Guyana (British Guiana)","Colony of",9,0.0316666666666667,1452,21484
"110","52","110-52",2.90994233570419,"0.000007375436779163845|0.000005902436894899309",1,0,0,"9",7.37543677916385e-06,1,1,"Trinidad and Tobago","Colony of",9,0.0135714285714286,1,1,"Guyana (British Guiana)","Colony of",9,0.0316666666666667,33212,26579
"110","53","110-53",3.61157836554222,"0.000002598680031006122|0.000015800161128529703",1,0,0,"9",1.58001611285297e-05,1,1,"Barbados","Colony of",9,0.0475,1,1,"Guyana (British Guiana)","Colony of",9,0.0316666666666667,11702,71149
"115","101","101-115",0.42942993680209,"2.2124396278144328e-7",0.05,0.95,0.19,"bridge",2.21243962781443e-07,1,1,"Venezuela","Sovereign",9,0.281875,1,NA,"Surinam (Dutch Guiana)","Colony of",9,0.0422222222222222,996.273808848285,NA
"115","1055","1055-115",1.19314928076294,"4.4858431572657375e-8",1,0,0,"9",4.48584315726574e-08,1,NA,"Windward Is.","Colony of",9,0.0135714285714286,1,NA,"Surinam (Dutch Guiana)","Colony of",9,0.0422222222222222,202,NA
"115","110","110-115",3.40520482953513,"0.000002251202992877409",1,0,0,"9",2.25120299287741e-06,1,1,"Guyana (British Guiana)","Colony of",9,0.0316666666666667,1,NA,"Surinam (Dutch Guiana)","Colony of",9,0.0422222222222222,10137.2916666667,NA
"115","120","115-120",1.74096458079171,"6.373450426412211e-8",0.05,0.95,0.19,"bridge",6.37345042641221e-08,1,1,"French Guiana","Colony of",9,0.179090909090909,1,NA,"Surinam (Dutch Guiana)","Colony of",9,0.0422222222222222,287,NA
"115","2","115-2",0.565360435100565,"0.000037675803475877995",0,1,0,"bridge",3.7675803475878e-05,1,1,"United States of America","Sovereign",5,0.0443478260869565,1,NA,"Surinam (Dutch Guiana)","Colony of",9,0.0422222222222222,169656.228167509,NA
"115","20","115-20",0.323033717957281,"0.0000062571502364847225",1,0,0,"9",6.25715023648472e-06,1,1,"Canada (Province of Canada)","Sovereign",9,0.0158333333333333,1,NA,"Surinam (Dutch Guiana)","Colony of",9,0.0422222222222222,28176.2938082821,NA
"115","210","115-210",2.8909624063036,"0.00005300989177878639",0,1,0,"bridge",5.30098917787864e-05,1,1,"Netherlands","Sovereign",6,0.273695652173913,1,NA,"Surinam (Dutch Guiana)","Colony of",9,0.0422222222222222,238706.476439576,NA
"115","385","115-385",0.569776676997596,"0.0000013046697301453569",0,1,0,"bridge",1.30466973014536e-06,1,1,"Norway","Sovereign",4,0.247058823529412,1,NA,"Surinam (Dutch Guiana)","Colony of",9,0.0422222222222222,5875,NA
"115","751","115-751",0.134591255274428,"9.104929180588874e-9",0,1,0,"bridge",9.10492918058887e-09,1,1,"French India","Colony of",7,0,1,NA,"Surinam (Dutch Guiana)","Colony of",9,0.0422222222222222,41,NA
"1163","220","1163-220",1.42825740357516,"0.000024229104835320707",0,1,0,"bridge",2.42291048353207e-05,1,1,"France","Sovereign",6,0.0729310344827586,1,1,"Falkland Is.","Colony of",4,0.128,109105,NA
"1163","390","1163-390",0.148338852475659,"9.033866318691595e-7",0.2,0.8,0.64,"bridge",9.0338663186916e-07,1,1,"Denmark","Sovereign",4,0.2952,1,1,"Falkland Is.","Colony of",4,0.128,4068,NA
"1163","720","1163-720",0.913634671438055,"0.0000027765592571927484",0,1,0,"bridge",2.77655925719275e-06,1,1,"Hong Kong","Colony of",7,0.133571428571429,1,1,"Falkland Is.","Colony of",4,0.128,12503,NA
"120","101","101-120",2.25472097901029,"0.0000010866459062036638",0.85,0.15,0.51,"9",1.08664590620366e-06,1,1,"Venezuela","Sovereign",9,0.281875,1,1,"French Guiana","Colony of",9,0.179090909090909,4893.22665456127,NA
"120","1055","1055-120",0.245721926477647,"1.3768429492597808e-8",0.05,0.95,0.19,"bridge",1.37684294925978e-08,1,NA,"Windward Is.","Colony of",9,0.0135714285714286,1,1,"French Guiana","Colony of",9,0.179090909090909,62,NA
"120","110","110-120",2.97374950626089,"0.0000011575473988736464",0.05,0.95,0.19,"bridge",1.15754739887365e-06,1,1,"Guyana (British Guiana)","Colony of",9,0.0316666666666667,1,1,"French Guiana","Colony of",9,0.179090909090909,5212.5,NA
"120","140","120-140",1.14821662160952,"0.00000473323074524564",0,1,0,"bridge",4.73323074524564e-06,1,1,"Brazil","Sovereign",4,0.134761904761905,1,1,"French Guiana","Colony of",9,0.179090909090909,21314,NA
"120","2","120-2",0.0502170585080159,"0.000017817279344593612|0.000004468898024647613",0,1,0,"bridge",1.78172793445936e-05,1,1,"United States of America","Sovereign",5,0.0443478260869565,1,1,"French Guiana","Colony of",9,0.179090909090909,80232.1949615748,20123.6951300155
"120","220","120-220",2.53190404949132,"0.00006124357329751483|0.00007545194574592215",0.95,0.05,0.19,"6",7.54519457459221e-05,1,1,"France","Sovereign",6,0.0729310344827586,1,1,"French Guiana","Colony of",9,0.179090909090909,275783.200000212,339764.287478261
"120","385","120-385",1.14541108407379,"0.0000018365308371578044",0,1,0,"bridge",1.8365308371578e-06,1,1,"Norway","Sovereign",4,0.247058823529412,1,1,"French Guiana","Colony of",9,0.179090909090909,8270,NA
"120","615","120-615",1.92026399444427,"0.000003786342538326086",0.95,0.05,0.19,"6",3.78634253832609e-06,1,1,"Algeria (Regency of Algiers)","Colony of",6,0.145714285714286,1,1,"French Guiana","Colony of",9,0.179090909090909,17050.1100000131,NA
"130","155","130-155",2.49898100122612,"0.000002090682801585388|0.000019915974496483316",1,0,0,"5",1.99159744964833e-05,1,1,"Chile","Sovereign",5,0.031875,1,1,"Ecuador","Sovereign",5,0.06375,9414.46036150904,89682.7353799367
"130","2","130-2",1.09771452169362,"0.00019979744858171562|0.000206277156173652",1,0,0,"5",0.000206277156173652,1,1,"United States of America","Sovereign",5,0.0443478260869565,1,1,"Ecuador","Sovereign",5,0.06375,899698.96847902,928877.450376032
"130","210","130-210",1.42345684197107,"0.000001721401796883527|0.000051720158995707645",0,1,0,"bridge",5.17201589957076e-05,1,1,"Netherlands","Sovereign",6,0.273695652173913,1,1,"Ecuador","Sovereign",5,0.06375,7751.56755998622,232898.738338881
"130","220","130-220",0.232531580283542,"0.000021931820167353287|0.00004440881287656676",0,1,0,"bridge",4.44088128765668e-05,1,1,"France","Sovereign",6,0.0729310344827586,1,1,"Ecuador","Sovereign",5,0.06375,98760.2000000759,199975.342127974
"130","225","130-225",1.82230729386692,"0.00004689270127611092",0,1,0,"bridge",4.68927012761109e-05,1,1,"Switzerland","Sovereign",0,0.134230769230769,1,1,"Ecuador","Sovereign",5,0.06375,211160.429058516,NA
