key,source,target,proximity,observedTradeValues,coMembershipScore,bridgeNessEdgeScore,ambiguityScore,maxObservedTradeValue,sourceCited,sourceReporting,sourceLabel,sourceGphStatus,sourceBlockLouvain,sourceBlockIntraMax,sourceBlockAn,sourceMeanAmbiguityScore,targetCited,targetReporting,targetLabel,targetGphStatus,targetBlockLouvain,targetBlockIntraMax,targetBlockAn,targetMeanAmbiguityScore
10-2,2,10,1.064368218389565,0.000018883394882716202,0,1,0,0.000018883394882716202,,,United States of America,,2,1,AS,0.11420289855072467,,,Greenland,,1,1,AS,0
10-20,10,20,0.9527976129910378,0.000007359263345764168,0,1,0,0.000007359263345764168,,,Greenland,,1,1,AS,0,,,Canada (Province of Canada),,4,1,NAM,0.08392857142857144
10-325,10,325,0.42105360362776484,0.0000029431648677633217,0,1,0,0.0000029431648677633217,,,Greenland,,1,1,AS,0,,,Italy,,1,2,WE,0.035531914893617025
10-390,10,390,3.612061663235652,0.00004363297393103893,1,0,0,0.00004363297393103893,,,Greenland,,1,1,AS,0,,,Denmark,,1,1,WE,0.03894736842105263
100-101,100,101,1.1588941058183002,0.0000020557008986654873|0.000014444049475853769,1,0,0,0.000014444049475853769,,,Colombia (New Granada) (Gran Colombia),,2,1,AS,0.0992857142857143,,,Venezuela,,2,1,AS,0.12900000000000003
100-130,100,130,3.2774117433056555,0.00002153657589796427,1,0,0,0.00002153657589796427,,,Colombia (New Granada) (Gran Colombia),,2,1,AS,0.0992857142857143,,,Ecuador,,2,1,AS,0.10166666666666668
100-135,100,135,0.9683186223840683,6.96400898909718e-7|0.0000115052731798272,1,0,0,0.0000115052731798272,,,Colombia (New Granada) (Gran Colombia),,2,1,AS,0.0992857142857143,,,Peru,,2,1,AS,0.09961538461538465
100-2,2,100,2.253119752938776,0.00321750883191238|0.00073298403979479,1,0,0,0.00321750883191238,,,United States of America,,2,1,AS,0.11420289855072467,,,Colombia (New Granada) (Gran Colombia),,2,1,AS,0.0992857142857143
100-20,20,100,0.33951261621950446,0.0002068518907798708|0.000018055807802857624,0.1,0.9,0.36000000000000004,0.0002068518907798708,,,Canada (Province of Canada),,4,1,NAM,0.08392857142857144,,,Colombia (New Granada) (Gran Colombia),,2,1,AS,0.0992857142857143
100-200,100,200,0.46257679922001393,0.00014773361346282046|0.0002812497535112626,0,1,0,0.0002812497535112626,,,Colombia (New Granada) (Gran Colombia),,2,1,AS,0.0992857142857143,,,United Kingdom,,7,1,AS,0.1739449541284405
100-210,100,210,0.5538267125073977,0.00007099567714694273|0.00007320261017923735,0,1,0,0.00007320261017923735,,,Colombia (New Granada) (Gran Colombia),,2,1,AS,0.0992857142857143,,,Netherlands,,7,5,AS,0.0635593220338983
100-211,100,211,0.317753046044307,0.00007320691542278489,0,1,0,0.00007320691542278489,,,Colombia (New Granada) (Gran Colombia),,2,1,AS,0.0992857142857143,,,Belgium,,8,1,AS,0.2992592592592593
100-220,100,220,0.13524707695697977,0.00007088277550287245|0.00009211767639230779,0.05,0.95,0.19,0.00009211767639230779,,,Colombia (New Granada) (Gran Colombia),,2,1,AS,0.0992857142857143,,,France,,0,3,WE,0.24269230769230768
100-230,100,230,0.6259153456883019,0.000008623790399296222|0.00003594805897708212,0.7,0.30000000000000004,0.8400000000000001,0.00003594805897708212,,,Colombia (New Granada) (Gran Colombia),,2,1,AS,0.0992857142857143,,,Spain,,0,4,WE,0.4059574468085106
100-255,100,255,0.09381161030780891,0.00012805955407741424|0.00021790431813044218,0,1,0,0.00021790431813044218,,,Colombia (New Granada) (Gran Colombia),,2,1,AS,0.0992857142857143,,,Germany (Zollverein),,1,6,WE,0.12675324675324678
100-325,100,325,0.3608710505733625,0.000059548636833619455|0.000005025441441556663,0,1,0,0.000059548636833619455,,,Colombia (New Granada) (Gran Colombia),,2,1,AS,0.0992857142857143,,,Italy,,1,2,WE,0.035531914893617025
100-94,94,100,0.8740749418767533,3.917878176428111e-7|0.0000034530610821768724,1,0,0,0.0000034530610821768724,,,Costa Rica,,2,1,AF,0.07,,,Colombia (New Granada) (Gran Colombia),,2,1,AS,0.0992857142857143
100-95,95,100,3.7154431036394215,0.00000348967696541791|0.000018080445731278255,1,0,0,0.000018080445731278255,,,Panama,,2,1,AS,0.06666666666666668,,,Colombia (New Granada) (Gran Colombia),,2,1,AS,0.0992857142857143
101-140,101,140,2.4927287759956456,1.210052416636289e-8|0.00017484928158793863,1,0,0,0.00017484928158793863,,,Venezuela,,2,1,AS,0.12900000000000003,,,Brazil,,2,1,AS,0.038750000000000014
101-160,101,160,1.7566160564393862,0.0000015654260876436764|0.00022801909392619458,0.95,0.050000000000000044,0.19000000000000017,0.00022801909392619458,,,Venezuela,,2,1,AS,0.12900000000000003,,,Argentina (La Plata),,2,1,AS,0.13064516129032264
101-165,101,165,2.2931858295297163,0.00004886091235300235|3.518650093400585e-8,1,0,0,0.00004886091235300235,,,Venezuela,,2,1,AS,0.12900000000000003,,,Uruguay,,2,1,AS,0.11388888888888893
101-2,2,101,1.6368718079511468,0.0007299805812620072|0.0011442996289537618,1,0,0,0.0011442996289537618,,,United States of America,,2,1,AS,0.11420289855072467,,,Venezuela,,2,1,AS,0.12900000000000003
101-20,20,101,0.2470624495472071,9.644769732402078e-7|0.0001242115522733525,0.1,0.9,0.36000000000000004,0.0001242115522733525,,,Canada (Province of Canada),,4,1,NAM,0.08392857142857144,,,Venezuela,,2,1,AS,0.12900000000000003
101-200,101,200,0.1637137793480679,0.0001833408171341265|0.00012409452621217647,0,1,0,0.0001833408171341265,,,Venezuela,,2,1,AS,0.12900000000000003,,,United Kingdom,,7,1,AS,0.1739449541284405
101-210,101,210,1.047149391882125,0.000013979578853529435|0.00010537448300891535,0,1,0,0.00010537448300891535,,,Venezuela,,2,1,AS,0.12900000000000003,,,Netherlands,,7,5,AS,0.0635593220338983
101-211,101,211,0.22144606185495197,0.00005843702376381273,0,1,0,0.00005843702376381273,,,Venezuela,,2,1,AS,0.12900000000000003,,,Belgium,,8,1,AS,0.2992592592592593
101-220,101,220,0.6326723538986473,0.00034003671078500604|0.00010077018798006984,0.05,0.95,0.19,0.00034003671078500604,,,Venezuela,,2,1,AS,0.12900000000000003,,,France,,0,3,WE,0.24269230769230768
101-230,101,230,0.9709841609451811,0.00003935875004367198|0.0000600215811791017,0.7,0.30000000000000004,0.8400000000000001,0.0000600215811791017,,,Venezuela,,2,1,AS,0.12900000000000003,,,Spain,,0,4,WE,0.4059574468085106
101-255,101,255,0.028207968115489923,0.00014211044899152412|0.00017936434226510997,0,1,0,0.00017936434226510997,,,Venezuela,,2,1,AS,0.12900000000000003,,,Germany (Zollverein),,1,6,WE,0.12675324675324678
101-325,101,325,0.3473335634567812,0.00005163618412759794|0.000012311776847328002,0,1,0,0.00005163618412759794,,,Venezuela,,2,1,AS,0.12900000000000003,,,Italy,,1,2,WE,0.035531914893617025
101-390,101,390,0.1463674996445581,0.00004661304730356277|0.000017351592302704374,0,1,0,0.00004661304730356277,,,Venezuela,,2,1,AS,0.12900000000000003,,,Denmark,,1,1,WE,0.03894736842105263
101-52,52,101,3.293685430536219,0.000050324001166645896|0.000009902332739946039,0.1,0.9,0.36000000000000004,0.000050324001166645896,,,Trinidad and Tobago,,4,1,AS,0.10681818181818183,,,Venezuela,,2,1,AS,0.12900000000000003
101-6,6,101,2.7779272415330762,0.0000013589282727635986,0.2,0.8,0.6400000000000001,0.0000013589282727635986,,,Puerto Rico,,4,3,WE,0.3227272727272727,,,Venezuela,,2,1,AS,0.12900000000000003
101-68,68,101,1.3582835969079141,0.000019476943767621278,1,0,0,0.000019476943767621278,,,Netherlands Antilles,,2,5,AS,0.20785714285714288,,,Venezuela,,2,1,AS,0.12900000000000003
101-90,90,101,1.2031352154362547,0.0000034627875196240044|5.528139811257486e-10,1,0,0,0.0000034627875196240044,,,Guatemala,,2,3,WE,0.06461538461538462,,,Venezuela,,2,1,AS,0.12900000000000003
101-94,94,101,1.4933051361666398,0.000004234430797754908|2.0921212426309544e-9,1,0,0,0.000004234430797754908,,,Costa Rica,,2,1,AF,0.07,,,Venezuela,,2,1,AS,0.12900000000000003
101-95,95,101,2.460886479925091,0.000004532352572830037,1,0,0,0.000004532352572830037,,,Panama,,2,1,AS,0.06666666666666668,,,Venezuela,,2,1,AS,0.12900000000000003
1029-20,20,1029,3.2122194459244855,0.000026135857043496108,1,0,0,0.000026135857043496108,,,Canada (Province of Canada),,4,1,NAM,0.08392857142857144,,,St. Pierre and Miquelon,,4,1,AS,0
1032-2,2,1032,1.8882142829544073,0.0000035388352978742586,0.1,0.9,0.36000000000000004,0.0000035388352978742586,,,United States of America,,2,1,AS,0.11420289855072467,,,Turks and Caicos Is.,,4,1,LA,0.11000000000000001
1032-200,200,1032,0.18912167215627868,4.964886934517645e-7,0.05,0.95,0.19,4.964886934517645e-7,,,United Kingdom,,7,1,AS,0.1739449541284405,,,Turks and Caicos Is.,,4,1,LA,0.11000000000000001
1032-31,31,1032,6.709585239922847,1.9024333113572282e-7,1,0,0,1.9024333113572282e-7,,,Bahamas,,4,1,AS,0.13583333333333333,,,Turks and Caicos Is.,,4,1,LA,0.11000000000000001
1032-51,51,1032,6.705285983877269,7.497597948621271e-7,1,0,0,7.497597948621271e-7,,,Jamaica,,4,1,AS,0.11705882352941177,,,Turks and Caicos Is.,,4,1,LA,0.11000000000000001
1032-53,53,1032,5.3951808526484255,6.34144437119076e-8,1,0,0,6.34144437119076e-8,,,Barbados,,4,1,AS,0.08578947368421053,,,Turks and Caicos Is.,,4,1,LA,0.11000000000000001
1033-200,200,1033,0.928849614597381,5.444361996729629e-7,0.05,0.95,0.19,5.444361996729629e-7,,,United Kingdom,,7,1,AS,0.1739449541284405,,,Cayman Is.,,4,1,LA,0.06333333333333334
1033-350,350,1033,0.17743297650349377,6.612894981003807e-9,0,1,0,6.612894981003807e-9,,,Greece,,1,1,AS,0.019999999999999997,,,Cayman Is.,,4,1,LA,0.06333333333333334
1033-51,51,1033,6.990931270019523,0.0000011430066805634078|0.0000015673807779647407,1,0,0,0.0000015673807779647407,,,Jamaica,,4,1,AS,0.11705882352941177,,,Cayman Is.,,4,1,LA,0.06333333333333334
1055-1063,1055,1063,3.0134280270183993,3.12818810749593e-7,1,0,0,3.12818810749593e-7,,,Windward Is.,,4,1,AS,0.09071428571428572,,,Leeward Is.,,4,1,AS,0.091
1055-110,110,1055,4.425117002674492,0.000004490051953552873|3.8493340680002454e-7,1,0,0,0.000004490051953552873,,,Guyana (British Guiana),,4,1,AS,0.034374999999999996,,,Windward Is.,,4,1,AS,0.09071428571428572
1055-2,2,1055,0.769637543425329,0.000019974003075501824|0.000015171518984636627,0.1,0.9,0.36000000000000004,0.000019974003075501824,,,United States of America,,2,1,AS,0.11420289855072467,,,Windward Is.,,4,1,AS,0.09071428571428572
1055-20,20,1055,2.3776319680811486,0.000021968464664928775|0.00003300509124814294,1,0,0,0.00003300509124814294,,,Canada (Province of Canada),,4,1,NAM,0.08392857142857144,,,Windward Is.,,4,1,AS,0.09071428571428572
1055-200,200,1055,1.3588315760098018,0.000044209147429694026|0.000019794222860193438,0.05,0.95,0.19,0.000044209147429694026,,,United Kingdom,,7,1,AS,0.1739449541284405,,,Windward Is.,,4,1,AS,0.09071428571428572
1055-21,21,1055,2.733823678120145,0.000002610045701557173,1,0,0,0.000002610045701557173,,,Newfoundland and Labrador (Newfoundland),,4,1,AS,0.06500000000000002,,,Windward Is.,,4,1,AS,0.09071428571428572
1055-235,235,1055,0.05296895528849497,2.838183029545133e-7,0,1,0,2.838183029545133e-7,,,Portugal,,8,5,WE,0.011249999999999998,,,Windward Is.,,4,1,AS,0.09071428571428572
1055-255,255,1055,0.032839251810864174,0.0000011350798750994193|0.000005668632590344912,0,1,0,0.000005668632590344912,,,Germany (Zollverein),,1,6,WE,0.12675324675324678,,,Windward Is.,,4,1,AS,0.09071428571428572
1055-30,30,1055,1.1562826656742613,9.280162494425504e-9|1.225754796138702e-7,1,0,0,1.225754796138702e-7,,,Bermuda,,4,1,AS,0.04583333333333334,,,Windward Is.,,4,1,AS,0.09071428571428572
1055-51,51,1055,0.9394341472614611,9.02882476020148e-8|1.925633717593292e-7,1,0,0,1.925633717593292e-7,,,Jamaica,,4,1,AS,0.11705882352941177,,,Windward Is.,,4,1,AS,0.09071428571428572
