key,source,target,proximity,observedTradeValues,coMembershipScore,bridgeNessEdgeScore,ambiguityScore,sourceCommunityId,maxObservedTradeValue,sourceCited,sourceLabel,sourceGphStatus,sourceCommunity,sourceMeanAmbiguityScore,targetCited,targetReporting,targetLabel,targetGphStatus,targetCommunity,targetMeanAmbiguityScore
750-850,850,750,16.98962018743854,9917,1,0,0,4,9917,1,Indonesia (Dutch East Indies),Colony of,4,0.10733333333333334,1,1,India,Colony of,4,0.057619047619047625
750-restOfTheWorld,restOfTheWorld,750,18.074104963169958,611.1284349494076,1,0,0,4,611.1284349494076,,Rest Of The World,,4,0,1,1,India,Colony of,4,0.057619047619047625
651-750,651,750,15.58726126654902,5712,0,1,0,bridge,5712,1,Egypt Arab Republic (Egypt),Sovereign (unrecognized),2,0,1,1,India,Colony of,4,0.057619047619047625
1064-2,1064,2,20.334124260543174,2491.2634132302755,1,0,0,1,2491.2634132302755,1,St. Barthelemy,Colony of,1,0,1,1,United States of America,Sovereign,1,0.04596491228070175
2-230,230,2,18.25863483825726,231636.31131028244,0,1,0,bridge,231636.31131028244,1,Spain,Sovereign,0,0.08222222222222225,1,1,United States of America,Sovereign,1,0.04596491228070175
2-329,329,2,17.512824678596363,108846.15384615384,0,1,0,bridge,108846.15384615384,1,Two Sicilies,Sovereign,2,0,1,1,United States of America,Sovereign,1,0.04596491228070175
2-324,324,2,13.760799031474619,4082.350039057682,0,1,0,bridge,4082.350039057682,1,Kingdom of Sardinia,Sovereign,2,0,1,1,United States of America,Sovereign,1,0.04596491228070175
2-300,300,2,19.457002808174376,66099.98766599514|810049.9765734812,0,1,0,bridge,810049.9765734812,1,Austria-Hungary (Austrian Empire),Sovereign,2,0.008636363636363636,1,1,United States of America,Sovereign,1,0.04596491228070175
165-2,165,2,18.32422679288808,4229.124696789047,0,1,0,bridge,4229.124696789047,1,Uruguay,Sovereign,0,0,1,1,United States of America,Sovereign,1,0.04596491228070175
590-751,751,590,22.250910960207264,18741.21505544276,0.95,0.050000000000000044,0.19000000000000017,4,18741.21505544276,1,French India,Colony of,4,0.41500000000000015,1,1,Mauritius,Colony of,4,0.24571428571428575
3361-640,640,3361,20.99393771121865,48453.84975792598,1,0,0,2,48453.84975792598,1,Turkey (Ottoman Empire),Sovereign,2,0.030555555555555558,1,1,Moldavia,Occupied by,2,0.03166666666666667
300-3361,300,3361,17.381163593512674,858.9723567077933,1,0,0,2,858.9723567077933,1,Austria-Hungary (Austrian Empire),Sovereign,2,0.008636363636363636,1,1,Moldavia,Occupied by,2,0.03166666666666667
3362-640,640,3362,20.816101384639424,37794.783695142905,1,0,0,2,37794.783695142905,1,Turkey (Ottoman Empire),Sovereign,2,0.030555555555555558,1,1,Wallachia,Occupied by,2,0.03166666666666667
300-3362,300,3362,16.15248491253868,234.26518819303453,1,0,0,2,234.26518819303453,1,Austria-Hungary (Austrian Empire),Sovereign,2,0.008636363636363636,1,1,Wallachia,Occupied by,2,0.03166666666666667
365-640,640,365,19.69783265776217,689942.8210393302|8394.502576917072,0.05,0.95,0.19,bridge,689942.8210393302,1,Turkey (Ottoman Empire),Sovereign,2,0.030555555555555558,1,1,Russia (USSR),Sovereign,2,0.14678571428571435
681-750,750,681,22.992994833483188,74826.67657440089,1,0,0,4,74826.67657440089,1,India,Colony of,4,0.057619047619047625,1,1,Aden,Dependency of,4,0
155-324,324,155,18.137080708306684,8823.474874837753,0,1,0,bridge,8823.474874837753,1,Kingdom of Sardinia,Sovereign,2,0,1,1,Chile,Sovereign,0,0.0765
211-850,850,211,17.934700560409826,17982.200000019675,0,1,0,bridge,17982.200000019675,1,Indonesia (Dutch East Indies),Colony of,4,0.10733333333333334,1,1,Belgium,Sovereign,0,0.34270270270270264
211-324,324,211,15.940947411782425,14003.160000015321,0,1,0,bridge,14003.160000015321,1,Kingdom of Sardinia,Sovereign,2,0,1,1,Belgium,Sovereign,0,0.34270270270270264
211-640,640,211,15.956875210659987,12740.580000013939,0,1,0,bridge,12740.580000013939,1,Turkey (Ottoman Empire),Sovereign,2,0.030555555555555558,1,1,Belgium,Sovereign,0,0.34270270270270264
248-561,561,248,19.548217315318038,19850.3301540719|2692.5027330938624,0,1,0,bridge,19850.3301540719,1,Cape Colony (Cape of Good Hope),Colony of,4,0.08812500000000001,1,1,Hamburg,Sovereign (unrecognized),3,0.20250000000000004
248-257,257,248,20.909846421307996,35410.85840058694,1,0,0,3,35410.85840058694,1,Oldenburg,Sovereign (limited),3,0,1,1,Hamburg,Sovereign (unrecognized),3,0.20250000000000004
248-380,380,248,16.164567861567416,4834.788200558556,0.05,0.95,0.19,bridge,4834.788200558556,1,Sweden,Sovereign,0,0.06470588235294118,1,1,Hamburg,Sovereign (unrecognized),3,0.20250000000000004
248-385,385,248,16.210093600371202,10942.17438197996,0.05,0.95,0.19,bridge,10942.17438197996,1,Norway,Sovereign (limited),0,0.08222222222222225,1,1,Hamburg,Sovereign (unrecognized),3,0.20250000000000004
248-390,390,248,12.079296964162682,98.69923616238911,0.05,0.95,0.19,bridge,98.69923616238911,1,Denmark,Sovereign,0,0.07400000000000002,1,1,Hamburg,Sovereign (unrecognized),3,0.20250000000000004
2247-248,2247,248,20.909846421307996,129.61497648318766,1,0,0,3,129.61497648318766,1,Schleswig,Sovereign (limited),3,0,1,1,Hamburg,Sovereign (unrecognized),3,0.20250000000000004
230-750,230,750,15.03734988055024,5085,0,1,0,bridge,5085,1,Spain,Sovereign,0,0.08222222222222225,1,1,India,Colony of,4,0.057619047619047625
750-775,775,750,20.93168276368444,296915.0622286541,1,0,0,4,296915.0622286541,1,Myanmar (Burma),Sovereign (unrecognized),4,0,1,1,India,Colony of,4,0.057619047619047625
750-800,800,750,20.540825764097466,20897.937771345874,1,0,0,4,20897.937771345874,1,Thailand (Siam),Sovereign (unrecognized),4,0,1,1,India,Colony of,4,0.057619047619047625
2-6,6,2,19.901935552273056,416530.2388685606,0,1,0,bridge,416530.2388685606,1,Puerto Rico,Colony of,3,0.22749999999999998,1,1,United States of America,Sovereign,1,0.04596491228070175
155-239,239,155,14.819088181344261,184.98420299523835,0,1,0,bridge,184.98420299523835,1,Prussia,Sovereign,0,0.061111111111111116,1,1,Chile,Sovereign,0,0.0765
101-211,101,211,19.617544902552115,111107.04000012156,0.95,0.050000000000000044,0.19000000000000017,0,111107.04000012156,1,Venezuela,Sovereign,0,0.5275000000000001,1,1,Belgium,Sovereign,0,0.34270270270270264
140-300,140,300,20.127658048725525,810245.197563642|23777.916601593006,0,1,0,bridge,810245.197563642,1,Brazil,Sovereign,0,0.24153846153846148,1,,Austria-Hungary (Austrian Empire),Sovereign,2,0.008636363636363636
210-300,210,300,18.438205372957455,165586.44385444323,1,0,0,2,165586.44385444323,1,Netherlands,Sovereign,2,0.013571428571428571,1,,Austria-Hungary (Austrian Empire),Sovereign,2,0.008636363636363636
300-324,324,300,18.17927966532223,77307.51210370139,1,0,0,2,77307.51210370139,1,Kingdom of Sardinia,Sovereign,2,0,1,,Austria-Hungary (Austrian Empire),Sovereign,2,0.008636363636363636
300-327,327,300,21.76494626892299,368811.4946119007|352725.28502264566,1,0,0,2,368811.4946119007,1,Papal States,Sovereign,2,0,1,,Austria-Hungary (Austrian Empire),Sovereign,2,0.008636363636363636
300-329,329,300,20.846500036576924,696626.5812900204,1,0,0,2,696626.5812900204,1,Two Sicilies,Sovereign,2,0,1,,Austria-Hungary (Austrian Empire),Sovereign,2,0.008636363636363636
300-651,651,300,20.69712952027243,392550.36701546155,1,0,0,2,392550.36701546155,1,Egypt Arab Republic (Egypt),Sovereign (unrecognized),2,0,1,,Austria-Hungary (Austrian Empire),Sovereign,2,0.008636363636363636
140-200,200,140,19.021027998982284,330899.5783226613,0,1,0,bridge,330899.5783226613,1,United Kingdom,Sovereign,1,0.006333333333333333,1,,Brazil,Sovereign,0,0.24153846153846148
140-235,235,140,21.93969244837034,88005.62236451663,0.9,0.09999999999999998,0.35999999999999993,0,88005.62236451663,1,Portugal,Sovereign,0,0.1,1,,Brazil,Sovereign,0,0.24153846153846148
140-561,140,561,19.306643010935026,116761.37451194754,0,1,0,bridge,116761.37451194754,1,Brazil,Sovereign,0,0.24153846153846148,1,,Cape Colony (Cape of Good Hope),Colony of,4,0.08812500000000001
200-561,200,561,19.441310967124316,1264256.53506169,0,1,0,bridge,1264256.53506169,1,United Kingdom,Sovereign,1,0.006333333333333333,1,,Cape Colony (Cape of Good Hope),Colony of,4,0.08812500000000001
210-561,210,561,16.27877006252923,6258.049664219898,0,1,0,bridge,6258.049664219898,1,Netherlands,Sovereign,2,0.013571428571428571,1,,Cape Colony (Cape of Good Hope),Colony of,4,0.08812500000000001
220-561,220,561,16.03088792410227,12424.93909105107|436,0,1,0,bridge,12424.93909105107,1,France,Sovereign,0,0.15072727272727274,1,,Cape Colony (Cape of Good Hope),Colony of,4,0.08812500000000001
235-561,235,561,15.163823692358342,252,0,1,0,bridge,252,1,Portugal,Sovereign,0,0.1,1,,Cape Colony (Cape of Good Hope),Colony of,4,0.08812500000000001
239-561,239,561,14.687149804439464,446,0,1,0,bridge,446,1,Prussia,Sovereign,0,0.061111111111111116,1,,Cape Colony (Cape of Good Hope),Colony of,4,0.08812500000000001
246-561,246,561,18.37247800401175,13640.602061533657,0.65,0.35,0.9099999999999999,4,13640.602061533657,1,Bremen,Sovereign (unrecognized),4,0.5437500000000001,1,,Cape Colony (Cape of Good Hope),Colony of,4,0.08812500000000001
365-561,365,561,14.746838292608391,1045,0,1,0,bridge,1045,1,Russia (USSR),Sovereign,2,0.14678571428571435,1,,Cape Colony (Cape of Good Hope),Colony of,4,0.08812500000000001
380-561,380,561,18.57504766277195,7159.845228799,0,1,0,bridge,7159.845228799,1,Sweden,Sovereign,0,0.06470588235294118,1,,Cape Colony (Cape of Good Hope),Colony of,4,0.08812500000000001
390-561,390,561,13.694707718298996,66,0,1,0,bridge,66,1,Denmark,Sovereign,0,0.07400000000000002,1,,Cape Colony (Cape of Good Hope),Colony of,4,0.08812500000000001
511-561,511,561,22.927675094170095,64,1,0,0,4,64,1,Zanzibar,Colony of,4,0,1,,Cape Colony (Cape of Good Hope),Colony of,4,0.08812500000000001
541-561,541,561,22.927675094170095,1159,1,0,0,4,1159,1,Mozambique (Portuguese East Africa),Colony of,4,0,1,,Cape Colony (Cape of Good Hope),Colony of,4,0.08812500000000001
561-585,585,561,17.009186170104723,2209.9281586756206,0.85,0.15000000000000002,0.51,4,2209.9281586756206,1,Reunion (Bourbon I.),Colony of,4,0.3825,1,,Cape Colony (Cape of Good Hope),Colony of,4,0.08812500000000001
561-710,710,561,18.067854347564918,49443.62377010776,0.95,0.050000000000000044,0.19000000000000017,4,49443.62377010776,1,People's Republic of China (China),Sovereign (unrecognized),4,0.11875000000000006,1,,Cape Colony (Cape of Good Hope),Colony of,4,0.08812500000000001
561-720,720,561,22.927675094170095,66,1,0,0,4,66,1,Hong Kong,Colony of,4,0,1,,Cape Colony (Cape of Good Hope),Colony of,4,0.08812500000000001
561-780,780,561,14.68352831785254,56,1,0,0,4,56,1,Sri Lanka (Ceylon),Colony of,4,0,1,,Cape Colony (Cape of Good Hope),Colony of,4,0.08812500000000001
561-840,840,561,17.29481671787892,825,0.85,0.15000000000000002,0.51,4,825,1,Philippines,Colony of,4,0.3466666666666667,1,,Cape Colony (Cape of Good Hope),Colony of,4,0.08812500000000001
561-850,850,561,20.507671176603306,45437.57410588786,1,0,0,4,45437.57410588786,1,Indonesia (Dutch East Indies),Colony of,4,0.10733333333333334,1,,Cape Colony (Cape of Good Hope),Colony of,4,0.08812500000000001
561-901,901,561,20.79835090374661,4379.430891769483,1,0,0,4,4379.430891769483,1,New South Wales,Colony of,4,0,1,,Cape Colony (Cape of Good Hope),Colony of,4,0.08812500000000001
561-903,903,561,22.927675094170095,2324,0.95,0.050000000000000044,0.19000000000000017,4,2324,1,South Australia,Colony of,4,0.19000000000000009,1,,Cape Colony (Cape of Good Hope),Colony of,4,0.08812500000000001
561-920,920,561,13.57835442738456,3,1,0,0,4,3,1,New Zealand,Colony of,4,0,1,,Cape Colony (Cape of Good Hope),Colony of,4,0.08812500000000001
1022-561,1022,561,22.927675094170095,173,1,0,0,4,173,1,Nova Scotia,Colony of,4,0,1,,Cape Colony (Cape of Good Hope),Colony of,4,0.08812500000000001
2248-561,2248,561,16.46112025395671,1435,0,1,0,bridge,1435,1,Holstein,Sovereign (limited),3,0,1,,Cape Colony (Cape of Good Hope),Colony of,4,0.08812500000000001
4050-561,4050,561,22.927675094170095,1702,1,0,0,4,1702,1,St. Helena,Colony of,4,0,1,,Cape Colony (Cape of Good Hope),Colony of,4,0.08812500000000001
4070-561,4070,561,22.927675094170095,137,1,0,0,4,137,1,Ascension I.,Possession of,4,0,1,,Cape Colony (Cape of Good Hope),Colony of,4,0.08812500000000001
561-9974,9974,561,22.927675094170095,2157,1,0,0,4,2157,1,Crozet Is.,Possession of,4,0,1,,Cape Colony (Cape of Good Hope),Colony of,4,0.08812500000000001
561-restOfTheWorld,restOfTheWorld,561,22.868555564579182,10034.613150085897,1,0,0,4,10034.613150085897,,Rest Of The World,,4,0,1,,Cape Colony (Cape of Good Hope),Colony of,4,0.08812500000000001
200-850,200,850,18.559739323660544,484343.2765890989,0,1,0,bridge,484343.2765890989,1,United Kingdom,Sovereign,1,0.006333333333333333,1,,Indonesia (Dutch East Indies),Colony of,4,0.10733333333333334
210-850,210,850,21.223864074579367,813290.6450101516,0,1,0,bridge,813290.6450101516,1,Netherlands,Sovereign,2,0.013571428571428571,1,,Indonesia (Dutch East Indies),Colony of,4,0.10733333333333334
710-850,710,850,18.903581741938172,105497.42308292989,0.95,0.050000000000000044,0.19000000000000017,4,105497.42308292989,1,People's Republic of China (China),Sovereign (unrecognized),4,0.11875000000000006,1,,Indonesia (Dutch East Indies),Colony of,4,0.10733333333333334
740-850,740,850,23.005549060411436,51460.253006403254,1,0,0,4,51460.253006403254,1,Japan,Sovereign (unrecognized),4,0,1,,Indonesia (Dutch East Indies),Colony of,4,0.10733333333333334
800-850,800,850,21.877127719707783,9995.31469623614,1,0,0,4,9995.31469623614,1,Thailand (Siam),Sovereign (unrecognized),4,0,1,,Indonesia (Dutch East Indies),Colony of,4,0.10733333333333334
840-850,840,850,20.087192716827484,12455.099172263002,0.85,0.15000000000000002,0.51,4,12455.099172263002,1,Philippines,Colony of,4,0.3466666666666667,1,,Indonesia (Dutch East Indies),Colony of,4,0.10733333333333334
561-775,775,561,12.52366432976292,9,1,0,0,4,9,1,Myanmar (Burma),Sovereign (unrecognized),4,0,1,,Cape Colony (Cape of Good Hope),Colony of,4,0.08812500000000001
1063-2,2,1063,20.11877184233132,120025,1,0,0,1,120025,1,United States of America,Sovereign,1,0.04596491228070175,,,Leeward Is.,Colony of,1,0
1063-200,200,1063,19.369231204615897,274564,1,0,0,1,274564,1,United Kingdom,Sovereign,1,0.006333333333333333,,,Leeward Is.,Colony of,1,0
630-640,630,640,21.734374879241447,125214.74308917696,0.1,0.9,0.36000000000000004,bridge,125214.74308917696,1,Iran (Persia),Sovereign (unrecognized),2,0.27500000000000013,1,,Turkey (Ottoman Empire),Sovereign,2,0.030555555555555558
640-750,750,640,20.630207087704676,76878.0259253475,0,1,0,bridge,76878.0259253475,1,India,Colony of,4,0.057619047619047625,1,,Turkey (Ottoman Empire),Sovereign,2,0.030555555555555558
200-640,200,640,17.832185147680647,162072.46603154772,0,1,0,bridge,162072.46603154772,1,United Kingdom,Sovereign,1,0.006333333333333333,1,,Turkey (Ottoman Empire),Sovereign,2,0.030555555555555558
300-640,300,640,20.394329532520707,87470.92013365595,1,0,0,2,87470.92013365595,1,Austria-Hungary (Austrian Empire),Sovereign,2,0.008636363636363636,1,,Turkey (Ottoman Empire),Sovereign,2,0.030555555555555558
337-640,337,640,19.88829984522587,20440.191438539667,1,0,0,2,20440.191438539667,1,Tuscany,Sovereign,2,0,1,,Turkey (Ottoman Empire),Sovereign,2,0.030555555555555558
338-640,338,640,22.01180302919652,13194.779937927437,1,0,0,2,13194.779937927437,1,Malta,Colony of,2,0,1,,Turkey (Ottoman Empire),Sovereign,2,0.030555555555555558
