"target","source","key","proximity","observedTradeValues","coMembershipScore","bridgeNessEdgeScore","ambiguityScore","sourceCommunityId","maxObservedTradeValue","sourceCited","sourceReporting","sourceLabel","sourceGphStatus","sourceCommunity","sourceMeanAmbiguityScore","targetCited","targetReporting","targetLabel","targetGphStatus","targetCommunity","targetMeanAmbiguityScore","export","import"
"10","200","10-200",1.31081162810903,"2.590513346984576e-7",1,0,0,"0",2.59051334698458e-07,1,1,"United Kingdom","Sovereign",0,0,1,NA,"Greenland","Colony of",0,0,43,NA
"100","200","100-200",0.850633959785215,"0.0014935574579791353",0,1,0,"bridge",0.00149355745797914,1,1,"United Kingdom","Sovereign",0,0,1,NA,"Colombia (New Granada) (Gran Colombia)","Sovereign",10,0,247916,NA
"100","220","100-220",0.0202289123348347,"0.00035489433555454055",0,1,0,"bridge",0.000354894335554541,1,1,"France","Sovereign",6,0,1,NA,"Colombia (New Granada) (Gran Colombia)","Sovereign",10,0,58909.0052232651,NA
"100","248","100-248",1.35557732070224,"0.0003897414549725908",1,0,0,"10",0.000389741454972591,1,1,"Hamburg","Sovereign (unrecognized)",10,0,1,NA,"Colombia (New Granada) (Gran Colombia)","Sovereign",10,0,64693.287850955,NA
"101","2","101-2",0.963256099451705,"0.0004951058482706828",0,1,0,"bridge",0.000495105848270683,1,1,"United States of America","Sovereign",1,0,1,NA,"Venezuela","Sovereign",10,0,82182.7515400411,NA
"101","220","101-220",0.238145622476932,"0.00023659622370302702",0,1,0,"bridge",0.000236596223703027,1,1,"France","Sovereign",6,0,1,NA,"Venezuela","Sovereign",10,0,39272.6701488434,NA
"101","248","101-248",1.30252605192146,"0.00019815518697094403",1,0,0,"10",0.000198155186970944,1,1,"Hamburg","Sovereign (unrecognized)",10,0,1,NA,"Venezuela","Sovereign",10,0,32891.8322295806,NA
"1022","1055","1022-1055",0.253346802139254,"2.530268850543074e-7",1,0,0,"1",2.53026885054307e-07,NA,NA,"Windward Is.","Colony of",1,0,NA,NA,"Nova Scotia","Colony of",1,0,42,NA
"1022","2","1022-2",0.716151454326216,"0.00022888691533019768",1,0,0,"1",0.000228886915330198,1,1,"United States of America","Sovereign",1,0,NA,NA,"Nova Scotia","Colony of",1,0,37993,NA
"1022","200","1022-200",0.936312775832803,"0.0005163445314797048",0,1,0,"bridge",0.000516344531479705,1,1,"United Kingdom","Sovereign",0,0,NA,NA,"Nova Scotia","Colony of",1,0,85708.1662191471,NA
