"target","source","key","proximity","observedTradeValues","coMembershipScore","bridgeNessEdgeScore","ambiguityScore","maxObservedTradeValue","sourceCited","sourceReporting","sourceLabel","sourceGphStatus","sourceBlockLouvain","sourceBlockIntraMax","sourceBlockAn","sourceMeanAmbiguityScore","targetCited","targetReporting","targetLabel","targetGphStatus","targetBlockLouvain","targetBlockIntraMax","targetBlockAn","targetMeanAmbiguityScore","export","import"
"101","100","100-101",0.235966884414024,"0.000004192080567414232",0,1,0,4.19208056741423e-06,NA,NA,"Colombia (New Granada) (Gran Colombia)",NA,0,1,"WE",0,NA,NA,"Venezuela",NA,2,1,"LA",0.768,NA,669.508427515545
"101","2","101-2",2.11804520394188,"0.0006330451683537144|0.0015265784607404172",0.6,0.4,0.96,0.00152657846074042,NA,NA,"United States of America",NA,2,2,"NAM",0.0619354838709677,NA,NA,"Venezuela",NA,2,1,"LA",0.768,101102.321006258,243806.655977474
"101","68","101-68",1.71363774477871,"0.000004564582920913298",0.6,0.4,0.96,4.5645829209133e-06,NA,NA,"Netherlands Antilles",NA,2,1,"LA",0.48,NA,NA,"Venezuela",NA,2,1,"LA",0.768,NA,729
"101","70","101-70",1.11655983169725,"0.00006789554413384833",1,0,0,6.78955441338483e-05,NA,NA,"Mexico",NA,2,9,"LA",0.48,NA,NA,"Venezuela",NA,2,1,"LA",0.768,NA,10843.4554769074
"1022","2","1022-2",0.548518237945373,"0.00009103493976290596",1,0,0,9.1034939762906e-05,NA,NA,"United States of America",NA,2,2,"NAM",0.0619354838709677,NA,NA,"Nova Scotia",NA,2,1,"LA",0,14539,NA
"1022","200","1022-200",1.16854790509254,"0.000472119564675823",1,0,0,0.000472119564675823,NA,NA,"United Kingdom",NA,2,4,"AF",0.0336842105263158,NA,NA,"Nova Scotia",NA,2,1,"LA",0,75401.2291181712,NA
"1022","30","1022-30",0.983021908459784,"9.392145927805141e-8",1,0,0,9.39214592780514e-08,NA,NA,"Bermuda",NA,2,2,"LA",0,NA,NA,"Nova Scotia",NA,2,1,"LA",0,15,NA
"1022","31","1022-31",0.115216729456163,"1.9410434917463958e-7",1,0,0,1.9410434917464e-07,NA,NA,"Bahamas",NA,2,2,"LA",0,NA,NA,"Nova Scotia",NA,2,1,"LA",0,31,NA
"1023","2","1023-2",0.561767810680363,"0.0003524684523786713",1,0,0,0.000352468452378671,NA,NA,"United States of America",NA,2,2,"NAM",0.0619354838709677,NA,NA,"New Brunswick",NA,2,1,"LA",0,56292,NA
"1023","200","1023-200",1.16593847750191,"0.0017991884900365866",1,0,0,0.00179918849003659,NA,NA,"United Kingdom",NA,2,4,"AF",0.0336842105263158,NA,NA,"New Brunswick",NA,2,1,"LA",0,287344.634101694,NA
"1023","30","1023-30",1.01204098881325,"3.694244064936689e-7",1,0,0,3.69424406493669e-07,NA,NA,"Bermuda",NA,2,2,"LA",0,NA,NA,"New Brunswick",NA,2,1,"LA",0,59,NA
"1023","31","1023-31",0.12825310530302,"7.513716742244113e-7",1,0,0,7.51371674224411e-07,NA,NA,"Bahamas",NA,2,2,"LA",0,NA,NA,"New Brunswick",NA,2,1,"LA",0,120,NA
"1024","2","1024-2",0.535675735217549,"0.000012516599806454984",1,0,0,1.2516599806455e-05,NA,NA,"United States of America",NA,2,2,"NAM",0.0619354838709677,NA,NA,"Prince Edward Is.",NA,2,1,"LA",0,1999,NA
"1024","200","1024-200",1.17109948668157,"0.00006591979095367346",1,0,0,6.59197909536735e-05,NA,NA,"United Kingdom",NA,2,4,"AF",0.0336842105263158,NA,NA,"Prince Edward Is.",NA,2,1,"LA",0,10527.912065099,NA
"1024","30","1024-30",0.939464023620721,"1.2522861237073521e-8",1,0,0,1.25228612370735e-08,NA,NA,"Bermuda",NA,2,2,"LA",0,NA,NA,"Prince Edward Is.",NA,2,1,"LA",0,2,NA
"1024","31","1024-31",0.0388690217941091,"2.5045722474147043e-8",1,0,0,2.5045722474147e-08,NA,NA,"Bahamas",NA,2,2,"LA",0,NA,NA,"Prince Edward Is.",NA,2,1,"LA",0,4,NA
"1029","220","1029-220",2.30753711181452,"0.0013712413070981133|0.00012995572191243682",1,0,0,0.00137124130709811,NA,NA,"France",NA,0,2,"WE",0,NA,NA,"St. Pierre and Miquelon",NA,0,NA,"",0,218998.083766767,20754.9567869853
"1055","200","1055-200",1.58205839347667,"0.002448238156139729",1,0,0,0.00244823815613973,NA,NA,"United Kingdom",NA,2,4,"AF",0.0336842105263158,NA,NA,"Windward Is.",NA,2,1,"LA",0,NA,391003
"1063","200","1063-200",1.58230785575979,"0.0032798187565875963",1,0,0,0.0032798187565876,NA,NA,"United Kingdom",NA,2,4,"AF",0.0336842105263158,NA,NA,"Leeward Is.",NA,2,1,"LA",0,NA,523813
"1064","2","1064-2",2.37218441004189,"0.00004092253308965194",1,0,0,4.09225330896519e-05,NA,NA,"United States of America",NA,2,2,"NAM",0.0619354838709677,NA,NA,"St. Barthelemy",NA,2,NA,"",0,6535.65224670894,NA
"110","2","110-2",2.37218441004189,"0.0001522014732194705",1,0,0,0.00015220147321947,NA,NA,"United States of America",NA,2,2,"NAM",0.0619354838709677,NA,NA,"Guyana (British Guiana)",NA,2,2,"LA",0,24307.7792427953,NA
"1163","2","1163-2",1.24394986534244,"0.000001596664807726874",1,0,0,1.59666480772687e-06,NA,NA,"United States of America",NA,2,2,"NAM",0.0619354838709677,NA,NA,"Falkland Is.",NA,2,2,"NAM",0,255,NA
"1163","200","1163-200",0.955248529263257,"0.0000033373425196800933",1,0,0,3.33734251968009e-06,NA,NA,"United Kingdom",NA,2,4,"AF",0.0336842105263158,NA,NA,"Falkland Is.",NA,2,2,"NAM",0,533,NA
"140","2","140-2",1.6428197968558,"0.0020555408813852506|0.008550090392974545",0,1,0,0.00855009039297455,NA,NA,"United States of America",NA,2,2,"NAM",0.0619354838709677,NA,NA,"Brazil",NA,3,2,"WE",0.0584615384615385,328286.138841799,1365517.07011849
"155","2","155-2",0.0273865176177223,"0.001139932619816373",0,1,0,0.00113993261981637,NA,NA,"United States of America",NA,2,2,"NAM",0.0619354838709677,NA,NA,"Chile",NA,0,3,"LA",0,182056.256671062,NA
