key,source,target,TIBI,proximity,observedTradeValues,coMembershipScore,bridgeNessEdgeScore,ambiguityScore,maxObservedTradeValue,sourceCited,sourceReporting,sourceLabel,sourceGphStatus,sourceBlockLouvainTibi,sourceBlockLouvainProximity,sourceBlockIntraMax,sourceBlockAn,sourceMeanAmbiguityScore,targetCited,targetReporting,targetLabel,targetGphStatus,targetBlockLouvainTibi,targetBlockLouvainProximity,targetBlockIntraMax,targetBlockAn,targetMeanAmbiguityScore
10-200,10,200,0.6928331719951496,0.886872618636455,57101,0.1,0.9,0.36000000000000004,57101,,,Greenland,,0,4,2,WE,0.4533333333333333,,,United Kingdom,,0,0,1,AF,0.17418604651162786
10-210,10,210,-0.005264111605544189,0.024818850825020403,4603.505843071786,0.8,0.19999999999999996,0.6399999999999999,4603.505843071786,,,Greenland,,0,4,2,WE,0.4533333333333333,,,Netherlands,,3,4,5,WE,0.030303030303030297
10-248,10,248,0.45553796238690714,0.917761844234229,9042.066420664207,0.9,0.09999999999999998,0.35999999999999993,9042.066420664207,,,Greenland,,0,4,2,WE,0.4533333333333333,,,Hamburg,,3,4,5,WE,0.1442553191489362
100-2,2,100,0.6715406954303326,1.2530578511289552,122474.34624296591,0.9,0.09999999999999998,0.35999999999999993,122474.34624296591,,,United States of America,,0,3,3,NAM,0.16254237288135592,,,Colombia (New Granada) (Gran Colombia),,0,3,2,WE,0.2
100-200,100,200,-0.04199835107708009,0.21264534131123852,102855,0.2,0.8,0.6400000000000001,102855,,,Colombia (New Granada) (Gran Colombia),,0,3,2,WE,0.2,,,United Kingdom,,0,0,1,AF,0.17418604651162786
100-220,100,220,-0.11773488053172274,-0.11814553218155574,19758.160120129614,0,1,0,19758.160120129614,,,Colombia (New Granada) (Gran Colombia),,0,3,2,WE,0.2,,,France,,1,2,2,WE,0.2701923076923076
100-230,100,230,-0.5065081073027532,-1.0733301700967692,2319.9013157894738,0,1,0,2319.9013157894738,,,Colombia (New Granada) (Gran Colombia),,0,3,2,WE,0.2,,,Spain,,2,2,2,WE,0.18352941176470586
100-248,100,248,-0.6698441035549607,-1.5592191417265608,2684.870848708487,0,1,0,2684.870848708487,,,Colombia (New Granada) (Gran Colombia),,0,3,2,WE,0.2,,,Hamburg,,3,4,5,WE,0.1442553191489362
101-2,2,101,0.5395841606002543,1.0137189756815257,127163.51853315419|397270.5643826548,0,1,0,397270.5643826548,,,United States of America,,0,3,3,NAM,0.16254237288135592,,,Venezuela,,3,4,4,WE,0.03599999999999999
101-200,101,200,0.26684413237561977,0.3947180036027522,220224.45269896465|51393,0,1,0,220224.45269896465,,,Venezuela,,3,4,4,WE,0.03599999999999999,,,United Kingdom,,0,0,1,AF,0.17418604651162786
