"target","source","key","proximity","observedTradeValues","coMembershipScore","bridgeNessEdgeScore","ambiguityScore","sourceCommunityId","maxObservedTradeValue","sourceCited","sourceReporting","sourceLabel","sourceGphStatus","sourceCommunity","sourceMeanAmbiguityScore","targetCited","targetReporting","targetLabel","targetGphStatus","targetCommunity","targetMeanAmbiguityScore","export","import"
"100","2","100-2",0.849858124675306,"0.000645897393751793",0.7,0.3,0.84,"1",0.000645897393751793,1,1,"United States of America","Sovereign",1,0.2016,1,NA,"Colombia (New Granada) (Gran Colombia)","Sovereign",1,0.42,94967.8649914998,NA
"100","200","100-200",0.54630480060637,"0.0008994070062770157",0,1,0,"bridge",0.000899407006277016,1,1,"United Kingdom","Sovereign",0,0,1,NA,"Colombia (New Granada) (Gran Colombia)","Sovereign",1,0.42,132242,NA
"100","230","100-230",1.27680906851743,"0.0001327834001065137",0.7,0.3,0.84,"1",0.000132783400106514,1,NA,"Spain","Sovereign",1,0.0763636363636364,1,NA,"Colombia (New Granada) (Gran Colombia)","Sovereign",1,0.42,19523.4663220727,NA
"100","246","100-246",2.80415463512783,"0.00026756444144830204",1,0,0,"1",0.000267564441448302,1,1,"Bremen","Sovereign (unrecognized)",1,0.42,1,NA,"Colombia (New Granada) (Gran Colombia)","Sovereign",1,0.42,39340.6506943625,NA
"1029","220","1029-220",1.92813724053509,"0.0012307964306621892",1,0,0,"2",0.00123079643066219,1,1,"France","Sovereign",2,0,1,NA,"St. Pierre and Miquelon","Colony of",2,0,180966.993194067,NA
"1064","2","1064-2",2.05694382592058,"0.00010253015510637694",1,0,0,"1",0.000102530155106377,1,1,"United States of America","Sovereign",1,0.2016,NA,NA,"St. Barthelemy","Colony of",1,0,15075.2581166812,NA
"110","2","110-2",2.05694382592058,"0.00009058564725498492",1,0,0,"1",9.05856472549849e-05,1,1,"United States of America","Sovereign",1,0.2016,1,NA,"Guyana (British Guiana)","Colony of",1,0,13319.0280714848,NA
"120","220","120-220",1.92766319688039,"0.0005351288828966041",1,0,0,"2",0.000535128882896604,1,1,"France","Sovereign",2,0,NA,NA,"French Guiana","Colony of",2,0,78681.301388725,NA
"135","200","135-200",1.30831133319069,"0.0030015418523479504",1,0,0,"0",0.00300154185234795,1,1,"United Kingdom","Sovereign",0,0,1,NA,"Peru","Sovereign (unrecognized)",0,0,441324,NA
"140","160","140-160",1.17111912925615,"0.0004207182689296168|0.00022475413081657374",1,0,0,"3",0.000420718268929617,1,1,"Argentina (La Plata)","Sovereign",3,0,1,NA,"Brazil","Sovereign",3,0.0646153846153846,61859.2305057655,33046.1465832645
