"target","source","key","proximity","observedTradeValues","coMembershipScore","bridgeNessEdgeScore","ambiguityScore","sourceCommunityId","maxObservedTradeValue","sourceCited","sourceReporting","sourceLabel","sourceGphStatus","sourceCommunity","sourceMeanAmbiguityScore","targetCited","targetReporting","targetLabel","targetGphStatus","targetCommunity","targetMeanAmbiguityScore","export","import"
"10","390","10-390",4.29246973339002,"0.000012982614473601784",1,0,0,"7",1.29826144736018e-05,1,1,"Denmark","Sovereign",7,0.136190476190476,1,NA,"Greenland","Colony of",7,0,78431.3522467413,NA
"100","101","100-101",3.22974492649759,"0.000017409384520532188|0.000135339552549871",0.5,0.5,1,"bridge",0.000135339552549871,1,1,"Venezuela","Sovereign",1,0.162142857142857,1,1,"Colombia (New Granada) (Gran Colombia)","Sovereign",9,0.435555555555556,105174.621991991,817621.453717126
"100","130","100-130",1.63001838837535,"0.000007766636713893311|6.280069169788742e-7",0.5,0.5,1,"bridge",7.76663671389331e-06,1,1,"Ecuador","Sovereign",9,0.16,1,1,"Colombia (New Granada) (Gran Colombia)","Sovereign",9,0.435555555555556,46920.2733485194,3793.95319942017
"100","2","100-2",1.85166378461066,"0.0013872145943472642|0.002389210547924477",0.6,0.4,0.96,"9",0.00238921054792448,1,1,"United States of America","Sovereign",9,0.185230769230769,1,1,"Colombia (New Granada) (Gran Colombia)","Sovereign",9,0.435555555555556,8380524.33215987,14433842.6175192
"100","200","100-200",0.613234041781364,"0.0006414174965198678|0.00010983851604135078",0,1,0,"bridge",0.000641417496519868,1,1,"United Kingdom","Sovereign",0,0.13787037037037,1,1,"Colombia (New Granada) (Gran Colombia)","Sovereign",9,0.435555555555556,3874970,663563.056533444
"100","210","100-210",0.414128392892623,"0.000019672837734049025|0.00013250634018613695",0,1,0,"bridge",0.000132506340186137,1,1,"Netherlands","Sovereign",0,0.21078431372549,1,1,"Colombia (New Granada) (Gran Colombia)","Sovereign",9,0.435555555555556,118848.731828984,800505.280596397
"100","230","100-230",0.163820188715285,"0.0000322441214770639|0.000011388859678305275",0,1,0,"bridge",3.22441214770639e-05,1,1,"Spain","Sovereign",8,0.0478571428571429,1,1,"Colombia (New Granada) (Gran Colombia)","Sovereign",9,0.435555555555556,194795.128099703,68803.0648167323
"100","255","100-255",0.3449080631569,"0.00028635141002426954|0.00004563935121432717",0,1,0,"bridge",0.00028635141002427,1,1,"Germany (Zollverein)","Sovereign",7,0.1785,1,1,"Colombia (New Granada) (Gran Colombia)","Sovereign",9,0.435555555555556,1729923.37958055,275719.196521019
"100","94","100-94",1.1841028224919,"0.000005120076534247405|1.0399939883815863e-7",0.6,0.4,0.96,"9",5.1200765342474e-06,1,1,"Costa Rica","Sovereign",9,0.223333333333333,1,1,"Colombia (New Granada) (Gran Colombia)","Sovereign",9,0.435555555555556,30931.7146407124,628.287430109754
"101","200","101-200",0.575447124497484,"0.0004105148451837506|0.000066389647403067",0,1,0,"bridge",0.000410514845183751,1,1,"United Kingdom","Sovereign",0,0.13787037037037,1,1,"Venezuela","Sovereign",1,0.162142857142857,2480027,401077.135240719
"101","210","101-210",0.427726985008835,"0.00003170484601113448|0.00010060172616533135",0,1,0,"bridge",0.000100601726165331,1,1,"Netherlands","Sovereign",0,0.21078431372549,1,1,"Venezuela","Sovereign",1,0.162142857142857,191537.224684922,607761.205383332
"101","225","101-225",0.00666444438128175,"0.000024914540228323226",0,1,0,"bridge",2.49145402283232e-05,1,1,"Switzerland","Sovereign",5,0.0430434782608696,1,1,"Venezuela","Sovereign",1,0.162142857142857,150515.220542562,NA
"101","230","101-230",1.67352974914815,"0.000050968419985930836|0.00014453586182844698",0,1,0,"bridge",0.000144535861828447,1,1,"Spain","Sovereign",8,0.0478571428571429,1,1,"Venezuela","Sovereign",1,0.162142857142857,307913.487649561,873178.751044608
"101","52","101-52",3.21198184526678,"9.327524065707488e-7|0.000028528044694800387",1,0,0,"1",2.85280446948004e-05,1,1,"Trinidad and Tobago","Colony of",1,0.0747058823529412,1,1,"Venezuela","Sovereign",1,0.162142857142857,5635,172345.341296106
"1029","20","1029-20",1.97662903511007,"0.0000378443686135887",0,1,0,"bridge",3.78443686135887e-05,1,1,"Canada (Province of Canada)","Sovereign",1,0.126086956521739,1,1,"St. Pierre and Miquelon","Colony of",8,0,228627.678294172,NA
"1029","200","1029-200",1.30262743112344,"0.00006574389881670696",0,1,0,"bridge",6.5743898816707e-05,1,1,"United Kingdom","Sovereign",0,0.13787037037037,1,1,"St. Pierre and Miquelon","Colony of",8,0,397176,NA
"1029","220","1029-220",2.89647214911164,"0.000031229641496090245|0.00005587098298869897",1,0,0,"8",5.5870982988699e-05,1,1,"France","Sovereign",8,0.116417910447761,1,1,"St. Pierre and Miquelon","Colony of",8,0,188666.390556367,337531.146447317
"1055","21","1055-21",2.67584906039573,"5.056891929145764e-7",1,0,0,"1",5.05689192914576e-07,1,1,"Newfoundland and Labrador (Newfoundland)","Colony of",1,0.0189473684210526,1,NA,"Windward Is.","Colony of",1,0.0514285714285714,3055,NA
"1063","1055","1055-1063",2.60946740418073,"1.4914106802488814e-7",1,0,0,"1",1.49141068024888e-07,1,NA,"Windward Is.","Colony of",1,0.0514285714285714,1,1,"Leeward Is.","Colony of",1,0.04,901,NA
"1063","110","1063-110",2.96959860575615,"7.842734520554052e-7",1,0,0,"1",7.84273452055405e-07,1,1,"Guyana (British Guiana)","Colony of",1,0,1,1,"Leeward Is.","Colony of",1,0.04,4738,NA
"1063","20","1063-20",1.49074849509829,"0.000013448187492357395",1,0,0,"1",1.34481874923574e-05,1,1,"Canada (Province of Canada)","Sovereign",1,0.126086956521739,1,1,"Leeward Is.","Colony of",1,0.04,81244,NA
"1063","52","1063-52",2.68351596020574,"9.006399013578428e-7",1,0,0,"1",9.00639901357843e-07,1,1,"Trinidad and Tobago","Colony of",1,0.0747058823529412,1,1,"Leeward Is.","Colony of",1,0.04,5441,NA
"1063","53","1063-53",4.65057892428737,"0.000001635254840197414",1,0,0,"1",1.63525484019741e-06,1,1,"Barbados","Colony of",1,0.0758333333333333,1,1,"Leeward Is.","Colony of",1,0.04,9879,NA
"11","200","11-200",1.64727388420859,"0.0000836438064904865",0,1,0,"bridge",8.36438064904865e-05,1,1,"United Kingdom","Sovereign",0,0.13787037037037,1,NA,"Faeroe Is.","Colony of",7,0,505314,NA
"11","385","11-385",2.02164139811177,"0.000006122474945613467",1,0,0,"7",6.12247494561347e-06,1,1,"Norway","Sovereign",7,0.142258064516129,1,NA,"Faeroe Is.","Colony of",7,0,36987.4642782978,NA
"11","390","11-390",2.79375670865676,"0.00002720924548729243",1,0,0,"7",2.72092454872924e-05,1,1,"Denmark","Sovereign",7,0.136190476190476,1,NA,"Faeroe Is.","Colony of",7,0,164378.13211824,NA
"11","395","11-395",4.47887939476496,"0.000005847791482801422",1,0,0,"7",5.84779148280142e-06,1,1,"Iceland","Sovereign (unrecognized)",7,0,1,NA,"Faeroe Is.","Colony of",7,0,35328.0300039479,NA
"110","1055","1055-110",2.9325214985336,"3.0639302654169583e-7|4.351741041480921e-7",1,0,0,"1",4.35174104148092e-07,1,NA,"Windward Is.","Colony of",1,0.0514285714285714,1,1,"Guyana (British Guiana)","Colony of",1,0,1851,2629
"110","20","110-20",2.31611129664816,"0.00008301344931144124|0.00013963335942338015",1,0,0,"1",0.00013963335942338,1,1,"Canada (Province of Canada)","Sovereign",1,0.126086956521739,1,1,"Guyana (British Guiana)","Colony of",1,0,501505.848255874,843561.458333333
"110","200","110-200",1.43885435152814,"0.0002245771499226842|0.0002171355389396468",0,1,0,"bridge",0.000224577149922684,1,1,"United Kingdom","Sovereign",0,0.13787037037037,1,1,"Guyana (British Guiana)","Colony of",1,0,1356729,1311772.29166667
"110","51","110-51",3.04243602732536,"1.524516355726104e-7|0.000008199613702198512",1,0,0,"1",8.19961370219851e-06,1,1,"Jamaica","Colony of",1,0.135,1,1,"Guyana (British Guiana)","Colony of",1,0,921,49536
"110","52","110-52",3.15625446661886,"0.0000074563912877348635|0.000005233510707816746",1,0,0,"1",7.45639128773486e-06,1,1,"Trinidad and Tobago","Colony of",1,0.0747058823529412,1,1,"Guyana (British Guiana)","Colony of",1,0,45046,31617
"110","53","110-53",3.54177603590119,"0.0000019638286693088492|0.000008181902165818198",1,0,0,"1",8.1819021658182e-06,1,1,"Barbados","Colony of",1,0.0758333333333333,1,1,"Guyana (British Guiana)","Colony of",1,0,11864,49429
"115","110","110-115",3.69203052408064,"0.000002065345843756608",1,0,0,"1",2.06534584375661e-06,1,1,"Guyana (British Guiana)","Colony of",1,0,1,NA,"Surinam (Dutch Guiana)","Colony of",1,0.04,12477.2916666667,NA
"115","120","115-120",2.11829017358832,"5.3631194273100735e-8",1,0,0,"1",5.36311942731007e-08,1,1,"French Guiana","Colony of",1,0,1,NA,"Surinam (Dutch Guiana)","Colony of",1,0.04,324,NA
"115","2","115-2",0.858627842477515,"0.000041172553039640516",0.1,0.9,0.36,"bridge",4.11725530396405e-05,1,1,"United States of America","Sovereign",9,0.185230769230769,1,NA,"Surinam (Dutch Guiana)","Colony of",1,0.04,248734.106440257,NA
"115","200","115-200",0.378423576551404,"0.000019272303450687793",0,1,0,"bridge",1.92723034506878e-05,1,1,"United Kingdom","Sovereign",0,0.13787037037037,1,NA,"Surinam (Dutch Guiana)","Colony of",1,0.04,116429,NA
"115","210","115-210",2.56610915938321,"0.00003409771319712679",0,1,0,"bridge",3.40977131971268e-05,1,1,"Netherlands","Sovereign",0,0.21078431372549,1,NA,"Surinam (Dutch Guiana)","Colony of",1,0.04,205993.158004504,NA
"115","385","115-385",0.856442563016419,"0.0000015647397514309298",0,1,0,"bridge",1.56473975143093e-06,1,1,"Norway","Sovereign",7,0.142258064516129,1,NA,"Surinam (Dutch Guiana)","Colony of",1,0.04,9453,NA
"115","480","115-480",0.488857515264215,"1.2580156681344617e-8",0,1,0,"bridge",1.25801566813446e-08,1,1,"French Equatorial Africa","Colony of",6,0.09375,1,NA,"Surinam (Dutch Guiana)","Colony of",1,0.04,76,NA
"115","52","115-52",2.40780526498636,"8.741553609760647e-7",1,0,0,"1",8.74155360976065e-07,1,1,"Trinidad and Tobago","Colony of",1,0.0747058823529412,1,NA,"Surinam (Dutch Guiana)","Colony of",1,0.04,5281,NA
"115","541","115-541",0.116207815541847,"1.4897553964750203e-8",0,1,0,"bridge",1.48975539647502e-08,1,1,"Mozambique (Portuguese East Africa)","Colony of",10,0,1,NA,"Surinam (Dutch Guiana)","Colony of",1,0.04,90,NA
"1163","220","1163-220",1.22321993564871,"0.000018425625800357824",0.25,0.75,0.75,"bridge",1.84256258003578e-05,1,1,"France","Sovereign",8,0.116417910447761,1,1,"Falkland Is.","Colony of",10,0.166666666666667,111314,NA
"1163","720","1163-720",1.16516628560315,"0.0000015092877450065817",0,1,0,"bridge",1.50928774500658e-06,1,1,"Hong Kong","Colony of",4,0.0276923076923077,1,1,"Falkland Is.","Colony of",10,0.166666666666667,9118,NA
"1163","780","1163-780",0.311345301733951,"5.624654263580133e-7",0,1,0,"bridge",5.62465426358013e-07,1,1,"Sri Lanka (Ceylon)","Colony of",2,0.241578947368421,1,1,"Falkland Is.","Colony of",10,0.166666666666667,3398,NA
"120","101","101-120",2.69615187444491,"0.0000019580899865917222",1,0,0,"1",1.95808998659172e-06,1,1,"Venezuela","Sovereign",1,0.162142857142857,1,1,"French Guiana","Colony of",1,0,11829.3311244407,NA
"120","110","110-120",3.1337989958107,"6.808733923148798e-7",1,0,0,"1",6.8087339231488e-07,1,1,"Guyana (British Guiana)","Colony of",1,0,1,1,"French Guiana","Colony of",1,0,4113.33333333333,NA
"120","220","120-220",2.71631772911982,"0.000046272191326667746|0.000050885708658510574",0,1,0,"bridge",5.08857086585106e-05,1,1,"France","Sovereign",8,0.116417910447761,1,1,"French Guiana","Colony of",1,0,279542.348311267,307413.806998265
"120","385","120-385",0.312443912229054,"5.232352009175044e-7",0,1,0,"bridge",5.23235200917504e-07,1,1,"Norway","Sovereign",7,0.142258064516129,1,1,"French Guiana","Colony of",1,0,3161,NA
"120","615","120-615",1.82043251617794,"0.0000015434964173983869",0,1,0,"bridge",1.54349641739839e-06,1,1,"Algeria (Regency of Algiers)","Colony of",8,0.265263157894737,1,1,"French Guiana","Colony of",1,0,9324.6634913723,NA
"130","135","130-135",2.41488571033796,"0.000013134280834879106|0.000011586232301413422",1,0,0,"9",1.31342808348791e-05,1,1,"Peru","Sovereign",9,0.15,1,1,"Ecuador","Sovereign",9,0.16,79347.6082003869,69995.444191344
"130","155","130-155",1.75746324341583,"0.000005462796586002235|0.00001432593432894759",1,0,0,"9",1.43259343289476e-05,1,1,"Chile","Sovereign",9,0.109411764705882,1,1,"Ecuador","Sovereign",9,0.16,33002.1756526958,86546.6970387244
"130","2","130-2",1.17208712799241,"0.0002317779140130392|0.00022870592122336357",0.9,0.1,0.36,"9",0.000231777914013039,1,1,"United States of America","Sovereign",9,0.185230769230769,1,1,"Ecuador","Sovereign",9,0.16,1400230.68958376,1381671.98177677
"130","200","130-200",0.609934093898395,"0.00011392142964006742|0.00003112612198911996",0,1,0,"bridge",0.000113921429640067,1,1,"United Kingdom","Sovereign",0,0.13787037037037,1,1,"Ecuador","Sovereign",9,0.16,688229,188041.002277904
"130","210","130-210",0.560258709133785,"0.0000026448298956563516|0.000028964072522304523",0,1,0,"bridge",2.89640725223045e-05,1,1,"Netherlands","Sovereign",0,0.21078431372549,1,1,"Ecuador","Sovereign",9,0.16,15978.1056119882,174979.498861048
"130","220","130-220",0.455381630579168,"0.000024362390486478776|0.00004756885884801206",0,1,0,"bridge",4.75688588480121e-05,1,1,"France","Sovereign",8,0.116417910447761,1,1,"Ecuador","Sovereign",9,0.16,147179.540276957,287375.854214123
"130","230","130-230",1.88661033381565,"0.000010592715665373729|0.00004510365490416146",0,1,0,"bridge",4.51036549041615e-05,1,1,"Spain","Sovereign",8,0.0478571428571429,1,1,"Ecuador","Sovereign",9,0.16,63993.3516696357,272482.91571754
"130","94","130-94",0.583111348217835,"3.873412020010522e-9|3.544343388222018e-7",0.9,0.1,0.36,"9",3.54434338822202e-07,1,1,"Costa Rica","Sovereign",9,0.223333333333333,1,1,"Ecuador","Sovereign",9,0.16,23.4002899150963,2141.23006833713
"135","145","135-145",2.8483717098028,"9.53802412777905e-7|0.0000265419606299334",1,0,0,"9",2.65419606299334e-05,1,1,"Bolivia","Sovereign",9,0.04,1,1,"Peru","Sovereign",9,0.15,5762.16856492863,160346.890660453
"135","160","135-160",1.36192573074423,"0.000014452215684681776|0.0002331181800427076",0,1,0,"bridge",0.000233118180042708,1,1,"Argentina (La Plata)","Sovereign",10,0.06,1,1,"Peru","Sovereign",9,0.15,87309.5955684407,1408327.58542019
"135","200","135-200",0.610296483476539,"0.00039417901514789247|0.0010300196604150348",0,1,0,"bridge",0.00103001966041503,1,1,"United Kingdom","Sovereign",0,0.13787037037037,1,1,"Peru","Sovereign",9,0.15,2381338,6222616.79042742
"135","225","135-225",0.118922020394321,"0.000028539916767123315",0,1,0,"bridge",2.85399167671233e-05,1,1,"Switzerland","Sovereign",5,0.0430434782608696,1,1,"Peru","Sovereign",9,0.15,172417.063574246,NA
