key,source,target,proximity,observedTradeValues,coMembershipScore,bridgeNessEdgeScore,ambiguityScore,maxObservedTradeValue,sourceCited,sourceReporting,sourceLabel,sourceGphStatus,sourceBlockLouvain,sourceBlockIntraMax,sourceBlockAn,sourceMeanAmbiguityScore,targetCited,targetReporting,targetLabel,targetGphStatus,targetBlockLouvain,targetBlockIntraMax,targetBlockAn,targetMeanAmbiguityScore
10-2,2,10,0.42694755060395473,0.000005023663420146462,0,1,0,0.000005023663420146462,,,United States of America,,3,2,AS,0.4680645161290319,,,Greenland,,1,2,NAM,0
10-390,10,390,3.892347198174451,0.000020710777105291944,1,0,0,0.000020710777105291944,,,Greenland,,1,2,NAM,0,,,Denmark,,1,6,WE,0.025500000000000002
100-2,2,100,1.7422043874979831,0.0012832350151595073,1,0,0,0.0012832350151595073,,,United States of America,,3,2,AS,0.4680645161290319,,,Colombia (New Granada) (Gran Colombia),,3,2,AS,0.66
100-230,100,230,0.48575281473638177,0.0000213307476369885,0.55,0.44999999999999996,0.99,0.0000213307476369885,,,Colombia (New Granada) (Gran Colombia),,3,2,AS,0.66,,,Spain,,3,2,AS,0.14717391304347827
100-53,53,100,0.5902427680448311,0.0000019016011999119918,0.45,0.55,0.9900000000000001,0.0000019016011999119918,,,Barbados,,6,4,AS,0.11000000000000001,,,Colombia (New Granada) (Gran Colombia),,3,2,AS,0.66
101-1055,101,1055,1.6653234301565232,9.79672713190854e-7|9.416475604576394e-10,1,0,0,9.79672713190854e-7,,,Venezuela,,6,2,AS,0.24062500000000003,,,Windward Is.,,6,4,AS,0.13
101-110,101,110,0.17874239148952267,7.422005519992407e-7,1,0,0,7.422005519992407e-7,,,Venezuela,,6,2,AS,0.24062500000000003,,,Guyana (British Guiana),,6,2,AS,0.047142857142857146
101-2,2,101,1.3152022568249309,0.0007462437743742546|0.0005355942872079007,0.45,0.55,0.9900000000000001,0.0007462437743742546,,,United States of America,,3,2,AS,0.4680645161290319,,,Venezuela,,6,2,AS,0.24062500000000003
101-200,101,200,0.349506843896204,0.00032895288879958154|0.0001053290780949171,0,1,0,0.00032895288879958154,,,Venezuela,,6,2,AS,0.24062500000000003,,,United Kingdom,,4,3,AF,0.2821505376344086
101-210,101,210,0.5449927085212033,0.000029894913618281647|0.00004239273508267955,0,1,0,0.00004239273508267955,,,Venezuela,,6,2,AS,0.24062500000000003,,,Netherlands,,1,1,ME,0.2849999999999999
