key,source,target,proximity,observedTradeValues,coMembershipScore,bridgeNessEdgeScore,ambiguityScore,sourceCommunityId,maxObservedTradeValue,sourceCited,sourceReporting,sourceLabel,sourceGphStatus,sourceCommunity,sourceMeanAmbiguityScore,targetCited,targetLabel,targetGphStatus,targetCommunity,targetMeanAmbiguityScore
231-246,246,231,1.306141180440299,0.0000845850878227576,0,1,0,bridge,0.0000845850878227576,1,1,Bremen,Sovereign (unrecognized),4,0,1,Gibraltar,Colony of,1,0
3349-640,3349,640,0.5689887404867884,0.00010414538938177029|3.17194079335341e-7,1,0,0,0,0.00010414538938177029,1,1,Ionian Is.,Protectorate of,0,0,1,Turkey (Ottoman Empire),Sovereign,0,0
200-3349,3349,200,1.4812988603298765,0.0007586225064103573|0.0011010011657503484,0,1,0,bridge,0.0011010011657503484,1,1,Ionian Is.,Protectorate of,0,0,1,United Kingdom,Sovereign,1,0
300-3349,3349,300,17.519592093344688,0.0008445292362303454|0.0005397559143247874,1,0,0,0,0.0008445292362303454,1,1,Ionian Is.,Protectorate of,0,0,1,Austria-Hungary (Austrian Empire),Sovereign,0,0
3349-350,3349,350,15.167686397302543,0.00006238150226928374|0.000015621808407265545,1,0,0,0,0.00006238150226928374,1,1,Ionian Is.,Protectorate of,0,0,1,Greece,Sovereign,0,0
3349-365,3349,365,4.751094402041192,0.00022917272231978388,0,1,0,bridge,0.00022917272231978388,1,1,Ionian Is.,Protectorate of,0,0,1,Russia (USSR),Sovereign,2,0
3349-337,3349,337,5.5085026129714745,0.0000023789555950150577|0.0001542527299967921,1,0,0,0,0.0001542527299967921,1,1,Ionian Is.,Protectorate of,0,0,1,Tuscany,Sovereign,0,0
300-327,327,300,22.551415095265124,0.0011625955992838586|0.002347949873760028,1,0,0,0,0.002347949873760028,1,1,Papal States,Sovereign,0,0,1,Austria-Hungary (Austrian Empire),Sovereign,0,0
220-327,327,220,0.48072702643008425,0.0001790824906247446|0.0012449632247975417,1,0,0,0,0.0012449632247975417,1,1,Papal States,Sovereign,0,0,1,France,Sovereign,0,0
327-337,327,337,16.616038563090505,0.0001241550492198414|0.0012370569094078301,1,0,0,0,0.0012370569094078301,1,1,Papal States,Sovereign,0,0,1,Tuscany,Sovereign,0,0
327-329,327,329,12.629234416185065,0.00022348966173169236,1,0,0,0,0.00022348966173169236,1,1,Papal States,Sovereign,0,0,1,Two Sicilies,Sovereign,0,0
327-350,327,350,5.066162010698536,0.000026036347345442572|0.000003779896112079481,1,0,0,0,0.000026036347345442572,1,1,Papal States,Sovereign,0,0,1,Greece,Sovereign,0,0
230-327,327,230,0.05278845046177616,0.0000528656798892235,0,1,0,bridge,0.0000528656798892235,1,1,Papal States,Sovereign,0,0,1,Spain,Sovereign,1,0
220-324,324,220,3.8366523721371504,0.00783347784894547|0.008194180382829644,1,0,0,0,0.008194180382829644,1,1,Kingdom of Sardinia,Sovereign,0,0,1,France,Sovereign,0,0
324-329,324,329,14.628020100188527,0.0024286229012709833,1,0,0,0,0.0024286229012709833,1,1,Kingdom of Sardinia,Sovereign,0,0,1,Two Sicilies,Sovereign,0,0
300-324,324,300,5.507406077018224,0.0031283794731246897|0.00029131632902956614,1,0,0,0,0.0031283794731246897,1,1,Kingdom of Sardinia,Sovereign,0,0,1,Austria-Hungary (Austrian Empire),Sovereign,0,0
324-337,324,337,21.669994517321292,0.003677151663214775|0.0011260389816404605,1,0,0,0,0.003677151663214775,1,1,Kingdom of Sardinia,Sovereign,0,0,1,Tuscany,Sovereign,0,0
140-324,324,140,0.660902366851609,0.0008894386312962408|0.0002796594466139923,0,1,0,bridge,0.0008894386312962408,1,1,Kingdom of Sardinia,Sovereign,0,0,1,Brazil,Sovereign,3,0
230-324,324,230,0.21586884354421798,0.0005786148663875513|0.00012526522849751507,0,1,0,bridge,0.0005786148663875513,1,1,Kingdom of Sardinia,Sovereign,0,0,1,Spain,Sovereign,1,0
324-335,324,335,12.03638656123941,0.0008860816606232751,0,1,0,bridge,0.0008860816606232751,1,1,Kingdom of Sardinia,Sovereign,0,0,1,Parma,Sovereign (unrecognized),5,0
324-327,324,327,5.193414730849102,0.0005091229301731669|0.00015309900895919126,1,0,0,0,0.0005091229301731669,1,1,Kingdom of Sardinia,Sovereign,0,0,1,Papal States,Sovereign,0,0
225-324,324,225,0.7245046852440784,0.00035673760789248015,1,0,0,0,0.00035673760789248015,1,1,Kingdom of Sardinia,Sovereign,0,0,1,Switzerland,Sovereign,0,0
324-640,324,640,0.3402561861692328,0.00017889746074513233|0.00024114916894040793,1,0,0,0,0.00024114916894040793,1,1,Kingdom of Sardinia,Sovereign,0,0,1,Turkey (Ottoman Empire),Sovereign,0,0
235-324,324,235,0.6635397885724228,0.00024252130649181282|0.00019770193857341432,0,1,0,bridge,0.00024252130649181282,1,1,Kingdom of Sardinia,Sovereign,0,0,1,Portugal,Sovereign,3,0
135-324,324,135,2.1700427982419677,0.00032893026027074865,0,1,0,bridge,0.00032893026027074865,1,1,Kingdom of Sardinia,Sovereign,0,0,1,Peru,Sovereign (unrecognized),1,0
200-31,31,200,1.8552246814505522,0.00026992550651826235,1,0,0,1,0.00026992550651826235,1,1,Bahamas,Colony of,1,0,1,United Kingdom,Sovereign,1,0
2-31,31,2,1.3410743898070572,0.000152595757555755,0,1,0,bridge,0.000152595757555755,1,1,Bahamas,Colony of,1,0,1,United States of America,Sovereign,4,0
200-365,200,365,1.4577055543683324,0.0116755041152695|0.03869182062732083,0,1,0,bridge,0.03869182062732083,1,1,United Kingdom,Sovereign,1,0,1,Russia (USSR),Sovereign,2,0
200-239,200,239,1.0860555020521407,0.0009976852444369365|0.00545370283589213,0,1,0,bridge,0.00545370283589213,1,1,United Kingdom,Sovereign,1,0,1,Prussia,Sovereign,3,0
200-210,200,210,0.4024137169363713,0.016835524256763046|0.0063474500200993425,0,1,0,bridge,0.016835524256763046,1,1,United Kingdom,Sovereign,1,0,1,Netherlands,Sovereign,5,0
200-211,200,211,0.08804468906323693,0.0056301911029306645|0.004260495100340018,0,1,0,bridge,0.0056301911029306645,1,1,United Kingdom,Sovereign,1,0,1,Belgium,Sovereign,3,0
200-235,200,235,1.5177903606481635,0.006949449751956895|0.0050383940170617945,0,1,0,bridge,0.006949449751956895,1,1,United Kingdom,Sovereign,1,0,1,Portugal,Sovereign,3,0
200-231,200,231,2.214786585113285,0.0050743003283292825,1,0,0,1,0.0050743003283292825,1,1,United Kingdom,Sovereign,1,0,1,Gibraltar,Colony of,1,0
200-338,200,338,1.5219668743389083,0.0009594004601413945,0,1,0,bridge,0.0009594004601413945,1,1,United Kingdom,Sovereign,1,0,1,Malta,Colony of,0,0
200-640,200,640,0.4940988629367167,0.011823142372283043|0.0019806391298897033,0,1,0,bridge,0.011823142372283043,1,1,United Kingdom,Sovereign,1,0,1,Turkey (Ottoman Empire),Sovereign,0,0
200-651,200,651,0.18410402433453887,0.0014552511402193666|0.0015016099879934768,0,1,0,bridge,0.0015016099879934768,1,1,United Kingdom,Sovereign,1,0,1,Egypt Arab Republic (Egypt),Sovereign (unrecognized),0,0
200-561,200,561,2.595597097129442,0.00323555733967134|0.0010882418071153177,0,1,0,bridge,0.00323555733967134,1,1,United Kingdom,Sovereign,1,0,1,Cape Colony (Cape of Good Hope),Colony of,6,0
200-4050,200,4050,0.7469366120406649,0.00007406733895340444,0,1,0,bridge,0.00007406733895340444,1,1,United Kingdom,Sovereign,1,0,1,St. Helena,Colony of,6,0
200-590,200,590,1.808305014185974,0.0017499171907155435,0,1,0,bridge,0.0017499171907155435,1,1,United Kingdom,Sovereign,1,0,1,Mauritius,Colony of,6,0
200-710,200,710,1.949830445573017,0.008897928591588463,1,0,0,1,0.008897928591588463,1,1,United Kingdom,Sovereign,1,0,1,People's Republic of China (China),Sovereign (unrecognized),1,0
200-840,200,840,1.4658291046323102,0.0003473470406964383|0.0004716940288115967,1,0,0,1,0.0004716940288115967,1,1,United Kingdom,Sovereign,1,0,1,Philippines,Colony of,1,0
200-41,200,41,0.6756875037548535,0.0016882536657033442|0.0016760270823679975,0,1,0,bridge,0.0016882536657033442,1,1,United Kingdom,Sovereign,1,0,1,Haiti,Sovereign (unrecognized),4,0
200-70,200,70,0.12008472019273242,0.0016893202997848215,1,0,0,1,0.0016893202997848215,1,1,United Kingdom,Sovereign,1,0,1,Mexico,Sovereign,1,0
100-200,200,100,1.3108470292648242,0.0012422060763227795,1,0,0,1,0.0012422060763227795,1,1,United Kingdom,Sovereign,1,0,1,Colombia (New Granada) (Gran Colombia),Sovereign,1,0
140-200,200,140,1.2831285348186627,0.020329991925834498|0.0041155931793760495,0,1,0,bridge,0.020329991925834498,1,1,United Kingdom,Sovereign,1,0,1,Brazil,Sovereign,3,0
160-200,200,160,1.8192341239508947,0.00467798874574163|0.0015500914449648286,1,0,0,1,0.00467798874574163,1,1,United Kingdom,Sovereign,1,0,1,Argentina (La Plata),Sovereign,1,0
155-200,200,155,1.7187105965215967,0.005781981853632475,1,0,0,1,0.005781981853632475,1,1,United Kingdom,Sovereign,1,0,1,Chile,Sovereign,1,0
135-200,200,135,2.4664504952183504,0.004067511798052316,1,0,0,1,0.004067511798052316,1,1,United Kingdom,Sovereign,1,0,1,Peru,Sovereign (unrecognized),1,0
220-615,220,615,4.464031942617607,0.0025111197947381165,1,0,0,0,0.0025111197947381165,1,1,France,Sovereign,0,0,1,Algeria (Regency of Algiers),Colony of,0,0
211-220,220,211,4.368028787472541,0.009198628300724888|0.018714530507961753,0,1,0,bridge,0.018714530507961753,1,1,France,Sovereign,0,0,1,Belgium,Sovereign,3,0
220-585,220,585,5.360043177230961,0.001903164476012046,1,0,0,0,0.001903164476012046,1,1,France,Sovereign,0,0,1,Reunion (Bourbon I.),Colony of,0,0
155-220,220,155,0.5159382777304211,0.0020617615156797164,0,1,0,bridge,0.0020617615156797164,1,1,France,Sovereign,0,0,1,Chile,Sovereign,1,0
220-329,220,329,0.5052872881155395,0.001691701756455152,1,0,0,0,0.001691701756455152,1,1,France,Sovereign,0,0,1,Two Sicilies,Sovereign,0,0
220-651,220,651,1.204368398868989,0.0010308807578398582|0.0031133854446661093,1,0,0,0,0.0031133854446661093,1,1,France,Sovereign,0,0,1,Egypt Arab Republic (Egypt),Sovereign (unrecognized),0,0
220-230,220,230,3.039972707507805,0.01390367381086578|0.0029785052706387412,0,1,0,bridge,0.01390367381086578,1,1,France,Sovereign,0,0,1,Spain,Sovereign,1,0
2-220,220,2,1.1662964891706045,0.04197534983204346|0.02747650736852876,0,1,0,bridge,0.04197534983204346,1,1,France,Sovereign,0,0,1,United States of America,Sovereign,4,0
220-65,220,65,4.95649295326919,0.00528656798892235,1,0,0,0,0.00528656798892235,1,1,France,Sovereign,0,0,1,Guadeloupe,Colony of,0,0
220-41,220,41,1.1935997869391657,0.000978015077950635|0.0009031572752274943,0,1,0,bridge,0.000978015077950635,1,1,France,Sovereign,0,0,1,Haiti,Sovereign (unrecognized),4,0
220-751,220,751,5.378355759632193,0.0000528656798892235,1,0,0,0,0.0000528656798892235,1,1,France,Sovereign,0,0,1,French India,Colony of,0,0
220-66,220,66,4.953443532816508,0.003991358831636374,1,0,0,0,0.003991358831636374,1,1,France,Sovereign,0,0,1,Martinique,Colony of,0,0
220-70,220,70,1.0828266461576534,0.002008895835790493,0,1,0,bridge,0.002008895835790493,1,1,France,Sovereign,0,0,1,Mexico,Sovereign,1,0
220-5,220,5,0.37297496166529664,0.0007665523583937408,0,1,0,bridge,0.0007665523583937408,1,1,France,Sovereign,0,0,1,Virgin Islands (Danish West Indies),Colony of,4,0
220-239,220,239,0.854956413905231,0.0018767316360674344|0.0019962609382969685,0,1,0,bridge,0.0019962609382969685,1,1,France,Sovereign,0,0,1,Prussia,Sovereign,3,0
160-220,220,160,0.1707670456799686,0.0012423434773967523|0.00039556283579800347,0,1,0,bridge,0.0012423434773967523,1,1,France,Sovereign,0,0,1,Argentina (La Plata),Sovereign,1,0
1029-220,220,1029,5.381006135043198,0.000951582238006023,1,0,0,0,0.000951582238006023,1,1,France,Sovereign,0,0,1,St. Pierre and Miquelon,Colony of,0,0
220-433,220,433,5.381339330402729,0.0007665523583937408,1,0,0,0,0.0007665523583937408,1,1,France,Sovereign,0,0,1,Senegal,Colony of,0,0
220-225,220,225,4.901433186479474,0.008828568541500324,1,0,0,0,0.008828568541500324,1,1,France,Sovereign,0,0,1,Switzerland,Sovereign,0,0
200-80,80,200,3.024822792459376,0.0026803105705531143,1,0,0,1,0.0026803105705531143,1,1,Belize (British Honduras),Occupied by,1,0,1,United Kingdom,Sovereign,1,0
220-652,652,220,2.9820183691939586,0.001163943674121034,1,0,0,0,0.001163943674121034,1,1,Syria,Occupied by,0,0,1,France,Sovereign,0,0
101-2,101,2,1.0720965647606726,0.0012412332981190785,1,0,0,4,0.0012412332981190785,1,1,Venezuela,Sovereign,4,0,1,United States of America,Sovereign,4,0
200-451,451,200,3.4693558500007837,0.0004775636077125178,1,0,0,1,0.0004775636077125178,1,1,Sierra Leone,Colony of,1,0,1,United Kingdom,Sovereign,1,0
200-600,600,200,1.6277646614426797,0.0017417613260558556,0,1,0,bridge,0.0017417613260558556,1,1,Morocco,Sovereign (unrecognized),0,0,1,United Kingdom,Sovereign,1,0
220-600,600,220,2.9948183287925407,0.0010899766581040267,1,0,0,0,0.0010899766581040267,1,1,Morocco,Sovereign (unrecognized),0,0,1,France,Sovereign,0,0
235-600,600,235,0.3954671064089106,0.00004660744070393722,0,1,0,bridge,0.00004660744070393722,1,1,Morocco,Sovereign (unrecognized),0,0,1,Portugal,Sovereign,3,0
600-616,600,616,82.38632999045313,0.000008879848250992871,1,0,0,0,0.000008879848250992871,1,1,Morocco,Sovereign (unrecognized),0,0,1,Tunisia (Regency of Tunis),Sovereign,0,0
1025-211,211,1025,25.418548553296787,0.000004895890614540988,1,0,0,3,0.000004895890614540988,1,1,Belgium,Sovereign,3,0,1,Quebec (Lower Canada),Colony of,3,0
140-211,211,140,0.6926138136747773,0.00035535094110898587|0.0005566756092335234,1,0,0,3,0.0005566756092335234,1,1,Belgium,Sovereign,3,0,1,Brazil,Sovereign,3,0
211-280,211,280,4.360804702296329,0.00002733842904111415,1,0,0,3,0.00002733842904111415,1,1,Belgium,Sovereign,3,0,1,Mecklenburg Schwerin,Sovereign (limited),3,0
210-211,211,210,1.103402227674923,0.0035484464649268676|0.0011436961187234612,0,1,0,bridge,0.0035484464649268676,1,1,Belgium,Sovereign,3,0,1,Netherlands,Sovereign,5,0
211-239,211,239,1.873184449089404,0.0052218344925547945|0.00021651139198631484,1,0,0,3,0.0052218344925547945,1,1,Belgium,Sovereign,3,0,1,Prussia,Sovereign,3,0
239-365,365,239,0.180842575787582,0.004033101670920318|0.00026194944385110245,0,1,0,bridge,0.004033101670920318,1,1,Russia (USSR),Sovereign,2,0,1,Prussia,Sovereign,3,0
365-390,365,390,0.8870693610560183,0.0012378284780416718,0,1,0,bridge,0.0012378284780416718,1,1,Russia (USSR),Sovereign,2,0,1,Denmark,Sovereign,3,0
300-365,365,300,1.8084699706683267,0.004436318585953807|0.0006250309333302895,0,1,0,bridge,0.004436318585953807,1,1,Russia (USSR),Sovereign,2,0,1,Austria-Hungary (Austrian Empire),Sovereign,0,0
2901-365,365,2901,13.057930184469315,0.0025298396074508183,1,0,0,2,0.0025298396074508183,1,1,Russia (USSR),Sovereign,2,0,1,Congress Poland,Dependency of,2,0
365-630,365,630,0.5103058449774589,0.001008781002967915,0,1,0,bridge,0.001008781002967915,1,1,Russia (USSR),Sovereign,2,0,1,Iran (Persia),Sovereign (unrecognized),0,0
365-7030,365,7030,13.057930184469313,0.00009632860481557221,1,0,0,2,0.00009632860481557221,1,1,Russia (USSR),Sovereign,2,0,1,Khiva,Sovereign (unrecognized),2,0
365-7020,365,7020,13.057930184469312,0.0004213425984177516,1,0,0,2,0.0004213425984177516,1,1,Russia (USSR),Sovereign,2,0,1,Bokhara,Sovereign (unrecognized),2,0
365-7010,365,7010,13.057930184469313,0.000004202278475205927,1,0,0,2,0.000004202278475205927,1,1,Russia (USSR),Sovereign,2,0,1,Kokand,Sovereign (unrecognized),2,0
365-710,365,710,1.5540857900398377,0.002238533769637996,0,1,0,bridge,0.002238533769637996,1,1,Russia (USSR),Sovereign,2,0,1,People's Republic of China (China),Sovereign (unrecognized),1,0
140-160,160,140,1.335951383815423,0.00019337019098280325|0.0002463540682837815,0,1,0,bridge,0.0002463540682837815,1,1,Argentina (La Plata),Sovereign,1,0,1,Brazil,Sovereign,3,0
160-230,160,230,5.092511744994073,0.0005554429137851002|0.00015521363615476018,1,0,0,1,0.0005554429137851002,1,1,Argentina (La Plata),Sovereign,1,0,1,Spain,Sovereign,1,0
710-840,840,710,23.640025306919597,0.0007060211549205799,1,0,0,1,0.0007060211549205799,1,1,Philippines,Colony of,1,0,1,People's Republic of China (China),Sovereign (unrecognized),1,0
2-840,840,2,1.3186483134133677,0.0008318414730569318|0.000010314672285392102,0,1,0,bridge,0.0008318414730569318,1,1,Philippines,Colony of,1,0,1,United States of America,Sovereign,4,0
211-840,840,211,0.3820248258055565,0.0000679323986576522,0,1,0,bridge,0.0000679323986576522,1,1,Philippines,Colony of,1,0,1,Belgium,Sovereign,3,0
210-365,210,365,2.348766369619627,0.0016716392309371918|0.0029716629343560694,0,1,0,bridge,0.0029716629343560694,1,1,Netherlands,Sovereign,5,0,1,Russia (USSR),Sovereign,2,0
210-239,210,239,0.9375073812752757,0.000370297654784066|0.0011100999791538598,0,1,0,bridge,0.0011100999791538598,1,1,Netherlands,Sovereign,5,0,1,Prussia,Sovereign,3,0
210-235,210,235,0.4597626055535915,0.0004233747973928464|0.00011187653930422846,0,1,0,bridge,0.0004233747973928464,1,1,Netherlands,Sovereign,5,0,1,Portugal,Sovereign,3,0
210-850,210,850,34.19834540910335,0.0034448598657815265|0.014272408848089044,1,0,0,5,0.014272408848089044,1,1,Netherlands,Sovereign,5,0,1,Indonesia (Dutch East Indies),Colony of,5,0
210-68,210,68,20.097971486264246,0.0012500354338206344,0,1,0,bridge,0.0012500354338206344,1,1,Netherlands,Sovereign,5,0,1,Netherlands Antilles,Colony of,4,0
1064-2,2,1064,6.261551511161439,0.00011241605544023656,1,0,0,4,0.00011241605544023656,1,1,United States of America,Sovereign,4,0,,St. Barthelemy,Colony of,4,0
2-2003,2,2003,6.26155151116144,0.00001271923384519822,1,0,0,4,0.00001271923384519822,1,1,United States of America,Sovereign,4,0,1,Channel Is.,Possession of,4,0
2-230,2,230,0.037656439341609005,0.0012683417648538173|0.0029614560888744667,0,1,0,bridge,0.0029614560888744667,1,1,United States of America,Sovereign,4,0,1,Spain,Sovereign,1,0
246-5,246,5,6.29645517348306,0.0001480239036898258,1,0,0,4,0.0001480239036898258,1,1,Bremen,Sovereign (unrecognized),4,0,1,Virgin Islands (Danish West Indies),Colony of,4,0
165-246,246,165,174.78175502878204,0.00011101792776736934,1,0,0,4,0.00011101792776736934,1,1,Bremen,Sovereign (unrecognized),4,0,1,Uruguay,Sovereign,4,0
200-230,200,230,1.0508143843650188,0.003196185796122972|0.008488959413891953,1,0,0,1,0.008488959413891953,1,1,United Kingdom,Sovereign,1,0,1,Spain,Sovereign,1,0
120-220,220,120,5.378853185041832,0.0006872538385599055,1,0,0,0,0.0006872538385599055,1,1,France,Sovereign,0,0,1,French Guiana,Colony of,0,0
220-89,220,89,0.8865303669935163,0.0000528656798892235,0,1,0,bridge,0.0000528656798892235,1,1,France,Sovereign,0,0,1,United States of Central America,Sovereign (unrecognized),4,0
337-652,652,337,23.034828023331468,0.0005715044324424507,1,0,0,0,0.0005715044324424507,1,1,Syria,Occupied by,0,0,1,Tuscany,Sovereign,0,0
101-5,101,5,56.261558840836884,0.0007929058998185187,1,0,0,4,0.0007929058998185187,1,1,Venezuela,Sovereign,4,0,1,Virgin Islands (Danish West Indies),Colony of,4,0
101-68,101,68,29.605662200461435,0.00027371205762645467,1,0,0,4,0.00027371205762645467,1,1,Venezuela,Sovereign,4,0,1,Netherlands Antilles,Colony of,4,0
324-600,600,324,0.46310509559377167,0.00004690269552611854,1,0,0,0,0.00004690269552611854,1,1,Morocco,Sovereign (unrecognized),0,0,1,Kingdom of Sardinia,Sovereign,0,0
365-640,365,640,1.3484162558203994,0.005399642029906398|0.00042993014169911015,0,1,0,bridge,0.005399642029906398,1,1,Russia (USSR),Sovereign,2,0,1,Turkey (Ottoman Empire),Sovereign,0,0
160-40,160,40,5.484094399410072,0.0003317125269089929,0,1,0,bridge,0.0003317125269089929,1,1,Argentina (La Plata),Sovereign,1,0,1,Cuba,Colony of,4,0
