key,source,target,proximity,observedTradeValues,coMembershipScore,bridgeNessEdgeScore,ambiguityScore,maxObservedTradeValue,sourceCited,sourceReporting,sourceLabel,sourceGphStatus,sourceBlockLouvain,sourceBlockIntramax,sourceBlockAN,sourceMeanAmbiguityScore,targetCited,targetReporting,targetLabel,targetGphStatus,targetBlockLouvain,targetBlockIntramax,targetBlockAN,targetMeanAmbiguityScore
20-200,20,200,0.8280573925607233,0.008076005527320232|0.007708940426347067,0,1,0,0.008076005527320232,,,Canada (Province of Canada),,1,,,0.12071428571428573,,,United Kingdom,,0,,,0.040273972602739745
2-20,20,2,1.9626264883690352,0.005042581993535822|0.007898801341919172,0,1,0,0.007898801341919172,,,Canada (Province of Canada),,1,,,0.12071428571428573,,,United States of America,,2,,,0.2562162162162162
20-21,20,21,2.95449109472808,0.0004313551222207849|0.00006549233895515956,1,0,0,0.0004313551222207849,,,Canada (Province of Canada),,1,,,0.12071428571428573,,,Newfoundland and Labrador (Newfoundland),,1,,,0.09400000000000001
20-5,20,5,0.05340218800600857,0.000014483334746733472,0,1,0,0.000014483334746733472,,,Canada (Province of Canada),,1,,,0.12071428571428573,,,Virgin Islands (Danish West Indies),,2,,,0.125
110-20,20,110,0.6938460058779113,0.000044781151267197915,0,1,0,0.000044781151267197915,,,Canada (Province of Canada),,1,,,0.12071428571428573,,,Guyana (British Guiana),,2,,,0.125
1029-20,20,1029,1.8008054679253993,0.000031540447958829115,0.95,0.050000000000000044,0.19000000000000017,0.000031540447958829115,,,Canada (Province of Canada),,1,,,0.12071428571428573,,,St. Pierre and Miquelon,,1,,,0.14250000000000007
10210-20,20,10210,4.235024556583979,0.00000445604311618667,1,0,0,0.00000445604311618667,,,Canada (Province of Canada),,1,,,0.12071428571428573,,,Labrador,,1,,,0
210-211,210,211,1.6657544310209458,0.008218142885166715|0.007192649076491635,0.9,0.09999999999999998,0.35999999999999993,0.008218142885166715,,,Netherlands,,4,,,0.31999999999999995,,,Belgium,,4,,,0.15
200-210,210,200,0.5300521221955617,0.011969797177053858|0.010587471495469871,0,1,0,0.011969797177053858,,,Netherlands,,4,,,0.31999999999999995,,,United Kingdom,,0,,,0.040273972602739745
115-210,210,115,0.24814848793174613,0.00010370945603988976,0.1,0.9,0.36000000000000004,0.00010370945603988976,,,Netherlands,,4,,,0.31999999999999995,,,Surinam (Dutch Guiana),,5,,,0.21166666666666667
210-385,210,385,0.7375614574732172,0.0003708927676167348|0.00039387119175486205,0.9,0.09999999999999998,0.35999999999999993,0.00039387119175486205,,,Netherlands,,4,,,0.31999999999999995,,,Norway,,4,,,0.06545454545454545
210-365,210,365,0.9485842450690998,0.000685012309203803|0.004680989438861718,0.9,0.09999999999999998,0.35999999999999993,0.004680989438861718,,,Netherlands,,4,,,0.31999999999999995,,,Russia (USSR),,4,,,0.2215384615384615
210-380,210,380,0.5400116494048413,0.0003163322490531688|0.0006409688125708951,0.9,0.09999999999999998,0.35999999999999993,0.0006409688125708951,,,Netherlands,,4,,,0.31999999999999995,,,Sweden,,4,,,0.10285714285714284
380-385,380,385,2.609122808442179,0.00040465997447711253|0.0006648220994339336,1,0,0,0.0006648220994339336,,,Sweden,,4,,,0.10285714285714284,,,Norway,,4,,,0.06545454545454545
365-380,380,365,0.9827768943805628,0.00007388811557298556|0.0012581424137355578,0.9,0.09999999999999998,0.35999999999999993,0.0012581424137355578,,,Sweden,,4,,,0.10285714285714284,,,Russia (USSR),,4,,,0.2215384615384615
380-390,380,390,3.0797756346702623,0.0013460829179406148|0.001583386039208412,1,0,0,0.001583386039208412,,,Sweden,,4,,,0.10285714285714284,,,Denmark,,4,,,0.03599999999999999
200-380,380,200,0.5938962336784325,0.007056768895423886|0.002701546593273337,0,1,0,0.007056768895423886,,,Sweden,,4,,,0.10285714285714284,,,United Kingdom,,0,,,0.040273972602739745
220-380,380,220,0.26423753662483423,0.0015094113568689426|0.0005123542400409112,0,1,0,0.0015094113568689426,,,Sweden,,4,,,0.10285714285714284,,,France,,3,,,0.024594594594594593
235-380,380,235,0.2060383547464255,0.00010124063665323901|0.0000021341474769239693,0,1,0,0.00010124063665323901,,,Sweden,,4,,,0.10285714285714284,,,Portugal,,1,,,0.06818181818181818
200-651,651,200,0.9373428414467934,0.01045396645889259|0.002503395735249487,0,1,0,0.01045396645889259,,,Egypt Arab Republic (Egypt),,3,,,0.04000000000000001,,,United Kingdom,,0,,,0.040273972602739745
