key,source,target,TIBI,proximity,observedTradeValues,coMembershipScore,bridgeNessEdgeScore,ambiguityScore,maxObservedTradeValue,sourceCited,sourceReporting,sourceLabel,sourceGphStatus,sourceBlockLouvainTibi,sourceBlockLouvainProximity,sourceBlockIntraMax,sourceBlockAn,sourceMeanAmbiguityScore,targetCited,targetReporting,targetLabel,targetGphStatus,targetBlockLouvainTibi,targetBlockLouvainProximity,targetBlockIntraMax,targetBlockAn,targetMeanAmbiguityScore
140-230,140,230,-0.26162179301765737,-0.4828217174864191,22080.313418217436,0.3,0.7,0.84,22080.313418217436,,,Brazil,,3,4,2,LA,0.12,,,Spain,,1,1,3,EESU,0.17379310344827587
140-235,140,235,0.875406146789259,2.541533675506929,74938.2957884427,1,0,0,74938.2957884427,,,Brazil,,3,4,2,LA,0.12,,,Portugal,,3,4,3,EESU,0.09333333333333332
140-248,140,248,0.43092866633146987,0.6826540201114204,1120901.0773751226|946.2957902072753,0.3,0.7,0.84,1120901.0773751226,,,Brazil,,3,4,2,LA,0.12,,,Hamburg,,2,1,1,WE,0.28
140-300,140,300,0.5512345273422937,1.0970654849481138,457766.89520078356|6190.009794319295,0,1,0,457766.89520078356,,,Brazil,,3,4,2,LA,0.12,,,Austria-Hungary (Austrian Empire),,5,6,1,WE,0
140-324,140,324,0.13390329534004494,0.282755447455903,205661.11655239962|18135.161606268364,0,1,0,205661.11655239962,,,Brazil,,3,4,2,LA,0.12,,,Kingdom of Sardinia,,5,6,1,LA,0
140-380,140,380,0.6867963096514416,1.5257541230979712,111000.78106919695|4599.412340842312,0,1,0,111000.78106919695,,,Brazil,,3,4,2,LA,0.12,,,Sweden,,2,2,3,EESU,0
140-750,140,750,-0.9094764711735294,-2.975714103056914,6197.734780556866,0,1,0,6197.734780556866,,,Brazil,,3,4,2,LA,0.12,,,India,,6,5,2,WE,0
140-901,140,901,-0.6605377564258295,-1.5540178720637459,5307,0,1,0,5307,,,Brazil,,3,4,2,LA,0.12,,,New South Wales,,4,5,2,AS,0
155-2,2,155,0.6103928344342283,0.9770870933882192,69815.49969702668,0,1,0,69815.49969702668,,,United States of America,,1,1,4,NAM,0.10690909090909091,,,Chile,,1,6,2,LA,0
155-220,155,220,0.5842857689916698,1.0128161334395838,62683.64348677767,1,0,0,62683.64348677767,,,Chile,,1,6,2,LA,0,,,France,,3,6,1,WE,0
155-901,155,901,0.2428792512519646,0.4904690674486112,1511,0,1,0,1511,,,Chile,,1,6,2,LA,0,,,New South Wales,,4,5,2,AS,0
160-165,160,165,0.9046400551874376,2.8253025321135192,45061.7042115573,1,0,0,45061.7042115573,,,Argentina (La Plata),,3,4,2,LA,0.16799999999999998,,,Uruguay,,3,4,2,LA,0.12
160-2,2,160,0.5619059682177878,0.8996403847652124,287744.62483545416,0,1,0,287744.62483545416,,,United States of America,,1,1,4,NAM,0.10690909090909091,,,Argentina (La Plata),,3,4,2,LA,0.16799999999999998
160-220,160,220,0.2911540164077329,0.5532258687142432,176297.7473065622,0,1,0,176297.7473065622,,,Argentina (La Plata),,3,4,2,LA,0.16799999999999998,,,France,,3,6,1,WE,0
160-230,160,230,0.7382411298584356,1.812091228698794,55142.01762977473,0.3,0.7,0.84,55142.01762977473,,,Argentina (La Plata),,3,4,2,LA,0.16799999999999998,,,Spain,,1,1,3,EESU,0.17379310344827587
160-324,160,324,0.1103236666337834,0.2464547129834757,32552.39960822723,0,1,0,32552.39960822723,,,Argentina (La Plata),,3,4,2,LA,0.16799999999999998,,,Kingdom of Sardinia,,5,6,1,LA,0
165-2,2,165,0.5415197018956827,1.0715102355632533,83290.89128305583,0,1,0,83290.89128305583,,,United States of America,,1,1,4,NAM,0.10690909090909091,,,Uruguay,,3,4,2,LA,0.12
165-200,165,200,-0.010470106709293192,-0.015195635665353376,123345.73947110676,0,1,0,123345.73947110676,,,Uruguay,,3,4,2,LA,0.12,,,United Kingdom,,4,5,2,WE,0
165-220,165,220,0.4333672341627673,0.7873868726766942,98722.82076395692,0,1,0,98722.82076395692,,,Uruguay,,3,4,2,LA,0.12,,,France,,3,6,1,WE,0
165-246,165,246,0.8362017973106355,2.3651728125819838,3843.290891283056,1,0,0,3843.290891283056,,,Uruguay,,3,4,2,LA,0.12,,,Bremen,,3,4,3,WE,0.13999999999999999
165-248,165,248,0.8395826498620835,2.3789884377783803,8011.753183153771,0.3,0.7,0.84,8011.753183153771,,,Uruguay,,3,4,2,LA,0.12,,,Hamburg,,2,1,1,WE,0.28
2-200,2,200,0.2547332845738188,0.3341045171997735,7661738.648947951,0,1,0,7661738.648947951,,,United States of America,,1,1,4,NAM,0.10690909090909091,,,United Kingdom,,4,5,2,WE,0
2-210,2,210,0.43314043503427285,0.7821292973968835,243811.1953864477|901061.7042115574,0,1,0,901061.7042115574,,,United States of America,,1,1,4,NAM,0.10690909090909091,,,Netherlands,,2,2,3,WE,0
2-211,2,211,-0.9045487983376003,-2.683880289246654,29174.867840949457,0,1,0,29174.867840949457,,,United States of America,,1,1,4,NAM,0.10690909090909091,,,Belgium,,3,4,1,WE,0.12
2-220,2,220,0.608163872735981,0.9837625637196197,2895200.783545544|2806510.3742242837,0,1,0,2895200.783545544,,,United States of America,,1,1,4,NAM,0.10690909090909091,,,France,,3,6,1,WE,0
2-230,2,230,0.13724300626549207,0.2822160655248853,127502.44857982371|270084.6235817715,0.7,0.30000000000000004,0.8400000000000001,270084.6235817715,,,United States of America,,1,1,4,NAM,0.10690909090909091,,,Spain,,1,1,3,EESU,0.17379310344827587
2-231,2,231,0.3232222298001487,0.5505232107744237,38134.52015294929,0.7,0.30000000000000004,0.8400000000000001,38134.52015294929,,,United States of America,,1,1,4,NAM,0.10690909090909091,,,Gibraltar,,1,1,1,WE,0.28
2-235,2,235,-0.5622875738372254,-1.0429818088371199,35560.5006372887,0,1,0,35560.5006372887,,,United States of America,,1,1,4,NAM,0.10690909090909091,,,Portugal,,3,4,3,EESU,0.09333333333333332
2-239,2,239,-0.9728077225139946,-3.9053072537585733,26028.54217597526,0,1,0,26028.54217597526,,,United States of America,,1,1,4,NAM,0.10690909090909091,,,Prussia,,2,2,2,EESU,0
2-248,2,248,-0.23112457425787755,-0.3869580082648934,674045.0538687562,0.7,0.30000000000000004,0.8400000000000001,674045.0538687562,,,United States of America,,1,1,4,NAM,0.10690909090909091,,,Hamburg,,2,1,1,WE,0.28
2-300,2,300,-0.26994108339071343,-0.4849458947019625,164904.99510284036|65737.06094987359,0,1,0,164904.99510284036,,,United States of America,,1,1,4,NAM,0.10690909090909091,,,Austria-Hungary (Austrian Empire),,5,6,1,WE,0
2-324,2,324,-0.7744667217945627,-1.758317321555293,27831.537708129286|129854,0,1,0,129854,,,United States of America,,1,1,4,NAM,0.10690909090909091,,,Kingdom of Sardinia,,5,6,1,LA,0
2-329,2,329,0.15449273401269673,0.3088072900787061,18597.45347698335|34625.46229549301,0,1,0,34625.46229549301,,,United States of America,,1,1,4,NAM,0.10690909090909091,,,Two Sicilies,,5,6,1,LA,0
2-335,2,335,-0.05714188359190728,-0.029129021930303665,3736,0,1,0,3736,,,United States of America,,1,1,4,NAM,0.10690909090909091,,,Parma,,5,6,1,LA,0
2-337,2,337,-0.6296556442162381,-1.2317485324185091,75175,0,1,0,75175,,,United States of America,,1,1,4,NAM,0.10690909090909091,,,Tuscany,,5,6,1,LA,0
2-338,2,338,0.2822866693169934,0.5340267995353338,6492.613719467603|12276,0,1,0,12276,,,United States of America,,1,1,4,NAM,0.10690909090909091,,,Malta,,5,6,1,WE,0
2-365,2,365,-0.19820929657398823,-0.2560408523203071,579316.3250381328,0,1,0,579316.3250381328,,,United States of America,,1,1,4,NAM,0.10690909090909091,,,Russia (USSR),,0,0,3,EESU,0
2-380,2,380,0.3533337384763467,0.6729760500402474,82912.01400138857|49641,0,1,0,82912.01400138857,,,United States of America,,1,1,4,NAM,0.10690909090909091,,,Sweden,,2,2,3,EESU,0
2-385,2,385,-0.12945238400518722,-0.14657225624946077,194553,0,1,0,194553,,,United States of America,,1,1,4,NAM,0.10690909090909091,,,Norway,,2,2,3,EESU,0
2-390,2,390,-0.9558172128837339,-3.4874256403646,5886.458137445413,0,1,0,5886.458137445413,,,United States of America,,1,1,4,NAM,0.10690909090909091,,,Denmark,,2,2,1,WE,0
2-4,2,4,,1.6291465420623021,228.58814434066738,1,0,0,228.58814434066738,,,United States of America,,1,1,4,NAM,0.10690909090909091,,,Hawaii (Sandwich Is.),,1,1,,AS,0
2-40,2,40,0.9549800057392724,1.8221976918018137,2038234.6058212668|873941.6846229186,0.7,0.30000000000000004,0.8400000000000001,2038234.6058212668,,,United States of America,,1,1,4,NAM,0.10690909090909091,,,Cuba,,1,1,1,LA,0.12000000000000001
2-401,2,401,0.9738798861492869,1.5800474571751695,66727.05238304185,1,0,0,66727.05238304185,,,United States of America,,1,1,4,NAM,0.10690909090909091,,,Madeira Isles,,1,1,4,WE,0
2-402,2,402,0.9872431206876923,1.6050935730209233,8215.382686642011,1,0,0,8215.382686642011,,,United States of America,,1,1,4,NAM,0.10690909090909091,,,Cape Verde,,1,1,4,AF,0
2-41,2,41,0.7561942949257618,1.6559077716307935,363580.0998767212|52317.33594515181,1,0,0,363580.0998767212,,,United States of America,,1,1,4,NAM,0.10690909090909091,,,Haiti,,1,1,5,LA,0.21000000000000002
2-451,2,451,-0.4456987048935941,-0.9201871182275283,1694,0,1,0,1694,,,United States of America,,1,1,4,NAM,0.10690909090909091,,,Sierra Leone,,4,5,2,AF,0
2-5,2,5,0.6715880926383949,1.068537235734667,237928.08040285006,1,0,0,237928.08040285006,,,United States of America,,1,1,4,NAM,0.10690909090909091,,,Virgin Islands (Danish West Indies),,1,1,4,LA,0
2-54,2,54,-0.6520112690489209,-1.5083651585657303,441,0,1,0,441,,,United States of America,,1,1,4,NAM,0.10690909090909091,,,Dominica,,4,5,2,LA,0
2-56,2,56,0.4322252375025314,0.8370978265054521,98,0,1,0,98,,,United States of America,,1,1,4,NAM,0.10690909090909091,,,St. Lucia,,4,5,4,NAM,0
2-561,2,561,-0.4466020152678271,-0.7602773536423931,2862.575482145469|3706,0,1,0,3706,,,United States of America,,1,1,4,NAM,0.10690909090909091,,,Cape Colony (Cape of Good Hope),,4,5,1,WE,0
2-58,2,58,,2.80463823486947,38220,1,0,0,38220,,,United States of America,,1,1,4,NAM,0.10690909090909091,,,Antigua and Barbuda (Antigua),,1,1,2,LA,0
2-590,2,590,-0.6091561179663929,-1.180063805981269,4517.645583902714,0,1,0,4517.645583902714,,,United States of America,,1,1,4,NAM,0.10690909090909091,,,Mauritius,,4,5,1,WE,0
2-6,2,6,0.6771875095449991,1.0746768323843727,392679.3288618651,0.7,0.30000000000000004,0.8400000000000001,392679.3288618651,,,United States of America,,1,1,4,NAM,0.10690909090909091,,,Puerto Rico,,1,1,1,WE,0.21000000000000002
2-640,2,640,0.39569810194892524,0.770992646883438,161684.62291870717|97395,0,1,0,161684.62291870717,,,United States of America,,1,1,4,NAM,0.10690909090909091,,,Turkey (Ottoman Empire),,5,6,1,AF,0
2-65,2,65,-0.5236672932028787,-0.9392577235471471,63127,0,1,0,63127,,,United States of America,,1,1,4,NAM,0.10690909090909091,,,Guadeloupe,,3,6,4,NAM,0
2-651,2,651,-0.5102650346665406,-0.9055125816308331,66766,0,1,0,66766,,,United States of America,,1,1,4,NAM,0.10690909090909091,,,Egypt Arab Republic (Egypt),,5,6,4,NAM,0
2-652,2,652,-0.09529067675751338,-0.09172740966356942,79,0,1,0,79,,,United States of America,,1,1,4,NAM,0.10690909090909091,,,Syria,,3,6,1,AF,0
2-66,2,66,-0.5193981532633417,-0.9304044232912729,43695,0,1,0,43695,,,United States of America,,1,1,4,NAM,0.10690909090909091,,,Martinique,,3,6,4,NAM,0
2-68,2,68,-0.11024671015547607,-0.1158297629846823,79581.89682191437,0,1,0,79581.89682191437,,,United States of America,,1,1,4,NAM,0.10690909090909091,,,Netherlands Antilles,,2,2,3,LA,0
2-70,2,70,0.9563514532272483,1.5435170570580234,1139350.5923650723,1,0,0,1139350.5923650723,,,United States of America,,1,1,4,NAM,0.10690909090909091,,,Mexico,,1,1,6,LA,0
2-710,2,710,0.6594197840563222,1.025767915909797,1575789.2977287448,0,1,0,1575789.2977287448,,,United States of America,,1,1,4,NAM,0.10690909090909091,,,People's Republic of China (China),,6,5,1,WE,0
2-751,2,751,-0.3877405491892548,-0.6315853093636996,4177.479679893019,0,1,0,4177.479679893019,,,United States of America,,1,1,4,NAM,0.10690909090909091,,,French India,,6,5,4,LA,0
2-840,2,840,0.8094958862334731,1.2920076624012193,105413.40186798721,0.7,0.30000000000000004,0.8400000000000001,105413.40186798721,,,United States of America,,1,1,4,NAM,0.10690909090909091,,,Philippines,,1,1,2,AS,0.168
2-850,2,850,-0.35958228935723424,-0.5658295277718095,156770.9312772937,0,1,0,156770.9312772937,,,United States of America,,1,1,4,NAM,0.10690909090909091,,,Indonesia (Dutch East Indies),,2,3,3,AS,0
2-89,2,89,0.9801011987785614,1.591659807952645,55943.500699972836,1,0,0,55943.500699972836,,,United States of America,,1,1,4,NAM,0.10690909090909091,,,United States of Central America,,1,1,4,LA,0
2-901,2,901,-0.7383848449817774,-1.8348749070934924,7023,0,1,0,7023,,,United States of America,,1,1,4,NAM,0.10690909090909091,,,New South Wales,,4,5,2,AS,0
200-210,200,210,-0.00913059733573515,0.009577206162029218,1826906.9539666993,0,1,0,1826906.9539666993,,,United Kingdom,,4,5,2,WE,0,,,Netherlands,,2,2,3,WE,0
200-211,200,211,0.30179779372513305,0.4070510614578891,2589497.668952008,0,1,0,2589497.668952008,,,United Kingdom,,4,5,2,WE,0,,,Belgium,,3,4,1,WE,0.12
200-220,200,220,-0.8237355423095429,-1.6803583365513042,885406.4642507347,0,1,0,885406.4642507347,,,United Kingdom,,4,5,2,WE,0,,,France,,3,6,1,WE,0
200-230,200,230,0.29125740972880537,0.4207773680523872,642942.2135161607,0,1,0,642942.2135161607,,,United Kingdom,,4,5,2,WE,0,,,Spain,,1,1,3,EESU,0.17379310344827587
200-239,200,239,0.28162097850273055,0.44162805450972825,132227.22820763956,0,1,0,132227.22820763956,,,United Kingdom,,4,5,2,WE,0,,,Prussia,,2,2,2,EESU,0
200-248,200,248,-0.10312330606283357,-0.13054632382691256,3824054.848188051,0,1,0,3824054.848188051,,,United Kingdom,,4,5,2,WE,0,,,Hamburg,,2,1,1,WE,0.28
200-300,200,300,-0.24583787197133844,-0.34907760582831504,829311.458374143,0,1,0,829311.458374143,,,United Kingdom,,4,5,2,WE,0,,,Austria-Hungary (Austrian Empire),,5,6,1,WE,0
200-327,200,327,-0.27064329511748664,-0.4232841098842889,142374.14299706172,0,1,0,142374.14299706172,,,United Kingdom,,4,5,2,WE,0,,,Papal States,,5,6,1,WE,0
200-3349,200,3349,-0.2106902948784094,-0.3258966411096469,110041.13614103821,0,1,0,110041.13614103821,,,United Kingdom,,4,5,2,WE,0,,,Ionian Is.,,5,6,1,WE,0
200-337,200,337,-0.05456172396678367,-0.06682245273174073,520078.3545543585,0,1,0,520078.3545543585,,,United Kingdom,,4,5,2,WE,0,,,Tuscany,,5,6,1,LA,0
200-338,200,338,0.9201730998266805,1.216303174636825,106621,0,1,0,106621,,,United Kingdom,,4,5,2,WE,0,,,Malta,,5,6,1,WE,0
200-350,200,350,-0.4682661224378467,-0.8265932126318466,8188.050930460334,0,1,0,8188.050930460334,,,United Kingdom,,4,5,2,WE,0,,,Greece,,5,6,1,WE,0
200-365,200,365,0.3009376387936551,0.41949692337544237,2557555.958274399,0,1,0,2557555.958274399,,,United Kingdom,,4,5,2,WE,0,,,Russia (USSR),,0,0,3,EESU,0
200-380,200,380,-0.3686801533478,-0.6100430699728726,100898.88046748439,0,1,0,100898.88046748439,,,United Kingdom,,4,5,2,WE,0,,,Sweden,,2,2,3,EESU,0
200-40,40,200,-0.4113198105229164,-0.6670245926766296,318349.3437806072,0,1,0,318349.3437806072,,,Cuba,,1,1,1,LA,0.12000000000000001,,,United Kingdom,,4,5,2,WE,0
200-41,41,200,0.5011068432836585,0.6773205425179816,86323.21253672871,0,1,0,86323.21253672871,,,Haiti,,1,1,5,LA,0.21000000000000002,,,United Kingdom,,4,5,2,WE,0
200-451,200,451,0.9823140171827727,1.3008673596852065,68546,1,0,0,68546,,,United Kingdom,,4,5,2,WE,0,,,Sierra Leone,,4,5,2,AF,0
200-54,54,200,0.9902337979944652,1.3117964936717563,32486,1,0,0,32486,,,Dominica,,4,5,2,LA,0,,,United Kingdom,,4,5,2,WE,0
200-56,56,200,0.8889057326370663,1.174689565967057,603,1,0,0,603,,,St. Lucia,,4,5,4,NAM,0,,,United Kingdom,,4,5,2,WE,0
200-561,200,561,0.9920369185224693,1.3141687976485432,331680,1,0,0,331680,,,United Kingdom,,4,5,2,WE,0,,,Cape Colony (Cape of Good Hope),,4,5,1,WE,0
200-600,200,600,0.8704061961798212,1.149358676082827,138993.14397649365,1,0,0,138993.14397649365,,,United Kingdom,,4,5,2,WE,0,,,Morocco,,4,5,1,WE,0
200-616,200,616,-0.8113044197944366,-1.9826656779678915,24035.259549461312,0,1,0,24035.259549461312,,,United Kingdom,,4,5,2,WE,0,,,Tunisia (Regency of Tunis),,5,6,1,AF,0
200-640,200,640,0.047090838343482794,0.09148142395057879,359780.60724779626,0,1,0,359780.60724779626,,,United Kingdom,,4,5,2,WE,0,,,Turkey (Ottoman Empire),,5,6,1,AF,0
200-651,200,651,-0.4483777209922076,-0.7670996221470903,174734.8174926265,0,1,0,174734.8174926265,,,United Kingdom,,4,5,2,WE,0,,,Egypt Arab Republic (Egypt),,5,6,4,NAM,0
200-750,200,750,0.7170397009614001,0.9291790870917467,2367182.822085889,1,0,0,2367182.822085889,,,United Kingdom,,4,5,2,WE,0,,,India,,6,5,2,WE,0
200-850,200,850,0.23984867242693134,0.34307969745337524,304610,0,1,0,304610,,,United Kingdom,,4,5,2,WE,0,,,Indonesia (Dutch East Indies),,2,3,3,AS,0
200-901,200,901,0.8899090936965701,1.1730634873492158,624210,1,0,0,624210,,,United Kingdom,,4,5,2,WE,0,,,New South Wales,,4,5,2,AS,0
21-337,21,337,,3.9182343047199257,65426.05288932419,1,0,0,65426.05288932419,,,Newfoundland and Labrador (Newfoundland),,5,6,,NAM,0,,,Tuscany,,5,6,1,LA,0
210-211,210,211,0.7636834731668529,1.621707516755999,715402.8599412341,0,1,0,715402.8599412341,,,Netherlands,,2,2,3,WE,0,,,Belgium,,3,4,1,WE,0.12
210-220,210,220,-0.3828741415515312,-0.6917949045973595,324975.51420176297|160626.83643486776,0,1,0,324975.51420176297,,,Netherlands,,2,2,3,WE,0,,,France,,3,6,1,WE,0
210-230,210,230,-0.5324923012411967,-1.0963300438489882,67435.847208619|10636.630754162587,0,1,0,67435.847208619,,,Netherlands,,2,2,3,WE,0,,,Spain,,1,1,3,EESU,0.17379310344827587
210-239,210,239,0.39596308545886916,0.8684469149640297,333367.28697355534|16615.083251714008,1,0,0,333367.28697355534,,,Netherlands,,2,2,3,WE,0,,,Prussia,,2,2,2,EESU,0
210-240,210,240,-0.09933003669267937,-0.15834377290176488,226950.0489715965,0,1,0,226950.0489715965,,,Netherlands,,2,2,3,WE,0,,,Hanover,,2,1,1,WE,0.27999999999999997
210-248,210,248,0.11639565224991345,0.19067644671676173,432360.430950049,0,1,0,432360.430950049,,,Netherlands,,2,2,3,WE,0,,,Hamburg,,2,1,1,WE,0.28
210-280,210,280,0.9928562377044561,2.688051575065352,111142.01762977474,1,0,0,111142.01762977474,,,Netherlands,,2,2,3,WE,0,,,Mecklenburg Schwerin,,2,2,3,WE,0
210-324,210,324,-0.6441964979825158,-1.439819952565465,23173.35945151812,0,1,0,23173.35945151812,,,Netherlands,,2,2,3,WE,0,,,Kingdom of Sardinia,,5,6,1,LA,0
210-365,210,365,0.4728496655261952,0.8885256444241014,600238.9813907933|206142.35282053935,0,1,0,600238.9813907933,,,Netherlands,,2,2,3,WE,0,,,Russia (USSR),,0,0,3,EESU,0
210-380,210,380,0.7416418039864151,1.5945585094312655,17825.228535061327|161842.21735842357,1,0,0,161842.21735842357,,,Netherlands,,2,2,3,WE,0,,,Sweden,,2,2,3,EESU,0
210-385,210,385,0.4833267861090608,0.9446584832368778,191109.79047703193,1,0,0,191109.79047703193,,,Netherlands,,2,2,3,WE,0,,,Norway,,2,2,3,EESU,0
210-390,210,390,0.7357513923900398,1.564371015754571,303494.61312438786,1,0,0,303494.61312438786,,,Netherlands,,2,2,3,WE,0,,,Denmark,,2,2,1,WE,0
210-40,40,210,-0.13685161371626986,-0.24319206247519007,39883.075416258565,0,1,0,39883.075416258565,,,Cuba,,1,1,1,LA,0.12000000000000001,,,Netherlands,,2,2,3,WE,0
210-68,68,210,0.9672520673482798,2.516547997294335,365065.62193927524,1,0,0,365065.62193927524,,,Netherlands Antilles,,2,2,3,LA,0,,,Netherlands,,2,2,3,WE,0
210-710,210,710,0.06621623665323903,0.14169161624804044,214722.82076395693,0,1,0,214722.82076395693,,,Netherlands,,2,2,3,WE,0,,,People's Republic of China (China),,6,5,1,WE,0
210-850,210,850,0.9777511447429312,3.157647745369237,1181245.8374142998|416785,0,1,0,1181245.8374142998,,,Netherlands,,2,2,3,WE,0,,,Indonesia (Dutch East Indies),,2,3,3,AS,0
211-220,211,220,0.9848492276380488,1.7359425851601693,2099902.056807052|1887860.2546523018,0,1,0,2099902.056807052,,,Belgium,,3,4,1,WE,0.12,,,France,,3,6,1,WE,0
211-230,211,230,-0.13378890529432252,-0.22640375838579113,153311.02840352597,0.3,0.7,0.84,153311.02840352597,,,Belgium,,3,4,1,WE,0.12,,,Spain,,1,1,3,EESU,0.17379310344827587
211-235,211,235,0.1746704946836387,0.345710665621625,44799.92164544565,1,0,0,44799.92164544565,,,Belgium,,3,4,1,WE,0.12,,,Portugal,,3,4,3,EESU,0.09333333333333332
211-239,211,239,-0.7796244214346313,-1.9506402704806678,57750.91087169442,0,1,0,57750.91087169442,,,Belgium,,3,4,1,WE,0.12,,,Prussia,,2,2,2,EESU,0
211-240,211,240,-0.1476388911199282,-0.2502452167846524,197195.22037218415,0.3,0.7,0.84,197195.22037218415,,,Belgium,,3,4,1,WE,0.12,,,Hanover,,2,1,1,WE,0.27999999999999997
211-246,211,246,0.8744350685882867,2.091947782566415,40249,1,0,0,40249,,,Belgium,,3,4,1,WE,0.12,,,Bremen,,3,4,3,WE,0.13999999999999999
211-248,211,248,0.867149290546739,2.058336752114787,80017,0.3,0.7,0.84,80017,,,Belgium,,3,4,1,WE,0.12,,,Hamburg,,2,1,1,WE,0.28
211-324,211,324,-0.8305731135002533,-2.2639755354225355,24607,0,1,0,24607,,,Belgium,,3,4,1,WE,0.12,,,Kingdom of Sardinia,,5,6,1,LA,0
211-329,211,329,-0.8200398552375121,-2.214874151118523,14277,0,1,0,14277,,,Belgium,,3,4,1,WE,0.12,,,Two Sicilies,,5,6,1,LA,0
211-335,211,335,-0.28395157353337164,-0.5347341543498823,708,0,1,0,708,,,Belgium,,3,4,1,WE,0.12,,,Parma,,5,6,1,LA,0
211-337,211,337,-0.722036951294936,-1.7374397201077953,14245,0,1,0,14245,,,Belgium,,3,4,1,WE,0.12,,,Tuscany,,5,6,1,LA,0
211-350,211,350,-0.2674484940237524,-0.49937269202458634,9548,0,1,0,9548,,,Belgium,,3,4,1,WE,0.12,,,Greece,,5,6,1,WE,0
211-365,211,365,-0.04764410942651086,-0.06551589600708714,220225.5044074437|45182.52341708442,0,1,0,220225.5044074437,,,Belgium,,3,4,1,WE,0.12,,,Russia (USSR),,0,0,3,EESU,0
211-380,211,380,-0.41214204038656643,-0.8151438552407144,4115.583776903495|13850,0,1,0,13850,,,Belgium,,3,4,1,WE,0.12,,,Sweden,,2,2,3,EESU,0
211-385,211,385,-0.15174740389152758,-0.2653810447372995,54281,0,1,0,54281,,,Belgium,,3,4,1,WE,0.12,,,Norway,,2,2,3,EESU,0
211-640,211,640,-0.4387812135108358,-0.865943978505285,66335,0,1,0,66335,,,Belgium,,3,4,1,WE,0.12,,,Turkey (Ottoman Empire),,5,6,1,AF,0
211-652,211,652,0.3496478816658425,0.6855303576691185,54,0,1,0,54,,,Belgium,,3,4,1,WE,0.12,,,Syria,,3,6,1,AF,0
220-225,220,225,0.8492523731810301,1.464238489762806,466209.59843290894,1,0,0,466209.59843290894,,,France,,3,6,1,WE,0,,,Switzerland,,5,6,1,WE,0
220-230,220,230,0.4829337549685635,0.8792521270372675,1210577.8648383939|364771.792360431,0,1,0,1210577.8648383939,,,France,,3,6,1,WE,0,,,Spain,,1,1,3,EESU,0.17379310344827587
220-235,220,235,-0.43485055814382495,-0.707325663624077,43095.00489715965,0,1,0,43095.00489715965,,,France,,3,6,1,WE,0,,,Portugal,,3,4,3,EESU,0.09333333333333332
220-239,220,239,0.49143217860413224,0.9572149623926456,489715.96474045055|79428.01175318315,0,1,0,489715.96474045055,,,France,,3,6,1,WE,0,,,Prussia,,2,2,2,EESU,0
220-246,220,246,0.9343882585099041,2.0687932033217526,120779.6278158668,0,1,0,120779.6278158668,,,France,,3,6,1,WE,0,,,Bremen,,3,4,3,WE,0.13999999999999999
220-248,220,248,-0.4979945806373834,-0.9134821440135633,626953.9666993144,0,1,0,626953.9666993144,,,France,,3,6,1,WE,0,,,Hamburg,,2,1,1,WE,0.28
220-300,220,300,-0.44399697380965153,-0.8217155152452944,184133.20274240943|181813.90793339864,1,0,0,184133.20274240943,,,France,,3,6,1,WE,0,,,Austria-Hungary (Austrian Empire),,5,6,1,WE,0
220-324,220,324,0.8845789979755372,1.5003334827936685,1321790.4015670912|2926542.6052889326,1,0,0,2926542.6052889326,,,France,,3,6,1,WE,0,,,Kingdom of Sardinia,,5,6,1,LA,0
220-327,220,327,0.32079640344443483,0.5802202758370717,139310.47992164546|148192,1,0,0,148192,,,France,,3,6,1,WE,0,,,Papal States,,5,6,1,WE,0
220-329,220,329,0.38915973192424613,0.7231466562907755,44321.25367286974|372184.13320274244,1,0,0,372184.13320274244,,,France,,3,6,1,WE,0,,,Two Sicilies,,5,6,1,LA,0
220-337,220,337,0.2878770949143528,0.5173136653726639,334573.9471106758|129966,1,0,0,334573.9471106758,,,France,,3,6,1,WE,0,,,Tuscany,,5,6,1,LA,0
220-350,220,350,0.40024621031823326,0.7225448504729585,6997.061704211557|89343.30283557488,1,0,0,89343.30283557488,,,France,,3,6,1,WE,0,,,Greece,,5,6,1,WE,0
220-365,220,365,0.04133334349130957,0.16410640953453828,763956.9049951029|593277.2277227723,0,1,0,763956.9049951029,,,France,,3,6,1,WE,0,,,Russia (USSR),,0,0,3,EESU,0
220-380,220,380,0.4061431188557105,0.7297756624167956,28724.759893543163|179010.0203420478,0,1,0,179010.0203420478,,,France,,3,6,1,WE,0,,,Sweden,,2,2,3,EESU,0
220-385,220,385,0.29070058099042556,0.5496382144846934,338130.038423868,0,1,0,338130.038423868,,,France,,3,6,1,WE,0,,,Norway,,2,2,3,EESU,0
220-390,220,390,-0.3162037241579441,-0.45524689462532714,105778.64838393732,0,1,0,105778.64838393732,,,France,,3,6,1,WE,0,,,Denmark,,2,2,1,WE,0
220-40,40,220,-0.12469281689613558,-0.20265340544202495,181682.89911851124|99533,0,1,0,181682.89911851124,,,Cuba,,1,1,1,LA,0.12000000000000001,,,France,,3,6,1,WE,0
220-41,41,220,0.28422489699625547,0.5170123145951809,26378.06072477963|105778.64838393732,0,1,0,105778.64838393732,,,Haiti,,1,1,5,LA,0.21000000000000002,,,France,,3,6,1,WE,0
220-433,220,433,0.9995755584817432,1.771709770176888,70519.09892262488,1,0,0,70519.09892262488,,,France,,3,6,1,WE,0,,,Senegal,,3,6,1,WE,0
