"target","source","key","proximity","observedTradeValues","coMembershipScore","bridgeNessEdgeScore","ambiguityScore","sourceCommunityId","maxObservedTradeValue","sourceCited","sourceReporting","sourceLabel","sourceGphStatus","sourceCommunity","sourceMeanAmbiguityScore","targetCited","targetReporting","targetLabel","targetGphStatus","targetCommunity","targetMeanAmbiguityScore","export","import"
"100","130","100-130",2.6297573963096,"0.000016519631553477916",1,0,0,"5",1.65196315534779e-05,1,NA,"Ecuador","Sovereign",5,0,1,NA,"Colombia (New Granada) (Gran Colombia)","Sovereign",5,0,3030.18377867852,NA
"100","200","100-200",0.627786889246712,"0.0007937992041607099",0,1,0,"bridge",0.00079379920416071,1,1,"United Kingdom","Sovereign",0,0,1,NA,"Colombia (New Granada) (Gran Colombia)","Sovereign",5,0,145606,NA
"100","211","100-211",0.129258103479575,"0.00006347951274842593",0,1,0,"bridge",6.34795127484259e-05,1,1,"Belgium","Sovereign",3,0,1,NA,"Colombia (New Granada) (Gran Colombia)","Sovereign",5,0,11644,NA
"100","220","100-220",1.01527163075527,"0.0005792598077193555",0,1,0,"bridge",0.000579259807719356,1,1,"France","Sovereign",4,0,1,NA,"Colombia (New Granada) (Gran Colombia)","Sovereign",5,0,106253.197434182,NA
"101","2","101-2",0.473756977505297,"0.0006562955865273568",0,1,0,"bridge",0.000656295586527357,1,1,"United States of America","Sovereign",0,0,1,NA,"Venezuela","Sovereign",7,0,120383.813275473,NA
"101","200","101-200",0.269604975159497,"0.0009937291398377129",0,1,0,"bridge",0.000993729139837713,1,1,"United Kingdom","Sovereign",0,0,1,NA,"Venezuela","Sovereign",7,0,182279,NA
"101","220","101-220",0.181141151776644,"0.0004505354060039432",0,1,0,"bridge",0.000450535406003943,1,1,"France","Sovereign",4,0,1,NA,"Venezuela","Sovereign",7,0,82641.3757821416,NA
"101","246","101-246",0.892137582328701,"0.00016390907151762505",0,1,0,"bridge",0.000163909071517625,1,1,"Bremen","Sovereign (unrecognized)",2,0,1,NA,"Venezuela","Sovereign",7,0,30065.7195702648,NA
"101","248","101-248",1.46555557021169,"0.0005325443221766734",1,0,0,"7",0.000532544322176673,1,1,"Hamburg","Sovereign (unrecognized)",7,0,1,NA,"Venezuela","Sovereign",7,0,97684.2105263158,NA
"1022","1055","1022-1055",0.0706083379406312,"6.542031543980687e-7",1,0,0,"0",6.54203154398069e-07,NA,NA,"Windward Is.","Colony of",0,0,NA,NA,"Nova Scotia","Colony of",0,0,120,NA
"1022","2","1022-2",0.489114340802938,"0.0002425894330367105",1,0,0,"0",0.00024258943303671,1,1,"United States of America","Sovereign",0,0,NA,NA,"Nova Scotia","Colony of",0,0,44498,NA
"1022","200","1022-200",1.01059555304949,"0.0007588901604026495",1,0,0,"0",0.00075889016040265,1,1,"United Kingdom","Sovereign",0,0,NA,NA,"Nova Scotia","Colony of",0,0,139202.65996288,NA
"1022","31","1022-31",0.399858620206193,"6.269446896314824e-7",1,0,0,"0",6.26944689631482e-07,1,1,"Bahamas","Colony of",0,0,NA,NA,"Nova Scotia","Colony of",0,0,115,NA
"1023","1055","1023-1055",0.0854518321426577,"0.000002540488916245833",1,0,0,"0",2.54048891624583e-06,NA,NA,"Windward Is.","Colony of",0,0,NA,NA,"New Brunswick","Colony of",0,0,466,NA
"1023","2","1023-2",0.500540168483059,"0.000938841495183715",1,0,0,"0",0.000938841495183715,1,1,"United States of America","Sovereign",0,0,NA,NA,"New Brunswick","Colony of",0,0,172211,NA
