key,source,target,proximity,observedTradeValues,coMembershipScore,bridgeNessEdgeScore,ambiguityScore,maxObservedTradeValue,sourceCited,sourceReporting,sourceLabel,sourceGphStatus,sourceBlockLouvain,sourceBlockIntraMax,sourceBlockAn,sourceMeanAmbiguityScore,targetCited,targetReporting,targetLabel,targetGphStatus,targetBlockLouvain,targetBlockIntraMax,targetBlockAn,targetMeanAmbiguityScore
10-390,10,390,4.243686770587175,0.00001143761051224991,1,0,0,0.00001143761051224991,,,Greenland,,6,4,WE,0,,,Denmark,,6,5,WE,0.23416666666666663
100-135,100,135,2.841668084262799,0.000035478050542891644,1,0,0,0.000035478050542891644,,,Colombia (New Granada) (Gran Colombia),,2,5,AS,0.13714285714285715,,,Peru,,2,5,AS,0.096
100-155,100,155,0.1632775670346415,0.000007515714428784201,1,0,0,0.000007515714428784201,,,Colombia (New Granada) (Gran Colombia),,2,5,AS,0.13714285714285715,,,Chile,,2,5,AS,0.08727272727272727
100-2,2,100,0.718227368882728,0.0003041715482932918,0,1,0,0.0003041715482932918,,,United States of America,,0,4,AS,0.03461538461538462,,,Colombia (New Granada) (Gran Colombia),,2,5,AS,0.13714285714285715
100-200,100,200,0.6901452301398705,0.0003012541944551365,0.6,0.4,0.96,0.0003012541944551365,,,Colombia (New Granada) (Gran Colombia),,2,5,AS,0.13714285714285715,,,United Kingdom,,2,4,AF,0.29588888888888903
100-220,100,220,0.8564709519119099,0.0002139966808244649,0,1,0,0.0002139966808244649,,,Colombia (New Granada) (Gran Colombia),,2,5,AS,0.13714285714285715,,,France,,7,5,AF,0.08636363636363636
100-230,100,230,1.0816406096414903,0.00003974128122693742,0,1,0,0.00003974128122693742,,,Colombia (New Granada) (Gran Colombia),,2,5,AS,0.13714285714285715,,,Spain,,6,4,WE,0.12214285714285714
100-92,92,100,2.266011963018534,0.0000035041331607007318,1,0,0,0.0000035041331607007318,,,El Salvador,,2,3,LA,0.096,,,Colombia (New Granada) (Gran Colombia),,2,5,AS,0.13714285714285715
101-1055,101,1055,0.9802666788548583,3.187069525746293e-7,1,0,0,3.187069525746293e-7,,,Venezuela,,0,5,AS,0,,,Windward Is.,,0,5,AS,0
101-2,2,101,1.2419072598091352,0.0002866528270409207,1,0,0,0.0002866528270409207,,,United States of America,,0,4,AS,0.03461538461538462,,,Venezuela,,0,5,AS,0
101-200,101,200,0.6211954888413896,0.00015696215915271013,0,1,0,0.00015696215915271013,,,Venezuela,,0,5,AS,0,,,United Kingdom,,2,4,AF,0.29588888888888903
101-230,101,230,0.7074643839402514,0.000015259684276332178,0,1,0,0.000015259684276332178,,,Venezuela,,0,5,AS,0,,,Spain,,6,4,WE,0.12214285714285714
101-255,101,255,0.37766259098643795,0.0001016031107177354,0,1,0,0.0001016031107177354,,,Venezuela,,0,5,AS,0,,,Germany (Zollverein),,8,2,WE,0.17625000000000002
101-52,52,101,1.6353436378860895,0.000002483173756286085,1,0,0,0.000002483173756286085,,,Trinidad and Tobago,,0,5,AS,0,,,Venezuela,,0,5,AS,0
1029-20,20,1029,1.8088499543465242,0.000006498372603824956|0.000020538808827800325,1,0,0,0.000020538808827800325,,,Canada (Province of Canada),,0,4,AS,0.025714285714285717,,,St. Pierre and Miquelon,,0,2,WE,0
1029-21,21,1029,1.9660869589282781,0.0000011789112274376814|4.7059081415266765e-7,1,0,0,0.0000011789112274376814,,,Newfoundland and Labrador (Newfoundland),,0,4,AS,0,,,St. Pierre and Miquelon,,0,2,WE,0
1029-220,220,1029,2.701296364418322,0.00018610542342920828|0.0001231490333046449,0,1,0,0.00018610542342920828,,,France,,7,5,AF,0.08636363636363636,,,St. Pierre and Miquelon,,0,2,WE,0
1029-230,230,1029,0.1823103471213775,0.000002502966067035146,0,1,0,0.000002502966067035146,,,Spain,,6,4,WE,0.12214285714285714,,,St. Pierre and Miquelon,,0,2,WE,0
1032-200,200,1032,1.4107186048865867,0.0000011707913050790921,0,1,0,0.0000011707913050790921,,,United Kingdom,,2,4,AF,0.29588888888888903,,,Turks and Caicos Is.,,0,4,LA,0
