"target","source","key","proximity","observedTradeValues","coMembershipScore","bridgeNessEdgeScore","ambiguityScore","sourceCommunityId","maxObservedTradeValue","sourceCited","sourceReporting","sourceLabel","sourceGphStatus","sourceCommunity","sourceMeanAmbiguityScore","targetCited","targetReporting","targetLabel","targetGphStatus","targetCommunity","targetMeanAmbiguityScore","export","import"
"10","200","10-200",1.3084242670699,"0.000012364807908158395",0,1,0,"bridge",1.23648079081584e-05,1,1,"United Kingdom","Sovereign",1,0.0128723404255319,1,NA,"Greenland","Colony of",6,0,23121,NA
"10","390","10-390",3.67243944054025,"0.000010802289184489536",1,0,0,"6",1.08022891844895e-05,1,1,"Denmark","Sovereign",6,0,1,NA,"Greenland","Colony of",6,0,20199.2404645275,NA
"100","135","100-135",2.25728136771207,"0.00003114185201035553",1,0,0,"9",3.11418520103555e-05,1,1,"Peru","Sovereign",9,0.036,1,NA,"Colombia (New Granada) (Gran Colombia)","Sovereign",9,0,58232.2641548154,NA
"100","2","100-2",0.452065105876672,"0.0003392678051273882",0,1,0,"bridge",0.000339267805127388,1,1,"United States of America","Sovereign",2,0.142641509433962,1,NA,"Colombia (New Granada) (Gran Colombia)","Sovereign",9,0,634398.122527619,NA
"100","200","100-200",0.904143113637509,"0.0004894728013354271",0,1,0,"bridge",0.000489472801335427,1,1,"United Kingdom","Sovereign",1,0.0128723404255319,1,NA,"Colombia (New Granada) (Gran Colombia)","Sovereign",9,0,915267,NA
"100","220","100-220",0.882899606058195,"0.0002785569934862947",0,1,0,"bridge",0.000278556993486295,1,1,"France","Sovereign",3,0.024468085106383,1,NA,"Colombia (New Granada) (Gran Colombia)","Sovereign",9,0,520874.751491054,NA
"100","230","100-230",0.762218489562764,"0.000035059336790602233",0,1,0,"bridge",3.50593367906022e-05,1,1,"Spain","Sovereign",6,0.0857142857142857,1,NA,"Colombia (New Granada) (Gran Colombia)","Sovereign",9,0,65557.5834219527,NA
"101","2","101-2",0.941926865038966,"0.00035342443831748053",0.1,0.9,0.36,"bridge",0.000353424438317481,1,1,"United States of America","Sovereign",2,0.142641509433962,1,NA,"Venezuela","Sovereign",6,0.09,660869.663243764,NA
"101","200","101-200",0.766243179586217,"0.000272175514311403",0,1,0,"bridge",0.000272175514311403,1,1,"United Kingdom","Sovereign",1,0.0128723404255319,1,NA,"Venezuela","Sovereign",6,0.09,508942,NA
"101","230","101-230",1.05208067119633,"0.000029901908677816233",1,0,0,"6",2.99019086778162e-05,1,1,"Spain","Sovereign",6,0.0857142857142857,1,NA,"Venezuela","Sovereign",6,0.09,55913.6895352513,NA
"101","255","101-255",0.601336671510533,"0.000183379460074407",0,1,0,"bridge",0.000183379460074407,1,1,"Germany (Zollverein)","Sovereign",0,0,1,NA,"Venezuela","Sovereign",6,0.09,342901.930048006,NA
"1029","20","1029-20",1.80991687723628,"0.000023480053140695507|0.000010984395336655165",0,1,0,"bridge",2.34800531406955e-05,1,1,"Canada (Province of Canada)","Colony of",2,0.0225,1,1,"St. Pierre and Miquelon","Colony of",3,0,43905.4381352599,20539.7614314115
"1029","21","1029-21",1.18991048399224,"5.930786717766386e-7|4.5993799764187433e-7",0,1,0,"bridge",5.93078671776639e-07,1,1,"Newfoundland and Labrador (Newfoundland)","Colony of",2,0.0225,1,1,"St. Pierre and Miquelon","Colony of",3,0,1109,860.039761431412
"1032","30","1032-30",9.94286641220385,"3.048285328337998e-8",1,0,0,"2",3.048285328338e-08,1,1,"Bermuda","Colony of",2,0.04,1,1,"Turks and Caicos Is.","Dependency of",2,0,57,NA
"1055","1063","1055-1063",2.49417761494036,"3.5830722280464185e-8|6.631357556384417e-8",1,0,0,"2",6.63135755638442e-08,1,1,"Leeward Is.","Colony of",2,0.0327272727272727,1,NA,"Windward Is.","Colony of",2,0.0276923076923077,67,124
"1055","740","1055-740",0.305327565889508,"5.256955224133776e-7",0,1,0,"bridge",5.25695522413378e-07,1,1,"Japan","Sovereign",8,0.049047619047619,1,NA,"Windward Is.","Colony of",2,0.0276923076923077,983,NA
"1063","740","1063-740",0.301417786796447,"5.342521128087123e-7",0,1,0,"bridge",5.34252112808712e-07,1,1,"Japan","Sovereign",8,0.049047619047619,1,1,"Leeward Is.","Colony of",2,0.0327272727272727,999,NA
"11","200","11-200",1.82033847654875,"0.00021034559211471427",0,1,0,"bridge",0.000210345592114714,1,1,"United Kingdom","Sovereign",1,0.0128723404255319,1,NA,"Faeroe Is.","Colony of",6,0,393326,NA
"11","385","11-385",1.2218927452213,"0.0000037569540320932125",1,0,0,"6",3.75695403209321e-06,1,1,"Norway","Sovereign (limited)",6,0.0327272727272727,1,NA,"Faeroe Is.","Colony of",6,0,7025.14222794462,NA
"11","390","11-390",2.06516751940885,"0.000022075522856586245",1,0,0,"6",2.20755228565862e-05,1,1,"Denmark","Sovereign",6,0,1,NA,"Faeroe Is.","Colony of",6,0,41279.1017667456,NA
"110","1055","1055-110",1.6060599262015,"3.6900296079881025e-8|1.2514013453177044e-7",1,0,0,"2",1.2514013453177e-07,1,NA,"Windward Is.","Colony of",2,0.0276923076923077,1,1,"Guyana (British Guiana)","Colony of",2,0.0276923076923077,69,234
"110","1063","1063-110",1.60295404692082,"2.6739344985421036e-9|1.2727928213060412e-7",1,0,0,"2",1.27279282130604e-07,1,1,"Leeward Is.","Colony of",2,0.0327272727272727,1,1,"Guyana (British Guiana)","Colony of",2,0.0276923076923077,5,238
"110","120","110-120",1.95861964968075,"7.729424971928864e-7|1.2567492143147887e-7",1,0,0,"2",7.72942497192886e-07,1,1,"French Guiana","Colony of",2,0,1,1,"Guyana (British Guiana)","Colony of",2,0.0276923076923077,1445.32803180915,235
"110","2","110-2",1.92797576888043,"0.0001851524123725791|0.0004318719739416325",0.9,0.1,0.36,"2",0.000431871973941632,1,1,"United States of America","Sovereign",2,0.142641509433962,1,1,"Guyana (British Guiana)","Colony of",2,0.0276923076923077,346217.180102072,807559
"110","20","110-20",1.23194764801354,"0.00004096815046821316|0.00004174172188294136",1,0,0,"2",4.17417218829414e-05,1,1,"Canada (Province of Canada)","Colony of",2,0.0225,1,1,"Guyana (British Guiana)","Colony of",2,0.0276923076923077,76606.4959529675,78053
"110","51","110-51",1.59775812111762,"7.208927408069511e-7|6.150049346646838e-8",1,0,0,"2",7.20892740806951e-07,1,1,"Jamaica","Colony of",2,0.0327272727272727,1,1,"Guyana (British Guiana)","Colony of",2,0.0276923076923077,1348,115
"110","52","110-52",1.60998316046556,"5.625958184932586e-7|0.000003825330693614333",1,0,0,"2",3.82533069361433e-06,1,1,"Trinidad and Tobago","Colony of",2,0.03,1,1,"Guyana (British Guiana)","Colony of",2,0.0276923076923077,1052,7153
"110","53","110-53",2.80116017682029,"0.00000400608866571578|6.251658857591438e-7",1,0,0,"2",4.00608866571578e-06,1,1,"Barbados","Colony of",2,0.0276923076923077,1,1,"Guyana (British Guiana)","Colony of",2,0.0276923076923077,7491,1169
"110","750","110-750",0.516135361117892,"0.00004360455811823965",0,1,0,"bridge",4.36045581182397e-05,1,1,"India","Colony of",1,0.331538461538462,1,1,"Guyana (British Guiana)","Colony of",2,0.0276923076923077,81536.3243602526,NA
"115","110","110-115",1.38094783474397,"0.000003822656759115791",0,1,0,"bridge",3.82265675911579e-06,1,1,"Guyana (British Guiana)","Colony of",2,0.0276923076923077,1,NA,"Surinam (Dutch Guiana)","Colony of",8,0,7148,NA
"115","210","115-210",0.797107137399996,"0.0001810301894318092",0,1,0,"bridge",0.000181030189431809,1,1,"Netherlands","Sovereign",4,0,1,NA,"Surinam (Dutch Guiana)","Colony of",8,0,338509.020191989,NA
"115","53","115-53",0.00244377742163786,"4.321078149644039e-7",0,1,0,"bridge",4.32107814964404e-07,1,1,"Barbados","Colony of",2,0.0276923076923077,1,NA,"Surinam (Dutch Guiana)","Colony of",8,0,808,NA
"115","541","115-541",0.0424236762117775,"5.882655896792627e-8",0,1,0,"bridge",5.88265589679263e-08,1,1,"Mozambique (Portuguese East Africa)","Colony of",4,0,1,NA,"Surinam (Dutch Guiana)","Colony of",8,0,110,NA
"115","827","115-827",3.9982752495049,"0.0007845061773141674",1,0,0,"8",0.000784506177314167,1,1,"Straits Settlements","Colony of",8,0.0605882352941177,1,NA,"Surinam (Dutch Guiana)","Colony of",8,0,1466951,NA
"1163","155","1163-155",0.255723682908283,"1.7784748835459876e-7",0,1,0,"bridge",1.77847488354599e-07,1,1,"Chile","Sovereign",9,0.0327272727272727,1,1,"Falkland Is.","Colony of",1,0.16,332.557675686457,NA
"1163","200","1163-200",1.73739685721964,"0.000018463517712433225|0.00005793774314061088",1,0,0,"1",5.79377431406109e-05,1,1,"United Kingdom","Sovereign",1,0.0128723404255319,1,1,"Falkland Is.","Colony of",1,0.16,34525,108338
"1163","740","1163-740",0.697209987475375,"6.182136560629343e-7",0,1,0,"bridge",6.18213656062934e-07,1,1,"Japan","Sovereign",8,0.049047619047619,1,1,"Falkland Is.","Colony of",1,0.16,1156,NA
"1163","750","1163-750",0.881596108177923,"0.000002312418554339211",0.8,0.2,0.64,"1",2.31241855433921e-06,1,1,"India","Colony of",1,0.331538461538462,1,1,"Falkland Is.","Colony of",1,0.16,4324,NA
"120","53","120-53",2.88344787965913,"0.0000012925799365952528",1,0,0,"2",1.29257993659525e-06,1,1,"Barbados","Colony of",2,0.0276923076923077,1,1,"French Guiana","Colony of",2,0,2417,NA
"120","615","120-615",0.359988742678503,"0.0000014459446990128275",0,1,0,"bridge",1.44594469901283e-06,1,1,"Algeria (Regency of Algiers)","Colony of",3,0.0566666666666667,1,1,"French Guiana","Colony of",2,0,2703.7773359841,NA
"130","135","130-135",3.31624325518517,"0.00003765589425053967",1,0,0,"9",3.76558942505397e-05,1,1,"Peru","Sovereign",9,0.036,1,NA,"Ecuador","Sovereign",9,0.06,70412.8958115291,NA
"130","155","130-155",1.41039442242818,"0.000014434232998273301",1,0,0,"9",1.44342329982733e-05,1,1,"Chile","Sovereign",9,0.0327272727272727,1,NA,"Ecuador","Sovereign",9,0.06,26990.6256232963,NA
"130","2","130-2",0.890725029929531,"0.00022061622977911805",0,1,0,"bridge",0.000220616229779118,1,1,"United States of America","Sovereign",2,0.142641509433962,1,NA,"Ecuador","Sovereign",9,0.06,412531.10332247,NA
"130","200","130-200",0.605669269999801,"0.00015229661329896406",0,1,0,"bridge",0.000152296613298964,1,1,"United Kingdom","Sovereign",1,0.0128723404255319,1,NA,"Ecuador","Sovereign",9,0.06,284780,NA
"130","255","130-255",0.35640356711642,"0.00009430943660969503",0,1,0,"bridge",9.4309436609695e-05,1,1,"Germany (Zollverein)","Sovereign",0,0,1,NA,"Ecuador","Sovereign",9,0.06,176349.564024689,NA
