"target","source","key","proximity","observedTradeValues","coMembershipScore","bridgeNessEdgeScore","ambiguityScore","maxObservedTradeValue","sourceCited","sourceReporting","sourceLabel","sourceGphStatus","sourceBlockLouvain","sourceBlockIntraMax","sourceBlockAn","sourceMeanAmbiguityScore","targetCited","targetReporting","targetLabel","targetGphStatus","targetBlockLouvain","targetBlockIntraMax","targetBlockAn","targetMeanAmbiguityScore","export","import"
"100","2","100-2",0.730221452078862,"0.0004316984313598904",0.35,0.65,0.91,0.00043169843135989,NA,NA,"United States of America",NA,5,3,"AS",0.5354,NA,NA,"Colombia (New Granada) (Gran Colombia)",NA,4,1,"AS",0.502857142857143,944871.026041239,NA
"100","40","100-40",0.382718878812362,"0.000021768991527822665",0.85,0.15,0.51,2.17689915278227e-05,NA,NA,"Cuba",NA,4,3,"LA",0.46125,NA,NA,"Colombia (New Granada) (Gran Colombia)",NA,4,1,"AS",0.502857142857143,47646.430625154,NA
"101","2","101-2",1.45583383449748,"0.0002925603268681913|0.0004684461780323357",0.45,0.55,0.99,0.000468446178032336,NA,NA,"United States of America",NA,5,3,"AS",0.5354,NA,NA,"Venezuela",NA,4,1,"AS",0.16875,640335.373367288,1025301.89764232
"101","40","101-40",2.95349319670073,"0.0001405413599585034",1,0,0,0.000140541359958503,NA,NA,"Cuba",NA,4,3,"LA",0.46125,NA,NA,"Venezuela",NA,4,1,"AS",0.16875,NA,307606.999096361
"101","52","101-52",0.257656986559325,"9.489524149038292e-7",0,1,0,9.48952414903829e-07,NA,NA,"Trinidad and Tobago",NA,5,1,"AS",0.0707142857142857,NA,NA,"Venezuela",NA,4,1,"AS",0.16875,2077,NA
"1029","20","1029-20",2.1506735282248,"0.000018380048848614044|0.0000025217198660683104",1,0,0,1.8380048848614e-05,NA,NA,"Canada (Province of Canada)",NA,5,3,"AS",0.156,NA,NA,"St. Pierre and Miquelon",NA,5,2,"WE",0,40228.9523257499,5519.36227735369
"1029","21","1029-21",1.76632808633112,"3.115297587796801e-7|6.533471128129396e-7",1,0,0,6.5334711281294e-07,NA,NA,"Newfoundland and Labrador (Newfoundland)",NA,5,3,"AS",0.055,NA,NA,"St. Pierre and Miquelon",NA,5,2,"WE",0,1430,681.854325699746
"1029","220","1029-220",2.73688239440875,"0.00011312670047319057|0.00008537550240609309",0,1,0,0.000113126700473191,NA,NA,"France",NA,6,1,"AF",0.105961538461538,NA,NA,"St. Pierre and Miquelon",NA,5,2,"WE",0,186863.867684478,247603.7293257
"1029","230","1029-230",0.133562795282648,"0.0000016379366429611109",0,1,0,1.63793664296111e-06,NA,NA,"Spain",NA,4,3,"WE",0.264516129032258,NA,NA,"St. Pierre and Miquelon",NA,5,2,"WE",0,3585,NA
"1032","200","1032-200",1.45523413419301,"6.030896425965597e-8",0,1,0,6.0308964259656e-08,NA,NA,"United Kingdom",NA,1,4,"AF",0.235955056179775,NA,NA,"Turks and Caicos Is.",NA,5,3,"LA",0,NA,132
"1032","30","1032-30",9.82764722733666,"5.025747021637997e-9",1,0,0,5.025747021638e-09,NA,NA,"Bermuda",NA,5,1,"AS",0.099,NA,NA,"Turks and Caicos Is.",NA,5,3,"LA",0,11,NA
"1055","110","1055-110",1.99873393704784,"2.1473646365180534e-8|4.710495617553432e-7",1,0,0,4.71049561755343e-07,NA,NA,"Guyana (British Guiana)",NA,5,1,"AS",0.0582352941176471,NA,NA,"Windward Is.",NA,5,1,"AS",0.0707142857142857,1031,47
"1055","120","1055-120",1.26260305782618,"1.5305684111352084e-7",1,0,0,1.53056841113521e-07,NA,NA,"French Guiana",NA,5,1,"AS",0,NA,NA,"Windward Is.",NA,5,1,"AS",0.0707142857142857,NA,335
"1055","2","1055-2",1.68711027417102,"0.000029003129175780007|0.00005364025484803522",0.55,0.45,0.99,5.36402548480352e-05,NA,NA,"United States of America",NA,5,3,"AS",0.5354,NA,NA,"Windward Is.",NA,5,1,"AS",0.0707142857142857,117404,63480
"1055","20","1055-20",2.17548645010819,"0.0000073765854968649694|0.000012283839493069018",1,0,0,1.2283839493069e-05,NA,NA,"Canada (Province of Canada)",NA,5,3,"AS",0.156,NA,NA,"Windward Is.",NA,5,1,"AS",0.0707142857142857,26886,16145.3491622562
"1055","200","1055-200",1.01605935134156,"0.00012901732245074765",0,1,0,0.000129017322450748,NA,NA,"United Kingdom",NA,1,4,"AF",0.235955056179775,NA,NA,"Windward Is.",NA,5,1,"AS",0.0707142857142857,NA,282384
