"target","source","key","proximity","observedTradeValues","coMembershipScore","bridgeNessEdgeScore","ambiguityScore","maxObservedTradeValue","sourceCited","sourceReporting","sourceLabel","sourceGphStatus","sourceBlockLouvain","sourceBlockIntraMax","sourceBlockAn","sourceMeanAmbiguityScore","targetCited","targetReporting","targetLabel","targetGphStatus","targetBlockLouvain","targetBlockIntraMax","targetBlockAn","targetMeanAmbiguityScore","export","import"
"100","2","100-2",0.421568310737361,"0.00037165818644060007",0,1,0,0.0003716581864406,NA,NA,"United States of America",NA,8,5,"NAM",0.0145454545454545,NA,NA,"Colombia (New Granada) (Gran Colombia)",NA,3,1,"AS",0.15,510679.310062944,NA
"101","2","101-2",1.04675879023062,"0.0005513437831772631",1,0,0,0.000551343783177263,NA,NA,"United States of America",NA,8,5,"NAM",0.0145454545454545,NA,NA,"Venezuela",NA,8,1,"AS",0,757577.454426551,NA
"101","52","101-52",4.02360708887048,"0.0001380118020351413",1,0,0,0.000138011802035141,NA,NA,"Trinidad and Tobago",NA,8,5,"LA",0,NA,NA,"Venezuela",NA,8,1,"AS",0,189636,NA
"1029","20","1029-20",2.1721211568894,"0.00002803791686487624",0.05,0.95,0.19,2.80379168648762e-05,NA,NA,"Canada (Province of Canada)",NA,8,4,"WE",0.083,NA,NA,"St. Pierre and Miquelon",NA,2,3,"WE",0.19,38525.6791389031,NA
"1029","21","1029-21",0.191636150030949,"2.3288709238354118e-7",0.05,0.95,0.19,2.32887092383541e-07,NA,NA,"Newfoundland and Labrador (Newfoundland)",NA,8,4,"WE",0.441818181818182,NA,NA,"St. Pierre and Miquelon",NA,2,3,"WE",0.19,320,NA
"1029","220","1029-220",2.57758291615085,"0.00015860628839965582|0.00022381743690021622",0.95,0.05,0.19,0.000223817436900216,NA,NA,"France",NA,2,2,"AF",0.0145098039215686,NA,NA,"St. Pierre and Miquelon",NA,2,3,"WE",0.19,217933.985814479,307537.781828268
"1032","200","1032-200",1.42114671335118,"1.8194304092464156e-8",1,0,0,1.81943040924642e-08,NA,NA,"United Kingdom",NA,0,1,"WE",0.134545454545455,NA,NA,"Turks and Caicos Is.",NA,0,1,"LA",0,NA,25
"1055","101","101-1055",0.492082362357947,"6.295229215992598e-7",1,0,0,6.2952292159926e-07,NA,NA,"Venezuela",NA,8,1,"AS",0,NA,NA,"Windward Is.",NA,8,5,"LA",0,NA,865
"1055","2","1055-2",0.904281649719653,"0.0000445687673049002",1,0,0,4.45687673049002e-05,NA,NA,"United States of America",NA,8,5,"NAM",0.0145454545454545,NA,NA,"Windward Is.",NA,8,5,"LA",0,NA,61240
"1055","200","1055-200",0.917303024438173,"0.000138575097689844",0,1,0,0.000138575097689844,NA,NA,"United Kingdom",NA,0,1,"WE",0.134545454545455,NA,NA,"Windward Is.",NA,8,5,"LA",0,NA,190410
"1055","220","1055-220",0.772837371338671,"0.000037732075599115866",0,1,0,3.77320755991159e-05,NA,NA,"France",NA,2,2,"AF",0.0145098039215686,NA,NA,"Windward Is.",NA,8,5,"LA",0,NA,51846
"1055","51","1055-51",1.50900758461938,"7.277721636985662e-10",1,0,0,7.27772163698566e-10,NA,NA,"Jamaica",NA,8,5,"LA",0,NA,NA,"Windward Is.",NA,8,5,"LA",0,NA,1
"1055","52","1055-52",8.38025446878556,"0.0000018092415989546357",1,0,0,1.80924159895464e-06,NA,NA,"Trinidad and Tobago",NA,8,5,"LA",0,NA,NA,"Windward Is.",NA,8,5,"LA",0,NA,2486
"1055","53","1055-53",8.33332066317544,"0.0000019358739554381863",1,0,0,1.93587395543819e-06,NA,NA,"Barbados",NA,8,5,"LA",0.08,NA,NA,"Windward Is.",NA,8,5,"LA",0,NA,2660
"1055","65","1055-65",1.6641494027158,"5.271239786050182e-7",1,0,0,5.27123978605018e-07,NA,NA,"Guadeloupe",NA,8,5,"LA",0,NA,NA,"Windward Is.",NA,8,5,"LA",0,NA,724.298076923077
"1055","66","1055-66",2.99191493336436,"0.0000026976344787433287",1,0,0,2.69763447874333e-06,NA,NA,"Martinique",NA,8,5,"LA",0,NA,NA,"Windward Is.",NA,8,5,"LA",0,NA,3706.70192307692
"1063","1055","1055-1063",8.38025446878556,"1.8194304092464156e-8",1,0,0,1.81943040924642e-08,NA,NA,"Windward Is.",NA,8,5,"LA",0,NA,NA,"Leeward Is.",NA,8,5,"LA",0,25,NA
"110","2","110-2",1.61610926629261,"0.00047781299189898405|0.00025058701352167405",1,0,0,0.000477812991898984,NA,NA,"United States of America",NA,8,5,"NAM",0.0145454545454545,NA,NA,"Guyana (British Guiana)",NA,8,1,"AS",0,344320.689937056,656542
"110","20","110-20",1.55317223380172,"0.00005068532118071341|0.00003072799629568086",1,0,0,5.06853211807134e-05,NA,NA,"Canada (Province of Canada)",NA,8,4,"WE",0.083,NA,NA,"Guyana (British Guiana)",NA,8,1,"AS",0,69644.4900051256,42222
