key,source,target,proximity,observedTradeValues,coMembershipScore,bridgeNessEdgeScore,ambiguityScore,maxObservedTradeValue,sourceCited,sourceReporting,sourceLabel,sourceGphStatus,sourceBlockLouvain,sourceBlockIntraMax,sourceBlockAn,sourceMeanAmbiguityScore,targetCited,targetReporting,targetLabel,targetGphStatus,targetBlockLouvain,targetBlockIntraMax,targetBlockAn,targetMeanAmbiguityScore
10-230,10,230,3.2266033973025263,0.000030366407210133686,0,1,0,0.000030366407210133686,,,Greenland,,6,2,WE,0,,,Spain,,9,2,WE,0.07740740740740744
10-390,10,390,3.842257819302464,0.000021605501928632582,1,0,0,0.000021605501928632582,,,Greenland,,6,2,WE,0,,,Denmark,,6,3,LA,0.18666666666666665
100-155,100,155,0.8506292155336695,0.0000956792059580356,0,1,0,0.0000956792059580356,,,Colombia (New Granada) (Gran Colombia),,5,1,AS,0.12750000000000003,,,Chile,,9,1,AS,0
100-2,2,100,0.8107912788343847,0.0011739689551405455,0,1,0,0.0011739689551405455,,,United States of America,,1,1,AS,0.008,,,Colombia (New Granada) (Gran Colombia),,5,1,AS,0.12750000000000003
100-200,100,200,0.18562504565293364,0.0010167039594303406,0,1,0,0.0010167039594303406,,,Colombia (New Granada) (Gran Colombia),,5,1,AS,0.12750000000000003,,,United Kingdom,,4,1,AF,0.14527027027027026
100-211,100,211,0.8403890977602737,0.00043324380619593487,0.95,0.050000000000000044,0.19000000000000017,0.00043324380619593487,,,Colombia (New Granada) (Gran Colombia),,5,1,AS,0.12750000000000003,,,Belgium,,5,1,WE,0.07200000000000002
100-220,100,220,0.5455270505079157,0.0008420808396652562,0.2,0.8,0.6400000000000001,0.0008420808396652562,,,Colombia (New Granada) (Gran Colombia),,5,1,AS,0.12750000000000003,,,France,,2,1,AF,0.268780487804878
100-230,100,230,1.7466791529712977,0.000561647443833884,0.05,0.95,0.19,0.000561647443833884,,,Colombia (New Granada) (Gran Colombia),,5,1,AS,0.12750000000000003,,,Spain,,9,2,WE,0.07740740740740744
100-70,70,100,0.2120482179419333,0.00001873762306507534,0,1,0,0.00001873762306507534,,,Mexico,,9,5,LA,0.02111111111111113,,,Colombia (New Granada) (Gran Colombia),,5,1,AS,0.12750000000000003
100-94,94,100,1.896791848431044,0.000011489509287590615,1,0,0,0.000011489509287590615,,,Costa Rica,,5,2,WE,0.14571428571428574,,,Colombia (New Granada) (Gran Colombia),,5,1,AS,0.12750000000000003
101-2,2,101,1.0087826703040115,0.0004128607571112959,0,1,0,0.0004128607571112959,,,United States of America,,1,1,AS,0.008,,,Venezuela,,9,1,AS,0
101-200,101,200,0.8016172727523614,0.0005430964493009163,0,1,0,0.0005430964493009163,,,Venezuela,,9,1,AS,0,,,United Kingdom,,4,1,AF,0.14527027027027026
101-220,101,220,0.19891832695413683,0.00017178449129171228,0,1,0,0.00017178449129171228,,,Venezuela,,9,1,AS,0,,,France,,2,1,AF,0.268780487804878
101-70,70,101,1.396591980354722,0.000017673222343244675,1,0,0,0.000017673222343244675,,,Mexico,,9,5,LA,0.02111111111111113,,,Venezuela,,9,1,AS,0
1029-2,2,1029,0.9033752877176934,0.00007590246864895228,1,0,0,0.00007590246864895228,,,United States of America,,1,1,AS,0.008,,,St. Pierre and Miquelon,,1,2,WE,0.09000000000000001
1029-20,20,1029,2.044628381888837,0.00002847319905607146,1,0,0,0.00002847319905607146,,,Canada (Province of Canada),,1,1,AS,0,,,St. Pierre and Miquelon,,1,2,WE,0.09000000000000001
1029-21,21,1029,1.758964813897009,0.0000016988734715809028,1,0,0,0.0000016988734715809028,,,Newfoundland and Labrador (Newfoundland),,1,1,AS,0,,,St. Pierre and Miquelon,,1,2,WE,0.09000000000000001
1029-220,220,1029,1.5689185557176692,0.000138101257705102,0.1,0.9,0.36000000000000004,0.000138101257705102,,,France,,2,1,AF,0.268780487804878,,,St. Pierre and Miquelon,,1,2,WE,0.09000000000000001
