"target","source","key","proximity","observedTradeValues","coMembershipScore","bridgeNessEdgeScore","ambiguityScore","maxObservedTradeValue","sourceCited","sourceReporting","sourceLabel","sourceGphStatus","sourceBlockLouvain","sourceBlockIntraMax","sourceBlockAn","sourceMeanAmbiguityScore","targetCited","targetReporting","targetLabel","targetGphStatus","targetBlockLouvain","targetBlockIntraMax","targetBlockAn","targetMeanAmbiguityScore","export","import"
"101","2","101-2",2.008420532715,"0.0006682203551559826|0.0016849326774390965",0,1,0,0.0016849326774391,NA,NA,"United States of America",NA,4,5,"NAM",0,NA,NA,"Venezuela",NA,3,5,"LA",0,110487.880800199,278597.680218519
"101","68","101-68",2.23770113491869,"0.000037781270926972984",1,0,0,3.7781270926973e-05,NA,NA,"Netherlands Antilles",NA,3,4,"WE",0,NA,NA,"Venezuela",NA,3,5,"LA",0,NA,6247
"1025","211","1025-211",3.32994267765278,"2.394167429381454e-7",1,0,0,2.39416742938145e-07,NA,NA,"Belgium",NA,0,2,"WE",0,NA,NA,"Quebec (Lower Canada)",NA,0,2,"WE",0,39.5867146985472,NA
"1029","220","1029-220",2.24250186457769,"0.0010534336689278399|0.0003400400087439039",1,0,0,0.00105343366892784,NA,NA,"France",NA,0,2,"WE",0,NA,NA,"St. Pierre and Miquelon",NA,0,NA,"",0,174181.544673608,56224.4170856261
"1055","200","1055-200",1.44084191217487,"0.0037865820657653165",1,0,0,0.00378658206576532,NA,NA,"United Kingdom",NA,2,2,"AF",0,NA,NA,"Windward Is.",NA,2,4,"LA",0,NA,626098
"1063","200","1063-200",1.44404608197046,"0.0027618792461034055",1,0,0,0.00276187924610341,NA,NA,"United Kingdom",NA,2,2,"AF",0,NA,NA,"Leeward Is.",NA,2,4,"LA",0,NA,456667
"1064","2","1064-2",2.15998415543775,"0.00020731662684105154",1,0,0,0.000207316626841052,NA,NA,"United States of America",NA,4,5,"NAM",0,NA,NA,"St. Barthelemy",NA,4,NA,"",0,34279.0736282892,NA
"110","2","110-2",2.15998415543775,"0.000478596377049544",1,0,0,0.000478596377049544,NA,NA,"United States of America",NA,4,5,"NAM",0,NA,NA,"Guyana (British Guiana)",NA,4,5,"NAM",0,79134.2242882045,NA
"1163","200","1163-200",1.43147784091243,"8.769464197872712e-7",1,0,0,8.76946419787271e-07,NA,NA,"United Kingdom",NA,2,2,"AF",0,NA,NA,"Falkland Is.",NA,2,4,"WE",0,145,NA
"140","2","140-2",0.814722348635718,"0.0036923893979848663|0.006210470311815492",0,1,0,0.00621047031181549,NA,NA,"United States of America",NA,4,5,"NAM",0,NA,NA,"Brazil",NA,3,6,"LA",0,610523.574333859,1026879.37928031
"155","2","155-2",0.166651690769291,"0.0010622994123191984",0,1,0,0.0010622994123192,NA,NA,"United States of America",NA,4,5,"NAM",0,NA,NA,"Chile",NA,3,2,"LA",0,175647.464098946,NA
"160","140","140-160",0.580391886647116,"0.0004999021592548477",0,1,0,0.000499902159254848,NA,NA,"Brazil",NA,3,6,"LA",0,NA,NA,"Argentina (La Plata)",NA,2,4,"WE",0,82657.0602905665,NA
"165","140","140-165",1.24772643884366,"0.00026503433443252696",0,1,0,0.000265034334432527,NA,NA,"Brazil",NA,3,6,"LA",0,NA,NA,"Uruguay",NA,0,4,"WE",0,43822.4931712917,NA
