"target","source","key","proximity","observedTradeValues","coMembershipScore","bridgeNessEdgeScore","ambiguityScore","sourceCommunityId","maxObservedTradeValue","sourceCited","sourceReporting","sourceLabel","sourceGphStatus","sourceCommunity","sourceMeanAmbiguityScore","targetCited","targetReporting","targetLabel","targetGphStatus","targetCommunity","targetMeanAmbiguityScore","export","import"
"100","2","100-2",0.426330038166732,"0.0012688754098231498",0,1,0,"bridge",0.00126887540982315,1,1,"United States of America","Sovereign",4,0.0586486486486487,1,NA,"Colombia (New Granada) (Gran Colombia)","Sovereign",2,0,836247.820646935,NA
"100","200","100-200",0.834046354664518,"0.0038163774968716156",1,0,0,"2",0.00381637749687162,1,1,"United Kingdom","Sovereign",2,0,1,NA,"Colombia (New Granada) (Gran Colombia)","Sovereign",2,0,2515170,NA
"100","220","100-220",0.103335901476768,"0.0011633852894828078",0,1,0,"bridge",0.00116338528948281,1,1,"France","Sovereign",0,0.0134146341463415,1,NA,"Colombia (New Granada) (Gran Colombia)","Sovereign",2,0,766724.932464643,NA
"101","2","101-2",1.05956321430478,"0.00038998376900493",1,0,0,"4",0.00038998376900493,1,1,"United States of America","Sovereign",4,0.0586486486486487,1,NA,"Venezuela","Sovereign",4,0,257017.414312965,NA
"101","200","101-200",0.397064587827831,"0.0004022447952486995",0,1,0,"bridge",0.0004022447952487,1,1,"United Kingdom","Sovereign",2,0,1,NA,"Venezuela","Sovereign",4,0,265098,NA
"101","220","101-220",0.0876472559595553,"0.00018686499468376707",0,1,0,"bridge",0.000186864994683767,1,1,"France","Sovereign",0,0.0134146341463415,1,NA,"Venezuela","Sovereign",4,0,123152.709359606,NA
"1019","200","1019-200",1.33411174173356,"0.000058648370889077756",1,0,0,"2",5.86483708890778e-05,1,1,"United Kingdom","Sovereign",2,0,1,NA,"Rupert's Land","Possession of",2,0,38652,NA
"1024","2","1024-2",0.401008432474692,"0.0000692803985932009",1,0,0,"4",6.92803985932009e-05,1,1,"United States of America","Sovereign",4,0.0586486486486487,1,1,"Prince Edward Is.","Colony of",4,0,45659,NA
"1024","20","1024-20",3.06848753960994,"0.0001193466731936358",1,0,0,"4",0.000119346673193636,1,1,"Canada (Province of Canada)","Colony of",4,0,1,1,"Prince Edward Is.","Colony of",4,0,78655,NA
"1024","200","1024-200",1.15147389680037,"0.00016291416448355843|0.00015744717492769205",0,1,0,"bridge",0.000162914164483558,1,1,"United Kingdom","Sovereign",2,0,1,1,"Prince Edward Is.","Colony of",4,0,107368,103765
