key,source,target,proximity,observedTradeValues,coMembershipScore,bridgeNessEdgeScore,ambiguityScore,maxObservedTradeValue,sourceCited,sourceReporting,sourceLabel,sourceGphStatus,sourceBlockLouvain,sourceBlockIntramax,sourceBlockAN,sourceMeanAmbiguityScore,targetCited,targetReporting,targetLabel,targetGphStatus,targetBlockLouvain,targetBlockIntramax,targetBlockAN,targetMeanAmbiguityScore
220-616,220,616,2.1598752000640395,0.0007268026428498454|0.0007664127346720453,0.05,0.95,0.19,0.0007664127346720453,,,France,,0,,,0.31959183673469393,,,Tunisia (Regency of Tunis),,1,,,0.30625000000000013
615-616,615,616,2.6592107297357432,0.00007923607503389821|0.00008727215978684902,0.25,0.75,0.75,0.00008727215978684902,,,Algeria (Regency of Algiers),,1,,,0.5974999999999999,,,Tunisia (Regency of Tunis),,1,,,0.30625000000000013
325-616,325,616,1.6662748928479145,0.00006724677021453088|0.00023577797404498288,0.95,0.050000000000000044,0.19000000000000017,0.00023577797404498288,,,Italy,,1,,,0.052666666666666674,,,Tunisia (Regency of Tunis),,1,,,0.30625000000000013
338-616,338,616,3.6839528278247595,0.0000024151340938936035|0.00002029615412638092,0.95,0.050000000000000044,0.19000000000000017,0.00002029615412638092,,,Malta,,1,,,0.07833333333333335,,,Tunisia (Regency of Tunis),,1,,,0.30625000000000013
616-640,640,616,0.19901974252104782,0.00001503576796969823,0.95,0.050000000000000044,0.19000000000000017,0.00001503576796969823,,,Turkey (Ottoman Empire),,1,,,0.0938888888888889,,,Tunisia (Regency of Tunis),,1,,,0.30625000000000013
350-616,350,616,0.5106407496262912,0.000005588481130297977,0.95,0.050000000000000044,0.19000000000000017,0.000005588481130297977,,,Greece,,1,,,0.07230769230769232,,,Tunisia (Regency of Tunis),,1,,,0.30625000000000013
600-616,600,616,0.5526825686953512,0.0000010934567064511864,0.25,0.75,0.75,0.0000010934567064511864,,,Morocco,,1,,,0.36700000000000005,,,Tunisia (Regency of Tunis),,1,,,0.30625000000000013
511-616,511,616,0.24013824660675942,2.7577123452948614e-7,0,1,0,2.7577123452948614e-7,,,Zanzibar,,6,,,0.07111111111111112,,,Tunisia (Regency of Tunis),,1,,,0.30625000000000013
1063-200,200,1063,1.0739603372275477,0.00006168531785173568|0.000047082863599746586,0,1,0,0.00006168531785173568,,,United Kingdom,,2,,,0,,,Leeward Is.,,8,,,0.08272727272727272
1063-53,53,1063,4.671855173013288,0.000006182451713888565|0.00000622942715570592,1,0,0,0.00000622942715570592,,,Barbados,,8,,,0.06999999999999999,,,Leeward Is.,,8,,,0.08272727272727272
1063-51,51,1063,1.8097540045435232,1.32291133941523e-7|4.0950720200050804e-7,1,0,0,4.0950720200050804e-7,,,Jamaica,,8,,,0.08272727272727272,,,Leeward Is.,,8,,,0.08272727272727272
1055-1063,1055,1063,3.0583237546709188,2.811618355832891e-7|3.5404285193227435e-7,1,0,0,3.5404285193227435e-7,,,Windward Is.,,8,,,0.13999999999999999,,,Leeward Is.,,8,,,0.08272727272727272
1063-2,2,1063,1.3018114342091056,0.000050781834235202905|0.00004571401304149526,0.35,0.65,0.9099999999999999,0.000050781834235202905,,,United States of America,,5,,,0.5658490566037737,,,Leeward Is.,,8,,,0.08272727272727272
1063-390,390,1063,0.278408475587978,0.0000016317057878322576,0,1,0,0.0000016317057878322576,,,Denmark,,4,,,0.0625,,,Leeward Is.,,8,,,0.08272727272727272
225-255,255,225,0.9403741743276026,0.006575186380762925|0.0036636194119095545,0.25,0.75,0.75,0.006575186380762925,,,Germany (Zollverein),,4,,,0.15407407407407409,,,Switzerland,,5,,,0.2447058823529412
225-300,300,225,0.8723358642210564,0.001257862968674456|0.0010686703322796427,0,1,0,0.001257862968674456,,,Austria-Hungary (Austrian Empire),,1,,,0.08333333333333333,,,Switzerland,,5,,,0.2447058823529412
220-225,220,225,1.0188238547878181,0.0038576535392531404|0.001503981979329551,0.5,0.5,1,0.0038576535392531404,,,France,,0,,,0.31959183673469393,,,Switzerland,,5,,,0.2447058823529412
225-325,325,225,1.8316034978055347,0.002751910495712633|0.0008958491982204165,0,1,0,0.002751910495712633,,,Italy,,1,,,0.052666666666666674,,,Switzerland,,5,,,0.2447058823529412
200-225,200,225,0.0960186670640247,0.0011479095040451102|0.0027332135801784413,0,1,0,0.0027332135801784413,,,United Kingdom,,2,,,0,,,Switzerland,,5,,,0.2447058823529412
225-230,230,225,0.22860251196824272,0.00008724233159762478|0.00019916517409269104,0.75,0.25,0.75,0.00019916517409269104,,,Spain,,5,,,0.3629411764705882,,,Switzerland,,5,,,0.2447058823529412
225-360,360,225,0.5596547069374787,0.00036628993880775566|0.00010352938346586588,0,1,0,0.00036628993880775566,,,Romania,,1,,,0,,,Switzerland,,5,,,0.2447058823529412
225-651,651,225,0.3382499311451611,0.00029208433639477035|0.000052971925651299004,0,1,0,0.00029208433639477035,,,Egypt Arab Republic (Egypt),,1,,,0.11888888888888889,,,Switzerland,,5,,,0.2447058823529412
225-840,840,225,0.5639612693691656,0.0000011677820385555218|0.00004154030926747993,0,1,0,0.00004154030926747993,,,Philippines,,7,,,0,,,Switzerland,,5,,,0.2447058823529412
225-740,740,225,0.08495273355425688,0.0001747180523087665|0.00015787049407193704,0,1,0,0.0001747180523087665,,,Japan,,7,,,0.05055555555555555,,,Switzerland,,5,,,0.2447058823529412
2-225,2,225,0.356527209239693,0.0008019543528039739|0.0016656803663711057,0.65,0.35,0.9099999999999999,0.0016656803663711057,,,United States of America,,5,,,0.5658490566037737,,,Switzerland,,5,,,0.2447058823529412
100-225,100,225,0.99797351116304,0.00005949656206795553,0.75,0.25,0.75,0.00005949656206795553,,,Colombia (New Granada) (Gran Colombia),,5,,,0.315,,,Switzerland,,5,,,0.2447058823529412
2-840,2,840,1.5437327977898092,0.0003165361231488054|0.0008774531583602593,0,1,0,0.0008774531583602593,,,United States of America,,5,,,0.5658490566037737,,,Philippines,,7,,,0
740-840,740,840,1.504562272357798,0.00006331081561779783|0.000040279195127493006,1,0,0,0.00006331081561779783,,,Japan,,7,,,0.05055555555555555,,,Philippines,,7,,,0
