"target","source","key","proximity","observedTradeValues","coMembershipScore","bridgeNessEdgeScore","ambiguityScore","sourceCommunityId","maxObservedTradeValue","sourceCited","sourceReporting","sourceLabel","sourceGphStatus","sourceCommunity","sourceMeanAmbiguityScore","targetCited","targetReporting","targetLabel","targetGphStatus","targetCommunity","targetMeanAmbiguityScore","export","import"
"10","230","10-230",0.531609910076237,"0.0000013677154493658514",0,1,0,"bridge",1.36771544936585e-06,1,1,"Spain","Sovereign",0,0.105,1,NA,"Greenland","Colony of",3,0,1212,NA
"10","390","10-390",4.6463999512937,"0.00003621159712312999",1,0,0,"3",3.621159712313e-05,1,1,"Denmark","Sovereign",3,0.15,1,NA,"Greenland","Colony of",3,0,32088.8791112089,NA
"100","155","100-155",0.6140665018233,"0.00003372022730914105",0.05,0.95,0.19,"bridge",3.3720227309141e-05,1,1,"Chile","Sovereign",0,0.0316666666666667,1,NA,"Colombia (New Granada) (Gran Colombia)","Sovereign",2,0.5275,29881.1536548981,NA
"100","2","100-2",0.851865085863617,"0.0010206499452739845",0.6,0.4,0.96,"4",0.00102064994527398,1,1,"United States of America","Sovereign",4,0.093421052631579,1,NA,"Colombia (New Granada) (Gran Colombia)","Sovereign",2,0.5275,904448.16883923,NA
"100","200","100-200",0.547825046077762,"0.001164535225580849",0,1,0,"bridge",0.00116453522558085,1,1,"United Kingdom","Sovereign",1,0.00864864864864865,1,NA,"Colombia (New Granada) (Gran Colombia)","Sovereign",2,0.5275,1031952,NA
"100","220","100-220",0.741201926360641,"0.0009371847792619479",0.4,0.6,0.96,"bridge",0.000937184779261948,1,1,"France","Sovereign",2,0.188205128205128,1,NA,"Colombia (New Granada) (Gran Colombia)","Sovereign",2,0.5275,830485.575776842,NA
"101","1048","101-1048",4.24418618660809,"0.00028483238472090623",1,0,0,"4",0.000284832384720906,1,1,"Trinidad","Colony of",4,0.08,1,NA,"Venezuela","Sovereign",4,0,252404,NA
"101","2","101-2",0.84825025789378,"0.0006425285279127653",1,0,0,"4",0.000642528527912765,1,1,"United States of America","Sovereign",4,0.093421052631579,1,NA,"Venezuela","Sovereign",4,0,569376.16387337,NA
"101","200","101-200",0.227475764606854,"0.0005340872405868973",0,1,0,"bridge",0.000534087240586897,1,1,"United Kingdom","Sovereign",1,0.00864864864864865,1,NA,"Venezuela","Sovereign",4,0,473281,NA
"101","220","101-220",0.34667290355463,"0.0003990882552837961",0,1,0,"bridge",0.000399088255283796,1,1,"France","Sovereign",2,0.188205128205128,1,NA,"Venezuela","Sovereign",4,0,353651.752364301,NA
"101","230","101-230",0.856130903140816,"0.00010068113870431681",0,1,0,"bridge",0.000100681138704317,1,1,"Spain","Sovereign",0,0.105,1,NA,"Venezuela","Sovereign",4,0,89218.5141040922,NA
"101","70","101-70",0.442055944767754,"0.000019941336390877855",0,1,0,"bridge",1.99413363908779e-05,1,1,"Mexico","Sovereign",0,0.0211111111111111,1,NA,"Venezuela","Sovereign",4,0,17671,NA
"10210","20","10210-20",4.21634935396443,"0.0000035220835515531657",1,0,0,"4",3.52208355155317e-06,1,1,"Canada (Province of Canada)","Colony of",4,0.189166666666667,1,NA,"Labrador","Claimed by",4,0,3121.09164699549,NA
"1029","2","1029-2",0.268118648212192,"0.00006614357312283235",0.35,0.65,0.91,"bridge",6.61435731228323e-05,1,1,"United States of America","Sovereign",4,0.093421052631579,1,1,"St. Pierre and Miquelon","Colony of",2,0.91,58613.0767639148,NA
"1029","20","1029-20",1.76184327505176,"0.00003158939516028136",0.35,0.65,0.91,"bridge",3.15893951602814e-05,1,1,"Canada (Province of Canada)","Colony of",4,0.189166666666667,1,1,"St. Pierre and Miquelon","Colony of",2,0.91,27992.9183749534,NA
