"target","source","key","proximity","observedTradeValues","coMembershipScore","bridgeNessEdgeScore","ambiguityScore","sourceCommunityId","maxObservedTradeValue","sourceCited","sourceReporting","sourceLabel","sourceGphStatus","sourceCommunity","sourceMeanAmbiguityScore","targetCited","targetReporting","targetLabel","targetGphStatus","targetCommunity","targetMeanAmbiguityScore","export","import"
"10","200","10-200",1.4187936746377,"0.000019136698187800605",0.05,0.95,0.19,"bridge",1.91366981878006e-05,1,1,"United Kingdom","Sovereign",1,0.0768686868686869,1,NA,"Greenland","Colony of",0,0.095,51084,NA
"10","390","10-390",3.07874802379104,"0.000010196330699799042",1,0,0,"0",1.0196330699799e-05,1,1,"Denmark","Sovereign",0,0.0111764705882353,1,NA,"Greenland","Colony of",0,0.095,27218.3504362619,NA
"100","101","100-101",1.3044573038549,"0.000007792671486858912",1,0,0,"5",7.79267148685891e-06,1,1,"Venezuela","Sovereign",5,0.0616666666666667,1,1,"Colombia (New Granada) (Gran Colombia)","Sovereign",0,0.0822222222222222,20801.96,NA
"100","130","100-130",0.422934005420868,"0.000001988159751807558",0,1,0,"bridge",1.98815975180756e-06,1,1,"Ecuador","Sovereign",0,0.05,1,1,"Colombia (New Granada) (Gran Colombia)","Sovereign",0,0.0822222222222222,5307.24536514259,NA
"100","225","100-225",0.0705253568029891,"0.000023658122709684498",0,1,0,"bridge",2.36581227096845e-05,1,1,"Switzerland","Sovereign",2,0,1,1,"Colombia (New Granada) (Gran Colombia)","Sovereign",0,0.0822222222222222,63153.6082474227,NA
"100","230","100-230",0.742474093753155,"0.00003465468665679701|0.000003999085278722854",0.1,0.9,0.36,"bridge",3.4654686656797e-05,1,1,"Spain","Sovereign",0,0.279428571428571,1,1,"Colombia (New Granada) (Gran Colombia)","Sovereign",0,0.0822222222222222,92508.1221328119,10675.2622826288
"101","230","101-230",1.58310397784849,"0.00003688597843856386|0.00008452202333395172",0.1,0.9,0.36,"bridge",8.45220233339517e-05,1,1,"Spain","Sovereign",0,0.279428571428571,1,1,"Venezuela","Sovereign",5,0.0616666666666667,98464.3904640144,225625.288
"101","325","101-325",0.24324693701102,"0.000031836997756492666|0.00002198445045921057",0,1,0,"bridge",3.18369977564927e-05,1,1,"Italy","Sovereign",2,0.0122222222222222,1,1,"Venezuela","Sovereign",5,0.0616666666666667,84986.5100777654,58685.864
"101","52","101-52",3.70413094809422,"5.27828825984869e-7|0.00007070527854275189",1,0,0,"5",7.07052785427519e-05,1,1,"Trinidad and Tobago","Colony of",5,0.0146153846153846,1,1,"Venezuela","Sovereign",5,0.0616666666666667,1409,188742.51
"1029","20","1029-20",1.11918163681769,"0.000008775294138472278",0.05,0.95,0.19,"bridge",8.77529413847228e-06,1,1,"Canada (Province of Canada)","Colony of",5,0.0223529411764706,1,1,"St. Pierre and Miquelon","Colony of",4,0.095,23424.998469981,NA
"1032","31","1032-31",5.69421276474999,"5.244573146762361e-9",1,0,0,"5",5.24457314676236e-09,1,1,"Bahamas","Colony of",5,0.0146153846153846,1,1,"Turks and Caicos Is.","Dependency of",5,0,14,NA
"1032","51","1032-51",6.83573939516172,"2.1128137534099798e-7|2.9219764674818867e-7",1,0,0,"5",2.92197646748189e-07,1,1,"Jamaica","Colony of",5,0,1,1,"Turks and Caicos Is.","Dependency of",5,0,564,780
"1033","51","1033-51",6.86025901233604,"0.000001520176987825833",1,0,0,"5",1.52017698782583e-06,1,1,"Jamaica","Colony of",5,0,1,NA,"Cayman Is.","Dependency of",5,0,4058,NA
"1055","1063","1055-1063",1.43716196237301,"1.1088526081726135e-7|1.7606781278416497e-8",1,0,0,"5",1.10885260817261e-07,1,1,"Leeward Is.","Colony of",5,0,1,NA,"Windward Is.","Colony of",5,0.03,296,47
"1055","51","1055-51",0.921936538060234,"4.963613871042949e-7",1,0,0,"5",4.96361387104295e-07,1,1,"Jamaica","Colony of",5,0,1,NA,"Windward Is.","Colony of",5,0.03,1325,NA
"1063","20","1063-20",1.48182425580872,"0.000019866443079935825",1,0,0,"5",1.98664430799358e-05,1,1,"Canada (Province of Canada)","Colony of",5,0.0223529411764706,1,1,"Leeward Is.","Colony of",5,0,53032,NA
