key,source,target,proximity,observedTradeValues,coMembershipScore,bridgeNessEdgeScore,ambiguityScore,sourceCommunityId,maxObservedTradeValue,sourceCited,sourceReporting,sourceLabel,sourceGphStatus,sourceCommunity,sourceMeanAmbiguityScore,targetCited,targetReporting,targetLabel,targetGphStatus,targetCommunity,targetMeanAmbiguityScore
200-420,200,420,1.353239444715223,0.000045400063948693406|0.000020631885856984907,0,1,0,bridge,0.000045400063948693406,1,1,United Kingdom,Sovereign,1,0.043846153846153854,1,1,Gambia,Colony of,0,0.05142857142857142
420-451,451,420,7.026686018578826,0.000013612497138092563|6.005601937941019e-7,1,0,0,0,0.000013612497138092563,1,1,Sierra Leone,Colony of,0,0,1,1,Gambia,Colony of,0,0.05142857142857142
420-452,452,420,0.36483447568453226,1.2035274424731501e-9|1.0229983261021775e-8,1,0,0,0,1.0229983261021775e-8,1,1,Ghana (Gold Coast),Colony of,0,0,1,1,Gambia,Colony of,0,0.05142857142857142
420-4781,4781,420,3.3755084714385886,6.6194009336023256e-9|6.017637212365751e-10,1,0,0,0,6.6194009336023256e-9,1,1,Lagos,Colony of,0,0,1,1,Gambia,Colony of,0,0.05142857142857142
220-420,220,420,0.11636754878580427,0.000007868662418889455,0,1,0,bridge,0.000007868662418889455,1,1,France,Sovereign,2,0.04571428571428572,1,1,Gambia,Colony of,0,0.05142857142857142
402-420,402,420,4.108846852657896,3.1412066248549216e-7,0.9,0.09999999999999998,0.35999999999999993,0,3.1412066248549216e-7,1,,Cape Verde,Colony of,0,0.24,1,1,Gambia,Colony of,0,0.05142857142857142
140-2,140,2,1.4921262343352806,0.007332458680761763,0,1,0,bridge,0.007332458680761763,1,,Brazil,Sovereign,3,0,1,1,United States of America,Sovereign,4,0.0440909090909091
2-94,94,2,1.9473029277356164,0.0002072601476517602,0.65,0.35,0.9099999999999999,4,0.0002072601476517602,1,,Costa Rica,Sovereign,4,0.9099999999999998,1,1,United States of America,Sovereign,4,0.0440909090909091
2-90,90,2,1.8389344644975374,0.00028204117522591306,1,0,0,4,0.00028204117522591306,1,,Guatemala,Sovereign,4,0,1,1,United States of America,Sovereign,4,0.0440909090909091
2-91,91,2,1.5005923598175066,0.00012168329449081168,1,0,0,4,0.00012168329449081168,1,,Honduras,Sovereign,4,0,1,1,United States of America,Sovereign,4,0.0440909090909091
2-93,93,2,2.1373397946599897,0.00020466171800956925,1,0,0,4,0.00020466171800956925,1,,Nicaragua,Sovereign,4,0,1,1,United States of America,Sovereign,4,0.0440909090909091
2-92,92,2,2.3755020351911433,0.0001797253967794438,1,0,0,4,0.0001797253967794438,1,,El Salvador,Sovereign,4,0,1,1,United States of America,Sovereign,4,0.0440909090909091
2-710,710,2,0.44290502613417043,0.0020099752553345|0.0005737680387595958,0,1,0,bridge,0.0020099752553345,1,1,People's Republic of China (China),Sovereign,6,0,1,1,United States of America,Sovereign,4,0.0440909090909091
100-2,100,2,1.522317431159505,0.0004419410767105354,1,0,0,4,0.0004419410767105354,1,,Colombia (New Granada) (Gran Colombia),Sovereign,4,0,1,1,United States of America,Sovereign,4,0.0440909090909091
2-5,5,2,2.051667866171621,0.00007277469526254055,1,0,0,4,0.00007277469526254055,1,,Virgin Islands (Danish West Indies),Colony of,4,0,1,1,United States of America,Sovereign,4,0.0440909090909091
130-2,130,2,0.6534469556214706,0.0000661393732149135,0,1,0,bridge,0.0000661393732149135,1,,Ecuador,Sovereign,8,0,1,1,United States of America,Sovereign,4,0.0440909090909091
2-220,220,2,0.19991416246088367,0.009601162422333626|0.007571845594469332,0,1,0,bridge,0.009601162422333626,1,1,France,Sovereign,2,0.04571428571428572,1,1,United States of America,Sovereign,4,0.0440909090909091
120-2,120,2,0.28647393031182367,0.0000021071989967379924,1,0,0,4,0.0000021071989967379924,1,1,French Guiana,Colony of,4,0,1,1,United States of America,Sovereign,4,0.0440909090909091
2-255,255,2,0.3983178519071821,0.012223618607810443|0.011971927767919293,0,1,0,bridge,0.012223618607810443,1,1,Germany (Zollverein),Sovereign,3,0.06727272727272726,1,1,United States of America,Sovereign,4,0.0440909090909091
2-200,200,2,0.7619792052148612,0.01949304327425892|0.05854159010859644,0,1,0,bridge,0.05854159010859644,1,1,United Kingdom,Sovereign,1,0.043846153846153854,1,1,United States of America,Sovereign,4,0.0440909090909091
2-21,21,2,0.5840990493732361,0.00004375871217470754|0.0001560030323845334,1,0,0,4,0.0001560030323845334,1,1,Newfoundland and Labrador (Newfoundland),Colony of,4,0,1,1,United States of America,Sovereign,4,0.0440909090909091
110-2,110,2,1.6072299550022502,0.0005348622853822007|0.00022829050116179823,1,0,0,4,0.0005348622853822007,1,1,Guyana (British Guiana),Colony of,4,0,1,1,United States of America,Sovereign,4,0.0440909090909091
2-80,80,2,1.2069112443883387,0.000023094391726377416|0.00008373554717751135,1,0,0,4,0.00008373554717751135,1,1,Belize (British Honduras),Colony of,4,0,1,1,United States of America,Sovereign,4,0.0440909090909091
2-4,4,2,2.402935285430287,0.0015221361285577485,1,0,0,4,0.0015221361285577485,1,,Hawaii (Sandwich Is.),Sovereign (limited),4,0,1,1,United States of America,Sovereign,4,0.0440909090909091
2-41,41,2,0.4530861817027366,0.00029928987282694657,1,0,0,4,0.00029928987282694657,1,,Haiti,Sovereign,4,0,1,1,United States of America,Sovereign,4,0.0440909090909091
2-325,325,2,0.38226673301747793,0.0025130206529496227|7.064109442726111e-8,0,1,0,bridge,0.0025130206529496227,1,1,Italy,Sovereign,3,0.3194999999999999,1,1,United States of America,Sovereign,4,0.0440909090909091
2-740,740,2,1.5303767607399732,0.002608605805164357|0.0006915074244747577,0,1,0,bridge,0.002608605805164357,1,1,Japan,Sovereign,6,0,1,1,United States of America,Sovereign,4,0.0440909090909091
2-450,450,2,2.3878594683371426,0.0000027064657730731706,0,1,0,bridge,0.0000027064657730731706,1,,Liberia,Sovereign (unrecognized),0,0,1,1,United States of America,Sovereign,4,0.0440909090909091
2-70,70,2,2.056625519491153,0.0028048497285778767,1,0,0,4,0.0028048497285778767,1,1,Mexico,Sovereign,4,0,1,1,United States of America,Sovereign,4,0.0440909090909091
