"target","source","key","proximity","observedTradeValues","coMembershipScore","bridgeNessEdgeScore","ambiguityScore","sourceCommunityId","maxObservedTradeValue","sourceCited","sourceReporting","sourceLabel","sourceGphStatus","sourceCommunity","sourceMeanAmbiguityScore","targetCited","targetReporting","targetLabel","targetGphStatus","targetCommunity","targetMeanAmbiguityScore","export","import"
"10","230","10-230",1.59136667726457,"0.0000028513278583602247",0.35,0.65,0.91,"bridge",2.85132785836022e-06,1,1,"Spain","Sovereign",6,0.146521739130435,1,NA,"Greenland","Colony of",6,0.455,3816,NA
"10","390","10-390",4.6689960005215,"0.00001972910938360805",1,0,0,"6",1.9729109383608e-05,1,1,"Denmark","Sovereign",6,0.101111111111111,1,NA,"Greenland","Colony of",6,0.455,26403.9370944683,NA
"100","2","100-2",0.747547281458255,"0.0005706457551838458",0,1,0,"bridge",0.000570645755183846,1,1,"United States of America","Sovereign",0,0.22,1,NA,"Colombia (New Granada) (Gran Colombia)","Sovereign",3,0,763708.808650951,NA
"100","200","100-200",0.564797240067432,"0.0008660452575745703",0,1,0,"bridge",0.00086604525757457,1,1,"United Kingdom","Sovereign",1,0,1,NA,"Colombia (New Granada) (Gran Colombia)","Sovereign",3,0,1159049,NA
"100","220","100-220",1.21456497960471,"0.0009980480296860037",1,0,0,"3",0.000998048029686004,1,1,"France","Sovereign",3,0,1,NA,"Colombia (New Granada) (Gran Colombia)","Sovereign",3,0,1335711.45461752,NA
"100","230","100-230",0.155570136101023,"0.00008148146096715563",0,1,0,"bridge",8.14814609671556e-05,1,1,"Spain","Sovereign",6,0.146521739130435,1,NA,"Colombia (New Granada) (Gran Colombia)","Sovereign",3,0,109048.580344416,NA
"101","1048","101-1048",4.30820700686558,"0.00025230515529902085",1,0,0,"2",0.000252305155299021,1,1,"Trinidad","Colony of",2,0.04,1,NA,"Venezuela","Sovereign",2,0.072,337666,NA
"101","2","101-2",1.03648541364719,"0.0005667808101782738",0.1,0.9,0.36,"bridge",0.000566780810178274,1,1,"United States of America","Sovereign",0,0.22,1,NA,"Venezuela","Sovereign",2,0.072,758536.260675446,NA
"101","200","101-200",0.471399923929547,"0.0005868714181930611",0,1,0,"bridge",0.000586871418193061,1,1,"United Kingdom","Sovereign",1,0,1,NA,"Venezuela","Sovereign",2,0.072,785424,NA
"101","255","101-255",0.510668134349916,"0.00030276413708325573",0,1,0,"bridge",0.000302764137083256,1,1,"Germany (Zollverein)","Sovereign",4,0.202368421052632,1,NA,"Venezuela","Sovereign",2,0.072,405196.457405686,NA
"101","52","101-52",0.45252030798046,"0.000003721819722875335",1,0,0,"2",3.72181972287534e-06,1,1,"Trinidad and Tobago","Colony of",2,0.0276923076923077,1,NA,"Venezuela","Sovereign",2,0.072,4981,NA
