"target","source","key","proximity","observedTradeValues","coMembershipScore","bridgeNessEdgeScore","ambiguityScore","maxObservedTradeValue","sourceCited","sourceReporting","sourceLabel","sourceGphStatus","sourceBlockLouvain","sourceBlockIntraMax","sourceBlockAn","sourceMeanAmbiguityScore","targetCited","targetReporting","targetLabel","targetGphStatus","targetBlockLouvain","targetBlockIntraMax","targetBlockAn","targetMeanAmbiguityScore","export","import"
"100","2","100-2",2.15986739241843,"0.003693977078103615|0.0007609101002600736",1,0,0,0.00369397707810361,NA,NA,"United States of America",NA,2,1,"NAM",0.0883561643835617,NA,NA,"Colombia (New Granada) (Gran Colombia)",NA,2,1,"AS",0.0616666666666667,2995784.83911976,14543584.7452364
"100","20","100-20",0.59651992533955,"0.00003407072274049935|0.00022836943956962405",0.9,0.1,0.36,0.000228369439569624,NA,NA,"Canada (Province of Canada)",NA,2,1,"NAM",0.0921428571428572,NA,NA,"Colombia (New Granada) (Gran Colombia)",NA,2,1,"AS",0.0616666666666667,134140.096982488,899115.026265416
"100","68","100-68",1.0669484277531,"0.00007934660633189289",0.95,0.05,0.19,7.93466063318929e-05,NA,NA,"Netherlands Antilles",NA,2,6,"AS",0.132857142857143,NA,NA,"Colombia (New Granada) (Gran Colombia)",NA,2,1,"AS",0.0616666666666667,NA,312396.116444561
"100","94","100-94",0.628920085389114,"1.9789316697246842e-7|0.000002256000225571027",1,0,0,2.25600022557103e-06,NA,NA,"Costa Rica",NA,2,3,"AF",0,NA,NA,"Colombia (New Granada) (Gran Colombia)",NA,2,1,"AS",0.0616666666666667,8882.11533860103,779.126665789935
"101","100","100-101",2.6266674324948,"0.00002184292096905236|0.00010604710629854966",0.95,0.05,0.19,0.00010604710629855,NA,NA,"Colombia (New Granada) (Gran Colombia)",NA,2,1,"AS",0.0616666666666667,NA,NA,"Venezuela",NA,2,1,"AS",0.0873333333333334,417518.854294523,85997.9272962895
"101","2","101-2",1.40653974451209,"0.0014291023534083861|0.0007329296011936367",0.95,0.05,0.19,0.00142910235340839,NA,NA,"United States of America",NA,2,1,"NAM",0.0883561643835617,NA,NA,"Venezuela",NA,2,1,"AS",0.0873333333333334,2885622.60725349,5626529.54984814
"101","40","101-40",1.6503946703023,"0.00003233259132786181|0.00001613242598304528",0.9,0.1,0.36,3.23325913278618e-05,NA,NA,"Cuba",NA,2,1,"LA",0.207333333333333,NA,NA,"Venezuela",NA,2,1,"AS",0.0873333333333334,127296.88681535,63515.0948340811
"101","41","101-41",1.37014268377143,"0.00001110348464086027",1,0,0,1.11034846408603e-05,NA,NA,"Haiti",NA,2,1,"AS",0.038,NA,NA,"Venezuela",NA,2,1,"AS",0.0873333333333334,NA,43715.6123136216
"101","52","101-52",2.25338041685475,"0.000001663149927004414|0.00005271683278613659",0.95,0.05,0.19,5.27168327861366e-05,NA,NA,"Trinidad and Tobago",NA,2,5,"AS",0.0845454545454546,NA,NA,"Venezuela",NA,2,1,"AS",0.0873333333333334,6548,207551.836114596
"101","6","101-6",3.09051527009882,"0.000032458490260562324",1,0,0,3.24584902605623e-05,NA,NA,"Puerto Rico",NA,2,4,"WE",0.057,NA,NA,"Venezuela",NA,2,1,"AS",0.0873333333333334,NA,127792.564443649
"101","68","101-68",4.80499663207512,"0.004712386282606616",1,0,0,0.00471238628260662,NA,NA,"Netherlands Antilles",NA,2,6,"AS",0.132857142857143,NA,NA,"Venezuela",NA,2,1,"AS",0.0873333333333334,NA,18553171.230982
"101","95","101-95",0.222174542119348,"0.000011394898490162226",0.95,0.05,0.19,1.13948984901622e-05,NA,NA,"Panama",NA,2,1,"AS",0.057,NA,NA,"Venezuela",NA,2,1,"AS",0.0873333333333334,NA,44862.9399563352
"1029","110","1029-110",1.85444827107087,"0.0000024917827982665787",1,0,0,2.49178279826658e-06,NA,NA,"Guyana (British Guiana)",NA,2,1,"AS",0.0126666666666667,NA,NA,"St. Pierre and Miquelon",NA,2,1,"AS",0.0475,9810.41666666667,NA
"1029","20","1029-20",3.00814913601911,"0.0005515044088388857",1,0,0,0.000551504408838886,NA,NA,"Canada (Province of Canada)",NA,2,1,"NAM",0.0921428571428572,NA,NA,"St. Pierre and Miquelon",NA,2,1,"AS",0.0475,2171332.12733348,NA
"1029","200","1029-200",0.490589998292863,"0.00011009732484865125",0,1,0,0.000110097324848651,NA,NA,"United Kingdom",NA,0,1,"AS",0.328782608695652,NA,NA,"St. Pierre and Miquelon",NA,2,1,"AS",0.0475,433465,NA
