"target","source","key","proximity","observedTradeValues","coMembershipScore","bridgeNessEdgeScore","ambiguityScore","maxObservedTradeValue","sourceCited","sourceReporting","sourceLabel","sourceGphStatus","sourceBlockLouvain","sourceBlockIntraMax","sourceBlockAn","sourceMeanAmbiguityScore","targetCited","targetReporting","targetLabel","targetGphStatus","targetBlockLouvain","targetBlockIntraMax","targetBlockAn","targetMeanAmbiguityScore","export","import"
"100","2","100-2",1.14099980214216,"0.0007606542795709112|0.0008832208007148719",1,0,0,0.000883220800714872,NA,NA,"United States of America",NA,4,1,"AS",0.0136764705882353,NA,NA,"Colombia (New Granada) (Gran Colombia)",NA,4,5,"LA",0.0319512195121951,897006802.721088,1041544217.68707
"100","30","100-30",3.9062711876298,"1.1537301373743498e-8|0.000004017078569221613",0.9,0.1,0.36,4.01707856922161e-06,NA,NA,"Bermuda",NA,4,5,"LA",0.278571428571429,NA,NA,"Colombia (New Granada) (Gran Colombia)",NA,4,5,"LA",0.0319512195121951,4737167.59431045,13605.4421768707
"100","31","100-31",1.54171464338901,"0.000013787075141623493|1.5402297333947583e-7",0,1,0,1.37870751416235e-05,NA,NA,"Bahamas",NA,0,5,"LA",0.055,NA,NA,"Colombia (New Granada) (Gran Colombia)",NA,4,5,"LA",0.0319512195121951,181632.653061224,16258503.4013605
"100","40","100-40",0.463563405484865,"0.0000012575658497380445|0.0000017305952060615289",0,1,0,1.73059520606153e-06,NA,NA,"Cuba",NA,3,5,"LA",0.181935483870968,NA,NA,"Colombia (New Granada) (Gran Colombia)",NA,4,5,"LA",0.0319512195121951,2040816.32653061,1482993.19727891
"100","41","100-41",0.169137100093835,"0.000001044125774323788|2.779429824623475e-9",1,0,0,1.04412577432379e-06,NA,NA,"Haiti",NA,4,5,"LA",0.011875,NA,NA,"Colombia (New Granada) (Gran Colombia)",NA,4,5,"LA",0.0319512195121951,3277.66178056547,1231292.5170068
"100","42","100-42",0.737682159014932,"0.000005630203070386843|8.249170482226635e-8",1,0,0,5.63020307038684e-06,NA,NA,"Dominican Republic (Santo Domingo)",NA,4,5,"LA",0,NA,NA,"Colombia (New Granada) (Gran Colombia)",NA,4,5,"LA",0.0319512195121951,97278.9115646259,6639455.78231292
"100","51","100-51",0.602022291638141,"0.000002613198761152908|3.80730945333537e-8",1,0,0,2.61319876115291e-06,NA,NA,"Jamaica",NA,4,5,"LA",0.0166666666666667,NA,NA,"Colombia (New Granada) (Gran Colombia)",NA,4,5,"LA",0.0319512195121951,44897.9591836735,3081632.65306122
"100","55","100-55",1.24457724628248,"2.4228332884861454e-7",1,0,0,2.42283328848615e-07,NA,NA,"Grenada",NA,4,5,"LA",0.0095,NA,NA,"Colombia (New Granada) (Gran Colombia)",NA,4,5,"LA",0.0319512195121951,NA,285714.285714286
"100","56","100-56",1.86417455805719,"6.057083221215356e-7",1,0,0,6.05708322121536e-07,NA,NA,"St. Lucia",NA,4,5,"LA",0.011875,NA,NA,"Colombia (New Granada) (Gran Colombia)",NA,4,5,"LA",0.0319512195121951,NA,714285.714285714
"100","57","100-57",2.37135029360832,"4.4995475357599793e-7|3.6321133954377846e-9",1,0,0,4.49954753575998e-07,NA,NA,"St. Vincent and the Grenadines",NA,4,5,"LA",0.0336363636363636,NA,NA,"Colombia (New Granada) (Gran Colombia)",NA,4,5,"LA",0.0319512195121951,4283.19475938524,530612.244897959
"100","60","100-60",0.282666974782465,"4.6149205494974166e-8",1,0,0,4.61492054949742e-08,NA,NA,"St. Kitts-Nevis",NA,4,5,"LA",0.03,NA,NA,"Colombia (New Granada) (Gran Colombia)",NA,4,5,"LA",0.0319512195121951,NA,54421.768707483
"100","68","100-68",2.46409292399039,"0.000017721294910070104",1,0,0,1.77212949100701e-05,NA,NA,"Netherlands Antilles",NA,4,5,"LA",0.0189473684210526,NA,NA,"Colombia (New Granada) (Gran Colombia)",NA,4,5,"LA",0.0319512195121951,NA,20897959.1836735
"100","70","100-70",1.23063631175468,"0.00006187364760835428|0.000006316672502124584",1,0,0,6.18736476083543e-05,NA,NA,"Mexico",NA,4,5,"LA",0.0082608695652174,NA,NA,"Colombia (New Granada) (Gran Colombia)",NA,4,5,"LA",0.0319512195121951,72964925.4654422,7448979.59183673
"100","90","100-90",0.413237642909742,"0.0000021747813089506605|7.533857797054532e-7",1,0,0,2.17478130895066e-06,NA,NA,"Guatemala",NA,4,5,"LA",0.00730769230769231,NA,NA,"Colombia (New Granada) (Gran Colombia)",NA,4,5,"LA",0.0319512195121951,888435.37414966,2564625.85034014
"100","91","100-91",1.00998913477413,"0.000003299668192890649|7.833827632771865e-7",1,0,0,3.29966819289065e-06,NA,NA,"Honduras",NA,4,5,"LA",0,NA,NA,"Colombia (New Granada) (Gran Colombia)",NA,4,5,"LA",0.0319512195121951,923809.523809524,3891156.46258503
"100","92","100-92",0.609718842519432,"1.6152221923240914e-8|0.0000029131685968702403",1,0,0,2.91316859687024e-06,NA,NA,"El Salvador",NA,4,5,"LA",0,NA,NA,"Colombia (New Granada) (Gran Colombia)",NA,4,5,"LA",0.0319512195121951,19047.619047619,3435374.14965986
"100","93","100-93",1.08033447733741,"0.0000016152221923240914|5.768650686871766e-10",1,0,0,1.61522219232409e-06,NA,NA,"Nicaragua",NA,4,5,"LA",0.0219230769230769,NA,NA,"Colombia (New Granada) (Gran Colombia)",NA,4,5,"LA",0.0319512195121951,680.272108843537,1904761.9047619
"100","94","100-94",1.08388076109645,"0.0000051571737140633586|0.0000011445002962753607",1,0,0,5.15717371406336e-06,NA,NA,"Costa Rica",NA,4,5,"LA",0.0171875,NA,NA,"Colombia (New Granada) (Gran Colombia)",NA,4,5,"LA",0.0319512195121951,1349659.86394558,6081632.65306122
"100","95","100-95",1.37314737110775,"0.00004249188095949748|9.120236735944246e-7",1,0,0,4.24918809594975e-05,NA,NA,"Panama",NA,4,2,"AS",0.00826086956521739,NA,NA,"Colombia (New Granada) (Gran Colombia)",NA,4,5,"LA",0.0319512195121951,1075510.20408163,50108843.537415
"101","100","100-101",2.02918867489708,"0.00006057083221215356|0.0000866451333168137",1,0,0,8.66451333168137e-05,NA,NA,"Colombia (New Granada) (Gran Colombia)",NA,4,5,"LA",0.0319512195121951,NA,NA,"Venezuela",NA,4,5,"LA",0.0082608695652174,102176870.748299,71428571.4285714
"101","2","101-2",1.31725276585056,"0.001811933180746422|0.0021713201185385297",1,0,0,0.00217132011853853,NA,NA,"United States of America",NA,4,1,"AS",0.0136764705882353,NA,NA,"Venezuela",NA,4,5,"LA",0.0082608695652174,2136734693.87755,2560544217.68707
"101","20","101-20",0.0135965269360108,"0.00015690729868291197|0.00016804079450857427",1,0,0,0.000168040794508574,NA,NA,"Canada (Province of Canada)",NA,4,4,"AF",0.04,NA,NA,"Venezuela",NA,4,5,"LA",0.0082608695652174,198163265.306122,185034013.605442
"101","40","101-40",3.69632123329444,"0.000002307460274748708|0.0002076714247273833",0,1,0,0.000207671424727383,NA,NA,"Cuba",NA,3,5,"LA",0.181935483870968,NA,NA,"Venezuela",NA,4,5,"LA",0.0082608695652174,2721088.43537415,244897959.183673
"101","42","101-42",3.02284430976781,"0.00007787678427276885|5.953247508851669e-7",1,0,0,7.78767842727689e-05,NA,NA,"Dominican Republic (Santo Domingo)",NA,4,5,"LA",0,NA,NA,"Venezuela",NA,4,5,"LA",0.0082608695652174,702040.816326531,91836734.6938775
"101","51","101-51",2.89261485127419,"0.000036342499327292186|5.768650686871766e-10",1,0,0,3.63424993272922e-05,NA,NA,"Jamaica",NA,4,5,"LA",0.0166666666666667,NA,NA,"Venezuela",NA,4,5,"LA",0.0082608695652174,680.272108843537,42857142.8571429
"101","52","101-52",1.92646980872864,"0.0000036457872341029615|0.00001961341233536404",1,0,0,1.9613412335364e-05,NA,NA,"Trinidad and Tobago",NA,4,5,"LA",0.0076,NA,NA,"Venezuela",NA,4,5,"LA",0.0082608695652174,4299319.72789116,23129251.7006803
"101","53","101-53",2.52664529160797,"0.000012114166442430728|2.307460274748708e-9",1,0,0,1.21141664424307e-05,NA,NA,"Barbados",NA,4,5,"LA",0.0144,NA,NA,"Venezuela",NA,4,5,"LA",0.0082608695652174,2721.08843537415,14285714.2857143
"101","54","101-54",0.0739926297998393,"1.0548704205577587e-7",1,0,0,1.05487042055776e-07,NA,NA,"Dominica",NA,4,5,"LA",0,NA,NA,"Venezuela",NA,4,5,"LA",0.0082608695652174,124396.321514596,NA
"101","90","101-90",2.45791448089358,"2.1234403178374973e-7|0.000023651467816174224",1,0,0,2.36514678161742e-05,NA,NA,"Guatemala",NA,4,5,"LA",0.00730769230769231,NA,NA,"Venezuela",NA,4,5,"LA",0.0082608695652174,250408.163265306,27891156.462585
"101","91","101-91",2.73086259189219,"7.556932399802018e-8|0.000025958928090922976",1,0,0,2.5958928090923e-05,NA,NA,"Honduras",NA,4,5,"LA",0,NA,NA,"Venezuela",NA,4,5,"LA",0.0082608695652174,89115.6462585034,30612244.8979592
"101","92","101-92",2.67386206270677,"0.00003230444384648191",1,0,0,3.23044438464819e-05,NA,NA,"El Salvador",NA,4,5,"LA",0,NA,NA,"Venezuela",NA,4,5,"LA",0.0082608695652174,NA,38095238.0952381
"101","93","101-93",1.65480498195102,"7.556932399802018e-8|0.000004038055480810238",1,0,0,4.03805548081024e-06,NA,NA,"Nicaragua",NA,4,5,"LA",0.0219230769230769,NA,NA,"Venezuela",NA,4,5,"LA",0.0082608695652174,89115.6462585034,4761904.76190476
"101","94","101-94",2.48335057737481,"0.000029420118503046016|0.0000019238450040717372",1,0,0,2.9420118503046e-05,NA,NA,"Costa Rica",NA,4,5,"LA",0.0171875,NA,NA,"Venezuela",NA,4,5,"LA",0.0082608695652174,2268707.4829932,34693877.5510204
"101","95","101-95",0.981256698363854,"0.0000248051979535486|0.0000019192300835222387",1,0,0,2.48051979535486e-05,NA,NA,"Panama",NA,4,2,"AS",0.00826086956521739,NA,NA,"Venezuela",NA,4,5,"LA",0.0082608695652174,2263265.30612245,29251700.6802721
