key,source,target,TIBI,proximity,observedTradeValues,coMembershipScore,bridgeNessEdgeScore,ambiguityScore,maxObservedTradeValue,sourceCited,sourceReporting,sourceLabel,sourceGphStatus,sourceBlockLouvainTibi,sourceBlockLouvainProximity,sourceBlockIntraMax,sourceBlockAn,sourceMeanAmbiguityScore,targetCited,targetReporting,targetLabel,targetGphStatus,targetBlockLouvainTibi,targetBlockLouvainProximity,targetBlockIntraMax,targetBlockAn,targetMeanAmbiguityScore
120-2,2,120,-0.0749380233187244,-0.13371153838573124,8979.849387619994,0,1,0,8979.849387619994,,,United States of America,,0,3,3,NAM,0.26147540983606554,,,French Guiana,,2,2,2,WE,0
120-220,120,220,0.9528080047933714,1.631479239762438,79032.64048051846,1,0,0,79032.64048051846,,,French Guiana,,2,2,2,WE,0,,,France,,2,2,2,WE,0.3638888888888888
130-155,130,155,0.9266771567003236,3.2437397947907662,1088.974113135187,1,0,0,1088.974113135187,,,Ecuador,,0,3,2,WE,0.47800000000000004,,,Chile,,0,3,3,LA,0.29
130-2,2,130,-0.1554963838419543,-0.28157730606258774,5050.893743793446,0.1,0.9,0.36000000000000004,5050.893743793446,,,United States of America,,0,3,3,NAM,0.26147540983606554,,,Ecuador,,0,3,2,WE,0.47800000000000004
130-200,130,200,0.5646417755491395,0.7365915682948007,33289,0.05,0.95,0.19,33289,,,Ecuador,,0,3,2,WE,0.47800000000000004,,,United Kingdom,,0,0,1,AF,0.29186813186813193
130-220,130,220,-0.14333695026664572,-0.2435537173123007,7903.264048051845,0.7,0.30000000000000004,0.8400000000000001,7903.264048051845,,,Ecuador,,0,3,2,WE,0.47800000000000004,,,France,,2,2,2,WE,0.3638888888888888
130-230,130,230,0.8008278777652345,2.030584901285551,10061.112253289473,0.5,0.5,1,10061.112253289473,,,Ecuador,,0,3,2,WE,0.47800000000000004,,,Spain,,3,2,2,WE,0.3887179487179488
135-155,135,155,0.9716645140823319,3.8439067795677486,49881.30393096836,1,0,0,49881.30393096836,,,Peru,,0,3,3,LA,0.4583333333333333,,,Chile,,0,3,3,LA,0.29
135-2,2,135,-0.5496249763521495,-1.1443847361949029,53570.63058589871,0.1,0.9,0.36000000000000004,53570.63058589871,,,United States of America,,0,3,3,NAM,0.26147540983606554,,,Peru,,0,3,3,LA,0.4583333333333333
135-200,135,200,0.5765690231149403,0.7472139061905009,845639,0.05,0.95,0.19,845639,,,Peru,,0,3,3,LA,0.4583333333333333,,,United Kingdom,,0,0,1,AF,0.29186813186813193
135-211,135,211,0.03915601428924489,0.07478305389918023,58305.96491707956,0.1,0.9,0.36000000000000004,58305.96491707956,,,Peru,,0,3,3,LA,0.4583333333333333,,,Belgium,,2,4,5,WE,0.3453488372093024
135-220,135,220,0.32939595023297413,0.5211871246427316,426776.2585947996,0.7,0.30000000000000004,0.8400000000000001,426776.2585947996,,,Peru,,0,3,3,LA,0.4583333333333333,,,France,,2,2,2,WE,0.3638888888888888
135-230,135,230,-0.6040639602264085,-1.3764959601503075,8379.934210526315,0.5,0.5,1,8379.934210526315,,,Peru,,0,3,3,LA,0.4583333333333333,,,Spain,,3,2,2,WE,0.3887179487179488
140-155,140,155,-0.49776784653891887,-1.07685657171809,263.47075743048896|9088.753655259621,0.3,0.7,0.84,9088.753655259621,,,Brazil,,4,0,5,LA,0.3712500000000001,,,Chile,,0,3,3,LA,0.29
140-160,140,160,0.6059709554578206,1.3432437391953815,86659.29028688848,0.3,0.7,0.84,86659.29028688848,,,Brazil,,4,0,5,LA,0.3712500000000001,,,Argentina (La Plata),,4,3,1,WE,0.5725
140-165,140,165,0.9582036949093339,3.3469384992328504,108274.71745831028,0.3,0.7,0.84,108274.71745831028,,,Brazil,,4,0,5,LA,0.3712500000000001,,,Uruguay,,4,3,1,WE,0.6028571428571429
140-2,2,140,0.04972809928782892,0.09883197432257412,563506.9099635882|40342.21133328065,0.05,0.95,0.19,563506.9099635882,,,United States of America,,0,3,3,NAM,0.26147540983606554,,,Brazil,,4,0,5,LA,0.3712500000000001
140-200,140,200,0.5706585630426658,0.7389813269903361,2544837|193748.518137991,0.1,0.9,0.36000000000000004,2544837,,,Brazil,,4,0,5,LA,0.3712500000000001,,,United Kingdom,,0,0,1,AF,0.29186813186813193
140-210,140,210,-0.8070573507800408,-2.1361951116755495,6423.038397328881|12250.05927448036,0,1,0,12250.05927448036,,,Brazil,,4,0,5,LA,0.3712500000000001,,,Netherlands,,1,4,5,WE,0.33424242424242423
140-211,140,211,0.3656063495470617,0.7475353154980563,103170.09999991591|226823.67817908796,0,1,0,226823.67817908796,,,Brazil,,4,0,5,LA,0.3712500000000001,,,Belgium,,2,4,5,WE,0.3453488372093024
140-220,140,220,0.34273406218734526,0.8137806243020179,746858.4525408994|434560.97368213075,0.2,0.8,0.6400000000000001,746858.4525408994,,,Brazil,,4,0,5,LA,0.3712500000000001,,,France,,2,2,2,WE,0.3638888888888888
140-230,140,230,0.11549939245748835,0.2450507142934124,24394.418174342107|95234.33177902474,0.15,0.85,0.51,95234.33177902474,,,Brazil,,4,0,5,LA,0.3712500000000001,,,Spain,,3,2,2,WE,0.3887179487179488
140-235,140,235,0.8776612108373358,2.475604214808402,74606.81261360942|250256.09885648754,0.95,0.050000000000000044,0.19000000000000017,250256.09885648754,,,Brazil,,4,0,5,LA,0.3712500000000001,,,Portugal,,4,0,5,WE,0.4431250000000001
140-239,140,239,-0.3481118082157611,-0.6940203414103614,35564.688216233306,0,1,0,35564.688216233306,,,Brazil,,4,0,5,LA,0.3712500000000001,,,Prussia,,5,4,4,EESU,0.3976470588235294
140-246,140,246,0.8084535781720561,2.089272994775482,174467,1,0,0,174467,,,Brazil,,4,0,5,LA,0.3712500000000001,,,Bremen,,0,0,5,WE,0.4113333333333334
140-248,140,248,0.6557634036736821,1.4271830165470067,284568.2656826568|442053.04692936083,0.55,0.44999999999999996,0.99,442053.04692936083,,,Brazil,,4,0,5,LA,0.3712500000000001,,,Hamburg,,4,3,5,WE,0.4640816326530612
140-276,140,276,0.8004863069191495,2.0814108055250475,61104,0.55,0.44999999999999996,0.99,61104,,,Brazil,,4,0,5,LA,0.3712500000000001,,,Lübeck,,4,4,5,WE,0.6514285714285715
140-300,140,300,0.6328898083258482,1.4099387585205079,194143.68134039358,0,1,0,194143.68134039358,,,Brazil,,4,0,5,LA,0.3712500000000001,,,Austria-Hungary (Austrian Empire),,1,1,1,WE,0.04578947368421053
140-324,140,324,0.3580364562125441,0.7265063000397848,45048.60507389552,0.95,0.050000000000000044,0.19000000000000017,45048.60507389552,,,Brazil,,4,0,5,LA,0.3712500000000001,,,Kingdom of Sardinia,,4,0,5,LA,0.27
140-329,140,329,-0.4160408596830256,-0.8717661028488197,12645.222476882953,0,1,0,12645.222476882953,,,Brazil,,4,0,5,LA,0.3712500000000001,,,Two Sicilies,,1,1,1,WE,0.08700000000000001
140-365,140,365,0.03050420318573428,0.12609586795758193,48605.07389551885,0,1,0,48605.07389551885,,,Brazil,,4,0,5,LA,0.3712500000000001,,,Russia (USSR),,5,4,5,EESU,0.214
140-380,140,380,0.8627255123546582,2.4024321742761154,24899.098968991602|207065.51805895835,0.35,0.65,0.9099999999999999,207065.51805895835,,,Brazil,,4,0,5,LA,0.3712500000000001,,,Sweden,,4,4,2,LA,0.41125000000000006
140-385,140,385,-0.9293174929485825,-3.260272619718621,2211.767960167549,0.15,0.85,0.51,2211.767960167549,,,Brazil,,4,0,5,LA,0.3712500000000001,,,Norway,,4,4,2,LA,0.40666666666666673
140-390,140,390,0.8282586413449933,2.1949375188702063,203904.2124397376,0.35,0.65,0.9099999999999999,203904.2124397376,,,Brazil,,4,0,5,LA,0.3712500000000001,,,Denmark,,4,4,5,WE,0.5042857142857143
140-561,140,561,-0.3386654419863399,-0.69416622184141,1317|6153,0,1,0,6153,,,Brazil,,4,0,5,LA,0.3712500000000001,,,Cape Colony (Cape of Good Hope),,0,5,2,WE,0.17833333333333337
140-640,140,640,-0.9248361802347491,-3.199839198707854,3556.4688216233303,0,1,0,3556.4688216233303,,,Brazil,,4,0,5,LA,0.3712500000000001,,,Turkey (Ottoman Empire),,1,1,5,LA,0.07687500000000001
140-750,140,750,-0.08953897015801499,-0.10156795591956831,9652,0,1,0,9652,,,Brazil,,4,0,5,LA,0.3712500000000001,,,India,,5,1,1,AS,0.14833333333333334
145-155,145,155,0.9994015986276674,6.8518066811403076,9222.051773729627,1,0,0,9222.051773729627,,,Bolivia,,0,3,2,WE,0.42000000000000004,,,Chile,,0,3,3,LA,0.29
145-220,145,220,0.3357035414027057,0.5350045129969447,3951.6320240259224,0.7,0.30000000000000004,0.8400000000000001,3951.6320240259224,,,Bolivia,,0,3,2,WE,0.42000000000000004,,,France,,2,2,2,WE,0.3638888888888888
155-160,155,160,0.7976504642526804,2.119462484647033,10456.375838926175,1,0,0,10456.375838926175,,,Chile,,0,3,3,LA,0.29,,,Argentina (La Plata),,4,3,1,WE,0.5725
155-165,155,165,0.9715638951854884,4.111161299567962,12908.724832214766,1,0,0,12908.724832214766,,,Chile,,0,3,3,LA,0.29,,,Uruguay,,4,3,1,WE,0.6028571428571429
155-2,2,155,0.6165868744200921,1.1711401235027754,68231.63950143816|268357.5388944058,0.1,0.9,0.36000000000000004,268357.5388944058,,,United States of America,,0,3,3,NAM,0.26147540983606554,,,Chile,,0,3,3,LA,0.29
155-200,155,200,0.565920794286878,0.7329086531733582,1156266,0.05,0.95,0.19,1156266,,,Chile,,0,3,3,LA,0.29,,,United Kingdom,,0,0,1,AF,0.29186813186813193
155-210,155,210,-0.24209300853077553,-0.42531680599551447,3763.758389261745,0,1,0,3763.758389261745,,,Chile,,0,3,3,LA,0.29,,,Netherlands,,1,4,5,WE,0.33424242424242423
155-211,155,211,-0.40442136952364977,-0.7967721364975872,2688.2070949185045|22254.185082854794,0.1,0.9,0.36000000000000004,22254.185082854794,,,Chile,,0,3,3,LA,0.29,,,Belgium,,2,4,5,WE,0.3453488372093024
155-220,155,220,0.19291508902427776,0.3076826181193083,478147.47490713664,0.7,0.30000000000000004,0.8400000000000001,478147.47490713664,,,Chile,,0,3,3,LA,0.29,,,France,,2,2,2,WE,0.3638888888888888
155-230,155,230,0.1904462269157736,0.37143304199513216,66748.57113486843,0.5,0.5,1,66748.57113486843,,,Chile,,0,3,3,LA,0.29,,,Spain,,3,2,2,WE,0.3887179487179488
155-235,155,235,-0.9036745447366024,-2.9741488045530966,64.8130393096836,0.25,0.75,0.75,64.8130393096836,,,Chile,,0,3,3,LA,0.29,,,Portugal,,4,0,5,WE,0.4431250000000001
155-239,155,239,-0.9972182963470801,-6.537902377198504,5.721525314022407,0,1,0,5.721525314022407,,,Chile,,0,3,3,LA,0.29,,,Prussia,,5,4,4,EESU,0.3976470588235294
155-300,155,300,-0.953738571767153,-3.7128325358736394,64.23777564717162,0,1,0,64.23777564717162,,,Chile,,0,3,3,LA,0.29,,,Austria-Hungary (Austrian Empire),,1,1,1,WE,0.04578947368421053
155-324,155,324,-0.39723294141181104,-0.8360180181154291,524.2569511025887,0.25,0.75,0.75,524.2569511025887,,,Chile,,0,3,3,LA,0.29,,,Kingdom of Sardinia,,4,0,5,LA,0.27
155-365,155,365,-0.9701953779427696,-4.107815380615235,39.11792905081496,0,1,0,39.11792905081496,,,Chile,,0,3,3,LA,0.29,,,Russia (USSR),,5,4,5,EESU,0.214
155-380,155,380,-0.9831190366058159,-4.75014273130058,9,0,1,0,9,,,Chile,,0,3,3,LA,0.29,,,Sweden,,4,4,2,LA,0.41125000000000006
155-385,155,385,-0.9827850363243913,-4.728236685516023,6,0,1,0,6,,,Chile,,0,3,3,LA,0.29,,,Norway,,4,4,2,LA,0.40666666666666673
155-390,155,390,-0.677958933398805,-1.6340597690403333,246.02109300095879,0,1,0,246.02109300095879,,,Chile,,0,3,3,LA,0.29,,,Denmark,,4,4,5,WE,0.5042857142857143
160-2,2,160,-0.15893340589603727,-0.2860567368920015,148612.00761337308,0.1,0.9,0.36000000000000004,148612.00761337308,,,United States of America,,0,3,3,NAM,0.26147540983606554,,,Argentina (La Plata),,4,3,1,WE,0.5725
160-200,160,200,0.448774998399166,0.5889349853231798,848800,0.05,0.95,0.19,848800,,,Argentina (La Plata),,4,3,1,WE,0.5725,,,United Kingdom,,0,0,1,AF,0.29186813186813193
160-211,160,211,-0.6527392358426937,-1.5237259152091478,13862.7499999887,0.1,0.9,0.36000000000000004,13862.7499999887,,,Argentina (La Plata),,4,3,1,WE,0.5725,,,Belgium,,2,4,5,WE,0.3453488372093024
160-220,160,220,0.1956653854458304,0.31177493217098184,407018.09847467,0.7,0.30000000000000004,0.8400000000000001,407018.09847467,,,Argentina (La Plata),,4,3,1,WE,0.5725,,,France,,2,2,2,WE,0.3638888888888888
160-230,160,230,0.3544280201820898,0.7081184834817497,79238.671875,0.5,0.5,1,79238.671875,,,Argentina (La Plata),,4,3,1,WE,0.5725,,,Spain,,3,2,2,WE,0.3887179487179488
160-248,160,248,0.3802746607622274,0.7582429335162905,101610.51681797094,0.45,0.55,0.9900000000000001,101610.51681797094,,,Argentina (La Plata),,4,3,1,WE,0.5725,,,Hamburg,,4,3,5,WE,0.4640816326530612
165-2,2,165,-0.48833670385928096,-0.9872354111799349,12418.073485600795,0.1,0.9,0.36000000000000004,12418.073485600795,,,United States of America,,0,3,3,NAM,0.26147540983606554,,,Uruguay,,4,3,1,WE,0.6028571428571429
165-200,165,200,-0.177830893017223,-0.2715685610320749,60480,0.05,0.95,0.19,60480,,,Uruguay,,4,3,1,WE,0.6028571428571429,,,United Kingdom,,0,0,1,AF,0.29186813186813193
165-220,165,220,0.25190763431809365,0.40249223218102775,75081.00845649253,0.7,0.30000000000000004,0.8400000000000001,75081.00845649253,,,Uruguay,,4,3,1,WE,0.6028571428571429,,,France,,2,2,2,WE,0.3638888888888888
165-230,165,230,-0.3296537774078791,-0.6727533179345153,3355.4481907894738,0.5,0.5,1,3355.4481907894738,,,Uruguay,,4,3,1,WE,0.6028571428571429,,,Spain,,3,2,2,WE,0.3887179487179488
165-248,165,248,0.2551459658298543,0.5019336272103667,13247.785765054881,0.45,0.55,0.9900000000000001,13247.785765054881,,,Uruguay,,4,3,1,WE,0.6028571428571429,,,Hamburg,,4,3,5,WE,0.4640816326530612
2-20,2,20,0.6566767623887715,1.2285545941537988,1237789|960247.2277391593,1,0,0,1237789,,,United States of America,,0,3,3,NAM,0.26147540983606554,,,Canada (Province of Canada),,0,3,1,NAM,0.495
2-200,2,200,0.47699371195971396,0.6784256965762261,14891961|13382770.398874545,0.55,0.44999999999999996,0.99,14891961,,,United States of America,,0,3,3,NAM,0.26147540983606554,,,United Kingdom,,0,0,1,AF,0.29186813186813193
2-210,2,210,-0.3983768560120422,-0.6951832790748329,385829.04841402336|452685.57596822246,0,1,0,452685.57596822246,,,United States of America,,0,3,3,NAM,0.26147540983606554,,,Netherlands,,1,4,5,WE,0.33424242424242423
2-211,2,211,-0.41099772417627156,-0.7391593501897065,448600.835815955|377691.5999996922,0,1,0,448600.835815955,,,United States of America,,0,3,3,NAM,0.26147540983606554,,,Belgium,,2,4,5,WE,0.3453488372093024
2-220,2,220,0.39187851668572604,0.7905584692692177,7650359.598514186|3713645.5230056276,0,1,0,7650359.598514186,,,United States of America,,0,3,3,NAM,0.26147540983606554,,,France,,2,2,2,WE,0.3638888888888888
2-230,2,230,0.1094102455018585,0.20870963996034594,247596.6488486842|803240.8556769282,0.35,0.65,0.9099999999999999,803240.8556769282,,,United States of America,,0,3,3,NAM,0.26147540983606554,,,Spain,,3,2,2,WE,0.3887179487179488
2-231,2,231,-0.22325152524763966,-0.4098432947539523,38544.14928831513,0.35,0.65,0.9099999999999999,38544.14928831513,,,United States of America,,0,3,3,NAM,0.26147540983606554,,,Gibraltar,,3,2,5,WE,0.502
2-235,2,235,-0.7239685706603162,-1.7199736804784123,35786.57729228732,0,1,0,35786.57729228732,,,United States of America,,0,3,3,NAM,0.26147540983606554,,,Portugal,,4,0,5,WE,0.4431250000000001
2-239,2,239,-0.9609168340135075,-3.751952962791,14615.400529625953,0,1,0,14615.400529625953,,,United States of America,,0,3,3,NAM,0.26147540983606554,,,Prussia,,5,4,4,EESU,0.3976470588235294
2-246,2,246,-0.20792507265806606,-0.37856496862224115,129354,0.05,0.95,0.19,129354,,,United States of America,,0,3,3,NAM,0.26147540983606554,,,Bremen,,0,0,5,WE,0.4113333333333334
2-248,2,248,-0.16212956940282977,-0.25469861633000557,297220.6642066421|719246,0.2,0.8,0.6400000000000001,719246,,,United States of America,,0,3,3,NAM,0.26147540983606554,,,Hamburg,,4,3,5,WE,0.4640816326530612
2-276,2,276,-0.21118708226270172,-0.3864263795375077,45304,0,1,0,45304,,,United States of America,,0,3,3,NAM,0.26147540983606554,,,Lübeck,,4,4,5,WE,0.6514285714285715
2-30,2,30,0.7606145796676497,1.4541794415051341,5737,1,0,0,5737,,,United States of America,,0,3,3,NAM,0.26147540983606554,,,Bermuda,,0,3,3,LA,0.495
2-300,2,300,-0.2939010681882992,-0.5297274315401237,244102.32538894407,0,1,0,244102.32538894407,,,United States of America,,0,3,3,NAM,0.26147540983606554,,,Austria-Hungary (Austrian Empire),,1,1,1,WE,0.04578947368421053
2-31,2,31,0.9270029084235916,1.8335564461200902,37203,0.35,0.65,0.9099999999999999,37203,,,United States of America,,0,3,3,NAM,0.26147540983606554,,,Bahamas,,3,2,2,WE,0.5166666666666667
2-324,2,324,-0.7149083268774722,-1.6851999483178228,35328.533598146314,0,1,0,35328.533598146314,,,United States of America,,0,3,3,NAM,0.26147540983606554,,,Kingdom of Sardinia,,4,0,5,LA,0.27
2-329,2,329,-0.9328990061788567,-3.2297953644149144,10463.62959285005,0,1,0,10463.62959285005,,,United States of America,,0,3,3,NAM,0.26147540983606554,,,Two Sicilies,,1,1,1,WE,0.08700000000000001
2-337,2,337,-0.9317832866405056,-3.2140820567491386,9447.202912942736,0,1,0,9447.202912942736,,,United States of America,,0,3,3,NAM,0.26147540983606554,,,Tuscany,,1,1,2,WE,0.09666666666666668
2-338,2,338,-0.5545743341909577,-1.1615779216951152,15584.450513075142,0,1,0,15584.450513075142,,,United States of America,,0,3,3,NAM,0.26147540983606554,,,Malta,,1,1,1,AF,0
2-365,2,365,-0.5256326447972764,-0.9999361632011218,137875.4965243297|368388.0691734095,0,1,0,368388.0691734095,,,United States of America,,0,3,3,NAM,0.26147540983606554,,,Russia (USSR),,5,4,5,EESU,0.214
2-380,2,380,-0.1768769432318091,-0.18498812122343222,209685.38864187576|80292,0,1,0,209685.38864187576,,,United States of America,,0,3,3,NAM,0.26147540983606554,,,Sweden,,4,4,2,LA,0.41125000000000006
2-385,2,385,-0.3305353951062409,-0.6109786913018143,1028.4517505729866|58027,0,1,0,58027,,,United States of America,,0,3,3,NAM,0.26147540983606554,,,Norway,,4,4,2,LA,0.40666666666666673
2-390,2,390,-0.7346925524594727,-1.755731068881321,34316.865276398545,0,1,0,34316.865276398545,,,United States of America,,0,3,3,NAM,0.26147540983606554,,,Denmark,,4,4,5,WE,0.5042857142857143
2-40,2,40,0.5498524956032923,1.021999237979006,1783765.1466041382|937242.6348891096,0.45,0.55,0.9900000000000001,1783765.1466041382,,,United States of America,,0,3,3,NAM,0.26147540983606554,,,Cuba,,3,3,2,LA,0.35272727272727267
2-402,2,402,0.9157781262307145,1.8612689302465926,9732.497517378351,1,0,0,9732.497517378351,,,United States of America,,0,3,3,NAM,0.26147540983606554,,,Cape Verde,,0,3,3,AF,0.495
2-41,2,41,0.6366656855215513,1.157566344763,250539.34955312812,1,0,0,250539.34955312812,,,United States of America,,0,3,3,NAM,0.26147540983606554,,,Haiti,,0,3,4,WE,0.326
2-42,2,42,,2.1487840861475744,14054.534922211189,1,0,0,14054.534922211189,,,United States of America,,0,3,3,NAM,0.26147540983606554,,,Dominican Republic (Santo Domingo),,0,3,3,LA,0
2-420,2,420,0.45051229318275987,0.8762591191423437,19711,0,1,0,19711,,,United States of America,,0,3,3,NAM,0.26147540983606554,,,Gambia,,2,4,4,WE,0.21333333333333337
