"target","source","key","proximity","observedTradeValues","coMembershipScore","bridgeNessEdgeScore","ambiguityScore","maxObservedTradeValue","sourceCited","sourceReporting","sourceLabel","sourceGphStatus","sourceBlockLouvain","sourceBlockIntraMax","sourceBlockAn","sourceMeanAmbiguityScore","targetCited","targetReporting","targetLabel","targetGphStatus","targetBlockLouvain","targetBlockIntraMax","targetBlockAn","targetMeanAmbiguityScore","export","import"
"100","2","100-2",1.31006294150475,"0.0008224729280977554|0.0011684020289439675",1,0,0,0.00116840202894397,NA,NA,"United States of America",NA,2,1,"AS",0.00886075949367088,NA,NA,"Colombia (New Granada) (Gran Colombia)",NA,2,4,"LA",0.0377272727272727,7785588504.51613,11060178510.9677
"100","30","100-30",2.65208510051157,"1.4119082195705014e-8|2.1809051310423897e-7",1,0,0,2.18090513104239e-07,NA,NA,"Bermuda",NA,2,3,"LA",0.0182142857142857,NA,NA,"Colombia (New Granada) (Gran Colombia)",NA,2,4,"LA",0.0377272727272727,2064460.64516129,133652.258064516
"100","31","100-31",1.88689536691842,"0.00001314230739003943",0.85,0.15,0.51,1.31423073900394e-05,NA,NA,"Bahamas",NA,2,5,"ME",0.31258064516129,NA,NA,"Colombia (New Granada) (Gran Colombia)",NA,2,4,"LA",0.0377272727272727,NA,124406036.774194
"100","40","100-40",0.398865660329935,"0.000002357026132020207|3.4610647385669355e-7",1,0,0,2.35702613202021e-06,NA,NA,"Cuba",NA,2,4,"LA",0.0223255813953488,NA,NA,"Colombia (New Granada) (Gran Colombia)",NA,2,4,"LA",0.0377272727272727,3276269.03225806,22311780.6451613
"100","41","100-41",1.74647941377926,"0.000003867016107864867",1,0,0,3.86701610786487e-06,NA,NA,"Haiti",NA,2,7,"EESU",0,NA,NA,"Colombia (New Granada) (Gran Colombia)",NA,2,4,"LA",0.0377272727272727,NA,36605455.483871
"100","42","100-42",2.83763700972375,"0.00004275042861815467|4.345738603941741e-7",1,0,0,4.27504286181547e-05,NA,NA,"Dominican Republic (Santo Domingo)",NA,2,4,"LA",0.0223255813953488,NA,NA,"Colombia (New Granada) (Gran Colombia)",NA,2,4,"LA",0.0377272727272727,4113707.74193548,404678663.870968
"100","51","100-51",1.42792480368032,"0.0000035018092987752763|5.5059043124517166e-8",1,0,0,3.50180929877528e-06,NA,NA,"Jamaica",NA,2,4,"LA",0.0358536585365854,NA,NA,"Colombia (New Granada) (Gran Colombia)",NA,2,4,"LA",0.0377272727272727,521192.903225806,33148381.2903226
"100","52","100-52",2.80871712620753,"0.00001958523912546549|0.000016364277707851003",1,0,0,1.95852391254655e-05,NA,NA,"Trinidad and Tobago",NA,2,4,"LA",0.0313207547169811,NA,NA,"Colombia (New Granada) (Gran Colombia)",NA,2,4,"LA",0.0377272727272727,185395296.774194,154905441.935484
"100","53","100-53",0.121084218274213,"3.6169300387682457e-7|1.1744966849644733e-8",1,0,0,3.61693003876825e-07,NA,NA,"Barbados",NA,2,4,"LA",0.0159090909090909,NA,NA,"Colombia (New Granada) (Gran Colombia)",NA,2,4,"LA",0.0377272727272727,111178.709677419,3423812.25806452
"100","54","100-54",0.490018730326857,"1.4591608437473755e-7",1,0,0,1.45916084374738e-07,NA,NA,"Dominica",NA,2,4,"LA",0.0104081632653061,NA,NA,"Colombia (New Granada) (Gran Colombia)",NA,2,4,"LA",0.0377272727272727,NA,1381252.25806452
"100","55","100-55",0.798919886894971,"8.670530414220452e-8",1,0,0,8.67053041422045e-08,NA,NA,"Grenada",NA,2,4,"LA",0.0328571428571429,NA,NA,"Colombia (New Granada) (Gran Colombia)",NA,2,4,"LA",0.0377272727272727,NA,820758.709677419
