key,source,target,proximity,observedTradeValues,coMembershipScore,bridgeNessEdgeScore,ambiguityScore,maxObservedTradeValue,sourceCited,sourceReporting,sourceLabel,sourceGphStatus,sourceBlockLouvain,sourceBlockIntraMax,sourceBlockAn,sourceMeanAmbiguityScore,targetCited,targetReporting,targetLabel,targetGphStatus,targetBlockLouvain,targetBlockIntraMax,targetBlockAn,targetMeanAmbiguityScore
220-522,220,522,0.19731217539202606,0.00002014785661275286|0.0000024881576551717024,0,1,0,0.00002014785661275286,,,France,,7,5,WE,0.07549019607843137,,,Djibouti (Afar and Issas) (French Somaliland),,3,3,AS,0.03272727272727273
522-530,522,530,7.485066599193517,0.00028432488545353945,1,0,0,0.00028432488545353945,,,Djibouti (Afar and Issas) (French Somaliland),,3,3,AS,0.03272727272727273,,,Ethiopia (Abyssinia),,3,3,AS,0.027142857142857142
522-681,522,681,6.152391323005378,0.0000015333271549995618|0.00002047950563965561,1,0,0,0.00002047950563965561,,,Djibouti (Afar and Issas) (French Somaliland),,3,3,AS,0.03272727272727273,,,Aden,,3,3,AS,0.05285714285714286
200-522,200,522,0.9515667358977493,0.00001102875880654857|0.000023513026446921052,0,1,0,0.000023513026446921052,,,United Kingdom,,0,3,AS,0.1447524752475247,,,Djibouti (Afar and Issas) (French Somaliland),,3,3,AS,0.03272727272727273
522-740,522,740,0.5009613950828236,0.00002168118376775242|0.0000011716432777425547,0.1,0.9,0.36000000000000004,0.00002168118376775242,,,Djibouti (Afar and Issas) (French Somaliland),,3,3,AS,0.03272727272727273,,,Japan,,2,3,AS,0.16209677419354837
211-490,211,490,2.683908945331652,0.0003458710045545151,1,0,0,0.0003458710045545151,,,Belgium,,6,3,AS,0.07024390243902438,,,Democratic Republic of the Congo (Zaire) (Kinshasa) (Belgian Congo) (Congo Free State),,6,5,AF,0.20333333333333334
200-490,200,490,0.18674803856377575,0.00011307753709296399|0.000004858935424808981,0,1,0,0.00011307753709296399,,,United Kingdom,,0,3,AS,0.1447524752475247,,,Democratic Republic of the Congo (Zaire) (Kinshasa) (Belgian Congo) (Congo Free State),,6,5,AF,0.20333333333333334
490-740,490,740,0.9884415070951924,0.00008309915943659588,0,1,0,0.00008309915943659588,,,Democratic Republic of the Congo (Zaire) (Kinshasa) (Belgian Congo) (Congo Free State),,6,5,AF,0.20333333333333334,,,Japan,,2,3,AS,0.16209677419354837
490-540,490,540,4.459615707941716,0.000020879152164863457|0.0000022233990956788414,0.9,0.09999999999999998,0.35999999999999993,0.000020879152164863457,,,Democratic Republic of the Congo (Zaire) (Kinshasa) (Belgian Congo) (Congo Free State),,6,5,AF,0.20333333333333334,,,Angola,,6,6,AS,0.07
2-490,2,490,0.4995712809792556,0.00006513049380071394|0.00007569892610927357,0,1,0,0.00007569892610927357,,,United States of America,,5,3,NAM,0.06800000000000002,,,Democratic Republic of the Congo (Zaire) (Kinshasa) (Belgian Congo) (Congo Free State),,6,5,AF,0.20333333333333334
255-490,255,490,2.094994384470581,0.00004144797539231325|0.00041501835836861285,0,1,0,0.00041501835836861285,,,Germany (Zollverein),,4,9,WE,0.39513513513513526,,,Democratic Republic of the Congo (Zaire) (Kinshasa) (Belgian Congo) (Congo Free State),,6,5,AF,0.20333333333333334
480-490,480,490,4.05963129174505,0.0000028112720111719467|0.000014145176269651129,0.9,0.09999999999999998,0.35999999999999993,0.000014145176269651129,,,French Equatorial Africa,,6,4,AF,0.05142857142857142,,,Democratic Republic of the Congo (Zaire) (Kinshasa) (Belgian Congo) (Congo Free State),,6,5,AF,0.20333333333333334
360-490,360,490,0.6638393764256804,0.000010887229702802056,0,1,0,0.000010887229702802056,,,Romania,,4,3,AS,0.08076923076923077,,,Democratic Republic of the Congo (Zaire) (Kinshasa) (Belgian Congo) (Congo Free State),,6,5,AF,0.20333333333333334
490-552,490,552,3.655550644592903,0.00002004117386488497|5.615279146595284e-7,0.85,0.15000000000000002,0.51,0.00002004117386488497,,,Democratic Republic of the Congo (Zaire) (Kinshasa) (Belgian Congo) (Congo Free State),,6,5,AF,0.20333333333333334,,,Zimbabwe (Rhodesia) (Southern Rhodesia),,6,3,AS,0.12000000000000004
210-490,210,490,0.3155040425066175,0.000018604658848039754|0.00002840138609837055,0,1,0,0.00002840138609837055,,,Netherlands,,0,6,AS,0.592857142857143,,,Democratic Republic of the Congo (Zaire) (Kinshasa) (Belgian Congo) (Congo Free State),,6,5,AF,0.20333333333333334
490-625,490,625,3.05388866688061,0.000012956893971891864,0.1,0.9,0.36000000000000004,0.000012956893971891864,,,Democratic Republic of the Congo (Zaire) (Kinshasa) (Belgian Congo) (Congo Free State),,6,5,AF,0.20333333333333334,,,Sudan (Anglo-Egyptian Sudan) (Mahdist State),,3,3,AS,0.09214285714285715
490-500,490,500,4.226195235503408,0.000008324568289686875,0.1,0.9,0.36000000000000004,0.000008324568289686875,,,Democratic Republic of the Congo (Zaire) (Kinshasa) (Belgian Congo) (Congo Free State),,6,5,AF,0.20333333333333334,,,Uganda,,3,1,AS,0.09100000000000001
235-490,235,490,0.8941262860368345,0.000005707296232377735|9.83485392539009e-8,0.9,0.09999999999999998,0.35999999999999993,0.000005707296232377735,,,Portugal,,6,6,WE,0.02935483870967742,,,Democratic Republic of the Congo (Zaire) (Kinshasa) (Belgian Congo) (Congo Free State),,6,5,AF,0.20333333333333334
325-490,325,490,0.016343476859248304,0.000006784493448839119|0.00001948061675575288,0,1,0,0.00001948061675575288,,,Italy,,4,8,WE,0.04092592592592593,,,Democratic Republic of the Congo (Zaire) (Kinshasa) (Belgian Congo) (Congo Free State),,6,5,AF,0.20333333333333334
490-560,490,560,0.7721253677906021,0.000006244277751774053|0.000020700134486666563,0.85,0.15000000000000002,0.51,0.000020700134486666563,,,Democratic Republic of the Congo (Zaire) (Kinshasa) (Belgian Congo) (Congo Free State),,6,5,AF,0.20333333333333334,,,South Africa,,6,3,AS,0.05615384615384616
490-512,490,512,2.8380836083494185,0.000005643644441203866|0.000004714017293772274,0.1,0.9,0.36000000000000004,0.000005643644441203866,,,Democratic Republic of the Congo (Zaire) (Kinshasa) (Belgian Congo) (Congo Free State),,6,5,AF,0.20333333333333334,,,Tanzania (Tanganyika),,3,3,AS,0.060000000000000005
402-490,402,490,4.622344647320348,0.000003192380276503217|2.220327213577217e-8,0.9,0.09999999999999998,0.35999999999999993,0.000003192380276503217,,,Cape Verde,,6,6,AS,0.061111111111111116,,,Democratic Republic of the Congo (Zaire) (Kinshasa) (Belgian Congo) (Congo Free State),,6,5,AF,0.20333333333333334
212-490,212,490,0.07886132992750951,0.0000010739476064520235,0,1,0,0.0000010739476064520235,,,Luxemburg,,4,3,AS,0.34909090909090906,,,Democratic Republic of the Congo (Zaire) (Kinshasa) (Belgian Congo) (Congo Free State),,6,5,AF,0.20333333333333334
490-681,490,681,1.301647870624959,4.962136847334209e-7,0.1,0.9,0.36000000000000004,4.962136847334209e-7,,,Democratic Republic of the Congo (Zaire) (Kinshasa) (Belgian Congo) (Congo Free State),,6,5,AF,0.20333333333333334,,,Aden,,3,3,AS,0.05285714285714286
490-511,490,511,2.7182834215998795,3.926825207920218e-7|0.0000016874627430136635,0.1,0.9,0.36000000000000004,0.0000016874627430136635,,,Democratic Republic of the Congo (Zaire) (Kinshasa) (Belgian Congo) (Congo Free State),,6,5,AF,0.20333333333333334,,,Zanzibar,,3,1,WE,0.045500000000000006
305-490,305,490,0.8286214597739477,1.654964207481304e-7|0.000014648334706625815,0,1,0,0.000014648334706625815,,,Austria,,4,8,WE,0.09384615384615386,,,Democratic Republic of the Congo (Zaire) (Kinshasa) (Belgian Congo) (Congo Free State),,6,5,AF,0.20333333333333334
338-490,338,490,0.5401219694567467,6.822196861580029e-8,0,1,0,6.822196861580029e-8,,,Malta,,4,3,AS,0.10037037037037037,,,Democratic Republic of the Congo (Zaire) (Kinshasa) (Belgian Congo) (Congo Free State),,6,5,AF,0.20333333333333334
310-490,310,490,1.0318420186558561,3.035982322857281e-8|0.000008337405527845154,0,1,0,0.000008337405527845154,,,Hungary,,4,8,WE,0.07230769230769232,,,Democratic Republic of the Congo (Zaire) (Kinshasa) (Belgian Congo) (Congo Free State),,6,5,AF,0.20333333333333334
490-5200,490,5200,0.4330350721200139,1.2237846107167794e-8,0.1,0.9,0.36000000000000004,1.2237846107167794e-8,,,Democratic Republic of the Congo (Zaire) (Kinshasa) (Belgian Congo) (Congo Free State),,6,5,AF,0.20333333333333334,,,Italian Somaliland,,3,1,AS,0.045000000000000005
155-255,155,255,0.5706585890982588,0.0001468691365171828|0.0006778633186687343,0.15,0.85,0.51,0.0006778633186687343,,,Chile,,5,3,AS,0.18142857142857144,,,Germany (Zollverein),,4,9,WE,0.39513513513513526
155-160,155,160,0.48072439031232106,0.000035844393378939345|0.000119515296152095,0.95,0.050000000000000044,0.19000000000000017,0.000119515296152095,,,Chile,,5,3,AS,0.18142857142857144,,,Argentina (La Plata),,5,3,AS,0.22642857142857145
145-155,145,155,2.3882803130661743,0.0000011342649686374013|0.00006874494783779029,1,0,0,0.00006874494783779029,,,Bolivia,,5,3,AS,0.1681818181818182,,,Chile,,5,3,AS,0.18142857142857144
140-155,140,155,0.13122451571344076,0.00002048802034022537|0.000041294245566657884,0.95,0.050000000000000044,0.19000000000000017,0.000041294245566657884,,,Brazil,,5,3,AS,0.17720000000000005,,,Chile,,5,3,AS,0.18142857142857144
155-40,40,155,0.4271519273320562,0.000004135692912687008|0.000025028241315851485,1,0,0,0.000025028241315851485,,,Cuba,,5,3,LA,0.15875,,,Chile,,5,3,AS,0.18142857142857144
155-390,155,390,0.07869798263665796,0.000007864717137064301|0.00007663459849408995,0.95,0.050000000000000044,0.19000000000000017,0.00007663459849408995,,,Chile,,5,3,AS,0.18142857142857144,,,Denmark,,5,2,ME,0.28181818181818197
130-155,130,155,2.9586109422310174,0.000014091003778351031,1,0,0,0.000014091003778351031,,,Ecuador,,5,3,AS,0.09583333333333334,,,Chile,,5,3,AS,0.18142857142857144
155-651,155,651,1.7929865272545706,5.96056148477558e-7|0.00020115560366493494,0,1,0,0.00020115560366493494,,,Chile,,5,3,AS,0.18142857142857144,,,Egypt Arab Republic (Egypt),,3,3,AS,0.20945945945945965
155-230,155,230,1.3183752795129378,0.000022800068615420273|0.0001377394044111197,0.2,0.8,0.6400000000000001,0.0001377394044111197,,,Chile,,5,3,AS,0.18142857142857144,,,Spain,,7,6,WE,0.29404255319148953
155-2,2,155,1.1461824363781308,0.0004150358753767223|0.0010839139982271608,1,0,0,0.0010839139982271608,,,United States of America,,5,3,NAM,0.06800000000000002,,,Chile,,5,3,AS,0.18142857142857144
155-200,155,200,0.7212400254008997,0.00033445198572311195|0.0012502667314550542,0,1,0,0.0012502667314550542,,,Chile,,5,3,AS,0.18142857142857144,,,United Kingdom,,0,3,AS,0.1447524752475247
155-325,155,325,0.7163453661093322,0.000028879369667290776|0.0002942355272626249,0,1,0,0.0002942355272626249,,,Chile,,5,3,AS,0.18142857142857144,,,Italy,,4,8,WE,0.04092592592592593
155-367,155,367,0.4998583427146313,1.0827343369199692e-7|0.000011096094400986797,0.2,0.8,0.6400000000000001,0.000011096094400986797,,,Chile,,5,3,AS,0.18142857142857144,,,Latvia,,5,2,EESU,0.43272727272727274
155-212,155,212,0.8283884604782114,0.000003938484211927132,0.85,0.15000000000000002,0.51,0.000003938484211927132,,,Chile,,5,3,AS,0.18142857142857144,,,Luxemburg,,4,3,AS,0.34909090909090906
155-338,155,338,1.0492350555845182,1.9672509733395636e-7,0,1,0,1.9672509733395636e-7,,,Chile,,5,3,AS,0.18142857142857144,,,Malta,,4,3,AS,0.10037037037037037
1163-155,155,1163,0.4995784787940599,1.1542598806547431e-7,0.75,0.25,0.75,1.1542598806547431e-7,,,Chile,,5,3,AS,0.18142857142857144,,,Falkland Is.,,0,3,AS,0.6689999999999999
155-70,70,155,0.7528572855710104,0.000012457331701468|7.763724401137478e-7,1,0,0,0.000012457331701468,,,Mexico,,5,3,LA,0.10750000000000004,,,Chile,,5,3,AS,0.18142857142857144
155-95,95,155,0.13734631066939015,2.82591572291679e-7|0.0000033223312569793317,1,0,0,0.0000033223312569793317,,,Panama,,5,1,AS,0.09944444444444445,,,Chile,,5,3,AS,0.18142857142857144
