"target","source","key","proximity","observedTradeValues","coMembershipScore","bridgeNessEdgeScore","ambiguityScore","sourceCommunityId","maxObservedTradeValue","sourceCited","sourceReporting","sourceLabel","sourceGphStatus","sourceCommunity","sourceMeanAmbiguityScore","targetCited","targetLabel","targetGphStatus","targetCommunity","targetMeanAmbiguityScore","export","import"
"150","230","150-230",21.2003549022679,"642.2607578676943",1,0,0,"2",642.260757867694,1,1,"Spain","Sovereign",2,0.163684210526316,1,"Paraguay","Sovereign",2,0.135,642.260757867694,NA
"150","255","150-255",19.5969652565571,"445.6748561847194",0.1,0.9,0.36,"bridge",445.674856184719,1,1,"Germany (Zollverein)","Sovereign",0,0.258627450980392,1,"Paraguay","Sovereign",2,0.135,445.674856184719,NA
"150","70","150-70",21.0613345470306,"57",1,0,0,"2",57,1,1,"Mexico","Sovereign",2,0.1452,1,"Paraguay","Sovereign",2,0.135,57,NA
"150","750","150-750",19.2938803095432,"219",0,1,0,"bridge",219,1,1,"India","Colony of",1,0.0477966101694915,1,"Paraguay","Sovereign",2,0.135,219,NA
"155","1032","1032-155",17.4741209371149,"4",1,0,0,"2",4,1,1,"Turks and Caicos Is.","Dependency of",2,0.135,1,"Chile","Sovereign",2,0.115,4,NA
"155","1048","1048-155",17.4963043692064,"252",0.9,0.1,0.36,"2",252,1,1,"Trinidad","Colony of",2,0.1875,1,"Chile","Sovereign",2,0.115,252,NA
"155","135","135-155",23.9335006867032,"560268.2965550087|381947.1981173702",1,0,0,"2",560268.296555009,1,1,"Peru","Sovereign",2,0.184615384615385,1,"Chile","Sovereign",2,0.115,560268.296555009,381947.19811737
"155","20","155-20",18.8624232448937,"12469.757648321705",0.9,0.1,0.36,"2",12469.7576483217,1,1,"Canada (Province of Canada)","Colony of",2,0.0984782608695652,1,"Chile","Sovereign",2,0.115,12469.7576483217,NA
"155","200","155-200",21.9582866232359,"2999852|7766818.943962347",0,1,0,"bridge",7766818.94396235,1,1,"United Kingdom","Sovereign",1,0.138541666666667,1,"Chile","Sovereign",2,0.115,2999852,7766818.94396235
"155","750","155-750",17.735968649221,"14796",0,1,0,"bridge",14796,1,1,"India","Colony of",1,0.0477966101694915,1,"Chile","Sovereign",2,0.115,14796,NA
"160","1032","1032-160",18.4121136099167,"20",1,0,0,"2",20,1,1,"Turks and Caicos Is.","Dependency of",2,0.135,1,"Argentina (La Plata)","Sovereign",2,0.12,20,NA
"160","1048","1048-160",18.3888346671286,"1204",0.9,0.1,0.36,"2",1204,1,1,"Trinidad","Colony of",2,0.1875,1,"Argentina (La Plata)","Sovereign",2,0.12,1204,NA
"160","155","155-160",22.5449861520828,"50411.825268421824|311913.967402517",1,0,0,"2",311913.967402517,1,1,"Chile","Sovereign",2,0.115,1,"Argentina (La Plata)","Sovereign",2,0.12,50411.8252684218,311913.967402517
"160","20","160-20",19.2938303049136,"37568.2259196565",0.9,0.1,0.36,"2",37568.2259196565,1,1,"Canada (Province of Canada)","Colony of",2,0.0984782608695652,1,"Argentina (La Plata)","Sovereign",2,0.12,37568.2259196565,NA
"160","200","160-200",21.4324647705245,"4166717|1573244.4811223436",0,1,0,"bridge",4166717,1,1,"United Kingdom","Sovereign",1,0.138541666666667,1,"Argentina (La Plata)","Sovereign",2,0.12,4166717,1573244.48112234
"160","210","160-210",18.5575508938748,"61422.609701677546|13997.936868165874",0,1,0,"bridge",61422.6097016775,1,1,"Netherlands","Sovereign",0,0.0239473684210526,1,"Argentina (La Plata)","Sovereign",2,0.12,61422.6097016775,13997.9368681659
"160","211","160-211",22.4887888657775,"479806.8000007332|2963656.2822364345",0,1,0,"bridge",2963656.28223643,1,1,"Belgium","Sovereign",0,0.0476,1,"Argentina (La Plata)","Sovereign",2,0.12,479806.800000733,2963656.28223643
"160","220","160-220",21.9317033723037,"4072074.9325289726|3383328.0379616255",0.4,0.6,0.96,"bridge",4072074.93252897,1,1,"France","Sovereign",3,0.54536231884058,1,"Argentina (La Plata)","Sovereign",2,0.12,4072074.93252897,3383328.03796163
"160","325","160-325",21.7323370367283,"1032444.1519222578|345566.7423148339",0,1,0,"bridge",1032444.15192226,1,1,"Italy","Sovereign",0,0.0267647058823529,1,"Argentina (La Plata)","Sovereign",2,0.12,1032444.15192226,345566.742314834
"160","385","160-385",16.5718544629419,"896.4252978934858",0,1,0,"bridge",896.425297893486,1,1,"Norway","Sovereign (limited)",0,0.0586363636363637,1,"Argentina (La Plata)","Sovereign",2,0.12,896.425297893486,NA
"160","70","160-70",20.411950831646,"18696",1,0,0,"2",18696,1,1,"Mexico","Sovereign",2,0.1452,1,"Argentina (La Plata)","Sovereign",2,0.12,18696,NA
"160","750","160-750",18.6284282121091,"70687",0,1,0,"bridge",70687,1,1,"India","Colony of",1,0.0477966101694915,1,"Argentina (La Plata)","Sovereign",2,0.12,70687,NA
"165","1032","1032-165",18.3768007362855,"6",1,0,0,"2",6,1,1,"Turks and Caicos Is.","Dependency of",2,0.135,1,"Uruguay","Sovereign",2,0.125454545454545,6,NA
"165","1048","1048-165",18.4802471329172,"410",0.9,0.1,0.36,"2",410,1,1,"Trinidad","Colony of",2,0.1875,1,"Uruguay","Sovereign",2,0.125454545454545,410,NA
"165","155","155-165",22.1201290565259,"111591.41050154433|31756.25",1,0,0,"2",111591.410501544,1,1,"Chile","Sovereign",2,0.115,1,"Uruguay","Sovereign",2,0.125454545454545,111591.410501544,31756.25
"165","160","160-165",23.3461122636061,"422689.9112853311|205101.875",1,0,0,"2",422689.911285331,1,1,"Argentina (La Plata)","Sovereign",2,0.12,1,"Uruguay","Sovereign",2,0.125454545454545,422689.911285331,205101.875
"165","2","165-2",21.310695691494,"298173.3030656277|488969.5833333334",0.9,0.1,0.36,"2",488969.583333333,1,1,"United States of America","Sovereign",2,0.11126582278481,1,"Uruguay","Sovereign",2,0.125454545454545,298173.303065628,488969.583333333
"165","20","165-20",19.9431960666183,"22350.852565955163",0.9,0.1,0.36,"2",22350.8525659552,1,1,"Canada (Province of Canada)","Colony of",2,0.0984782608695652,1,"Uruguay","Sovereign",2,0.125454545454545,22350.8525659552,NA
"165","200","165-200",21.5490860119743,"1455122|1130350.4166666667",0,1,0,"bridge",1455122,1,1,"United Kingdom","Sovereign",1,0.138541666666667,1,"Uruguay","Sovereign",2,0.125454545454545,1455122,1130350.41666667
"165","211","165-211",21.8727391071484,"34621.2000000529|596631.875",0,1,0,"bridge",596631.875,1,1,"Belgium","Sovereign",0,0.0476,1,"Uruguay","Sovereign",2,0.125454545454545,34621.2000000529,596631.875
"165","220","165-220",21.5235265521516,"841403.397364661|754309.5833333334",0.4,0.6,0.96,"bridge",841403.397364661,1,1,"France","Sovereign",3,0.54536231884058,1,"Uruguay","Sovereign",2,0.125454545454545,841403.397364661,754309.583333333
"165","230","165-230",22.3685521350598,"403095.59069411934|32963.75",1,0,0,"2",403095.590694119,1,1,"Spain","Sovereign",2,0.163684210526316,1,"Uruguay","Sovereign",2,0.125454545454545,403095.590694119,32963.75
"165","70","165-70",20.5040576087211,"6371",1,0,0,"2",6371,1,1,"Mexico","Sovereign",2,0.1452,1,"Uruguay","Sovereign",2,0.125454545454545,6371,NA
"2","1032","1032-2",23.2481049230577,"18601",0.9,0.1,0.36,"2",18601,1,1,"Turks and Caicos Is.","Dependency of",2,0.135,1,"United States of America","Sovereign",2,0.11126582278481,18601,NA
"2","1048","1048-2",22.0023246297556,"329767",1,0,0,"2",329767,1,1,"Trinidad","Colony of",2,0.1875,1,"United States of America","Sovereign",2,0.11126582278481,329767,NA
"2","1055","1055-2",21.5258743406271,"226792",1,0,0,"2",226792,NA,NA,"Windward Is.","Colony of",2,0.0973333333333333,1,"United States of America","Sovereign",2,0.11126582278481,226792,NA
"2","1063","1063-2",22.4513931884748,"244868",1,0,0,"2",244868,NA,NA,"Leeward Is.","Colony of",2,0.0158333333333333,1,"United States of America","Sovereign",2,0.11126582278481,244868,NA
"2","110","110-2",22.2811711673898,"905899|404234.61562059016",1,0,0,"2",905899,1,1,"Guyana (British Guiana)","Colony of",2,0.0389473684210526,1,"United States of America","Sovereign",2,0.11126582278481,905899,404234.61562059
"2","135","135-2",21.2015656423881,"601221.6224797587|109172.95539603656",0.9,0.1,0.36,"2",601221.622479759,1,1,"Peru","Sovereign",2,0.184615384615385,1,"United States of America","Sovereign",2,0.11126582278481,601221.622479759,109172.955396037
"2","155","155-2",20.2598984517905,"385210.9133696132|359254.1464711536",0.9,0.1,0.36,"2",385210.913369613,1,1,"Chile","Sovereign",2,0.115,1,"United States of America","Sovereign",2,0.11126582278481,385210.913369613,359254.146471154
"2","160","160-2",20.5449956399581,"609981.8444398596|557890.4636276254",0.9,0.1,0.36,"2",609981.84443986,1,1,"Argentina (La Plata)","Sovereign",2,0.12,1,"United States of America","Sovereign",2,0.11126582278481,609981.84443986,557890.463627625
"2","20","2-20",22.7286024261077,"8605680.607737089|6796886.312043684",1,0,0,"2",8605680.60773709,1,1,"Canada (Province of Canada)","Colony of",2,0.0984782608695652,1,"United States of America","Sovereign",2,0.11126582278481,8605680.60773709,6796886.31204368
"2","21","2-21",21.8723256937349,"64317|420296.54171012534",1,0,0,"2",420296.541710125,1,1,"Newfoundland and Labrador (Newfoundland)","Colony of",2,0.0606666666666667,1,"United States of America","Sovereign",2,0.11126582278481,64317,420296.541710125
"2","210","2-210",20.5009507686139,"3166635.4020328894|2679591.999509172",0,1,0,"bridge",3166635.40203289,1,1,"Netherlands","Sovereign",0,0.0239473684210526,1,"United States of America","Sovereign",2,0.11126582278481,3166635.40203289,2679591.99950917
"2","211","2-211",20.5732849942242,"1747764.2400026706|4939727.795161257",0,1,0,"bridge",4939727.79516126,1,1,"Belgium","Sovereign",0,0.0476,1,"United States of America","Sovereign",2,0.11126582278481,1747764.24000267,4939727.79516126
"2","220","2-220",21.2015157478204,"14486426.41689157|9694239.523897171",0.35,0.65,0.91,"bridge",14486426.4168916,1,1,"France","Sovereign",3,0.54536231884058,1,"United States of America","Sovereign",2,0.11126582278481,14486426.4168916,9694239.52389717
"2","235","2-235",21.3008087836907,"150229.28339990834|924883.5306869542",0,1,0,"bridge",924883.530686954,1,1,"Portugal","Sovereign",4,0.0886666666666667,1,"United States of America","Sovereign",2,0.11126582278481,150229.283399908,924883.530686954
"2","30","2-30",23.4257910437581,"102196",1,0,0,"2",102196,1,1,"Bermuda","Colony of",2,0.036,1,"United States of America","Sovereign",2,0.11126582278481,102196,NA
"2","31","2-31",23.1688640951753,"91284",1,0,0,"2",91284,1,1,"Bahamas","Colony of",2,0,1,"United States of America","Sovereign",2,0.11126582278481,91284,NA
"2","338","2-338",15.0062938375047,"24",0,1,0,"bridge",24,1,1,"Malta","Colony of",0,0.0378947368421053,1,"United States of America","Sovereign",2,0.11126582278481,24,NA
"2","355","2-355",19.2476372293089,"19842.673440228606",0,1,0,"bridge",19842.6734402286,1,1,"Bulgaria","Vassal of",0,0.06,1,"United States of America","Sovereign",2,0.11126582278481,19842.6734402286,NA
"2","360","2-360",16.4880890371375,"8977.178917288458",0,1,0,"bridge",8977.17891728846,1,1,"Romania","Sovereign",0,0.04,1,"United States of America","Sovereign",2,0.11126582278481,8977.17891728846,NA
"2","365","2-365",20.6985270637859,"45153.20137345991|2364898.869051271",0,1,0,"bridge",2364898.86905127,1,1,"Russia (USSR)","Sovereign",0,0.0337037037037037,1,"United States of America","Sovereign",2,0.11126582278481,45153.2013734599,2364898.86905127
"2","380","2-380",19.35763800548,"88391.18173139177|214598",0,1,0,"bridge",214598,1,1,"Sweden","Sovereign",0,0.0433333333333333,1,"United States of America","Sovereign",2,0.11126582278481,88391.1817313918,214598
"2","385","2-385",19.5681664828713,"8584.784601298965|141417",0,1,0,"bridge",141417,1,1,"Norway","Sovereign (limited)",0,0.0586363636363637,1,"United States of America","Sovereign",2,0.11126582278481,8584.78460129896,141417
"2","390","2-390",20.6736168677554,"200490.5256220135|788762.7052784424",0,1,0,"bridge",788762.705278442,1,1,"Denmark","Sovereign",0,0.1515,1,"United States of America","Sovereign",2,0.11126582278481,200490.525622013,788762.705278442
"2","451","2-451",19.6276128293834,"4118",0,1,0,"bridge",4118,1,1,"Sierra Leone","Colony of",3,0.285714285714286,1,"United States of America","Sovereign",2,0.11126582278481,4118,NA
"2","452","2-452",21.7804925893488,"57681",0,1,0,"bridge",57681,1,1,"Ghana (Gold Coast)","Colony of",3,0.286666666666667,1,"United States of America","Sovereign",2,0.11126582278481,57681,NA
"2","51","2-51",21.770463424523,"261624",1,0,0,"2",261624,1,1,"Jamaica","Colony of",2,0.15875,1,"United States of America","Sovereign",2,0.11126582278481,261624,NA
"2","561","2-561",19.6398049367967,"95379",0,1,0,"bridge",95379,1,1,"Cape Colony (Cape of Good Hope)","Colony of",1,0.189090909090909,1,"United States of America","Sovereign",2,0.11126582278481,95379,NA
"2","590","2-590",19.724994348852,"92237",0,1,0,"bridge",92237,1,1,"Mauritius","Colony of",1,0.0763636363636364,1,"United States of America","Sovereign",2,0.11126582278481,92237,NA
"2","615","2-615",19.3475822695414,"109838.74424511827",0,1,0,"bridge",109838.744245118,1,1,"Algeria (Regency of Algiers)","Colony of",0,0.0995454545454546,1,"United States of America","Sovereign",2,0.11126582278481,109838.744245118,NA
"2","640","2-640",19.7156092141981,"32529.090909090908|458966.52671943064",0,1,0,"bridge",458966.526719431,1,1,"Turkey (Ottoman Empire)","Sovereign",0,0.03,1,"United States of America","Sovereign",2,0.11126582278481,32529.0909090909,458966.526719431
"2","70","2-70",22.711402880901,"1376100|2725014.827085506",0.9,0.1,0.36,"2",2725014.82708551,1,1,"Mexico","Sovereign",2,0.1452,1,"United States of America","Sovereign",2,0.11126582278481,1376100,2725014.82708551
"2","750","2-750",20.2938311281329,"2759794.8739286014",0,1,0,"bridge",2759794.8739286,1,1,"India","Colony of",1,0.0477966101694915,1,"United States of America","Sovereign",2,0.11126582278481,2759794.8739286,NA
"2","780","2-780",20.6468637194476,"188059",0,1,0,"bridge",188059,1,1,"Sri Lanka (Ceylon)","Colony of",1,0.0423529411764706,1,"United States of America","Sovereign",2,0.11126582278481,188059,NA
"2","80","2-80",23.3523914340273,"39093|102026.91371658792",0.9,0.1,0.36,"2",102026.913716588,1,1,"Belize (British Honduras)","Colony of",2,0.12,1,"United States of America","Sovereign",2,0.11126582278481,39093,102026.913716588
"2","840","2-840",22.6514293575028,"1384640.787999585",0,1,0,"bridge",1384640.78799959,1,1,"Philippines","Colony of",1,0.04,1,"United States of America","Sovereign",2,0.11126582278481,1384640.78799959,NA
"2","901","2-901",20.562988619725,"676598",0,1,0,"bridge",676598,1,1,"New South Wales","Colony of",1,0.0378947368421053,1,"United States of America","Sovereign",2,0.11126582278481,676598,NA
"2","904","2-904",17.4581381967226,"38744",0,1,0,"bridge",38744,1,1,"Victoria","Colony of",1,0.0433333333333333,1,"United States of America","Sovereign",2,0.11126582278481,38744,NA
"2","905","2-905",9.86802754176881,"4",0,1,0,"bridge",4,1,1,"Queensland","Colony of",1,0.03,1,"United States of America","Sovereign",2,0.11126582278481,4,NA
"2","920","2-920",20.763386535241,"434684",0,1,0,"bridge",434684,1,1,"New Zealand","Colony of",1,0.0276923076923077,1,"United States of America","Sovereign",2,0.11126582278481,434684,NA
"20","1032","1032-20",23.3011167786863,"3829",0.9,0.1,0.36,"2",3829,1,1,"Turks and Caicos Is.","Dependency of",2,0.135,1,"Canada (Province of Canada)","Colony of",2,0.0984782608695652,3829,NA
"20","1048","1048-20",22.4516620057333,"100897",1,0,0,"2",100897,1,1,"Trinidad","Colony of",2,0.1875,1,"Canada (Province of Canada)","Colony of",2,0.0984782608695652,100897,NA
"20","1055","1055-20",23.24510823589,"247063.07463271302",1,0,0,"2",247063.074632713,NA,NA,"Windward Is.","Colony of",2,0.0973333333333333,1,"Canada (Province of Canada)","Colony of",2,0.0984782608695652,247063.074632713,NA
"20","1063","1063-20",22.0827425016063,"33064",1,0,0,"2",33064,NA,NA,"Leeward Is.","Colony of",2,0.0158333333333333,1,"Canada (Province of Canada)","Colony of",2,0.0984782608695652,33064,NA
"20","200","20-200",21.8492314002374,"9111329|8219481.648156559",0,1,0,"bridge",9111329,1,1,"United Kingdom","Sovereign",1,0.138541666666667,1,"Canada (Province of Canada)","Colony of",2,0.0984782608695652,9111329,8219481.64815656
"20","30","20-30",20.4879567372316,"1057",1,0,0,"2",1057,1,1,"Bermuda","Colony of",2,0.036,1,"Canada (Province of Canada)","Colony of",2,0.0984782608695652,1057,NA
"20","31","20-31",20.152692370391,"873",1,0,0,"2",873,1,1,"Bahamas","Colony of",2,0,1,"Canada (Province of Canada)","Colony of",2,0.0984782608695652,873,NA
"20","51","20-51",23.1341200125021,"199725",1,0,0,"2",199725,1,1,"Jamaica","Colony of",2,0.15875,1,"Canada (Province of Canada)","Colony of",2,0.0984782608695652,199725,NA
"20","750","20-750",16.4230064029607,"11228.59282682866",0,1,0,"bridge",11228.5928268287,1,1,"India","Colony of",1,0.0477966101694915,1,"Canada (Province of Canada)","Colony of",2,0.0984782608695652,11228.5928268287,NA
"200","1032","1032-200",17.3789239701242,"181",0,1,0,"bridge",181,1,1,"Turks and Caicos Is.","Dependency of",2,0.135,1,"United Kingdom","Sovereign",1,0.138541666666667,181,NA
"200","1048","1048-200",21.7161077248612,"853100",0,1,0,"bridge",853100,1,1,"Trinidad","Colony of",2,0.1875,1,"United Kingdom","Sovereign",1,0.138541666666667,853100,NA
"200","1055","1055-200",21.8151109617097,"1043126",0,1,0,"bridge",1043126,NA,NA,"Windward Is.","Colony of",2,0.0973333333333333,1,"United Kingdom","Sovereign",1,0.138541666666667,1043126,NA
"200","1063","1063-200",21.6644450408068,"383937",0,1,0,"bridge",383937,NA,NA,"Leeward Is.","Colony of",2,0.0158333333333333,1,"United Kingdom","Sovereign",1,0.138541666666667,383937,NA
"200","2","2-200",21.5872709783886,"67427095.52733296|30970147",0,1,0,"bridge",67427095.527333,1,1,"United States of America","Sovereign",2,0.11126582278481,1,"United Kingdom","Sovereign",1,0.138541666666667,67427095.527333,30970147
"200","30","200-30",22.2605400856444,"1146|57521",0,1,0,"bridge",57521,1,1,"Bermuda","Colony of",2,0.036,1,"United Kingdom","Sovereign",1,0.138541666666667,1146,57521
"200","31","200-31",20.8720343152444,"31622",0,1,0,"bridge",31622,1,1,"Bahamas","Colony of",2,0,1,"United Kingdom","Sovereign",1,0.138541666666667,31622,NA
"200","338","200-338",21.7709297112815,"34233|1004824",0,1,0,"bridge",1004824,1,1,"Malta","Colony of",0,0.0378947368421053,1,"United Kingdom","Sovereign",1,0.138541666666667,34233,1004824
"200","355","200-355",20.9290660931945,"158110.13652960787|79143",0,1,0,"bridge",158110.136529608,1,1,"Bulgaria","Vassal of",0,0.06,1,"United Kingdom","Sovereign",1,0.138541666666667,158110.136529608,79143
"200","365","200-365",21.2158811364607,"21245939.50717027|5771847",0,1,0,"bridge",21245939.5071703,1,1,"Russia (USSR)","Sovereign",0,0.0337037037037037,1,"United Kingdom","Sovereign",1,0.138541666666667,21245939.5071703,5771847
"200","385","200-385",21.250768530616,"2116355.6370341275|1395708",0,1,0,"bridge",2116355.63703413,1,1,"Norway","Sovereign (limited)",0,0.0586363636363637,1,"United Kingdom","Sovereign",1,0.138541666666667,2116355.63703413,1395708
"200","451","200-451",22.4638258259204,"185131|319127",0.1,0.9,0.36,"bridge",319127,1,1,"Sierra Leone","Colony of",3,0.285714285714286,1,"United Kingdom","Sovereign",1,0.138541666666667,185131,319127
"200","51","200-51",21.8041000711444,"931925",0,1,0,"bridge",931925,1,1,"Jamaica","Colony of",2,0.15875,1,"United Kingdom","Sovereign",1,0.138541666666667,931925,NA
"200","640","200-640",21.7488703166256,"3508452.727272727|6432255",0,1,0,"bridge",6432255,1,1,"Turkey (Ottoman Empire)","Sovereign",0,0.03,1,"United Kingdom","Sovereign",1,0.138541666666667,3508452.72727273,6432255
"200","750","200-750",22.3488867319627,"29043673.961887326|27394563",0.9,0.1,0.36,"1",29043673.9618873,1,1,"India","Colony of",1,0.0477966101694915,1,"United Kingdom","Sovereign",1,0.138541666666667,29043673.9618873,27394563
"200","840","200-840",21.5608218007499,"1307716.299777386|369218",0.9,0.1,0.36,"1",1307716.29977739,1,1,"Philippines","Colony of",1,0.04,1,"United Kingdom","Sovereign",1,0.138541666666667,1307716.29977739,369218
"2003","200","200-2003",22.4645400199297,"578496",1,0,0,"1",578496,1,1,"United Kingdom","Sovereign",1,0.138541666666667,1,"Channel Is.","Possession of",1,0,578496,NA
"21","1048","1048-21",22.4614495430158,"8426",1,0,0,"2",8426,1,1,"Trinidad","Colony of",2,0.1875,1,"Newfoundland and Labrador (Newfoundland)","Colony of",2,0.0606666666666667,8426,NA
"21","1055","1055-21",23.2693056602307,"20931.925367286975",1,0,0,"2",20931.925367287,NA,NA,"Windward Is.","Colony of",2,0.0973333333333333,1,"Newfoundland and Labrador (Newfoundland)","Colony of",2,0.0606666666666667,20931.925367287,NA
"21","1063","1063-21",22.0924559255805,"2761",1,0,0,"2",2761,NA,NA,"Leeward Is.","Colony of",2,0.0158333333333333,1,"Newfoundland and Labrador (Newfoundland)","Colony of",2,0.0606666666666667,2761,NA
"21","110","110-21",20.819335692065,"3390.248600199895",1,0,0,"2",3390.2486001999,1,1,"Guyana (British Guiana)","Colony of",2,0.0389473684210526,1,"Newfoundland and Labrador (Newfoundland)","Colony of",2,0.0606666666666667,3390.2486001999,NA
"21","20","20-21",23.6220135434478,"339474.83588621445|84185",1,0,0,"2",339474.835886214,1,1,"Canada (Province of Canada)","Colony of",2,0.0984782608695652,1,"Newfoundland and Labrador (Newfoundland)","Colony of",2,0.0606666666666667,339474.835886214,84185
"21","200","200-21",21.6023175102956,"588628|353820",0,1,0,"bridge",588628,1,1,"United Kingdom","Sovereign",1,0.138541666666667,1,"Newfoundland and Labrador (Newfoundland)","Colony of",2,0.0606666666666667,588628,353820
"21","30","21-30",20.4946691340812,"88",1,0,0,"2",88,1,1,"Bermuda","Colony of",2,0.036,1,"Newfoundland and Labrador (Newfoundland)","Colony of",2,0.0606666666666667,88,NA
"21","31","21-31",20.1499885017959,"72",1,0,0,"2",72,1,1,"Bahamas","Colony of",2,0,1,"Newfoundland and Labrador (Newfoundland)","Colony of",2,0.0606666666666667,72,NA
"210","20","20-210",18.7948895052506,"75388.71227447256",0,1,0,"bridge",75388.7122744726,1,1,"Canada (Province of Canada)","Colony of",2,0.0984782608695652,1,"Netherlands","Sovereign",0,0.0239473684210526,75388.7122744726,NA
"210","200","200-210",21.048448340594,"9379737|12865318.072886538",0,1,0,"bridge",12865318.0728865,1,1,"United Kingdom","Sovereign",1,0.138541666666667,1,"Netherlands","Sovereign",0,0.0239473684210526,9379737,12865318.0728865
"210","235","210-235",19.2029408606881,"25361.208599984526|54404.67729939674",0,1,0,"bridge",54404.6772993967,1,1,"Portugal","Sovereign",4,0.0886666666666667,1,"Netherlands","Sovereign",0,0.0239473684210526,25361.2085999845,54404.6772993967
"210","255","210-255",22.4394804598683,"12627112.848070348|28859413.106354848",0.9,0.1,0.36,"0",28859413.1063548,1,1,"Germany (Zollverein)","Sovereign",0,0.258627450980392,1,"Netherlands","Sovereign",0,0.0239473684210526,12627112.8480703,28859413.1063548
"210","360","210-360",20.371289059615,"195210.46991585963",1,0,0,"0",195210.46991586,1,1,"Romania","Sovereign",0,0.04,1,"Netherlands","Sovereign",0,0.0239473684210526,195210.46991586,NA
"210","385","210-385",21.3746508547577,"361006.4161326508|257153.1278406743",1,0,0,"0",361006.416132651,1,1,"Norway","Sovereign (limited)",0,0.0586363636363637,1,"Netherlands","Sovereign",0,0.0239473684210526,361006.416132651,257153.127840674
"210","390","210-390",20.5966278580171,"39690.28395671994|350067.76299479377",0.95,0.05,0.19,"0",350067.762994794,1,1,"Denmark","Sovereign",0,0.1515,1,"Netherlands","Sovereign",0,0.0239473684210526,39690.2839567199,350067.762994794
"210","51","210-51",11.7090368072877,"5",0,1,0,"bridge",5,1,1,"Jamaica","Colony of",2,0.15875,1,"Netherlands","Sovereign",0,0.0239473684210526,5,NA
"210","561","210-561",18.6182364469796,"15371|12.643583174944219",0,1,0,"bridge",15371,1,1,"Cape Colony (Cape of Good Hope)","Colony of",1,0.189090909090909,1,"Netherlands","Sovereign",0,0.0239473684210526,15371,12.6435831749442
"210","640","210-640",19.8771754009044,"122222.72727272726|4092.306420956945",1,0,0,"0",122222.727272727,1,1,"Turkey (Ottoman Empire)","Sovereign",0,0.03,1,"Netherlands","Sovereign",0,0.0239473684210526,122222.727272727,4092.30642095695
"210","740","210-740",16.4684246187043,"1684.1718527404962|27.601024708701758",1,0,0,"0",1684.1718527405,1,1,"Japan","Sovereign",0,0.0455,1,"Netherlands","Sovereign",0,0.0239473684210526,1684.1718527405,27.6010247087018
"210","750","210-750",18.9465694178937,"321128.9007239744|3752.2518800099165",0,1,0,"bridge",321128.900723974,1,1,"India","Colony of",1,0.0477966101694915,1,"Netherlands","Sovereign",0,0.0239473684210526,321128.900723974,3752.25188000992
"210","827","210-827",20.870389734094,"346646",0,1,0,"bridge",346646,1,1,"Straits Settlements","Colony of",1,0.0366666666666667,1,"Netherlands","Sovereign",0,0.0239473684210526,346646,NA
"211","135","135-211",21.3361949613271,"478448.96015240514|43032.00000006575",0,1,0,"bridge",478448.960152405,1,1,"Peru","Sovereign",2,0.184615384615385,1,"Belgium","Sovereign",0,0.0476,478448.960152405,43032.0000000658
"211","155","155-211",20.685471010646,"27505.662597440798|217468.0800003323",0,1,0,"bridge",217468.080000332,1,1,"Chile","Sovereign",2,0.115,1,"Belgium","Sovereign",0,0.0476,27505.6625974408,217468.080000332
"211","20","20-211",17.4120309002518,"29387.30853391685",0,1,0,"bridge",29387.3085339169,1,1,"Canada (Province of Canada)","Colony of",2,0.0984782608695652,1,"Belgium","Sovereign",0,0.0476,29387.3085339169,NA
"211","200","200-211",20.6306464371101,"8080310|10245840.960015656",0,1,0,"bridge",10245840.9600157,1,1,"United Kingdom","Sovereign",1,0.138541666666667,1,"Belgium","Sovereign",0,0.0476,8080310,10245840.9600157
"211","210","210-211",22.1950266445547,"9328459.796711015|6364511.040009725",1,0,0,"0",9328459.79671102,1,1,"Netherlands","Sovereign",0,0.0239473684210526,1,"Belgium","Sovereign",0,0.0476,9328459.79671102,6364511.04000972
"211","235","211-235",20.3117827711081,"45745.33319997209|136059.3600002079",0,1,0,"bridge",136059.360000208,1,1,"Portugal","Sovereign",4,0.0886666666666667,1,"Belgium","Sovereign",0,0.0476,45745.3331999721,136059.360000208
"211","350","211-350",20.8385266249072,"9215.47161603712|139775.76000021357",1,0,0,"0",139775.760000214,1,1,"Greece","Sovereign",0,0.0378947368421053,1,"Belgium","Sovereign",0,0.0476,9215.47161603712,139775.760000214
"211","380","211-380",20.7039377534945,"583732.9499939646|203642",1,0,0,"0",583732.949993965,1,1,"Sweden","Sovereign",0,0.0433333333333333,1,"Belgium","Sovereign",0,0.0476,583732.949993965,203642
"211","385","211-385",20.4433129258505,"194749.770852786|134197",1,0,0,"0",194749.770852786,1,1,"Norway","Sovereign (limited)",0,0.0586363636363637,1,"Belgium","Sovereign",0,0.0476,194749.770852786,134197
"211","390","211-390",19.9750937641937,"23406.052617125282|155149.92000023706",0.95,0.05,0.19,"0",155149.920000237,1,1,"Denmark","Sovereign",0,0.1515,1,"Belgium","Sovereign",0,0.0476,23406.0526171253,155149.920000237
"211","561","211-561",18.3730227074366,"60|24418",0,1,0,"bridge",24418,1,1,"Cape Colony (Cape of Good Hope)","Colony of",1,0.189090909090909,1,"Belgium","Sovereign",0,0.0476,60,24418
