"target","source","key","proximity","observedTradeValues","coMembershipScore","bridgeNessEdgeScore","ambiguityScore","sourceCommunityId","maxObservedTradeValue","sourceCited","sourceReporting","sourceLabel","sourceGphStatus","sourceCommunity","sourceMeanAmbiguityScore","targetCited","targetLabel","targetGphStatus","targetCommunity","targetMeanAmbiguityScore","export","import"
"211","615","211-615",19.2228257978708,"67438.32354341958|24956",1,0,0,"0",67438.3235434196,1,1,"Algeria (Regency of Algiers)","Colony of",0,0.0995454545454546,1,"Belgium","Sovereign",0,0.0476,67438.3235434196,24956
"211","640","211-640",19.8992879964989,"1249.090909090909|218133.12000033332",1,0,0,"0",218133.120000333,1,1,"Turkey (Ottoman Empire)","Sovereign",0,0.03,1,"Belgium","Sovereign",0,0.0476,1249.09090909091,218133.120000333
"211","740","211-740",13.6002021110018,"148.6466221789008",1,0,0,"0",148.646622178901,1,1,"Japan","Sovereign",0,0.0455,1,"Belgium","Sovereign",0,0.0476,148.646622178901,NA
"211","750","211-750",20.2234747492227,"1789178.4971290673|81917.28000012516",0,1,0,"bridge",1789178.49712907,1,1,"India","Colony of",1,0.0477966101694915,1,"Belgium","Sovereign",0,0.0476,1789178.49712907,81917.2800001252
"211","904","211-904",19.8167826138219,"285025",0,1,0,"bridge",285025,1,1,"Victoria","Colony of",1,0.0433333333333333,1,"Belgium","Sovereign",0,0.0476,285025,NA
"212","211","211-212",23.9989326388305,"553743.6000008461",1,0,0,"0",553743.600000846,1,1,"Belgium","Sovereign",0,0.0476,1,"Luxemburg","Sovereign (limited)",0,0,553743.600000846,NA
"220","1048","1048-220",20.4751444782996,"104818",0.35,0.65,0.91,"bridge",104818,1,1,"Trinidad","Colony of",2,0.1875,1,"France","Sovereign",3,0.54536231884058,104818,NA
"220","1055","1055-220",17.098075303308,"3964",0.35,0.65,0.91,"bridge",3964,NA,NA,"Windward Is.","Colony of",2,0.0973333333333333,1,"France","Sovereign",3,0.54536231884058,3964,NA
"220","135","135-220",21.5832615721881,"1289073.3052865535|349261.787585331",0.4,0.6,0.96,"bridge",1289073.30528655,1,1,"Peru","Sovereign",2,0.184615384615385,1,"France","Sovereign",3,0.54536231884058,1289073.30528655,349261.787585331
"220","155","155-220",21.3768358664149,"750104.8683629945|1194634.0688998252",0.4,0.6,0.96,"bridge",1194634.06889983,1,1,"Chile","Sovereign",2,0.115,1,"France","Sovereign",3,0.54536231884058,750104.868362995,1194634.06889983
"220","20","20-220",18.4256766492668,"170420.91573428016",0.35,0.65,0.91,"bridge",170420.91573428,1,1,"Canada (Province of Canada)","Colony of",2,0.0984782608695652,1,"France","Sovereign",3,0.54536231884058,170420.91573428,NA
"220","200","200-220",20.9335096235877,"17421212|38164788.06159708",0,1,0,"bridge",38164788.0615971,1,1,"United Kingdom","Sovereign",1,0.138541666666667,1,"France","Sovereign",3,0.54536231884058,17421212,38164788.0615971
"220","210","210-220",19.9031595782425,"614575.1590777622|1770122.2416256547",0.1,0.9,0.36,"bridge",1770122.24162565,1,1,"Netherlands","Sovereign",0,0.0239473684210526,1,"France","Sovereign",3,0.54536231884058,614575.159077762,1770122.24162565
"220","211","211-220",22.0082201508667,"17266316.160026383|18145737.41863788",0.1,0.9,0.36,"bridge",18145737.4186379,1,1,"Belgium","Sovereign",0,0.0476,1,"France","Sovereign",3,0.54536231884058,17266316.1600264,18145737.4186379
"220","235","220-235",20.9799339399935,"593742.9119996377|730274.6467693284",0,1,0,"bridge",730274.646769328,1,1,"Portugal","Sovereign",4,0.0886666666666667,1,"France","Sovereign",3,0.54536231884058,593742.911999638,730274.646769328
"220","325","220-325",22.2038623378423,"17880676.758682102|7953643.435465947",0.1,0.9,0.36,"bridge",17880676.7586821,1,1,"Italy","Sovereign",0,0.0267647058823529,1,"France","Sovereign",3,0.54536231884058,17880676.7586821,7953643.43546595
"220","338","220-338",19.8928085750637,"2070|91125",0.1,0.9,0.36,"bridge",91125,1,1,"Malta","Colony of",0,0.0378947368421053,1,"France","Sovereign",3,0.54536231884058,2070,91125
"220","355","220-355",21.0685018087283,"179418.08223527542",0.1,0.9,0.36,"bridge",179418.082235275,1,1,"Bulgaria","Vassal of",0,0.06,1,"France","Sovereign",3,0.54536231884058,179418.082235275,NA
"220","385","220-385",20.6289569158739,"560051.3290569388|254008.57278933164",0.1,0.9,0.36,"bridge",560051.329056939,1,1,"Norway","Sovereign (limited)",0,0.0586363636363637,1,"France","Sovereign",3,0.54536231884058,560051.329056939,254008.572789332
"220","390","220-390",19.304341743782,"39960.0153787005|218288.61724083187",0.1,0.9,0.36,"bridge",218288.617240832,1,1,"Denmark","Sovereign",0,0.1515,1,"France","Sovereign",3,0.54536231884058,39960.0153787005,218288.617240832
"220","451","220-451",15.567861351722,"104",0.5,0.5,1,"bridge",104,1,1,"Sierra Leone","Colony of",3,0.285714285714286,1,"France","Sovereign",3,0.54536231884058,104,NA
"220","452","220-452",17.2018291049631,"867",0.5,0.5,1,"bridge",867,1,1,"Ghana (Gold Coast)","Colony of",3,0.286666666666667,1,"France","Sovereign",3,0.54536231884058,867,NA
"220","51","220-51",18.7032499019708,"17827",0.35,0.65,0.91,"bridge",17827,1,1,"Jamaica","Colony of",2,0.15875,1,"France","Sovereign",3,0.54536231884058,17827,NA
"220","561","220-561",16.7515833296488,"7773",0,1,0,"bridge",7773,1,1,"Cape Colony (Cape of Good Hope)","Colony of",1,0.189090909090909,1,"France","Sovereign",3,0.54536231884058,7773,NA
"220","590","220-590",19.0914766115413,"71655",0,1,0,"bridge",71655,1,1,"Mauritius","Colony of",1,0.0763636363636364,1,"France","Sovereign",3,0.54536231884058,71655,NA
"220","615","220-615",22.7990976856737,"3810128.5918399743|6564534.053024289",0.1,0.9,0.36,"bridge",6564534.05302429,1,1,"Algeria (Regency of Algiers)","Colony of",0,0.0995454545454546,1,"France","Sovereign",3,0.54536231884058,3810128.59183997,6564534.05302429
"220","640","220-640",22.0498411306772,"3509880.9090909087|1746308.937926655",0.1,0.9,0.36,"bridge",3509880.90909091,1,1,"Turkey (Ottoman Empire)","Sovereign",0,0.03,1,"France","Sovereign",3,0.54536231884058,3509880.90909091,1746308.93792665
"220","70","220-70",21.3016002086916,"218700|1107318.6220034927",0.4,0.6,0.96,"bridge",1107318.62200349,1,1,"Mexico","Sovereign",2,0.1452,1,"France","Sovereign",3,0.54536231884058,218700,1107318.62200349
"220","740","220-740",22.3296543574271,"1933970.2144410287|99222.09874583267",0.1,0.9,0.36,"bridge",1933970.21444103,1,1,"Japan","Sovereign",0,0.0455,1,"France","Sovereign",3,0.54536231884058,1933970.21444103,99222.0987458327
"220","750","220-750",20.6869393085142,"5985164.683365233|341324.0196856644",0,1,0,"bridge",5985164.68336523,1,1,"India","Colony of",1,0.0477966101694915,1,"France","Sovereign",3,0.54536231884058,5985164.68336523,341324.019685664
"220","780","220-780",19.6127287227056,"97870",0,1,0,"bridge",97870,1,1,"Sri Lanka (Ceylon)","Colony of",1,0.0423529411764706,1,"France","Sovereign",3,0.54536231884058,97870,NA
"220","827","220-827",19.4558357388717,"275497",0,1,0,"bridge",275497,1,1,"Straits Settlements","Colony of",1,0.0366666666666667,1,"France","Sovereign",3,0.54536231884058,275497,NA
"220","901","220-901",15.9415435933305,"9744",0,1,0,"bridge",9744,1,1,"New South Wales","Colony of",1,0.0378947368421053,1,"France","Sovereign",3,0.54536231884058,9744,NA
"220","904","220-904",15.1574460210576,"5682",0,1,0,"bridge",5682,1,1,"Victoria","Colony of",1,0.0433333333333333,1,"France","Sovereign",3,0.54536231884058,5682,NA
"220","920","220-920",17.8191440427484,"33495",0,1,0,"bridge",33495,1,1,"New Zealand","Colony of",1,0.0276923076923077,1,"France","Sovereign",3,0.54536231884058,33495,NA
"225","20","20-225",10.4246092362752,"11.766648775855662",0,1,0,"bridge",11.7666487758557,1,1,"Canada (Province of Canada)","Colony of",2,0.0984782608695652,1,"Switzerland","Sovereign",0,0.09,11.7666487758557,NA
"225","211","211-225",20.7120045826419,"973188.2400014871",1,0,0,"0",973188.240001487,1,1,"Belgium","Sovereign",0,0.0476,1,"Switzerland","Sovereign",0,0.09,973188.240001487,NA
"225","220","220-225",22.0177717174883,"9882521.035084933",0.1,0.9,0.36,"bridge",9882521.03508493,1,1,"France","Sovereign",3,0.54536231884058,1,"Switzerland","Sovereign",0,0.09,9882521.03508493,NA
"225","255","225-255",22.2881788087605,"9191108.939912068",0.9,0.1,0.36,"0",9191108.93991207,1,1,"Germany (Zollverein)","Sovereign",0,0.258627450980392,1,"Switzerland","Sovereign",0,0.09,9191108.93991207,NA
"225","300","225-300",22.1907743325417,"946613.7123745818",1,0,0,"0",946613.712374582,1,NA,"Austria-Hungary (Austrian Empire)","Sovereign",0,0.0276923076923077,1,"Switzerland","Sovereign",0,0.09,946613.712374582,NA
"225","325","225-325",22.5150669083754,"5028920.980293469",1,0,0,"0",5028920.98029347,1,1,"Italy","Sovereign",0,0.0267647058823529,1,"Switzerland","Sovereign",0,0.09,5028920.98029347,NA
"225","360","225-360",18.3012611997256,"16595.92792506747",1,0,0,"0",16595.9279250675,1,1,"Romania","Sovereign",0,0.04,1,"Switzerland","Sovereign",0,0.09,16595.9279250675,NA
"225","740","225-740",17.7463909423552,"4072.8668366199295",1,0,0,"0",4072.86683661993,1,1,"Japan","Sovereign",0,0.0455,1,"Switzerland","Sovereign",0,0.09,4072.86683661993,NA
"230","135","135-230",21.7219961737514,"244342.71312906808|2671.7895871863293",1,0,0,"2",244342.713129068,1,1,"Peru","Sovereign",2,0.184615384615385,1,"Spain","Sovereign",2,0.163684210526316,244342.713129068,2671.78958718633
"230","155","155-230",18.8546888855687,"24446.536255331666|1544.9897215530427",1,0,0,"2",24446.5362553317,1,1,"Chile","Sovereign",2,0.115,1,"Spain","Sovereign",2,0.163684210526316,24446.5362553317,1544.98972155304
"230","160","160-230",21.592834200195,"268739.4264493501|597118.584690839",1,0,0,"2",597118.584690839,1,1,"Argentina (La Plata)","Sovereign",2,0.12,1,"Spain","Sovereign",2,0.163684210526316,268739.42644935,597118.584690839
"230","2","2-230",20.9313528153202,"2453704.930772849|1060157.4638358664",0.9,0.1,0.36,"2",2453704.93077285,1,1,"United States of America","Sovereign",2,0.11126582278481,1,"Spain","Sovereign",2,0.163684210526316,2453704.93077285,1060157.46383587
"230","20","20-230",18.1943550510532,"22311.630403368978",0.9,0.1,0.36,"2",22311.630403369,1,1,"Canada (Province of Canada)","Colony of",2,0.0984782608695652,1,"Spain","Sovereign",2,0.163684210526316,22311.630403369,NA
"230","200","200-230",21.0604807804463,"3669618|8917016.42200854",0,1,0,"bridge",8917016.42200854,1,1,"United Kingdom","Sovereign",1,0.138541666666667,1,"Spain","Sovereign",2,0.163684210526316,3669618,8917016.42200854
"230","21","21-230",22.7746468548749,"163020",0.9,0.1,0.36,"2",163020,1,1,"Newfoundland and Labrador (Newfoundland)","Colony of",2,0.0606666666666667,1,"Spain","Sovereign",2,0.163684210526316,163020,NA
"230","210","210-230",20.4100664430618,"698348.483596397|409619.5041019003",0,1,0,"bridge",698348.483596397,1,1,"Netherlands","Sovereign",0,0.0239473684210526,1,"Spain","Sovereign",2,0.163684210526316,698348.483596397,409619.5041019
"230","211","211-230",21.143337375804,"1199653.920001833|262967.828574765",0,1,0,"bridge",1199653.92000183,1,1,"Belgium","Sovereign",0,0.0476,1,"Spain","Sovereign",2,0.163684210526316,1199653.92000183,262967.828574765
"230","220","220-230",22.1915109035719,"6254961.104937292|11743542.511671782",0.4,0.6,0.96,"bridge",11743542.5116718,1,1,"France","Sovereign",3,0.54536231884058,1,"Spain","Sovereign",2,0.163684210526316,6254961.10493729,11743542.5116718
"230","235","230-235",22.5681576610076,"313959.87419980846|735625.6431138196",0,1,0,"bridge",735625.64311382,1,1,"Portugal","Sovereign",4,0.0886666666666667,1,"Spain","Sovereign",2,0.163684210526316,313959.874199808,735625.64311382
"230","255","230-255",20.8494861597223,"1746165.1196873474|269060.62350098084",0.1,0.9,0.36,"bridge",1746165.11968735,1,1,"Germany (Zollverein)","Sovereign",0,0.258627450980392,1,"Spain","Sovereign",2,0.163684210526316,1746165.11968735,269060.623500981
"230","338","230-338",18.3907262093945,"171",0,1,0,"bridge",171,1,1,"Malta","Colony of",0,0.0378947368421053,1,"Spain","Sovereign",2,0.163684210526316,171,NA
"230","360","230-360",18.7205325907373,"20212.61311319257",0,1,0,"bridge",20212.6131131926,1,1,"Romania","Sovereign",0,0.04,1,"Spain","Sovereign",2,0.163684210526316,20212.6131131926,NA
"230","365","230-365",19.1489518083714,"87426.17652999394|112462.5126727071",0,1,0,"bridge",112462.512672707,1,1,"Russia (USSR)","Sovereign",0,0.0337037037037037,1,"Spain","Sovereign",2,0.163684210526316,87426.1765299939,112462.512672707
"230","385","230-385",22.677435549231,"716705.774520104|19062.064227592342",0,1,0,"bridge",716705.774520104,1,1,"Norway","Sovereign (limited)",0,0.0586363636363637,1,"Spain","Sovereign",2,0.163684210526316,716705.774520104,19062.0642275923
"230","390","230-390",18.8303453754388,"22886.197616301422|25419.497884027576",0,1,0,"bridge",25419.4978840276,1,1,"Denmark","Sovereign",0,0.1515,1,"Spain","Sovereign",2,0.163684210526316,22886.1976163014,25419.4978840276
"230","51","230-51",17.4758773843943,"862",0.9,0.1,0.36,"2",862,1,1,"Jamaica","Colony of",2,0.15875,1,"Spain","Sovereign",2,0.163684210526316,862,NA
"230","590","230-590",19.9275725252365,"27279",0,1,0,"bridge",27279,1,1,"Mauritius","Colony of",1,0.0763636363636364,1,"Spain","Sovereign",2,0.163684210526316,27279,NA
"230","640","230-640",19.7870592035418,"60262.727272727265|713.2734142718379",0,1,0,"bridge",60262.7272727273,1,1,"Turkey (Ottoman Empire)","Sovereign",0,0.03,1,"Spain","Sovereign",2,0.163684210526316,60262.7272727273,713.273414271838
"230","70","230-70",21.6156472390587,"111100|211586.70254834206",1,0,0,"2",211586.702548342,1,1,"Mexico","Sovereign",2,0.1452,1,"Spain","Sovereign",2,0.163684210526316,111100,211586.702548342
"230","740","230-740",18.6290115200314,"7884.081877483692",0,1,0,"bridge",7884.08187748369,1,1,"Japan","Sovereign",0,0.0455,1,"Spain","Sovereign",2,0.163684210526316,7884.08187748369,NA
"230","750","230-750",19.324823748857,"252922.19355912457|1338.35919437601",0,1,0,"bridge",252922.193559125,1,1,"India","Colony of",1,0.0477966101694915,1,"Spain","Sovereign",2,0.163684210526316,252922.193559125,1338.35919437601
"230","80","230-80",22.3123425628898,"3337",1,0,0,"2",3337,1,1,"Belize (British Honduras)","Colony of",2,0.12,1,"Spain","Sovereign",2,0.163684210526316,3337,NA
"230","840","230-840",23.674357276175,"461546.92933319503|373077.1797245786",0,1,0,"bridge",461546.929333195,1,1,"Philippines","Colony of",1,0.04,1,"Spain","Sovereign",2,0.163684210526316,461546.929333195,373077.179724579
"231","2","2-231",21.4094982474211,"273785.91733644187",0,1,0,"bridge",273785.917336442,1,1,"United States of America","Sovereign",2,0.11126582278481,1,"Gibraltar","Colony of",0,0.0276923076923077,273785.917336442,NA
"231","20","20-231",18.3949502913756,"1886.1731555261963",0,1,0,"bridge",1886.1731555262,1,1,"Canada (Province of Canada)","Colony of",2,0.0984782608695652,1,"Gibraltar","Colony of",0,0.0276923076923077,1886.1731555262,NA
"231","200","200-231",21.786135290401,"732033",0,1,0,"bridge",732033,1,1,"United Kingdom","Sovereign",1,0.138541666666667,1,"Gibraltar","Colony of",0,0.0276923076923077,732033,NA
"231","210","210-231",18.8259548993155,"9909.098421618048",1,0,0,"0",9909.09842161805,1,1,"Netherlands","Sovereign",0,0.0239473684210526,1,"Gibraltar","Colony of",0,0.0276923076923077,9909.09842161805,NA
"231","211","211-231",17.235127825617,"1666",1,0,0,"0",1666,1,1,"Belgium","Sovereign",0,0.0476,1,"Gibraltar","Colony of",0,0.0276923076923077,1666,NA
"231","220","220-231",19.9265757213788,"67630",0.1,0.9,0.36,"bridge",67630,1,1,"France","Sovereign",3,0.54536231884058,1,"Gibraltar","Colony of",0,0.0276923076923077,67630,NA
"231","230","230-231",21.5398936664052,"69856.73869541447",0,1,0,"bridge",69856.7386954145,1,1,"Spain","Sovereign",2,0.163684210526316,1,"Gibraltar","Colony of",0,0.0276923076923077,69856.7386954145,NA
"231","325","231-325",18.3727817413483,"4425.5754207958835",1,0,0,"0",4425.57542079588,1,1,"Italy","Sovereign",0,0.0267647058823529,1,"Gibraltar","Colony of",0,0.0276923076923077,4425.57542079588,NA
"231","338","231-338",23.9104541811937,"2952",1,0,0,"0",2952,1,1,"Malta","Colony of",0,0.0378947368421053,1,"Gibraltar","Colony of",0,0.0276923076923077,2952,NA
"231","380","231-380",19.0944733993534,"2804",1,0,0,"0",2804,1,1,"Sweden","Sovereign",0,0.0433333333333333,1,"Gibraltar","Colony of",0,0.0276923076923077,2804,NA
"231","615","231-615",22.7102703444816,"52970",1,0,0,"0",52970,1,1,"Algeria (Regency of Algiers)","Colony of",0,0.0995454545454546,1,"Gibraltar","Colony of",0,0.0276923076923077,52970,NA
"231","651","231-651",20.9333153166288,"14237",1,0,0,"0",14237,1,1,"Egypt Arab Republic (Egypt)","Sovereign",0,0.0342857142857143,1,"Gibraltar","Colony of",0,0.0276923076923077,14237,NA
"231","750","231-750",21.8027617780663,"208484.89639677125",0,1,0,"bridge",208484.896396771,1,1,"India","Colony of",1,0.0477966101694915,1,"Gibraltar","Colony of",0,0.0276923076923077,208484.896396771,NA
"235","110","110-235",20.3589116660836,"8337",0,1,0,"bridge",8337,1,1,"Guyana (British Guiana)","Colony of",2,0.0389473684210526,1,"Portugal","Sovereign",4,0.0886666666666667,8337,NA
"235","155","155-235",17.1933807936608,"1209.2954846300927",0,1,0,"bridge",1209.29548463009,1,1,"Chile","Sovereign",2,0.115,1,"Portugal","Sovereign",4,0.0886666666666667,1209.29548463009,NA
"235","160","160-235",18.7116306803166,"6135.547761501959",0,1,0,"bridge",6135.54776150196,1,1,"Argentina (La Plata)","Sovereign",2,0.12,1,"Portugal","Sovereign",4,0.0886666666666667,6135.54776150196,NA
"235","165","165-235",21.5547840189747,"39268.54166666667",0,1,0,"bridge",39268.5416666667,1,1,"Uruguay","Sovereign",2,0.125454545454545,1,"Portugal","Sovereign",4,0.0886666666666667,39268.5416666667,NA
"235","20","20-235",19.8141231638228,"29362.949506626483",0,1,0,"bridge",29362.9495066265,1,1,"Canada (Province of Canada)","Colony of",2,0.0984782608695652,1,"Portugal","Sovereign",4,0.0886666666666667,29362.9495066265,NA
"235","200","200-235",21.5236253829451,"1956908|2629715.3973983955",0.1,0.9,0.36,"bridge",2629715.3973984,1,1,"United Kingdom","Sovereign",1,0.138541666666667,1,"Portugal","Sovereign",4,0.0886666666666667,1956908,2629715.3973984
"235","21","21-235",24.6994424873182,"291059",0,1,0,"bridge",291059,1,1,"Newfoundland and Labrador (Newfoundland)","Colony of",2,0.0606666666666667,1,"Portugal","Sovereign",4,0.0886666666666667,291059,NA
"235","380","235-380",21.0752271530716,"76539.8501026018|28993",0,1,0,"bridge",76539.8501026018,1,1,"Sweden","Sovereign",0,0.0433333333333333,1,"Portugal","Sovereign",4,0.0886666666666667,76539.8501026018,28993
"235","385","235-385",20.9967712192431,"34773.60219988043|19106",0,1,0,"bridge",34773.6021998804,1,1,"Norway","Sovereign (limited)",0,0.0586363636363637,1,"Portugal","Sovereign",4,0.0886666666666667,34773.6021998804,19106
"235","561","235-561",12.8860637295779,"7",0.1,0.9,0.36,"bridge",7,1,1,"Cape Colony (Cape of Good Hope)","Colony of",1,0.189090909090909,1,"Portugal","Sovereign",4,0.0886666666666667,7,NA
"235","615","235-615",20.470646020106,"21244.800762025716",0,1,0,"bridge",21244.8007620257,1,1,"Algeria (Regency of Algiers)","Colony of",0,0.0995454545454546,1,"Portugal","Sovereign",4,0.0886666666666667,21244.8007620257,NA
"235","750","235-750",17.7920559948526,"14227.427810601648",0,1,0,"bridge",14227.4278106016,1,1,"India","Colony of",1,0.0477966101694915,1,"Portugal","Sovereign",4,0.0886666666666667,14227.4278106016,NA
"255","1048","1048-255",18.5228685467534,"13332",0.05,0.95,0.19,"bridge",13332,1,1,"Trinidad","Colony of",2,0.1875,1,"Germany (Zollverein)","Sovereign",0,0.258627450980392,13332,NA
"255","155","155-255",20.2807195194681,"552569.0542726872|266976.0625305325",0.1,0.9,0.36,"bridge",552569.054272687,1,1,"Chile","Sovereign",2,0.115,1,"Germany (Zollverein)","Sovereign",0,0.258627450980392,552569.054272687,266976.062530532
"255","160","160-255",20.7591656645251,"991120.4868991128|343434.63512266806",0.1,0.9,0.36,"bridge",991120.486899113,1,1,"Argentina (La Plata)","Sovereign",2,0.12,1,"Germany (Zollverein)","Sovereign",0,0.258627450980392,991120.486899113,343434.635122668
"255","165","165-255",19.1032941337286,"70536.875|14839.768184312816",0.1,0.9,0.36,"bridge",70536.875,1,1,"Uruguay","Sovereign",2,0.125454545454545,1,"Germany (Zollverein)","Sovereign",0,0.258627450980392,70536.875,14839.7681843128
"255","2","2-255",21.1196652047662,"10796174.816450907|9472789.447972644",0.05,0.95,0.19,"bridge",10796174.8164509,1,1,"United States of America","Sovereign",2,0.11126582278481,1,"Germany (Zollverein)","Sovereign",0,0.258627450980392,10796174.8164509,9472789.44797264
"255","20","20-255",18.3873978519416,"31438.42120473969|120336",0.05,0.95,0.19,"bridge",120336,1,1,"Canada (Province of Canada)","Colony of",2,0.0984782608695652,1,"Germany (Zollverein)","Sovereign",0,0.258627450980392,31438.4212047397,120336
"255","200","200-255",20.6535969272095,"18518024",0,1,0,"bridge",18518024,1,1,"United Kingdom","Sovereign",1,0.138541666666667,1,"Germany (Zollverein)","Sovereign",0,0.258627450980392,18518024,NA
"255","21","21-255",18.3971487172578,"3474|10049",0.05,0.95,0.19,"bridge",10049,1,1,"Newfoundland and Labrador (Newfoundland)","Colony of",2,0.0606666666666667,1,"Germany (Zollverein)","Sovereign",0,0.258627450980392,3474,10049
"255","211","211-255",21.3744490502657,"7746659.760011837|8500830.483634587",0.9,0.1,0.36,"0",8500830.48363459,1,1,"Belgium","Sovereign",0,0.0476,1,"Germany (Zollverein)","Sovereign",0,0.258627450980392,7746659.76001184,8500830.48363459
"255","220","220-255",21.3172721477161,"13446578.822035244|16895540",0.05,0.95,0.19,"bridge",16895540,1,1,"France","Sovereign",3,0.54536231884058,1,"Germany (Zollverein)","Sovereign",0,0.258627450980392,13446578.8220352,16895540
"255","235","235-255",20.1747052528677,"201407.50349987712|231656.0820713239",0,1,0,"bridge",231656.082071324,1,1,"Portugal","Sovereign",4,0.0886666666666667,1,"Germany (Zollverein)","Sovereign",0,0.258627450980392,201407.503499877,231656.082071324
"255","325","255-325",21.3122037727758,"2828526.0753416703|3849438.202247191",0.9,0.1,0.36,"0",3849438.20224719,1,1,"Italy","Sovereign",0,0.0267647058823529,1,"Germany (Zollverein)","Sovereign",0,0.258627450980392,2828526.07534167,3849438.20224719
"255","338","255-338",17.1737744837896,"275",0.9,0.1,0.36,"0",275,1,1,"Malta","Colony of",0,0.0378947368421053,1,"Germany (Zollverein)","Sovereign",0,0.258627450980392,275,NA
"255","350","255-350",19.6592027776912,"51063.9454795911|83927.69907181241",0.9,0.1,0.36,"0",83927.6990718124,1,1,"Greece","Sovereign",0,0.0378947368421053,1,"Germany (Zollverein)","Sovereign",0,0.258627450980392,51063.9454795911,83927.6990718124
"255","355","255-355",20.2873242334252,"1642.879822193999|17537.860283341477",0.9,0.1,0.36,"0",17537.8602833415,1,1,"Bulgaria","Vassal of",0,0.06,1,"Germany (Zollverein)","Sovereign",0,0.258627450980392,1642.879822194,17537.8602833415
"255","360","255-360",21.5606253919482,"218563.9387204318|756961.406936981",0.9,0.1,0.36,"0",756961.406936981,1,1,"Romania","Sovereign",0,0.04,1,"Germany (Zollverein)","Sovereign",0,0.258627450980392,218563.938720432,756961.406936981
"255","365","255-365",22.3951833850247,"16936474.853564937|9965021.983390328",0.9,0.1,0.36,"0",16936474.8535649,1,1,"Russia (USSR)","Sovereign",0,0.0337037037037037,1,"Germany (Zollverein)","Sovereign",0,0.258627450980392,16936474.8535649,9965021.98339033
"255","452","255-452",20.4165550632544,"19341",0,1,0,"bridge",19341,1,1,"Ghana (Gold Coast)","Colony of",3,0.286666666666667,1,"Germany (Zollverein)","Sovereign",0,0.258627450980392,19341,NA
"255","51","255-51",18.7963459518468,"17532",0.05,0.95,0.19,"bridge",17532,1,1,"Jamaica","Colony of",2,0.15875,1,"Germany (Zollverein)","Sovereign",0,0.258627450980392,17532,NA
"255","561","255-561",19.1095720094853,"73616",0,1,0,"bridge",73616,1,1,"Cape Colony (Cape of Good Hope)","Colony of",1,0.189090909090909,1,"Germany (Zollverein)","Sovereign",0,0.258627450980392,73616,NA
"255","615","255-615",20.2641460530509,"31866.84394348309|369277",0.9,0.1,0.36,"0",369277,1,1,"Algeria (Regency of Algiers)","Colony of",0,0.0995454545454546,1,"Germany (Zollverein)","Sovereign",0,0.258627450980392,31866.8439434831,369277
"255","640","255-640",19.4866011660117,"56.36363636363636|281930",0.9,0.1,0.36,"0",281930,1,1,"Turkey (Ottoman Empire)","Sovereign",0,0.03,1,"Germany (Zollverein)","Sovereign",0,0.258627450980392,56.3636363636364,281930
"255","70","255-70",20.0470554141754,"125700",0.1,0.9,0.36,"bridge",125700,1,1,"Mexico","Sovereign",2,0.1452,1,"Germany (Zollverein)","Sovereign",0,0.258627450980392,125700,NA
"255","740","255-740",19.7587498826847,"86507.5954112619|99511.48021494871",0.9,0.1,0.36,"0",99511.4802149487,1,1,"Japan","Sovereign",0,0.0455,1,"Germany (Zollverein)","Sovereign",0,0.258627450980392,86507.5954112619,99511.4802149487
"255","750","255-750",18.1624630981946,"429568.1950570026",0,1,0,"bridge",429568.195057003,1,1,"India","Colony of",1,0.0477966101694915,1,"Germany (Zollverein)","Sovereign",0,0.258627450980392,429568.195057003,NA
"255","827","255-827",17.9326865608093,"53820",0,1,0,"bridge",53820,1,1,"Straits Settlements","Colony of",1,0.0366666666666667,1,"Germany (Zollverein)","Sovereign",0,0.258627450980392,53820,NA
"255","904","255-904",17.0868151192781,"35054",0,1,0,"bridge",35054,1,1,"Victoria","Colony of",1,0.0433333333333333,1,"Germany (Zollverein)","Sovereign",0,0.258627450980392,35054,NA
"30","1032","1032-30",22.7244148545229,"9",0.9,0.1,0.36,"2",9,1,1,"Turks and Caicos Is.","Dependency of",2,0.135,1,"Bermuda","Colony of",2,0.036,9,NA
"30","110","110-30",24.2152584301264,"5119|1424",1,0,0,"2",5119,1,1,"Guyana (British Guiana)","Colony of",2,0.0389473684210526,1,"Bermuda","Colony of",2,0.036,5119,1424
"300","2","2-300",18.6959472539742,"467546.47524387995",0,1,0,"bridge",467546.47524388,1,1,"United States of America","Sovereign",2,0.11126582278481,1,"Austria-Hungary (Austrian Empire)","Sovereign",0,0.0276923076923077,467546.47524388,NA
"300","20","20-300",15.2709978327101,"2136.7821312084557",0,1,0,"bridge",2136.78213120846,1,1,"Canada (Province of Canada)","Colony of",2,0.0984782608695652,1,"Austria-Hungary (Austrian Empire)","Sovereign",0,0.0276923076923077,2136.78213120846,NA
"300","200","200-300",19.6554039725573,"703962|856563.5451505017",0,1,0,"bridge",856563.545150502,1,1,"United Kingdom","Sovereign",1,0.138541666666667,1,"Austria-Hungary (Austrian Empire)","Sovereign",0,0.0276923076923077,703962,856563.545150502
"300","210","210-300",19.6035004076288,"1.7353937691099908|105690",1,0,0,"0",105690,1,1,"Netherlands","Sovereign",0,0.0239473684210526,1,"Austria-Hungary (Austrian Empire)","Sovereign",0,0.0276923076923077,1.73539376910999,105690
